b9a73a9564370a8c548665f0ceec4c9f96342c1eb2aa0c4a7f05477ccee1f95b,b7d4464857cae5fd297ee44b6be1015a253022b8eb09279be9cf521697e22f89,10e16b35b463d45f38f68a83b3c65c2ca8feb4bfdbe552e2ac92ef1ad00d2fd8,47645ed2aa403705bdd9484729f656a851c368f461eafad4f3178c79a4d8cb81,8dfd9dd36a1354d4400f7c097619a80abf987fb4083b3c246d47c6de6edd4987,b51fb9762f1de6cecb3cbeb085ed731bd04bfc8da97ff4d1763f3dbe603e4491,604152312f56c4e4b75fb1b428e65e1bdb5108d5dedda03f21624ce2800120e9,4b1b1b38636dbcbf50ce137b86751daf6ca166750e701a808f581adf3a87d2c9,35be4e2f10d6ddbb788e6a898c5b43540f920fbf58764e1de323fd74617931dc,05172864f4dbfcac2f5ea58619a40ed1ea99ca55f07c176decb40f7e61a1929e,7d21b0a84cca1882783de13d1c5bb410658455cab9ceace8655275494b7cb27f,34c6ddc6276c70deb37e4e92d5ba8d5e0c182a794b6b7bddb8c74190ad5e3b81
"封印有可可蘿（嚮導幼君）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","可可蘿（嚮導幼君）的記憶碎片","11","99999","2015/12/17 15:00:00","31376","2030/08/01 14:59:59","31376","1","1432172","0"
"封印有璃乃（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","璃乃（新年）的記憶碎片","11","99999","2015/12/17 15:00:00","31379","2030/08/01 14:59:59","31379","1","8144142","0"
"封印有薇歐莉特（黃泉鯨命）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","薇歐莉特（黃泉鯨命）的記憶碎片","11","99999","2015/12/17 15:00:00","31380","2030/08/01 14:59:59","31380","1","200122","0"
"封印有萊拉耶爾（完美帕菲）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","萊拉耶爾（完美帕菲）的記憶碎片","11","99999","2015/12/17 15:00:00","31381","2030/08/01 14:59:59","31381","1","8001132","0"
"封印有涅妃‧涅羅（鬼面佛心）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","涅妃‧涅羅（鬼面佛心）的記憶碎片","11","99999","2015/12/17 15:00:00","31382","2030/08/01 14:59:59","31382","1","4352122","0"
"封印有日和（公主）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","日和（公主）的記憶碎片","11","99999","2021/02/11 16:00:00","31801","2030/08/01 14:59:59","31801","1","5174212","0"
"封印有優衣（公主）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","優衣（公主）的記憶碎片","11","99999","2020/11/02 16:00:00","31802","2030/08/01 14:59:59","31802","1","7201212","0"
"封印有怜（公主）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","怜（公主）的記憶碎片","11","99999","2021/11/01 16:00:00","31803","2030/08/01 14:59:59","31803","1","8301212","0"
"封印有貪吃佩可（公主）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","貪吃佩可（公主）的記憶碎片","11","99999","2020/06/22 16:00:00","31804","2030/08/01 14:59:59","31804","1","5314212","0"
"封印有可可蘿（公主）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","可可蘿（公主）的記憶碎片","11","99999","2020/09/01 16:00:00","31805","2030/08/01 14:59:59","31805","1","1432212","0"
"封印有凱留（公主）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","凱留（公主）的記憶碎片","11","99999","2015/12/17 15:00:00","31806","2030/08/01 14:59:59","31806","1","1170212","0"
"封印有初音＆栞的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","初音＆栞的記憶碎片","11","99999","2015/12/17 15:00:00","31807","2030/08/01 14:59:59","31807","1","5032212","0"
"封印有禊＆美美＆鏡華的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","禊＆美美＆鏡華的記憶碎片","11","99999","2015/12/17 15:00:00","31808","2030/08/01 14:59:59","31808","1","6124212","0"
"封印有秋乃＆咲戀的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","秋乃＆咲戀的記憶碎片","11","99999","2015/12/17 15:00:00","31809","2030/08/01 14:59:59","31809","1","11212","0"
"封印有安＆古蕾婭的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","安＆古蕾婭的記憶碎片","11","99999","2015/12/17 15:00:00","31810","2030/08/01 14:59:59","31810","1","94212","0"
"封印有靜流＆璃乃的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","靜流＆璃乃的記憶碎片","11","99999","2015/12/17 15:00:00","31810","2030/08/01 14:59:59","31811","1","2122212","0"
"封印有雪菲（公主）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","雪菲（公主）的記憶碎片","11","99999","2015/12/17 15:00:00","31812","2030/08/01 14:59:59","31812","1","2103242","0"
"封印有日和純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","日和的純淨記憶碎片","18","99999","2020/07/02 16:00:00","32001","2030/08/01 14:59:59","32001","1","5174111","0"
"封印有優衣純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","優衣的純淨記憶碎片","18","99999","2020/07/02 16:00:00","32002","2030/08/01 14:59:59","32002","1","7201111","0"
"封印有怜純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","怜的純淨記憶碎片","18","99999","2020/07/02 16:00:00","32003","2030/08/01 14:59:59","32003","1","8301111","0"
"封印有禊純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","禊的純淨記憶碎片","18","99999","2021/07/13 16:00:00","32004","2030/08/01 14:59:59","32004","1","6124111","0"
"封印有茉莉純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","茉莉的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32005","2030/08/01 14:59:59","32005","1","6032111","0"
"封印有茜里純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","茜里的純淨記憶碎片","18","99999","2021/05/11 16:00:00","32006","2030/08/01 14:59:59","32006","1","10111","0"
"封印有宮子純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","宮子的純淨記憶碎片","18","99999","2022/10/11 16:00:00","32007","2030/08/01 14:59:59","32007","1","6170111","0"
"封印有雪純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","雪的純淨記憶碎片","18","99999","2023/10/06 16:00:00","32008","2030/08/01 14:59:59","32008","1","7211111","0"
"封印有杏奈純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","杏奈的純淨記憶碎片","18","99999","2023/08/08 16:00:00","32009","2030/08/01 14:59:59","32009","1","94311","0"
"封印有真步純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","真步的純淨記憶碎片","18","99999","2020/06/03 16:00:00","32010","2030/08/01 14:59:59","32010","1","6054111","0"
"封印有璃乃純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","璃乃的純淨記憶碎片","18","99999","2020/02/04 16:00:00","32011","2030/08/01 14:59:59","32011","1","8144111","0"
"封印有初音純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","初音的純淨記憶碎片","18","99999","2020/08/03 16:00:00","32012","2030/08/01 14:59:59","32012","1","5032111","0"
"封印有七七香純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","七七香的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32013","2030/08/01 14:59:59","32013","1","4040111","0"
"封印有霞純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","霞的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32013","2030/08/01 14:59:59","32014","1","1022111","0"
"封印有美里純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","美里的純淨記憶碎片","18","99999","2022/11/09 16:00:00","32015","2030/08/01 14:59:59","32015","1","6120211","0"
"封印有鈴奈純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","鈴奈的純淨記憶碎片","18","99999","2021/04/08 16:00:00","32016","2030/08/01 14:59:59","32016","1","2222111","0"
"封印有香織純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","香織的純淨記憶碎片","18","99999","2021/11/09 16:00:00","32017","2030/08/01 14:59:59","32017","1","1004111","0"
"封印有伊緒純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","伊緒的純淨記憶碎片","18","99999","2020/04/01 16:00:00","32018","2030/08/01 14:59:59","32018","1","104111","0"
"封印有美美純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","美美的純淨記憶碎片","18","99999","2021/07/13 16:00:00","32020","2030/08/01 14:59:59","32020","1","6161111","0"
"封印有胡桃純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","胡桃的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32021","2030/08/01 14:59:59","32021","1","1282111","0"
"封印有依里純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","依里的純淨記憶碎片","18","99999","2021/06/11 16:00:00","32022","2030/08/01 14:59:59","32022","1","7481111","0"
"封印有綾音純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","綾音的純淨記憶碎片","18","99999","2020/12/04 15:00:00","32023","2030/08/01 14:59:59","32023","1","64111","0"
"封印有鈴莓純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","鈴莓的純淨記憶碎片","18","99999","2021/09/08 16:00:00","32025","2030/08/01 14:59:59","32025","1","2222211","0"
"封印有鈴純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","鈴的純淨記憶碎片","18","99999","2022/09/12 16:00:00","32026","2030/08/01 14:59:59","32026","1","8194111","0"
"封印有惠理子純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","惠理子的純淨記憶碎片","18","99999","2022/12/09 16:00:00","32027","2030/08/01 14:59:59","32027","1","381111","0"
"封印有咲戀純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","咲戀的純淨記憶碎片","18","99999","2021/01/15 16:00:00","32028","2030/08/01 14:59:59","32028","1","2083111","0"
"封印有望純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","望的純淨記憶碎片","18","99999","2021/08/10 16:00:00","32029","2030/08/01 14:59:59","32029","1","4424111","0"
"封印有妮諾純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","妮諾的純淨記憶碎片","18","99999","2021/02/09 16:00:00","32030","2030/08/01 14:59:59","32030","1","4144111","0"
"封印有忍純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","忍的純淨記憶碎片","18","99999","2023/01/10 16:00:00","32031","2030/08/01 14:59:59","32031","1","2144111","0"
"封印有秋乃純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","秋乃的純淨記憶碎片","18","99999","2021/01/15 16:00:00","32032","2030/08/01 14:59:59","32032","1","11111","0"
"封印有真陽純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","真陽的純淨記憶碎片","18","99999","2021/03/09 16:00:00","32033","2030/08/01 14:59:59","32033","1","6051111","0"
"封印有優花梨純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","優花梨的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32034","2030/08/01 14:59:59","32034","1","7210111","0"
"封印有鏡華純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","鏡華的純淨記憶碎片","18","99999","2021/07/13 16:00:00","32036","2030/08/01 14:59:59","32036","1","1174111","0"
"封印有智純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","智的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32037","2030/08/01 14:59:59","32037","1","3464111","0"
"封印有栞純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","栞的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32038","2030/08/01 14:59:59","32038","1","2104111","0"
"封印有碧純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","碧的純淨記憶碎片","18","99999","2021/12/10 16:00:00","32040","2030/08/01 14:59:59","32040","1","4111","0"
"封印有千歌純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","千歌的純淨記憶碎片","18","99999","2022/05/10 16:00:00","32042","2030/08/01 14:59:59","32042","1","3110111","0"
"封印有真琴純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","真琴的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32043","2030/08/01 14:59:59","32043","1","6014111","0"
"封印有伊莉亞純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","伊莉亞的純淨記憶碎片","18","99999","2023/01/10 16:00:00","32044","2030/08/01 14:59:59","32044","1","181111","0"
"封印有空花純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","空花的純淨記憶碎片","18","99999","2022/08/11 16:00:00","32045","2030/08/01 14:59:59","32045","1","1202111","0"
"封印有珠希純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","珠希的純淨記憶碎片","18","99999","2020/09/04 16:00:00","32046","2030/08/01 14:59:59","32046","1","3060111","0"
"封印有純純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","純的純淨記憶碎片","18","99999","2023/05/11 16:00:00","32047","2030/08/01 14:59:59","32047","1","2172111","0"
"封印有美冬純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","美冬的純淨記憶碎片","18","99999","2020/09/30 16:00:00","32048","2030/08/01 14:59:59","32048","1","6152111","0"
"封印有靜流純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","靜流的純淨記憶碎片","18","99999","2020/11/02 16:00:00","32049","2030/08/01 14:59:59","32049","1","2122111","0"
"封印有美咲純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","美咲的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32050","2030/08/01 14:59:59","32050","1","6120111","0"
"封印有深月純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","深月的純淨記憶碎片","18","99999","2023/04/07 16:00:00","32051","2030/08/01 14:59:59","32051","1","6132111","0"
"封印有莉瑪純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","莉瑪的純淨記憶碎片","18","99999","2020/03/04 16:00:00","32052","2030/08/01 14:59:59","32052","1","8160111","0"
"封印有莫妮卡純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","莫妮卡的純淨記憶碎片","18","99999","2022/03/10 16:00:00","32053","2030/08/01 14:59:59","32053","1","6441111","0"
"封印有紡希純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","紡希的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32054","2030/08/01 14:59:59","32054","1","3262111","0"
"封印有步未純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","步未的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32055","2030/08/01 14:59:59","32055","1","72111","0"
"封印有流夏純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","流夏的純淨記憶碎片","18","99999","2024/10/01 16:00:00","32056","2030/08/01 14:59:59","32056","1","8210111","0"
"封印有吉塔純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","吉塔的純淨記憶碎片","18","99999","2022/01/10 16:00:00","32057","2030/08/01 14:59:59","32057","1","2101111","0"
"封印有貪吃佩可純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","貪吃佩可的純淨記憶碎片","18","99999","2020/01/02 16:00:00","32058","2030/08/01 14:59:59","32058","1","5314111","0"
"封印有可可蘿純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","可可蘿的純淨記憶碎片","18","99999","2020/01/02 16:00:00","32059","2030/08/01 14:59:59","32059","1","1432111","0"
"封印有凱留純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","凱留的純淨記憶碎片","18","99999","2020/01/02 16:00:00","32060","2030/08/01 14:59:59","32060","1","1170111","0"
"封印有矛依未純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","矛依未的純淨記憶碎片","18","99999","2023/09/08 16:00:00","32061","2030/08/01 14:59:59","32061","1","6201111","0"
"封印有亞里莎純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","亞里莎的純淨記憶碎片","18","99999","2022/03/10 16:00:00","32063","2030/08/01 14:59:59","32063","1","81211","0"
"封印有雪菲純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","雪菲的純淨記憶碎片","18","99999","2023/03/09 16:00:00","32064","2030/08/01 14:59:59","32064","1","2103111","0"
"封印有嘉夜純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","嘉夜的純淨記憶碎片","18","99999","2024/05/10 16:00:00","32065","2030/08/01 14:59:59","32065","1","1070111","0"
"封印有祈梨純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","祈梨的純淨記憶碎片","18","99999","2024/04/09 16:00:00","32066","2030/08/01 14:59:59","32066","1","144111","0"
"封印有克莉絲提娜純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","克莉絲提娜的純淨記憶碎片","18","99999","2023/07/10 16:00:00","32071","2030/08/01 14:59:59","32071","1","1281211","0"
"封印有貪吃佩可（夏日）純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","貪吃佩可（夏日）的純淨記憶碎片","18","99999","2022/07/11 16:00:00","32075","2030/08/01 14:59:59","32075","1","5314121","0"
"封印有可可蘿（夏日）純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","可可蘿（夏日）的純淨記憶碎片","18","99999","2022/07/11 16:00:00","32076","2030/08/01 14:59:59","32076","1","1432121","0"
"封印有凱留（夏日）純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","凱留（夏日）的純淨記憶碎片","18","99999","2022/07/11 16:00:00","32078","2030/08/01 14:59:59","32078","1","1170121","0"
"封印有日和（新年）純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","日和（新年）的純淨記憶碎片","18","99999","2024/07/11 16:00:00","32075","2030/08/01 14:59:59","32087","1","5174121","0"
"封印有優衣（新年）純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","優衣（新年）的純淨記憶碎片","18","99999","2024/07/11 16:00:00","32076","2030/08/01 14:59:59","32088","1","7201121","0"
"封印有怜（新年）純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","怜（新年）的純淨記憶碎片","18","99999","2024/07/11 16:00:00","32078","2030/08/01 14:59:59","32089","1","8301121","0"
"封印有雷姆純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","雷姆的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32097","2030/08/01 14:59:59","32097","1","8362111","0"
"封印有拉姆純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","拉姆的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32098","2030/08/01 14:59:59","32098","1","8062111","0"
"封印有愛蜜莉雅純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","愛蜜莉雅的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32099","2030/08/01 14:59:59","32099","1","361111","0"
"封印有卯月（NGs）純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","卯月（NGs）的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32124","2030/08/01 14:59:59","32124","1","232111","0"
"封印有凜（NGs）純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","凜（NGs）的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32125","2030/08/01 14:59:59","32125","1","8194211","0"
"封印有未央（NGs）純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","未央（NGs）的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32126","2030/08/01 14:59:59","32126","1","6104111","0"
"封印有班比純真的記憶碎片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","班比的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32099","2030/08/01 14:59:59","32223","1","200211","0"
"封印有涅婭純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。","0","涅婭的純淨記憶碎片","18","99999","2015/12/17 15:00:00","32233","2030/08/01 14:59:59","32233","1","4300111","0"
"自古流傳至今，據說能使裝備者突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","阿斯特賴亞戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41000","1","0","0"
"據說能使日和突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","日和專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41001","1","0","0"
"據說能使優衣突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","優衣專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41002","1","0","0"
"據說能使怜突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","怜專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41003","1","0","0"
"據說能使禊突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","禊專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41004","1","0","0"
"據說能使茉莉突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","茉莉專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41005","1","0","0"
"據說能使茜里突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","茜里專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41006","1","0","0"
"據說能使宮子突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","宮子專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41007","1","0","0"
"據說能使雪突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","雪專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41008","1","0","0"
"據說能使杏奈突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","杏奈專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41009","1","0","0"
"據說能使真步突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","真步專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41010","1","0","0"
"據說能使璃乃突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","璃乃專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41011","1","0","0"
"據說能使初音突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","初音專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41012","1","0","0"
"據說能使七七香突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","七七香專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41013","1","0","0"
"據說能使霞突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","霞專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41014","1","0","0"
"據說能使美里突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","美里專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41015","1","0","0"
"據說能使鈴奈突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","鈴奈專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41016","1","0","0"
"據說能使香織突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","香織專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41017","1","0","0"
"據說能使伊緒突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","伊緒專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41018","1","0","0"
"據說能使美美突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","美美專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41020","1","0","0"
"據說能使胡桃突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","胡桃專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41021","1","0","0"
"據說能使依里突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","依里專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41022","1","0","0"
"據說能使綾音突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","綾音專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41023","1","0","0"
"據說能使鈴莓突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","鈴莓專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41025","1","0","0"
"據說能使鈴突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","鈴專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41026","1","0","0"
"據說能使惠理子突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","惠理子專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41027","1","0","0"
"據說能使咲戀突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","咲戀專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41028","1","0","0"
"據說能使望突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","望專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41029","1","0","0"
"據說能使妮諾突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","妮諾專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41030","1","0","0"
"據說能使忍突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","忍專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41031","1","0","0"
"據說能使秋乃突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","秋乃專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41032","1","0","0"
"據說能使真陽突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","真陽專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41033","1","0","0"
