d643cb7690b7b521c4d3117ed52b92fef8ed58516e64f7143ef52f26a05781c6,2e1f830fb67a96542171f62cd542a488d70d7bcf6bfd25ab47cd34d3ea1f99f4,511108697187ad011254e51d636c9abe49ac294bd73515609ac65b33d760b196,1c798a872b89dd10d13abb1c534a8b7312a0a3c181cab35a7de079dc4a1bb05c,5bb39f00447b92d7471d2315f8de7bb556f4e182f99457a4b0a16d4c2392f9ab,0aeb13e89bb360aeeab91cb5acbe0b8dde42af6ff069ef8de59fbfc0cdb0ac4e,09f8c49331bd7d7252737b5d0817eb43c420fbf3ef0188c791c6050255095eae,ef4bbe0198d27062ce11edfe320bfca354577a73ac45835d0ec214ca39c741e0,7f3e738bbd155ec8385b9c924512a8dc3f4ddfd402bf89b7546730af24986f4e,a9d6708fd3b6467bf39bf3945f30af78f8ce7d3b1f4a14679a300c364095f756,ff6c6180ab515754bd38df2c27676833d00e5e935b86d0f45c3c1fe01edccce4
"0","1","1010830004","","travel_exdrama_r_104_fishingBig","1","0","0","1083","travel_exdrama_r_104_fishingIdle","3"
"","10403","1010830005","","1","","","","1083","","32"
"","10001","1010830006","","1","","","","1083","","32"
"","3","1010830007","","0","","","","1083","","93"
"","10403","1010830008","","0","","","","1083","","32"
"","10001","1010830009","","0","","","","1083","","32"
"","1000002","1010840001","","1","","","","1084","","4"
"0","1000001","1010840002","","travel_exdrama_r_104_fishing_finish","0","0","0","1084","","3"
"0","1000002","1010840003","","travel_exdrama_r_finish_A_front","0","0","0","1084","","3"
"0","1","1010840004","","travel_exdrama_r_104_fishing_finish","0","0","0.2","1084","","3"
