9864b90fc8c9c8042db8f888127f4b7a4c9224d5ef6d0ca9d1b6280f935790bf,2ac30f761b50ac004b57929174ba75a197a84f860ddf468c5d9b88ce6adeff72,93ac53cb1e7a31c60cd11e3d9ee607bf7e95b77aa458bec32db5d9c8bde1da9d,3193af92a29a33ca42e53adcfebcd2eab144708f65c626814651313c2ab0bd98,bd8c05011adc003bf568462310cb9462b0e082eeefb76432f15b7f745e1032ba,fbe5e86161aec370aabe22702d9412de0f60b2b201822c6e78231a1b0335439f,a08ef53c4ed64a2b0415bbd90df546db85d4ca520e59cc91cb327ac03be88170,9238961fba54f6a5b0ed119c24e194a1010d3cc901327e19e98dd223db8766c3,7ee1a0383dbdeca24416c9b409ec55a5ffb383e11957e9e8c000b7a06bbb39dd,1ba99207f5c995c81b59ce9b00957bdab3386000c0bbc568ba4dc0b2638253b4,e0f885f69a09e5eb731a462db971053951bc1aa108c48b8faa72959d49c26c8f,bd926063f2882a550ff0d9cbfb5efe01dfbb2b5b1ce72157419133815b1ddf5c
"2","1","0","鼠妖玩具","0","5","10140","963","10140963","0","0","0"
"1","1","0","岩花玩具","0","5","10140","964","10140964","0","0","0"
"2","1","0","童子狸玩具","0","5","10140","965","10140965","0","0","0"
"1","1","0","似龍生物玩具","0","5","10140","966","10140966","0","0","0"
"2","1","0","珠希的沙灘球","0","5","10140","970","10140970","0","0","0"
"1","1","0","凱留的游泳圈","0","5","10140","971","10140971","0","0","0"
"2","1","0","紅魚","0","5","10140","972","10140972","0","0","0"
"1","1","0","大貝殼","0","5","10140","973","10140973","0","0","0"
"2","1","0","西瓜","0","5","10140","974","10140974","0","0","0"
"2","1","0","日和的海豚","0","5","10140","975","10140975","0","0","0"
"1","1","0","禊的水球","0","5","10140","976","10140976","0","0","0"
"1","1","0","美美的小小格里芬","0","5","10140","977","10140977","0","0","0"
"2","1","0","優妮的沙灘球","0","5","10140","978","10140978","0","0","0"
"2","1","0","克蘿依的衝浪板","0","5","10140","979","10140979","0","0","0"
"2","1","0","壽司、壽司、壽司","0","10","10140","980","10140980","0","0","0"
"2","1","0","壽司、壽司、布丁","0","1","10140","981","10140981","0","0","0"
"1","1","0","冰魚","0","5","10140","982","10140982","0","0","0"
"1","1","0","流氓水獺","0","5","10140","983","10140983","0","0","0"
"1","1","0","天使鏢魚","0","5","10140","984","10140984","0","0","0"
