2ac30f761b50ac004b57929174ba75a197a84f860ddf468c5d9b88ce6adeff72,93ac53cb1e7a31c60cd11e3d9ee607bf7e95b77aa458bec32db5d9c8bde1da9d,bd8c05011adc003bf568462310cb9462b0e082eeefb76432f15b7f745e1032ba,a08ef53c4ed64a2b0415bbd90df546db85d4ca520e59cc91cb327ac03be88170,3193af92a29a33ca42e53adcfebcd2eab144708f65c626814651313c2ab0bd98,e0f885f69a09e5eb731a462db971053951bc1aa108c48b8faa72959d49c26c8f,7ee1a0383dbdeca24416c9b409ec55a5ffb383e11957e9e8c000b7a06bbb39dd,bd926063f2882a550ff0d9cbfb5efe01dfbb2b5b1ce72157419133815b1ddf5c,9238961fba54f6a5b0ed119c24e194a1010d3cc901327e19e98dd223db8766c3,fbe5e86161aec370aabe22702d9412de0f60b2b201822c6e78231a1b0335439f,9864b90fc8c9c8042db8f888127f4b7a4c9224d5ef6d0ca9d1b6280f935790bf,1ba99207f5c995c81b59ce9b00957bdab3386000c0bbc568ba4dc0b2638253b4
"1","0","0","10140","鼠妖玩具","0","10140963","0","963","5","2","0"
"1","0","0","10140","岩花玩具","0","10140964","0","964","5","1","0"
"1","0","0","10140","童子狸玩具","0","10140965","0","965","5","2","0"
"1","0","0","10140","似龍生物玩具","0","10140966","0","966","5","1","0"
"1","0","0","10140","珠希的沙灘球","0","10140970","0","970","5","2","0"
"1","0","0","10140","凱留的游泳圈","0","10140971","0","971","5","1","0"
"1","0","0","10140","紅魚","0","10140972","0","972","5","2","0"
"1","0","0","10140","大貝殼","0","10140973","0","973","5","1","0"
"1","0","0","10140","西瓜","0","10140974","0","974","5","2","0"
"1","0","0","10140","日和的海豚","0","10140975","0","975","5","2","0"
"1","0","0","10140","禊的水球","0","10140976","0","976","5","1","0"
"1","0","0","10140","美美的小小格里芬","0","10140977","0","977","5","1","0"
"1","0","0","10140","優妮的沙灘球","0","10140978","0","978","5","2","0"
"1","0","0","10140","克蘿依的衝浪板","0","10140979","0","979","5","2","0"
"1","0","0","10140","壽司、壽司、壽司","0","10140980","0","980","10","2","0"
"1","0","0","10140","壽司、壽司、布丁","0","10140981","0","981","1","2","0"
"1","0","0","10140","冰魚","0","10140982","0","982","5","1","0"
"1","0","0","10140","流氓水獺","0","10140983","0","983","5","1","0"
"1","0","0","10140","天使鏢魚","0","10140984","0","984","5","1","0"
