2abd43a48588189d12083a4e2da269b9855841bb9d1e49e83bb77447d4287d72,1840b22615680e889faa5b95100b995d1c4494953eef5ca1502b4d136ec8dff8,58c7b5cb48f6a1c793ab60f787e8af67bbfcf8b206479b64da12da263e5cf926,d5a86ca00e014b49282a92ebae7cadae572e2c9bb429eaed19cb4fe922b78bfa,f7f5de55ab0b9f7abdc27f65f77ef9bfb3abcf52ce5c6ff8a4320874ccbe1712,48b29c00f8b9182d13c98d04e1edc836f971f7f230e75888bda935f6a233b9d0,6b2de9f37b04ae1dbee9404b0be7b3e5b7b0badef739a3a16ddf6e63c584a276,71ee96934beff286987df090c92c92f0abe654f944433f9202f9df42c90f8e8c,96cb7f0830aa5fc7a3390e76566b1b5c9608f9babfcb02e83771e52c758374bd,cb414a3c1a6af2ec7a12f64d5bd12aa8bbbda84f3a0f37db1cce399ffa880a39,05e62460a236c11a1e27cfe8bd42796fe5b8adb38fa2d987478e7a91e91d5153
"72","1","1","0","0","也是啦……\n因為我突然間太太太心急了嘛……","11","0","72033","1","10"
"72","0","0","","","","91","","72034","","0"
"72","clear_guts1_talk","1","0","","clear_guts1_in","3","0.2","72035","1","0"
"72","0","vo_asb","","","vo_asb_0727","21","","72036","","0"
"72","1","1","0","0","但是我覺得可不能就這樣放棄呢。\n所以我打算時不時就去一趟森林，\n試著讓300年縮短成３年！","11","0","72037","1","10"
"72","0","0","","","","91","","72038","","0"
"72","","72040","","","","101","","72039","",""
"72","1","1","0","","1","6","0.3","72040","0","1"
"72","1","0","0","","1","6","0.3","72041","0","1"
"72","0.3","1","","","-120","2","","72042","1","-250"
"72","0.3","0","","","-100","2","","72043","1","0"
"72","","0","","","0","22","","72044","",""
"72","","0.4","","","0","93","","72045","",""
"82","30","1","0","riri_idle","1","5","2.2","82001","-250","52"
"82","1","1","0","","1","6","0","82002","0","1"
"82","50","0","0","black","0","5","1","82003","0","29"
"82","1","0","0","","1","6","0","82004","0","1"
"82","","0","","","","91","","82005","",""
"82","1","1","0","","1","6","0.2","82006","1","1"
"82","1","0","0","","1","6","0.2","82007","1","1"
"82","0.3","1","","","-20","2","","82008","2","-250"
"82","0.3","0","","","0","2","","82009","2","0"
"82","","0.6","","","0","93","","82010","",""
"82","","1","","","riri_talk","3","0.2","82011","","1"
"82","0","vo_asb","","","vo_asb_0821","21","","82012","","0"
"82","1","1","0","0","那時候，\n我受到了挖角。\n據美里小姐所說，\n我似乎有當幼教師的「天賦」。","11","0","82013","1","10"
"82","0","0","","","","91","","82014","","0"
"82","","1","","","sad_talk_surprise","3","0.2","82015","","1"
"82","0","vo_asb","","","vo_asb_0822","21","","82016","","0"
"82","1","1","0","0","姑且不說小孩子，\n我確實認知自己深受動物喜歡……\n我也有自知之明，\n知道自己不適合冒險者這份工作……","11","0","82017","1","10"
"82","0","0","","","","91","","82018","","0"
"82","","1","","","guts2_talk_Ex1","3","0.2","82019","","1"
"82","0","vo_asb","","","vo_asb_0823","21","","82020","","0"
"82","1","1","0","0","即使如此……我是個要克服先天優劣，\n往自己的道路勇敢前進的冒險者。\n一旦下定決心，\n就不能輕言放棄……！","11","0","82021","1","10"
"82","0","0","","","","91","","82022","","0"
"82","","1","","","talk_joy","3","0.2","82023","","1"
"82","0","vo_asb","","","vo_asb_0824","21","","82024","","0"
"82","1","1","0","0","當我向美里小姐表示\n我堅定不移的決心後，\n她回應我「好的～♪」\n並馬上理解了我的決心。","11","0","82025","1","10"
"82","0","0","","","","91","","82026","","0"
"82","","1","","","wish_talk_joyR_riri","3","0.2","82027","","1"
"82","0","vo_asb","","","vo_asb_0825","21","","82028","","0"
"82","1","1","0","0","她既溫和又寬容，\n還通情達理……\n她正是真正的幼教師呢。","11","0","82029","1","10"
"82","0","0","","","","91","","82030","","0"
"82","","1","","","surprise_talk_nervous","3","0.2","82031","","1"
"82","0","vo_asb","","","vo_asb_0826","21","","82032","","0"
"82","1","1","0","0","……只不過，和她道別時，\n她依然用同樣溫和的笑容對我說\n「我還會再邀請妳的～♪」\n讓我有些在意就是了……","11","0","82033","1","10"
"82","0","0","","","","91","","82034","","0"
"82","","82036","","","","101","","82035","",""
"82","1","1","0","","1","6","0.3","82036","0","1"
"82","1","0","0","","1","6","0.3","82037","0","1"
"82","0.3","1","","","-120","2","","82038","1","-250"
"82","0.3","0","","","-100","2","","82039","1","0"
"82","","0","","","0","22","","82040","",""
"82","","0.4","","","0","93","","82041","",""
"92","30","2","0","clear_surprise_talk","1","5","2.2","92001","-250","52"
"92","1","1","0","","1","6","0","92002","0","1"
"92","50","0","0","black","0","5","1","92003","0","29"
"92","1","0","0","","1","6","0","92004","0","1"
"92","","0","","","","91","","92005","",""
"92","1","1","0","","1","6","0.2","92006","1","1"
"92","1","0","0","","1","6","0.2","92007","1","1"
"92","0.3","1","","","-20","2","","92008","2","-250"
"92","0.3","0","","","0","2","","92009","2","0"
"92","","0.6","","","0","93","","92010","",""
"92","0","vo_asb","","","vo_asb_0921","21","","92011","","0"
"92","1","1","0","0","洞穴真是不可思議呢……","11","0","92012","1","10"
"92","0","0","","","","91","","92013","","0"
"92","0","vo_asb","","","vo_asb_0922","21","","92014","","0"
"92","1","1","0","0","既昏暗又狹窄，\n既涼爽又安靜。\n該怎麼說，總覺得……能讓人平靜下來。","11","0","92015","1","10"
"92","0","0","","","","91","","92016","","0"
"92","clear_kohon_loop_normal2","1","0","","surpriseToKohon","3","0.1","92017","1","0"
"92","0","vo_asb","","","vo_asb_0923","21","","92018","","0"
"92","1","1","0","0","那些特徵，\n我可能意外地滿喜歡的喔……？\n雖然也不是說，\n看到洞穴就想跳進去……","11","0","92019","1","10"
"92","0","0","","","","91","","92020","","0"
"92","","1","","","clear_wish_talk_joy_noShy","3","0.2","92021","","1"
"92","0","vo_asb","","","vo_asb_0924","21","","92022","","0"
"92","1","1","0","0","但我也學會怎麼挖洞了，\n要不要來挖一個我專用的洞穴呢……？","11","0","92023","1","10"
"92","0","0","","","","91","","92024","","0"
"92","","92026","","","","101","","92025","",""
"92","1","1","0","","1","6","0.3","92026","0","1"
"92","1","0","0","","1","6","0.3","92027","0","1"
"92","0.3","1","","","-120","2","","92028","1","-250"
"92","0.3","0","","","-100","2","","92029","1","0"
"92","","0","","","0","22","","92030","",""
"92","","0.4","","","0","93","","92031","",""
"102","30","3","0","idle_precia","1","5","2.2","102001","-250","52"
"102","1","1","0","","1","6","0","102002","0","1"
"102","50","0","0","black","0","5","1","102003","0","29"
"102","1","0","0","","1","6","0","102004","0","1"
"102","","0","","","","91","","102005","",""
"102","1","1","0","","1","6","0.2","102006","1","1"
"102","1","0","0","","1","6","0.2","102007","1","1"
"102","0.3","1","","","-20","2","","102008","2","-250"
"102","0.3","0","","","0","2","","102009","2","0"
"102","","0.6","","","0","93","","102010","",""
"102","","1","","","doya_idle_surprise_precia","3","0.3","102011","","1"
"102","0","vo_asb","","","vo_asb_1021","21","","102012","","0"
"102","1","1","0","0","「變態可疑分子\n就該掉進陷阱裡。」","11","0","102013","1","10"
"102","0","0","","","","91","","102014","","0"
"102","","1","","","talk_precia","3","0.3","102015","","1"
"102","0","vo_asb","","","vo_asb_1022","21","","102016","","0"
"102","1","1","0","0","鏡華，\n她說的。","11","0","102017","1","10"
"102","0","0","","","","91","","102018","","0"
"102","","1","","","think_idle_anger_precia","3","0.3","102019","","1"
"102","0","vo_asb","","","vo_asb_1023","21","","102020","","0"
"102","1","1","0","0","變態可疑分子，\n是什麼……？","11","0","102021","1","10"
"102","0","0","","","","91","","102022","","0"
"102","sad_talk_surprise_precia","1","0","","thinkToSad_precia","3","0.2","102023","1","0"
"102","0","vo_asb","","","vo_asb_1024","21","","102024","","0"
"102","1","1","0","0","……我不懂的事，\n還有好多。","11","0","102025","1","10"
"102","0","0","","","","91","","102026","","0"
"102","","1","","","guts2_talk_joy_precia","3","0.3","102027","","1"
"102","0","vo_asb","","","vo_asb_1025","21","","102028","","0"
"102","1","1","0","0","我要，\n不停學習，喔。","11","0","102029","1","10"
"102","0","0","","","","91","","102030","","0"
"102","","102032","","","","101","","102031","",""
"102","1","1","0","","1","6","0.3","102032","0","1"
"102","1","0","0","","1","6","0.3","102033","0","1"
"102","0.3","1","","","-120","2","","102034","1","-250"
"102","0.3","0","","","-100","2","","102035","1","0"
"102","","0","","","0","22","","102036","",""
"102","","0.4","","","0","93","","102037","",""
"112","30","2","0","clear_wish_talk_joy","1","5","2.2","112001","-250","52"
"112","1","1","0","","1","6","0","112002","0","1"
"112","50","0","0","black","0","5","1","112003","0","29"
"112","1","0","0","","1","6","0","112004","0","1"
"112","","0","","","","91","","112005","",""
"112","1","1","0","","1","6","0.2","112006","1","1"
"112","1","0","0","","1","6","0.2","112007","1","1"
"112","0.3","1","","","-20","2","","112008","2","-250"
"112","0.3","0","","","0","2","","112009","2","0"
"112","","0.6","","","0","93","","112010","",""
"112","0","vo_asb","","","vo_asb_1121","21","","112011","","0"
"112","1","1","0","0","深月小姐端出來的特調茶，\n有種不可思議的香氣。","11","0","112012","1","10"
"112","0","0","","","","91","","112013","","0"
"112","","1","","","clear_memoly_talk","3","0.2","112014","","1"
"112","0","vo_asb","","","vo_asb_1122","21","","112015","","0"
"112","1","1","0","0","光是聞到就讓人覺得輕飄飄地，\n身體熱了起來。\n據深月小姐所說，\n那有滋養強壯的效果。","11","0","112016","1","10"
"112","0","0","","","","91","","112017","","0"
"112","","1","","","clear_surprise_talk","3","0.3","112018","","1"
"112","0","vo_asb","","","vo_asb_1123","21","","112019","","0"
"112","1","1","0","0","雖然哥哥不知道為什麼難得表現出\n焦急的樣子阻止了我，\n說別喝比較好，\n所以我只有聞聞香氣而已……","11","0","112020","1","10"
"112","0","0","","","","91","","112021","","0"
"112","","1","","","clear_wish_talk_normal2","3","0.2","112022","","1"
"112","0","vo_asb","","","vo_asb_1124","21","","112023","","0"
"112","1","1","0","0","但深月小姐說：\n「下次會讓你們喝\n更有效果的茶，\n要再來喔。」","11","0","112024","1","10"
"112","0","0","","","","91","","112025","",""
"112","0","vo_asb","","","vo_asb_1125","21","","112026","","0"
"112","1","1","0","0","既然她這麼說了，\n我想再去找她玩。","11","0","112027","1","10"
"112","0","0","","","","91","","112028","","0"
"112","clear_talk_joyR","1","0","","wishToTalk","3","0.2","112029","1","0"
"112","0","vo_asb","","","vo_asb_1126","21","","112030","","0"
"112","1","1","0","0","呵呵……雖然公會入口看起來很可怕，\n但不能只用外表判斷呢。\n這也算是在這方面學了一課♪","11","0","112031","1","10"
"112","0","0","","","","91","","112032","","0"
"112","","112034","","","","101","","112033","",""
"112","1","1","0","","1","6","0.3","112034","0","1"
"112","1","0","0","","1","6","0.3","112035","0","1"
"112","0.3","1","","","-120","2","","112036","1","-250"
"112","0.3","0","","","-100","2","","112037","1","0"
"112","","0","","","0","22","","112038","",""
"112","","0.4","","","0","93","","112039","",""
"122","30","3","0","notice_loop","1","5","2.2","122001","-250","52"
"122","1","1","0","","1","6","0","122002","0","1"
"122","50","0","0","black","0","5","1","122003","0","29"
"122","1","0","0","","1","6","0","122004","0","1"
"122","","0","","","","91","","122005","",""
"122","1","1","0","","1","6","0.2","122006","1","1"
"122","1","0","0","","1","6","0.2","122007","1","1"
"122","0.3","1","","","-20","2","","122008","2","-250"
"122","0.3","0","","","0","2","","122009","2","0"
"122","","0.6","","","0","93","","122010","",""
"122","0","vo_asb","","","vo_asb_1221","21","","122011","","0"
"122","1","1","0","0","深月的，\n氣息……","11","0","122012","1","10"
"122","0","0","","","","91","","122013","","0"
"122","","1","","","sad_idle_surprise","3","0.3","122014","","1"
"122","0","vo_asb","","","vo_asb_1222","21","","122015","","0"
"122","1","1","0","0","她不是，\n等閒之輩。","11","0","122016","1","10"
"122","0","0","","","","91","","122017","","0"
"122","","1","","","surprise_idle_anger_precia","3","0.3","122018","","1"
"122","0","vo_asb","","","vo_asb_1223","21","","122019","","0"
"122","1","1","0","0","壞人？\n正義的，夥伴？","11","0","122020","1","10"
"122","0","0","","","","91","","122021","","0"
"122","think_idle_Ex1_precia","1","0","","surpriseToThink_precia","3","0.2","122022","1","0"
"122","0","vo_asb","","","vo_asb_1224","21","","122023","","0"
"122","1","1","0","0","真複雜。","11","0","122024","1","10"
"122","0","0","","","","91","","122025","","0"
"122","","122027","","","","101","","122026","",""
"122","1","1","0","","1","6","0.3","122027","0","1"
"122","1","0","0","","1","6","0.3","122028","0","1"
"122","0.3","1","","","-120","2","","122029","1","-250"
"122","0.3","0","","","-100","2","","122030","1","0"
"122","","0","","","0","22","","122031","",""
"122","","0.4","","","0","93","","122032","",""
"132","30","3","0","lift_down_normal","1","5","2.2","132001","-250","52"
"132","1","1","0","","1","6","0","132002","0","1"
"132","50","0","0","black","0","5","1","132003","0","29"
"132","1","0","0","","1","6","0","132004","0","1"
"132","","0","","","","91","","132005","",""
"132","1","1","0","","1","6","0.2","132006","1","1"
"132","1","0","0","","1","6","0.2","132007","1","1"
"132","0.3","1","","","-20","2","","132008","2","-250"
"132","0.3","0","","","0","2","","132009","2","0"
"132","","0.6","","","0","93","","132010","",""
"132","0","vo_asb","","","vo_asb_1321","21","","132011","","0"
"132","1","1","0","0","冒險的，道具。\n有好多。","11","0","132012","1","10"
"132","0","0","","","","91","","132013","","0"
"132","lift_down_shy","1","0","","lift_down_shy_in","3","0.2","132014","1","0"
"132","0","vo_asb","","","vo_asb_1322","21","","132015","","0"
"132","1","1","0","0","拿不……動。","11","0","132016","1","10"
"132","0","0","","","","91","","132017","","0"
"132","lift_up_loop","1","0","","lift_up_in","3","0.2","132018","1","0"
"132","0","vo_asb","","","vo_asb_1323","21","","132019","","0"
"132","1","1","0","0","但是，\n我會，拿的。","11","0","132020","1","10"
"132","0","0","","","","91","","132021","","0"
"132","0","vo_asb","","","vo_asb_1324","21","","132022","","0"
"132","1","1","0","0","這，就是，\n我想保護的、東西，\n的重量。","11","0","132023","1","10"
"132","0","0","","","","91","","132024","","0"
"132","","132026","","","","101","","132025","",""
"132","1","1","0","","1","6","0.3","132026","0","1"
"132","1","0","0","","1","6","0.3","132027","0","1"
"132","0.3","1","","","-120","2","","132028","1","-250"
"132","0.3","0","","","-100","2","","132029","1","0"
"132","","0","","","0","22","","132030","",""
"132","","0.4","","","0","93","","132031","",""
"142","30","1","0","sad_talk_dere","1","5","2.2","142001","-250","52"
"142","1","1","0","","1","6","0","142002","0","1"
"142","50","0","0","black","0","5","1","142003","0","29"
"142","1","0","0","","1","6","0","142004","0","1"
"142","","0","","","","91","","142005","",""
"142","1","1","0","","1","6","0.2","142006","1","1"
"142","1","0","0","","1","6","0.2","142007","1","1"
"142","0.3","1","","","-20","2","","142008","2","-250"
"142","0.3","0","","","0","2","","142009","2","0"
"142","","0.6","","","0","93","","142010","",""
"142","0","vo_asb","","","vo_asb_1421","21","","142011","","0"
"142","1","1","0","0","做為謝禮收下的便當，\n實在是太美味了……","11","0","142012","1","10"
"142","0","0","","","","91","","142013","","0"
"142","","1","","","sad_talk_joyR","3","0.3","142014","","1"
"142","0","vo_asb","","","vo_asb_1422","21","","142015","","0"
"142","1","1","0","0","總有一天，\n我也想做出那樣飽含心意的便當，\n若能默默交給兄長大人的話就好了，\n說笑的……","11","0","142016","1","10"
"142","0","0","","","","91","","142017","","0"
"142","","1","","","wish_talk_nervous_riri","3","0.3","142018","","1"
"142","0","vo_asb","","","vo_asb_1423","21","","142019","","0"
"142","1","1","0","0","我連做個煎蛋捲\n都能燒焦，\n一不小心就將白日夢\n想得太遠了。","11","0","142020","1","10"
"142","0","0","","","","91","","142021","","0"
"142","","1","","","wish_talk_normal2_riri","3","0.2","142022","","1"
"142","0","vo_asb","","","vo_asb_1424","21","","142023","","0"
"142","1","1","0","0","……不過，\n透過這次的冒險，\n我明白了夢想就是種偉大的力量。","11","0","142024","1","10"
"142","0","0","","","","91","","142025","","0"
"142","","1","","","guts2_talk_riri","3","0.2","142026","","1"
"142","0","vo_asb","","","vo_asb_1425","21","","142027","","0"
"142","1","1","0","0","我不會放棄，總有一天\n要成為能支援兄長大人的冒險者。\n我要帶著這個夢想，\n一步一腳印地往前邁進。","11","0","142028","1","10"
"142","0","0","","","","91","","142029","","0"
"142","","142031","","","","101","","142030","",""
"142","1","1","0","","1","6","0.3","142031","0","1"
"142","1","0","0","","1","6","0.3","142032","0","1"
"142","0.3","1","","","-120","2","","142033","1","-250"
"142","0.3","0","","","-100","2","","142034","1","0"
"142","","0","","","0","22","","142035","",""
"142","","0.4","","","0","93","","142036","",""
