5ed3ff18647dc91aaeb3e1362701e4d14007f33d7ceef91e1fe935ddff3cd03d,6dd457fd98c84fb3a780eca21f74b1f1d93da7f6fc2ee09d860bfa272440aa0d,6b09362201a02a61198c23c4f3b6e10507c70326ce7c10340443654d016fa286,872ec8da6e9933c639e035aa78c727d6c55f37da69c88f6eca39031cd9f6fc21,d2de65bdd8f15f57f156feba0345a92600feaa9902a1f99adc65302a15076aac,bcb1b73b351d8c541d56d6e7a059516cbe9b383c7a455ddf424d75fcac67c4b2,a29afc8ace36c0fc75ae1f8ba9852b494dfc3792dae23edf67e3d866762ef1b6,9c7f77a5a9d23ceabd38e1d841ae0852f748ebff59890768b6fa98c5a06af85d,21104038f74cb8254b395cee3d97afbe7d7cbb51f18eaaf68b9d5c449f93e8a3,8379bde0493b5184b88e992319d99e1a7716cd4580e3f7a026697b39c3b8f5df,22fbee69e8469a234c155a25c8fabe1a64575c30ca8f461f986e1f43c0734371,82a655bc8c5179f68509bc237b5b51770d6a671060b75f81e553ad7a44901d83,bc29abeb2dfd1e768aed462fa5ecd69b4b2a4f4eb24221aedbc24c7aa4325a33,abbeaf63b5e7b72aad2acf684e9b363b05987789ae33f60525f1122e153f1787,b6a439992f196d79f5e4080993c6ae656f29bc1b92d1b235ff636b051f74fc00,4ca8dc398a5e2c1da97e199118a959376024da37ab85f71dd644220531a4625d,1e06d320817b49a67160cacba7832baaba1da250556729102a977382daf9f541,46a4beee1a3786471fe9342add53426a8673bf695d1a57c6c47379d7977eb1a4,06e9cf18a3cab9f94b764cff15792c7247991393800992a1b29e5bab1481f5cd,94debfb8946aee8f3f989574a83b2a634a4d0ffeb836e5564c0d5a8487949717,f187b039acb782888910750742e19dfcdb4c0a5fe7c99365ab6594240b511d15
"0","0","0","0","0","0","蓋亞之斧","0","0","26","0","5","0","12","0","0","斧","0","2.4","0","105193"
"0","0","0","0","0","0","神轟斧大地粉碎","20","0","28","0","5","0","0","0","0","斧","0","2.4","0","105194"
"0","0","0","0","0","0","機操斧核心破壞者","0","0","30.2","0","5","0.2","0","0","0","斧","0","0","0","105195"
"0","0","0","0","0","0","蒼海之斧‧諾亞","0","0","34","0","5","0","0","0","0","斧","0","0","0","105196"
"0","0","0","0","0","0","炎羆帝之爪戰斧","0","0","30","0","5","0","40","0","0","斧","0","4","0","105197"
"0","0","0","2","0","0","異域法杖","0","0","0","0","5","0","0","0.6","0","攻擊法杖","20","0","0","105221"
"0","0","0","2.4","4","0","創世法杖","0","0","0","0","5","0","0","0","0","攻撃杖","22","0","0","105222"
"0.4","0","0","2.8","0","0","克勞諾斯雷杖","0","0","0","0","5","0","0","0","0","攻撃杖","23.6","0","0","105223"
"0","0","0","3.2","2","0","黑蛇龍之杖","0","0","0","0","5","0","0","0","0","攻撃杖","25.6","0","0","105224"
"0","0","0","2","0","0","月淵杖犧牲","0","0","0","0","5","0","0","0","0","攻撃杖","29.2","0","0","105225"
"0","0","0","0","4","0","優雅之翠蝶杖","0","0","0","0","5","0","0","0","0","攻撃杖","30.8","0","0","105226"
"0","0","0","2.4","0","0","黑蛇之魔炎杖","0","0","0","0","5","0","0","0","0","攻撃杖","34.4","0","0","105227"
"0","0","0","0","0","1.2","焰靈法杖","24","0","0","0","5","0.8","0","0","0","回復法杖","19","0","0","105251"
"0","0","0","0","2","0","神花之聖杖","0","0","0","0.4","5","0.6","0","0.4","0","回復杖","18.4","0","0","105252"
"0","0","0","0","0","0","亞特蘭提斯杖","24","0","0","0.6","5","0.8","0","0","0","回復杖","20","0","0","105253"
"0","0","0","0","0","0","天杖星光天球","0","0","0","0.6","5","0.8","12","0","0","回復杖","22","0","0","105254"
"0","0","0","0","0","1","世界樹枝之杖","0","0","0","0.4","5","0.4","0","0","0","回復杖","25.4","0","0","105255"
"0","0","0","0","0","0.2","炎鳥杖火束閃焰","0","0","0","0.2","5","0.4","0","0","0","回復杖","30.4","0","0","105256"
"0","0","0","0","0","0","白蛇之水聖杖","0","0","0","0.8","5","1","0","0","0","回復杖","27.2","0","0","105257"
"0.6","0","0","0","0","0","魅影鎧甲","0","0","6.4","1.2","5","0.8","20","0","0","軽装鎧","0","0","0","105281"
"0","0","0","0","0","0","九天之鎧","0","0","8.4","1.2","5","1.2","16","0","0","軽装鎧","0","0","0","105282"
"0","0","0","0","0","0","狂怒皇后鎧衣","0","0","8.8","1.4","5","1","16","0","0","軽装鎧","0","0","0","105283"
"0","0","0","0","2.4","0","閃華舞鎧","0","0","9.6","1.2","5","1.2","0","0","0","軽装鎧","0","0","0","105284"
"0","0","0","0","0","0","麗裝靈魂玫瑰","0","0","14","1.6","5","0.4","0","0","0","軽装鎧","0","1.8","0","105285"
"0","0","0","0","0","0","極南天之烈蒼鎧","0","0","16.2","1.2","5","0.8","0","0","0","軽装鎧","0","0","0","105286"
"0","0","0","0","0","0","聖光百合板鎧","0","0","18.4","0.6","5","1","0","0","0","軽装鎧","0","4","0","105287"
"0","0","0","0","0","0","蒼輝之鎧","0","0","0","2","5","1.8","24","0","0","重装鎧","0","0","0","105311"
"0","0","0","0","0","0","聖櫻之鎧","20","0","0","2.2","5","2","0","0","0","重装鎧","0","0","0","105312"
"0","0","0","0","0","0","煌金的王鎧","0","0","0","2.4","5","1.6","10","0.2","0","重装鎧","0","0","0","105313"
"0","0","0","0","0","0","烈風俊鎧","0","0","0","2.4","5","2","14","0","0","重装鎧","0","0","0","105314"
"0","0","0","0","0","0","熾白銀之鏡鎧","10","0","0","1.8","5","2.6","20","0","0","重装鎧","0","0","0","105315"
"0","0","0","0","0","0","極北天之霸焰鎧","0","0","0","3.2","5","1.8","15","0","0","重装鎧","0","0","0","105316"
"0","0","0","0","0","0","霸王樹之棘針鎧","0","0","0","3","5","1.8","42","0","0","重装鎧","0","0","0","105317"
"0","2","0","0","0","0","神盾之衣","0","0","6.8","0.8","5","0.4","20","0","0","服","0","0","0","105341"
"0","0","0","0","0","0","少女之服","0","0","0","1.2","5","2","32","0","0.4","服","0","0","0","105342"
"0","0","0","0","0","0","鬼焰的鬥衣","0","0","13","1","5","0.8","0","0","0","服","0","2","0","105343"
"0","0","0","0","0","0","極黑冥衣","0","0","13.2","1","5","0.8","0","0","0","服","0","2.4","0","105344"
"0","1","0","0","0","0","流蒼裝碧藍迴旋曲","0","0","13.6","1.2","5","0.4","0","0","0","服","0","0","0","105345"
"0","0","0","0","0","0","極東天之碧風裝","30","0","12.4","1.4","5","1","0","0","0","服","0","0","0","105346"
"0","0","0","0","0","0","白霞之純花衣","0","0","13.6","1.2","5","1","0","0","0.4","服","0","2.4","0","105347"
"0.6","0","0","0","0","0","純潔的巫女服","0","0","0","1","5","1.4","24","0","0","魔法服","4","0","0","105371"
"0","0","0","1.6","0","0","女帝之袍","0","0","0","1","5","1.4","0","0","0","魔法服","8.6","0","0","105372"
"0","0","0","2","0","0","魔導王長袍","0","0","0","0.8","5","1.4","0","0","0","魔法服","9.6","0","0","105373"
"0","0","0","0","0","0","爽冰天衣","0","0","0","1.2","5","1.4","16","0","0","魔法服","8.6","0","0","105374"
"0","0","0","2.6","0","0","星詠的聖靈衣","0","0","0","1","5","1.6","0","0","0","魔法服","9.2","0","0","105375"
"0","0","0","3","0","0","極西天之聖導衣","0","0","0","0.8","5","1.8","0","0","0","魔法服","10.4","0","0","105376"
"0","0","0","1.6","0","0","緋天之鬱金香洋裝","0","0","0","1.2","5","1.8","0","0","0","魔法服","12","0","0","105377"
"0","0","0","0","0","0","星詠之圓盾","0","0","10.8","1","5","0.6","0","0","0.4","盾","0","0","0","105401"
"0","0","0","0","0","0","熾白銀之鏡盾","0","0","0","1.8","5","2.8","16","0","0","盾","0","0","0","105402"
"0","0","0","0","0","0","聖圓環天上聖蓮","0","0","0","1.8","5","3.4","24","0","0","盾","0","0","0","105403"
"0","0","0","0","0","0","煉獄脛甲","0","0","6","1.6","5","1.2","12","0","0","靴","0","2","0","105431"
"0","0","0","0","0","0","天翔金靴","0","0","14","0.8","5","0.6","0","0","0.4","靴","0","0","0","105432"
"0","0","0","0","0","0","極翼天之聖靴","0","0","0","1.2","5","3.6","20","0","0","靴","0","0","0","105433"
"0","0","0","0","0","0.8","血紅寶石高跟鞋","0","0","0","1.2","5","1.8","12","0","0","魔法靴","4.8","0","0","105462"
"0","0","0","0","0","0","熾白銀之鏡靴","0","0","0","1.4","5","2.2","14","0","0","魔法靴","5.2","0","0","105463"
"0","0","0","0","0","0","薔薇之驕傲","0","0","0","1.8","5","2.8","0","0","0","魔法靴","5.6","0","0","105464"
"0","0.6","0","0","0","0","皇家守衛帽子","0","0","12","1","5","0.8","0","0","0","帽子","0","0","0","105491"
"0","0","0","1.6","0","0","忘哭之冠","0","0","0","0.6","5","1","20","0","0","魔法帽子","9.6","0","0","105521"
"0","0","0","0","2.4","0","白祈之聖冠","0","0","0","1.2","5","2","0","0","0","魔法帽子","4.4","0","0","105522"
"0.4","0","0","0","0","0","幸運面紗","0","0","0","1.6","5","1.8","0","0","0","魔法帽子","4.6","0","0","105523"
"0","0","0","0","3","0","極翼天之賢聖帽","0","0","0","1.4","5","2","0","0","0","魔法帽子","7.2","0","0","105524"
"0","2","0","0","0","0","千歲耳環","0","0","12.8","0","5","0","14","0","0","攻擊配件","0","2","0","105551"
"0","0","0","0","5","0","盛怒龍之鍊墜","0","0","16.8","0","5","0","0","0","0","攻撃アクセサリ","0","2.6","0","105552"
"0","0","0","0","0","0","鬥神的荒腕","0","0","20.4","0","5","0","0","0","0","攻撃アクセサリ","0","4.8","0","105553"
"0","0","0","0","0","0","花簪焰火牡丹","0","0","20.8","0","5","0","0","0","0","攻撃アクセサリ","0","5.6","0","105554"
"0","0.6","0","0","0","0","緋龍之爪火戒","0","0","19.6","0","5","0","0","0","0","攻撃アクセサリ","0","5.8","0","105555"
"0","0","0","0","0","0","紅寶石玫瑰項圈","0","0","21","0","5","0","10","0","0","攻撃アクセサリ","0","5.8","0","105556"
"0","0","0","0","0","0","紅鳥之號角胸針","0","0","22","0","5","0","0","0","0","攻撃アクセサリ","0","7.6","0","105557"
"0","0","0","0","0","0","精靈王護石","20","0","0","2","5","1.2","40","0","0","防禦配件","0","0","0","105581"
"0","0","0","0","0","0.4","人魚公主的靈淚","0","0","0","2.4","5","1.6","12","0","0","防御アクセサリ","0","0","0","105582"
"0","0","0","0","0","0","英盾王的手環","0","0","0","2","5","2","0","0.4","0","防御アクセサリ","0","0","0","105583"
"0","0","0","0","0","0","海龍神的髮飾","20","0","0","2","5","2.4","0","0","0","防御アクセサリ","0","0","0","105584"
"0","0","0","0","0","0","神盾戒牆之氣息","0","0","0","2.8","5","1.8","10","0","0","防御アクセサリ","0","0","0","105585"
"0","0","0","0","0","0","艾爾芬項圈","0","0","0","1.8","5","2.2","12","0","0.6","防御アクセサリ","0","0","0","105586"
"0","0","0","0","0","0","翠奏之豎琴胸針","0","0","0","2.6","5","2.6","0","0","0","防御アクセサリ","0","0","0","105587"
"0","0","0","1.6","0","0","海神耳飾","0","0","0","0","5","0","0","0.6","0","魔法配件","15.6","0","0","105611"
"0","0","0","2","0","0","聖獸之祈念","0","0","0","0","5","0","28","0","0","魔法アクセサリ","16.8","0","0","105612"
"0","0","0","2.8","0","0","睿智手鐲","24","0","0","0","5","0","0","0","0","魔法アクセサリ","18.4","0","0","105613"
"0","0","0","3.2","0","0","細冰姬的蝴蝶結","0","0","0","0","5","0","6","0","0","魔法アクセサリ","19.6","0","0","105614"
"0","0","0","4","0","0","深結晶變異水晶","0","0","0","0","5","0","0","0","0","魔法アクセサリ","20.2","0","0","105615"
"0","0","0","3","2","0","混沌無序項圈","0","0","0","0","5","0","0","0","0","魔法アクセサリ","20.6","0","0","105616"
"0","0","0","5","0","0","蒼夜之夜曲胸針","0","0","0","0","5","0","0","0","0","魔法アクセサリ","21","0","0","105617"
"0","0","0","0","0","0","輝光劍雅德瑪斯","0","0","38.2","0","6","0","31","0","0","剣","0","4.2","0","106011"
"0","0","0","0","0","0","巧克力棒劍","0","0","43.2","0","6","0","15","0","0","剣","0","4","0","106012"
"0","0","0","0","0","0","炎天赤日之劍","0","0","47","0","6","0","11","0","0","剣","0","3.6","0","106013"
"0","0","0","0","0","0","紅玉刀緋紅之月","0","0","41.2","0","6","0","0","0","0","刀","0","5.2","0","106041"
"0","0","0","0","0","0","霜淇淋柔刀","0","0","43.2","0","6","0","0","0","0","刀","0","7.4","0","106042"
"0","1","0","0","0","0","薰風花散","0","0","43","0","6","0","0","0","0","刀","0","7.8","0","106043"
"0","0","0","0","0","0","翠風刃翡翠銳鋒","0","0","39.6","0","6","0","0","0","0","短剣","0","8.4","0","106071"
"0","0","0","0","0","0","巧克力香蕉匕首","0","0","39.8","0","6","0","50","0","0","短剣","0","3","0","106072"
"0","0","0","0","0","0","紫霧短劍","0","0","42.4","0","6","0","0","0","1","短剣","0","2.4","0","106073"
"0","0","0","0","0","0","蛋白石葬魔拳套","0","0","34.8","0.4","6","0.8","0","0","0","拳","0","6","0","106101"
"0","0","0","0","0","0","泡芙拳套","0","0","45","0.4","6","0","0","0","0","拳","0","0","0","106102"
"0","0","0","0","0","0","砂塵瀑布手甲","0","0","44","1.2","6","0","0","0","0","拳","0","0","0","106103"
"0","0","0","0","0","0","蒼神弓慈悲藍寶石","0","0","28.8","1","6","2","0","0","0","弓","0","0","0","106131"
"0","0","0","0","0","0","拉糖弓","0","0","39","0","6","1.6","0","0","0","弓","0","0","0","106132"
"0","0","0","0","0","0","白雨之流轉弓","0","0","39.2","0","6","2","0","0","0","弓","0","1.6","0","106133"
"0","0","0","0","0","0","水晶聖尖槍","0","0","39.8","0","6","0.8","0","0","0","槍","0","0","0","106161"
"0","0","0","0","0","0","可可長槍","0","0","40","1.4","6","0","0","0","0","槍","0","0","0","106162"
"0","0","0","0","0","0","迅雷一閃之戟","0","0","43","0.6","6","0.6","0","0","0","槍","0","2","0","106163"
"0","0","0","0","0","0","黃銅的裂戰斧","0","0","43.8","0","6","0","0","0","0","斧","0","0","0","106191"
"0","0","0","0","0","0","可麗餅戰斧","0","0","47","0","6","0","0","0","0","斧","0","0","0","106192"
"0","0","0","0","1.8","0","極天之光帶斧","0","0","48.6","0","6","0","0","0","0","斧","0","0","0","106193"
"0","0","0","5.8","0","0","黑珍珠的闇獄杖","0","0","0","0","6","0","0","0","0","攻撃杖","38","0","0","106221"
"0","0","0","6.6","0","0","棒棒糖手杖","0","0","0","0","6","0","0","0","0","攻撃杖","40.4","0","0","106222"
"0","0","0","7.2","0","0","月闇之弧月杖","0","0","0","0","6","0","0","0","0","攻撃杖","42.8","0","0","106223"
"0","0","0","0","0","0","白珍珠的光天杖","0","0","0","0.6","6","0.8","69","0","0","回復杖","29","0","0","106251"
"0","0","0","0","0","0","三色甜筒杖","0","0","0","1.2","6","1.4","35","0","0","回復杖","30","0","0","106252"
"0","0","0","0","0","0","冰雪華晶之杖","0","0","0","1.4","6","1.8","50","0","0","回復杖","28.4","0","0","106253"
"0","0","0","0","0","0","白金煌鱗鎧","0","0","15.6","1.8","6","1.4","0","0","0","軽装鎧","0","0","0","106281"
"0","0","0","0","0","0","巧克力鎧甲","0","0","15.8","2.6","6","1","0","0","0","軽装鎧","0","0","0","106282"
"0","0","0","0","0","0","宵櫻紫鎧","0","0","24","1.2","6","1","0","0","0","軽装鎧","0","2","0","106283"
"0","0","0","0","3","0","純金聖雕重甲","0","0","0","2.8","6","2.2","37","0","0","重装鎧","0","0","0","106311"
"0","0","0","0","4","0","瑰紅草莓盔甲","0","0","0","3","6","2.4","32","0","0","重装鎧","0","0","0","106312"
"0","0","0","0","4","0","櫻花八重鎧","0","0","0","3.2","6","2.4","43","0","0","重装鎧","0","0","0","106313"
"0","0","0","0","0","0","粉紅珊瑚裙","0","0","22.6","0.8","6","0.8","0","0","0","服","0","2","0","106341"
"0","0","0","0","0","0","華麗馬卡龍鎧衣","0","0","21.8","1.2","6","1.2","0","0","0","服","0","0","0","106342"
"0","0","0","0","0","0","薄紅櫻花聖衣","0","0","22","1.4","6","1.2","0","0","0","服","0","2","0","106343"
"0","0","0","2","0","0","黑瑪瑙祈裝衣","0","0","0","1","6","1.4","0","0","0","魔法服","17.4","0","0","106371"
"0","0","0","0","0","0","魔法鬆餅長袍","0","0","0","2","6","2.8","0","0","0","魔法服","9.8","0","0","106372"
"0","0","0","2","0","0","白雪櫻魔裝","0","0","0","1.2","6","1.6","0","0","0","魔法服","20","0","0","106373"
"0","0","0","0","0","0","堇青石盾","0","0","7.4","2.4","6","2.4","0","0","0","盾","0","0","0","106401"
"0","0","0","0","0","0","薄荷巧克力冰鞋","0","0","4.8","2.2","6","3.6","0","0","0","靴","0","0","0","106431"
"0","0","0","0","0","0","月水晶高跟鞋","0","0","0","1.6","6","2.4","25","0","0","魔法靴","8.6","0","0","106461"
"0","0","0","0","0","0","櫻吹雪軍靴","0","0","0","1.8","6","2.6","35","0","0","魔法靴","10","0","0","106462"
"0","0","0","0","0","0","不散櫻寬緣帽","0","0","6.2","2.2","6","3.8","0","0","0","帽子","0","0","0","106491"
"0","0","0","2.4","0","0","水果塔貝雷帽","0","0","0","0.8","6","0.6","0","0","0","魔法帽子","24.4","0","0","106521"
"0","0","0","0","0","0","神紅戒紅寶石玫瑰","0","0","24.8","0","6","0","19","0","0","攻撃アクセサリ","0","8","0","106551"
"0","0","0","0","0","0","爆米花項鍊","0","0","27.4","0","6","0","20","0","0","攻撃アクセサリ","0","8.2","0","106552"
"0","0","0","0","0","0","獄天耳飾","0","0","30","0","6","0","18","0","0","攻撃アクセサリ","0","8.8","0","106553"
"0","0","0","0","0","0","常青之綠戒","19","0","0","3","6","3","0","0","0","防御アクセサリ","0","0","0","106581"
"0","0","0","0","0","0","馬卡龍墜飾","0","0","0","3.4","6","3.2","7","0","0","防御アクセサリ","0","0","0","106582"
"0","0","0","0","0","0","旋風耳飾","0","0","0","3.4","6","3.4","22","0","0","防御アクセサリ","0","0","0","106583"
"0","0","0","4.8","0","0","白聖石鑽石之星","0","0","0","0","6","0","0","0","0","魔法アクセサリ","26.4","0","0","106611"
"0","0","0","7","0","0","甜甜圈頸環","0","0","0","0","6","0","0","0","0","魔法アクセサリ","26.8","0","0","106612"
"0","0","0","7.2","0","0","惠雨耳飾","20","0","0","0","6","0","0","0","0","魔法アクセサリ","28","0","0","106613"
"0","0","0","0","0","0","櫻花大劍","0","0","53.6","0","7","0","8","0","0","剣","0","3.6","0","107011"
"0","0","0","0","0","0","裸海蝶之刃","0","0","56.2","0","7","0","17","0","0","剣","0","3.2","0","107012"
"0","0","0","0","0","0","狂暴狼牙劍","0","0","57.2","0","7","0","34","0","0","剣","0","2.8","0","107013"
"0","0","0","0","0","0","宵刀影櫻","0","0","52","0","7","0","0","0","0","刀","0","8.4","0","107041"
"0","0","0","0","0","0","虎鯨之劍","0","0","51.6","1","7","0","0","0","0","刀","0","6.2","0","107042"
"0","0","0","0","0","0","鎖鏈狂怒之劍","0","0","59.4","0","7","0","0","0","0","刀","0","6.2","0","107043"
"0","0","0","0","0","0","櫻花匕首","0","0","50.8","0","7","0","13","0","0","短剣","0","8","0","107071"
"0","0","0","0","0","0","鯊牙匕首","0","0","55.6","0","7","0","0","0","0","短剣","0","8.2","0","107072"
"0","0","0","0","0","0","雷鳴龐克匕首","0","0","59","0","7","0","0","0","0","短剣","0","7","0","107073"
"0","0","0","0","0","0","櫻花手甲","0","0","49.6","0.8","7","0","24","0","0","拳","0","0","0","107101"
"0","0","0","0","0","0","海龜拳套","0","0","47.8","1.2","7","1.2","0","0","0","拳","0","0","0","107102"
"0","0","0","0","0","0","喵喵手指虎","0","0","62.4","0","7","0","0","0","0","拳","0","0","0","107103"
"0","0","0","0","0","0","枝垂櫻弓","0","0","46.2","1","7","1","0","0","0","弓","0","0","0","107131"
"0","0","0","0","0","0","小丑魚長弓","0","0","51.2","0","7","1.4","0","0","0","弓","0","3","0","107132"
"0","0","0","0","0","0","獵罪之弓","0","0","52.8","0.4","7","1.2","0","0","0","弓","0","3.4","0","107133"
"0","0","0","0","0","0","散櫻颯槍","0","0","44.2","0.6","7","1.8","0","0","0","槍","0","0","0","107161"
"0","0","0","0","0","0","蟹鉗長槍","0","0","45.8","2","7","0.8","0","0","0","槍","0","0","0","107162"
"0","0","0","0","0","0","骷髏哥德之槍","0","0","49.4","1.8","7","0.8","0","0","0","槍","0","0","0","107163"
"0","0","0","0","0","0","伐櫻斧","0","0","56.2","0","7","0","0","0","0","斧","0","0","0","107191"
"0","0","0","0","0","0","鯨魚戰斧","0","0","54","0","7","0","51","0","0","斧","0","0","0","107192"
"0","0","0","0","0","0","搖滾炫音之斧","0","0","54.6","0","7","0","48","0","0","斧","0","5","0","107193"
"0","0","0","10.4","0","0","珍櫻杖","0","0","0","0","7","0","0","0","0","攻撃杖","45.8","0","0","107221"
"0","0","0","9.4","0","0","海螺長杖","0","0","0","0","7","0","0","0","0","攻撃杖","50.4","0","0","107222"
"0","0","0","7","0","0","掛鎖權杖","0","0","0","0","7","0","0","0","0","攻撃杖","55.4","0","0","107223"
"0","0","0","0","0","0","櫻華舞杖","0","0","0","1.2","7","1.8","10","0","0","回復杖","40.2","0","0","107251"
"0","0","0","0","0","0","水母長杖","0","0","0","1.2","7","1.6","64","0","0","回復杖","38.6","0","0","107252"
"0","0","0","0","0","0","龐克公主之杖","0","0","0","0.8","7","1.4","84","0","0","回復杖","42","0","0","107253"
"0","0","0","0","0","0","夏日拾光比基尼盔甲","0","0","28","2.2","7","1.6","0","0","0","軽装鎧","0","3.6","0","107281"
"0","0","0","0","0","0","哥德風褶裙戰甲","0","0","29.6","2.2","7","1.8","0","0","0","軽装鎧","0","4.4","0","107282"
"0","0","0","0","0","0","純真雪鎧甲","0","0","29.8","2","7","2.6","0","0","0","軽装鎧","0","4.4","0","107283"
"0","0","0","0","4","0","海灘泳圈鎧甲","0","0","0","4","7","3.6","68","0","0","重装鎧","0","0","0","107311"
"0","0","0","0","0","0","哥德貞女","0","0","0","4.4","7","4","86","0","0","重装鎧","0","0","0","107312"
"0","0","0","0","0","0","水晶冰鎧甲","0","0","0","5.2","7","4","80","0","0","重装鎧","0","0","0","107313"
"0","0","0","0","0","0","牽牛花夏影浴衣","0","0","32.8","1.8","7","1.4","0","0","0","服","0","0","0","107341"
"0","0","0","0","0","0","龐克女孩","0","0","24.8","3","7","2.4","0","0","0","服","0","0","0","107342"
"0","0","0","0","0","0","白極光禮服","0","0","29.8","1.6","7","2","64","0","0","服","0","0","0","107343"
"0","0","0","3.4","0","0","陽傘連身裙","0","0","0","1","7","1.4","0","0","0","魔法服","33.4","0","0","107371"
"0","0","0","4","0","0","哥德藍玫瑰","0","0","0","1.2","7","1.6","0","0","0","魔法服","33.8","0","0","107372"
"0","0","0","3.6","0","0","鑽石之塵長袍","0","0","0","1.2","7","1.8","0","0","0","魔法服","36.4","0","0","107373"
"0","0","0","0","0","0","扶桑花涼鞋","0","0","0","2.4","7","2.6","69","0","0","魔法靴","16","0","0","107461"
"0","0","0","0","0","0","黑色鉚釘靴","0","0","0","2.6","7","2.8","75","0","0","魔法靴","16.4","0","0","107462"
"0","0","0","0","0","0","冰霜圓柱高跟鞋","0","0","0","2.6","7","3","92","0","0","魔法靴","16.6","0","0","107463"
"0","0","0","0","0","0","向日葵草帽","0","0","36.8","1.2","7","1.2","0","0","0","帽子","0","0","0","107491"
"0","0","0","0","0","0","黑色扣環帽","0","0","38.8","1","7","1.6","0","0","0","帽子","0","0","0","107492"
"0","0","0","0","0","0","雪花貝雷帽","0","0","43","0","7","0","105","0","0","帽子","0","0","0","107493"
"0","0","0","0","0","0","櫻舞八重簪","0","0","42","0","7","0","0","0","0","攻撃アクセサリ","0","6","0","107551"
"0","0","0","0","0","0","紅寶石扶桑花髮飾","0","0","45","0","7","0","18","0","0","攻撃アクセサリ","0","2.2","0","107552"
"0","0","0","0","0","0","龐克棘刺手環","0","0","49.4","0","7","0","0","0","0","攻撃アクセサリ","0","3.6","0","107553"
"0","0","0","0","0","0","櫻花月夜簪","0","0","0","3.8","7","3.8","63","0","0","防御アクセサリ","0","0","0","107581"
"0","0","0","0","0","0","珍珠椰子髮飾","0","0","0","4.8","7","4.8","0","0","0","防御アクセサリ","0","0","0","107582"
"0","0","0","0","0","0","綠寶石哥德風手環","0","0","0","5.2","7","5","0","0","0","防御アクセサリ","0","0","0","107583"
"0","0","0","6","0","0","仙櫻祝簪","0","0","0","0","7","0","0","0","0","魔法アクセサリ","39","0","0","107611"
"0","0","0","0","0","0","蛋白石貝殼髮飾","0","0","0","0","7","1.6","0","0","0","魔法アクセサリ","40.2","0","0","107612"
"0","0","0","3","0","0","搖滾鎖鍊手環","0","0","0","0","7","0","0","0","0","魔法アクセサリ","48.2","0","0","107613"
"0","0","0","0","0","0","冰輝劍格拉斯之劍","0","0","66","0","8","0","20","0","0","剣","0","3.6","0","108011"
"0","0","0","0","0","0","音界劍大鋼琴劍","0","0","70.4","0","8","0","20","0","0","剣","0","2.4","0","108012"
"0","0","0","0","0","0","綠洲守衛之劍","0","0","72.8","0","8","0","40","0","0","剣","0","0.6","0","108013"
"0","0","0","0","0","0","薔薇帝王之劍","0","0","76.4","0","8","0","40","0","0","剣","0","0.6","0","108014"
"0","0","0","0","0","0","冰雪刀古拉奇短劍","0","0","66.8","0","8","0","8","0","0","刀","0","4.6","0","108041"
"0","0","0","0","0","0","創音刀喀魯託納","0","0","71.2","0","8","0","8","0","0","刀","0","3.2","0","108042"
"0","0","0","0","0","0","流沙舍施爾彎刀","0","0","76","0","8","0","10","0","0","刀","0","0.8","0","108043"
"0","0","0","0","0","0","殘虐薔薇之刃","0","0","79.8","0","8","0","10","0","0","刀","0","0.8","0","108044"
"0","0","0","0","0","0","冰牙斯蒂利亞匕首","0","0","67","0","8","0","0","0","0","短剣","0","6","0","108071"
"0","0","0","0","0","0","刻音刃劈斬劍","0","0","71.8","0","8","0","0","0","0","短剣","0","4","0","108072"
"0","0","0","0","0","0","暗黑沙漠短劍","0","0","77","0","8","0","0","0","0","短剣","0","1","0","108073"
"0","0","0","0","0","0","棘瑰凶刃","0","0","80.8","0","8","0","0","0","0","短剣","0","1","0","108074"
"0","0","0","0","0","0","冰塊拳格拉塞指虎","0","0","70","0","8","0","0","0","0","拳","0","0","0","108101"
"0","0","0","0","0","0","叫鳴拳中提琴拳套","0","0","73.8","0","8","0","0","0","0","拳","0","0","0","108102"
"0","0","0","0","0","0","傳承拳刃","0","0","77.6","0","8","0","0","0","0","拳","0","0","0","108103"
"0","0","0","0","0","0","瑰瓣指虎","0","0","81.2","0","8","0","0","0","0","拳","0","0","0","108104"
"0","0","0","0","0","0","冰聖弓孔格拉席翁","0","0","64.6","0","8","0.8","0","0","0","弓","0","2.8","0","108131"
"0","0","0","0","0","0","巧音弓小鼓弓","0","0","69.8","0","8","0.6","0","0","0","弓","0","2","0","108132"
"0","0","0","0","0","0","東方颶風之弓","0","0","75.4","0","8","0.4","0","0","0","弓","0","0.4","0","108133"
"0","0","0","0","0","0","狂戰士薔薇","0","0","81","0","8","0","0","0","0","弓","0","0.8","0","108134"
"0","0","0","0","0","0","冰穿槍暴風雪","0","0","64","1.2","8","0","0","0","0","槍","0","0","0","108161"
"0","0","0","0","0","0","仁重槍長號矛","0","0","68.8","1","8","0","0","0","0","槍","0","0","0","108162"
"0","0","0","0","0","0","風之遺產長矛","0","0","75.6","0.4","8","0","0","0","0","槍","0","0","0","108163"
"0","0","0","0","0","0","花冠長槍","0","0","79.2","0.4","8","0","0","0","0","槍","0","0","0","108164"
"0","0","0","0","0","0","冰壞斧里奧特戰斧","0","0","68.4","0","8","0","14","0","0","斧","0","0","0","108191"
