e820b2ffb246dddc3bec5dfc808a7a6e2b034fd391d948796c5fa932b990830f,834aab46f5dc45eaf3e67b978129834521205a7630074398bcbd8635bdf96cc1,2820f74c2f6078f7cf4a9fd5a90f749465de7506b68efdfc5f6e86a93ac8b34b,601c31706992839f78455d0b37dcd4574467a102bed1ad803d6b3ddead228f4b,db3c666602bd6b6cc5b8236bd81c2f15d3a14de6d9bb533d677e94e2159498cd
"76020008","戰鬥中，發動「戰鬥中提升持續物理攻擊力」效果。","25","602000802","危險領域"
"76020008","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","602000803","傷害值衰減"
"76020008","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","602000804","賦予TP上升的上限"
"76020008","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","602000805","提升物理防禦力（不可降低）"
"76020008","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","602000806","提升魔法防禦力（不可降低）"
"76020008","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","602000807","降低HP吸收"
"76020008","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","boss_tp_down_cut","602000808","減少降低TP"
"76020008","戰鬥開始後每隔一定時間，全體怪物的物理攻擊力中幅度提升。","boss_atk_up","602000809","戰鬥中提升持續物理攻擊力"
"76020009","編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","33","602000901","全屬性獎勵特大幅度提升"
"76020009","戰鬥中，發動「戰鬥中提升持續物理攻擊力」效果。","25","602000902","危險領域"
"76020009","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","602000903","傷害值衰減"
"76020009","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","602000904","賦予TP上升的上限"
"76020009","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","602000905","提升物理防禦力（不可降低）"
"76020009","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","602000906","提升魔法防禦力（不可降低）"
"76020009","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","602000907","降低HP吸收"
"76020009","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","boss_tp_down_cut","602000908","減少降低TP"
"76020009","戰鬥開始後每隔一定時間，全體怪物的物理攻擊力中幅度提升。","boss_atk_up","602000909","戰鬥中提升持續物理攻擊力"
"76020010","編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","33","602001001","全屬性獎勵特大幅度提升"
"76020010","戰鬥中，發動「戰鬥中提升持續物理攻擊力」效果。","25","602001002","危險領域"
"76020010","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","602001003","傷害值衰減"
"76020010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","602001004","賦予TP上升的上限"
"76020010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","602001005","提升物理防禦力（不可降低）"
"76020010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","602001006","提升魔法防禦力（不可降低）"
"76020010","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","602001007","降低HP吸收"
"76020010","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","boss_tp_down_cut","602001008","減少降低TP"
"76020010","戰鬥開始後每隔一定時間，全體怪物的物理攻擊力中幅度提升。","boss_atk_up","602001009","戰鬥中提升持續物理攻擊力"
"76030001","編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","33","603000101","全屬性獎勵特大幅度提升"
"76030001","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","603000102","傷害值衰減"
"76030001","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","603000103","賦予TP上升的上限"
"76030001","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","603000104","提升物理防禦力（不可降低）"
"76030001","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","603000105","提升魔法防禦力（不可降低）"
"76030001","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","603000106","減少降低TP"
"76030002","編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","33","603000201","全屬性獎勵特大幅度提升"
"76030002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","603000202","傷害值衰減"
"76030002","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","603000203","賦予TP上升的上限"
"76030002","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","603000204","提升物理防禦力（不可降低）"
"76030002","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","603000205","提升魔法防禦力（不可降低）"
"76030002","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","603000206","減少降低TP"
"76030003","編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","33","603000301","全屬性獎勵特大幅度提升"
"76030003","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","603000302","傷害值衰減"
"76030003","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","603000303","賦予TP上升的上限"
"76030003","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","603000304","提升物理防禦力（不可降低）"
"76030003","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","603000305","提升魔法防禦力（不可降低）"
"76030003","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","603000306","減少降低TP"
"76030004","編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","33","603000401","全屬性獎勵特大幅度提升"
"76030004","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","603000402","傷害值衰減"
"76030004","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","603000403","賦予TP上升的上限"
"76030004","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","603000404","提升物理防禦力（不可降低）"
"76030004","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","603000405","提升魔法防禦力（不可降低）"
"76030004","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","603000406","減少降低TP"
"76030005","編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","33","603000501","全屬性獎勵特大幅度提升"
"76030005","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","603000502","傷害值衰減"
"76030005","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","603000503","賦予TP上升的上限"
"76030005","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","603000504","提升物理防禦力（不可降低）"
"76030005","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","603000505","提升魔法防禦力（不可降低）"
"76030005","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","603000506","減少降低TP"
