834aab46f5dc45eaf3e67b978129834521205a7630074398bcbd8635bdf96cc1,e820b2ffb246dddc3bec5dfc808a7a6e2b034fd391d948796c5fa932b990830f,601c31706992839f78455d0b37dcd4574467a102bed1ad803d6b3ddead228f4b,db3c666602bd6b6cc5b8236bd81c2f15d3a14de6d9bb533d677e94e2159498cd,2820f74c2f6078f7cf4a9fd5a90f749465de7506b68efdfc5f6e86a93ac8b34b
"戰鬥中，發動「戰鬥中提升持續物理攻擊力」效果。","76020008","602000802","危險領域","25"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76020008","602000803","傷害值衰減","18"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76020008","602000804","賦予TP上升的上限","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76020008","602000805","提升物理防禦力（不可降低）","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76020008","602000806","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","76020008","602000807","降低HP吸收","9"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","76020008","602000808","減少降低TP","boss_tp_down_cut"
"戰鬥開始後每隔一定時間，全體怪物的物理攻擊力中幅度提升。","76020008","602000809","戰鬥中提升持續物理攻擊力","boss_atk_up"
"編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","76020009","602000901","全屬性獎勵特大幅度提升","33"
"戰鬥中，發動「戰鬥中提升持續物理攻擊力」效果。","76020009","602000902","危險領域","25"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76020009","602000903","傷害值衰減","18"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76020009","602000904","賦予TP上升的上限","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76020009","602000905","提升物理防禦力（不可降低）","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76020009","602000906","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","76020009","602000907","降低HP吸收","9"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","76020009","602000908","減少降低TP","boss_tp_down_cut"
"戰鬥開始後每隔一定時間，全體怪物的物理攻擊力中幅度提升。","76020009","602000909","戰鬥中提升持續物理攻擊力","boss_atk_up"
"編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","76020010","602001001","全屬性獎勵特大幅度提升","33"
"戰鬥中，發動「戰鬥中提升持續物理攻擊力」效果。","76020010","602001002","危險領域","25"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76020010","602001003","傷害值衰減","18"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76020010","602001004","賦予TP上升的上限","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76020010","602001005","提升物理防禦力（不可降低）","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76020010","602001006","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","76020010","602001007","降低HP吸收","9"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","76020010","602001008","減少降低TP","boss_tp_down_cut"
"戰鬥開始後每隔一定時間，全體怪物的物理攻擊力中幅度提升。","76020010","602001009","戰鬥中提升持續物理攻擊力","boss_atk_up"
"編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","76030001","603000101","全屬性獎勵特大幅度提升","33"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76030001","603000102","傷害值衰減","18"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76030001","603000103","賦予TP上升的上限","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76030001","603000104","提升物理防禦力（不可降低）","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76030001","603000105","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","76030001","603000106","減少降低TP","boss_tp_down_cut"
"編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","76030002","603000201","全屬性獎勵特大幅度提升","33"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76030002","603000202","傷害值衰減","18"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76030002","603000203","賦予TP上升的上限","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76030002","603000204","提升物理防禦力（不可降低）","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76030002","603000205","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","76030002","603000206","減少降低TP","boss_tp_down_cut"
"編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","76030003","603000301","全屬性獎勵特大幅度提升","33"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76030003","603000302","傷害值衰減","18"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76030003","603000303","賦予TP上升的上限","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76030003","603000304","提升物理防禦力（不可降低）","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76030003","603000305","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","76030003","603000306","減少降低TP","boss_tp_down_cut"
"編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","76030004","603000401","全屬性獎勵特大幅度提升","33"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76030004","603000402","傷害值衰減","18"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76030004","603000403","賦予TP上升的上限","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76030004","603000404","提升物理防禦力（不可降低）","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76030004","603000405","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","76030004","603000406","減少降低TP","boss_tp_down_cut"
"編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","76030005","603000501","全屬性獎勵特大幅度提升","33"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76030005","603000502","傷害值衰減","18"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76030005","603000503","賦予TP上升的上限","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76030005","603000504","提升物理防禦力（不可降低）","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76030005","603000505","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","76030005","603000506","減少降低TP","boss_tp_down_cut"
