cc972137f0afd67a197b088d2f2473392f96247bb45cc2c82d1b7169e1c7edf2,a866784d41d50078a276ba6a42856e6425660a5f258f502d4e1151ccf216cf09,be5763c8eed5addb93e1bfdc8a6d3a9c7a1f9e6249acbc70261158f17a44056b,fe3c312b65c32e3b3ba910570a57ba7d7ecbaef2ede503b520ad352b93046220,bae271ac1082e96cf6a81154b90d326f0253560e29388d06405d8f7b5cc0a238,0222c13c92e307733f8772906c14ee7d0b8dde0d5b996794668016e685bccaf2
"1","81","10501081","對沙威瑪附加<1>HP+81%","5","1"
"1","82","10501082","對沙威瑪附加<1>HP+82%","5","1"
"1","83","10501083","對沙威瑪附加<1>HP+83%","5","1"
"1","84","10501084","對沙威瑪附加<1>HP+84%","5","1"
"1","85","10501085","對沙威瑪附加<1>HP+85%","5","1"
"1","86","10501086","對沙威瑪附加<1>HP+86%","5","1"
"1","87","10501087","對沙威瑪附加<1>HP+87%","5","1"
"1","88","10501088","對沙威瑪附加<1>HP+88%","5","1"
"1","89","10501089","對沙威瑪附加<1>HP+89%","5","1"
"1","90","10501090","對沙威瑪附加<1>HP+90%","5","1"
"1","91","10501091","對沙威瑪附加<1>HP+91%","5","1"
"1","92","10501092","對沙威瑪附加<1>HP+92%","5","1"
"1","93","10501093","對沙威瑪附加<1>HP+93%","5","1"
"1","94","10501094","對沙威瑪附加<1>HP+94%","5","1"
"1","95","10501095","對沙威瑪附加<1>HP+95%","5","1"
"1","96","10501096","對沙威瑪附加<1>HP+96%","5","1"
"1","97","10501097","對沙威瑪附加<1>HP+97%","5","1"
"1","98","10501098","對沙威瑪附加<1>HP+98%","5","1"
"1","99","10501099","對沙威瑪附加<1>HP+99%","5","1"
"1","100","10501100","對沙威瑪附加<1>HP+100%","5","1"
"1","10","20101010","對輪胎（特大）附加<1>HP+10%","1","2"
"1","11","20101011","對輪胎（特大）附加<1>HP+11%","1","2"
"1","12","20101012","對輪胎（特大）附加<1>HP+12%","1","2"
"1","13","20101013","對輪胎（特大）附加<1>HP+13%","1","2"
"1","14","20101014","對輪胎（特大）附加<1>HP+14%","1","2"
"1","15","20101015","對輪胎（特大）附加<1>HP+15%","1","2"
"1","16","20101016","對輪胎（特大）附加<1>HP+16%","1","2"
"1","17","20101017","對輪胎（特大）附加<1>HP+17%","1","2"
"1","18","20101018","對輪胎（特大）附加<1>HP+18%","1","2"
"1","19","20101019","對輪胎（特大）附加<1>HP+19%","1","2"
"1","20","20101020","對輪胎（特大）附加<1>HP+20%","1","2"
"1","21","20101021","對輪胎（特大）附加<1>HP+21%","1","2"
"1","22","20101022","對輪胎（特大）附加<1>HP+22%","1","2"
"1","23","20101023","對輪胎（特大）附加<1>HP+23%","1","2"
"1","24","20101024","對輪胎（特大）附加<1>HP+24%","1","2"
"1","25","20101025","對輪胎（特大）附加<1>HP+25%","1","2"
"1","26","20101026","對輪胎（特大）附加<1>HP+26%","1","2"
"1","27","20101027","對輪胎（特大）附加<1>HP+27%","1","2"
"1","28","20101028","對輪胎（特大）附加<1>HP+28%","1","2"
"1","29","20101029","對輪胎（特大）附加<1>HP+29%","1","2"
"1","30","20101030","對輪胎（特大）附加<1>HP+30%","1","2"
"1","31","20101031","對輪胎（特大）附加<1>HP+31%","1","2"
"1","32","20101032","對輪胎（特大）附加<1>HP+32%","1","2"
"1","33","20101033","對輪胎（特大）附加<1>HP+33%","1","2"
"1","34","20101034","對輪胎（特大）附加<1>HP+34%","1","2"
"1","35","20101035","對輪胎（特大）附加<1>HP+35%","1","2"
"1","36","20101036","對輪胎（特大）附加<1>HP+36%","1","2"
"1","37","20101037","對輪胎（特大）附加<1>HP+37%","1","2"
"1","38","20101038","對輪胎（特大）附加<1>HP+38%","1","2"
"1","39","20101039","對輪胎（特大）附加<1>HP+39%","1","2"
"1","40","20101040","對輪胎（特大）附加<1>HP+40%","1","2"
"1","41","20101041","對輪胎（特大）附加<1>HP+41%","1","2"
"1","42","20101042","對輪胎（特大）附加<1>HP+42%","1","2"
"1","43","20101043","對輪胎（特大）附加<1>HP+43%","1","2"
"1","44","20101044","對輪胎（特大）附加<1>HP+44%","1","2"
"1","45","20101045","對輪胎（特大）附加<1>HP+45%","1","2"
"1","46","20101046","對輪胎（特大）附加<1>HP+46%","1","2"
"1","47","20101047","對輪胎（特大）附加<1>HP+47%","1","2"
"1","48","20101048","對輪胎（特大）附加<1>HP+48%","1","2"
"1","49","20101049","對輪胎（特大）附加<1>HP+49%","1","2"
"1","50","20101050","對輪胎（特大）附加<1>HP+50%","1","2"
"1","51","20101051","對輪胎（特大）附加<1>HP+51%","1","2"
"1","52","20101052","對輪胎（特大）附加<1>HP+52%","1","2"
"1","53","20101053","對輪胎（特大）附加<1>HP+53%","1","2"
"1","54","20101054","對輪胎（特大）附加<1>HP+54%","1","2"
"1","55","20101055","對輪胎（特大）附加<1>HP+55%","1","2"
"1","56","20101056","對輪胎（特大）附加<1>HP+56%","1","2"
"1","57","20101057","對輪胎（特大）附加<1>HP+57%","1","2"
"1","58","20101058","對輪胎（特大）附加<1>HP+58%","1","2"
"1","59","20101059","對輪胎（特大）附加<1>HP+59%","1","2"
"1","60","20101060","對輪胎（特大）附加<1>HP+60%","1","2"
"1","61","20101061","對輪胎（特大）附加<1>HP+61%","1","2"
"1","62","20101062","對輪胎（特大）附加<1>HP+62%","1","2"
"1","63","20101063","對輪胎（特大）附加<1>HP+63%","1","2"
"1","64","20101064","對輪胎（特大）附加<1>HP+64%","1","2"
"1","65","20101065","對輪胎（特大）附加<1>HP+65%","1","2"
"1","66","20101066","對輪胎（特大）附加<1>HP+66%","1","2"
"1","67","20101067","對輪胎（特大）附加<1>HP+67%","1","2"
"1","68","20101068","對輪胎（特大）附加<1>HP+68%","1","2"
"1","69","20101069","對輪胎（特大）附加<1>HP+69%","1","2"
"1","70","20101070","對輪胎（特大）附加<1>HP+70%","1","2"
"1","71","20101071","對輪胎（特大）附加<1>HP+71%","1","2"
"1","72","20101072","對輪胎（特大）附加<1>HP+72%","1","2"
"1","73","20101073","對輪胎（特大）附加<1>HP+73%","1","2"
"1","74","20101074","對輪胎（特大）附加<1>HP+74%","1","2"
"1","75","20101075","對輪胎（特大）附加<1>HP+75%","1","2"
"1","76","20101076","對輪胎（特大）附加<1>HP+76%","1","2"
"1","77","20101077","對輪胎（特大）附加<1>HP+77%","1","2"
"1","78","20101078","對輪胎（特大）附加<1>HP+78%","1","2"
"1","79","20101079","對輪胎（特大）附加<1>HP+79%","1","2"
"1","80","20101080","對輪胎（特大）附加<1>HP+80%","1","2"
"1","81","20101081","對輪胎（特大）附加<1>HP+81%","1","2"
"1","82","20101082","對輪胎（特大）附加<1>HP+82%","1","2"
"1","83","20101083","對輪胎（特大）附加<1>HP+83%","1","2"
"1","84","20101084","對輪胎（特大）附加<1>HP+84%","1","2"
"1","85","20101085","對輪胎（特大）附加<1>HP+85%","1","2"
"1","86","20101086","對輪胎（特大）附加<1>HP+86%","1","2"
"1","87","20101087","對輪胎（特大）附加<1>HP+87%","1","2"
"1","88","20101088","對輪胎（特大）附加<1>HP+88%","1","2"
"1","89","20101089","對輪胎（特大）附加<1>HP+89%","1","2"
"1","90","20101090","對輪胎（特大）附加<1>HP+90%","1","2"
"1","91","20101091","對輪胎（特大）附加<1>HP+91%","1","2"
"1","92","20101092","對輪胎（特大）附加<1>HP+92%","1","2"
"1","93","20101093","對輪胎（特大）附加<1>HP+93%","1","2"
"1","94","20101094","對輪胎（特大）附加<1>HP+94%","1","2"
"1","95","20101095","對輪胎（特大）附加<1>HP+95%","1","2"
"1","96","20101096","對輪胎（特大）附加<1>HP+96%","1","2"
"1","97","20101097","對輪胎（特大）附加<1>HP+97%","1","2"
"1","98","20101098","對輪胎（特大）附加<1>HP+98%","1","2"
"1","99","20101099","對輪胎（特大）附加<1>HP+99%","1","2"
"1","100","20101100","對輪胎（特大）附加<1>HP+100%","1","2"
"1","10","20201010","對輪胎（大）附加<1>HP+10%","2","2"
"1","11","20201011","對輪胎（大）附加<1>HP+11%","2","2"
"1","12","20201012","對輪胎（大）附加<1>HP+12%","2","2"
"1","13","20201013","對輪胎（大）附加<1>HP+13%","2","2"
"1","14","20201014","對輪胎（大）附加<1>HP+14%","2","2"
"1","15","20201015","對輪胎（大）附加<1>HP+15%","2","2"
"1","16","20201016","對輪胎（大）附加<1>HP+16%","2","2"
"1","17","20201017","對輪胎（大）附加<1>HP+17%","2","2"
"1","18","20201018","對輪胎（大）附加<1>HP+18%","2","2"
"1","19","20201019","對輪胎（大）附加<1>HP+19%","2","2"
"1","20","20201020","對輪胎（大）附加<1>HP+20%","2","2"
"1","21","20201021","對輪胎（大）附加<1>HP+21%","2","2"
"1","22","20201022","對輪胎（大）附加<1>HP+22%","2","2"
"1","23","20201023","對輪胎（大）附加<1>HP+23%","2","2"
"1","24","20201024","對輪胎（大）附加<1>HP+24%","2","2"
"1","25","20201025","對輪胎（大）附加<1>HP+25%","2","2"
"1","26","20201026","對輪胎（大）附加<1>HP+26%","2","2"
"1","27","20201027","對輪胎（大）附加<1>HP+27%","2","2"
"1","28","20201028","對輪胎（大）附加<1>HP+28%","2","2"
"1","29","20201029","對輪胎（大）附加<1>HP+29%","2","2"
"1","30","20201030","對輪胎（大）附加<1>HP+30%","2","2"
"1","31","20201031","對輪胎（大）附加<1>HP+31%","2","2"
"1","32","20201032","對輪胎（大）附加<1>HP+32%","2","2"
"1","33","20201033","對輪胎（大）附加<1>HP+33%","2","2"
"1","34","20201034","對輪胎（大）附加<1>HP+34%","2","2"
"1","35","20201035","對輪胎（大）附加<1>HP+35%","2","2"
"1","36","20201036","對輪胎（大）附加<1>HP+36%","2","2"
"1","37","20201037","對輪胎（大）附加<1>HP+37%","2","2"
"1","38","20201038","對輪胎（大）附加<1>HP+38%","2","2"
"1","39","20201039","對輪胎（大）附加<1>HP+39%","2","2"
"1","40","20201040","對輪胎（大）附加<1>HP+40%","2","2"
"1","41","20201041","對輪胎（大）附加<1>HP+41%","2","2"
"1","42","20201042","對輪胎（大）附加<1>HP+42%","2","2"
"1","43","20201043","對輪胎（大）附加<1>HP+43%","2","2"
"1","44","20201044","對輪胎（大）附加<1>HP+44%","2","2"
"1","45","20201045","對輪胎（大）附加<1>HP+45%","2","2"
"1","46","20201046","對輪胎（大）附加<1>HP+46%","2","2"
"1","47","20201047","對輪胎（大）附加<1>HP+47%","2","2"
"1","48","20201048","對輪胎（大）附加<1>HP+48%","2","2"
"1","49","20201049","對輪胎（大）附加<1>HP+49%","2","2"
"1","50","20201050","對輪胎（大）附加<1>HP+50%","2","2"
"1","51","20201051","對輪胎（大）附加<1>HP+51%","2","2"
"1","52","20201052","對輪胎（大）附加<1>HP+52%","2","2"
"1","53","20201053","對輪胎（大）附加<1>HP+53%","2","2"
"1","54","20201054","對輪胎（大）附加<1>HP+54%","2","2"
"1","55","20201055","對輪胎（大）附加<1>HP+55%","2","2"
"1","56","20201056","對輪胎（大）附加<1>HP+56%","2","2"
"1","57","20201057","對輪胎（大）附加<1>HP+57%","2","2"
"1","58","20201058","對輪胎（大）附加<1>HP+58%","2","2"
"1","59","20201059","對輪胎（大）附加<1>HP+59%","2","2"
"1","60","20201060","對輪胎（大）附加<1>HP+60%","2","2"
"1","61","20201061","對輪胎（大）附加<1>HP+61%","2","2"
"1","62","20201062","對輪胎（大）附加<1>HP+62%","2","2"
"1","63","20201063","對輪胎（大）附加<1>HP+63%","2","2"
"1","64","20201064","對輪胎（大）附加<1>HP+64%","2","2"
"1","65","20201065","對輪胎（大）附加<1>HP+65%","2","2"
"1","66","20201066","對輪胎（大）附加<1>HP+66%","2","2"
"1","67","20201067","對輪胎（大）附加<1>HP+67%","2","2"
"1","68","20201068","對輪胎（大）附加<1>HP+68%","2","2"
"1","69","20201069","對輪胎（大）附加<1>HP+69%","2","2"
"1","70","20201070","對輪胎（大）附加<1>HP+70%","2","2"
"1","71","20201071","對輪胎（大）附加<1>HP+71%","2","2"
"1","72","20201072","對輪胎（大）附加<1>HP+72%","2","2"
"1","73","20201073","對輪胎（大）附加<1>HP+73%","2","2"
"1","74","20201074","對輪胎（大）附加<1>HP+74%","2","2"
"1","75","20201075","對輪胎（大）附加<1>HP+75%","2","2"
"1","76","20201076","對輪胎（大）附加<1>HP+76%","2","2"
"1","77","20201077","對輪胎（大）附加<1>HP+77%","2","2"
"1","78","20201078","對輪胎（大）附加<1>HP+78%","2","2"
"1","79","20201079","對輪胎（大）附加<1>HP+79%","2","2"
"1","80","20201080","對輪胎（大）附加<1>HP+80%","2","2"
"1","81","20201081","對輪胎（大）附加<1>HP+81%","2","2"
"1","82","20201082","對輪胎（大）附加<1>HP+82%","2","2"
"1","83","20201083","對輪胎（大）附加<1>HP+83%","2","2"
"1","84","20201084","對輪胎（大）附加<1>HP+84%","2","2"
"1","85","20201085","對輪胎（大）附加<1>HP+85%","2","2"
"1","86","20201086","對輪胎（大）附加<1>HP+86%","2","2"
"1","87","20201087","對輪胎（大）附加<1>HP+87%","2","2"
"1","88","20201088","對輪胎（大）附加<1>HP+88%","2","2"
"1","89","20201089","對輪胎（大）附加<1>HP+89%","2","2"
"1","90","20201090","對輪胎（大）附加<1>HP+90%","2","2"
"1","91","20201091","對輪胎（大）附加<1>HP+91%","2","2"
"1","92","20201092","對輪胎（大）附加<1>HP+92%","2","2"
"1","93","20201093","對輪胎（大）附加<1>HP+93%","2","2"
"1","94","20201094","對輪胎（大）附加<1>HP+94%","2","2"
"1","95","20201095","對輪胎（大）附加<1>HP+95%","2","2"
"1","96","20201096","對輪胎（大）附加<1>HP+96%","2","2"
"1","97","20201097","對輪胎（大）附加<1>HP+97%","2","2"
"1","98","20201098","對輪胎（大）附加<1>HP+98%","2","2"
"1","99","20201099","對輪胎（大）附加<1>HP+99%","2","2"
"1","100","20201100","對輪胎（大）附加<1>HP+100%","2","2"
"1","10","20301010","對輪胎（中）附加<1>HP+10%","3","2"
"1","11","20301011","對輪胎（中）附加<1>HP+11%","3","2"
"1","12","20301012","對輪胎（中）附加<1>HP+12%","3","2"
"1","13","20301013","對輪胎（中）附加<1>HP+13%","3","2"
"1","14","20301014","對輪胎（中）附加<1>HP+14%","3","2"
"1","15","20301015","對輪胎（中）附加<1>HP+15%","3","2"
"1","16","20301016","對輪胎（中）附加<1>HP+16%","3","2"
"1","17","20301017","對輪胎（中）附加<1>HP+17%","3","2"
"1","18","20301018","對輪胎（中）附加<1>HP+18%","3","2"
"1","19","20301019","對輪胎（中）附加<1>HP+19%","3","2"
"1","20","20301020","對輪胎（中）附加<1>HP+20%","3","2"
"1","21","20301021","對輪胎（中）附加<1>HP+21%","3","2"
"1","22","20301022","對輪胎（中）附加<1>HP+22%","3","2"
"1","23","20301023","對輪胎（中）附加<1>HP+23%","3","2"
"1","24","20301024","對輪胎（中）附加<1>HP+24%","3","2"
"1","25","20301025","對輪胎（中）附加<1>HP+25%","3","2"
"1","26","20301026","對輪胎（中）附加<1>HP+26%","3","2"
"1","27","20301027","對輪胎（中）附加<1>HP+27%","3","2"
"1","28","20301028","對輪胎（中）附加<1>HP+28%","3","2"
"1","29","20301029","對輪胎（中）附加<1>HP+29%","3","2"
"1","30","20301030","對輪胎（中）附加<1>HP+30%","3","2"
"1","31","20301031","對輪胎（中）附加<1>HP+31%","3","2"
"1","32","20301032","對輪胎（中）附加<1>HP+32%","3","2"
"1","33","20301033","對輪胎（中）附加<1>HP+33%","3","2"
"1","34","20301034","對輪胎（中）附加<1>HP+34%","3","2"
"1","35","20301035","對輪胎（中）附加<1>HP+35%","3","2"
"1","36","20301036","對輪胎（中）附加<1>HP+36%","3","2"
"1","37","20301037","對輪胎（中）附加<1>HP+37%","3","2"
"1","38","20301038","對輪胎（中）附加<1>HP+38%","3","2"
"1","39","20301039","對輪胎（中）附加<1>HP+39%","3","2"
"1","40","20301040","對輪胎（中）附加<1>HP+40%","3","2"
"1","41","20301041","對輪胎（中）附加<1>HP+41%","3","2"
"1","42","20301042","對輪胎（中）附加<1>HP+42%","3","2"
"1","43","20301043","對輪胎（中）附加<1>HP+43%","3","2"
"1","44","20301044","對輪胎（中）附加<1>HP+44%","3","2"
"1","45","20301045","對輪胎（中）附加<1>HP+45%","3","2"
"1","46","20301046","對輪胎（中）附加<1>HP+46%","3","2"
"1","47","20301047","對輪胎（中）附加<1>HP+47%","3","2"
"1","48","20301048","對輪胎（中）附加<1>HP+48%","3","2"
"1","49","20301049","對輪胎（中）附加<1>HP+49%","3","2"
"1","50","20301050","對輪胎（中）附加<1>HP+50%","3","2"
"1","51","20301051","對輪胎（中）附加<1>HP+51%","3","2"
"1","52","20301052","對輪胎（中）附加<1>HP+52%","3","2"
"1","53","20301053","對輪胎（中）附加<1>HP+53%","3","2"
"1","54","20301054","對輪胎（中）附加<1>HP+54%","3","2"
"1","55","20301055","對輪胎（中）附加<1>HP+55%","3","2"
"1","56","20301056","對輪胎（中）附加<1>HP+56%","3","2"
"1","57","20301057","對輪胎（中）附加<1>HP+57%","3","2"
"1","58","20301058","對輪胎（中）附加<1>HP+58%","3","2"
"1","59","20301059","對輪胎（中）附加<1>HP+59%","3","2"
"1","60","20301060","對輪胎（中）附加<1>HP+60%","3","2"
"1","61","20301061","對輪胎（中）附加<1>HP+61%","3","2"
"1","62","20301062","對輪胎（中）附加<1>HP+62%","3","2"
"1","63","20301063","對輪胎（中）附加<1>HP+63%","3","2"
"1","64","20301064","對輪胎（中）附加<1>HP+64%","3","2"
"1","65","20301065","對輪胎（中）附加<1>HP+65%","3","2"
"1","66","20301066","對輪胎（中）附加<1>HP+66%","3","2"
"1","67","20301067","對輪胎（中）附加<1>HP+67%","3","2"
"1","68","20301068","對輪胎（中）附加<1>HP+68%","3","2"
"1","69","20301069","對輪胎（中）附加<1>HP+69%","3","2"
"1","70","20301070","對輪胎（中）附加<1>HP+70%","3","2"
"1","71","20301071","對輪胎（中）附加<1>HP+71%","3","2"
"1","72","20301072","對輪胎（中）附加<1>HP+72%","3","2"
"1","73","20301073","對輪胎（中）附加<1>HP+73%","3","2"
"1","74","20301074","對輪胎（中）附加<1>HP+74%","3","2"
"1","75","20301075","對輪胎（中）附加<1>HP+75%","3","2"
"1","76","20301076","對輪胎（中）附加<1>HP+76%","3","2"
"1","77","20301077","對輪胎（中）附加<1>HP+77%","3","2"
"1","78","20301078","對輪胎（中）附加<1>HP+78%","3","2"
"1","79","20301079","對輪胎（中）附加<1>HP+79%","3","2"
"1","80","20301080","對輪胎（中）附加<1>HP+80%","3","2"
"1","81","20301081","對輪胎（中）附加<1>HP+81%","3","2"
"1","82","20301082","對輪胎（中）附加<1>HP+82%","3","2"
"1","83","20301083","對輪胎（中）附加<1>HP+83%","3","2"
"1","84","20301084","對輪胎（中）附加<1>HP+84%","3","2"
"1","85","20301085","對輪胎（中）附加<1>HP+85%","3","2"
"1","86","20301086","對輪胎（中）附加<1>HP+86%","3","2"
"1","87","20301087","對輪胎（中）附加<1>HP+87%","3","2"
"1","88","20301088","對輪胎（中）附加<1>HP+88%","3","2"
"1","89","20301089","對輪胎（中）附加<1>HP+89%","3","2"
"1","90","20301090","對輪胎（中）附加<1>HP+90%","3","2"
"1","91","20301091","對輪胎（中）附加<1>HP+91%","3","2"
"1","92","20301092","對輪胎（中）附加<1>HP+92%","3","2"
"1","93","20301093","對輪胎（中）附加<1>HP+93%","3","2"
"1","94","20301094","對輪胎（中）附加<1>HP+94%","3","2"
"1","95","20301095","對輪胎（中）附加<1>HP+95%","3","2"
"1","96","20301096","對輪胎（中）附加<1>HP+96%","3","2"
"1","97","20301097","對輪胎（中）附加<1>HP+97%","3","2"
"1","98","20301098","對輪胎（中）附加<1>HP+98%","3","2"
"1","99","20301099","對輪胎（中）附加<1>HP+99%","3","2"
"1","100","20301100","對輪胎（中）附加<1>HP+100%","3","2"
"1","10","20401010","對輪胎（小）附加<1>HP+10%","4","2"
"1","11","20401011","對輪胎（小）附加<1>HP+11%","4","2"
"1","12","20401012","對輪胎（小）附加<1>HP+12%","4","2"
"1","13","20401013","對輪胎（小）附加<1>HP+13%","4","2"
"1","14","20401014","對輪胎（小）附加<1>HP+14%","4","2"
"1","15","20401015","對輪胎（小）附加<1>HP+15%","4","2"
"1","16","20401016","對輪胎（小）附加<1>HP+16%","4","2"
"1","17","20401017","對輪胎（小）附加<1>HP+17%","4","2"
"1","18","20401018","對輪胎（小）附加<1>HP+18%","4","2"
"1","19","20401019","對輪胎（小）附加<1>HP+19%","4","2"
"1","20","20401020","對輪胎（小）附加<1>HP+20%","4","2"
"1","21","20401021","對輪胎（小）附加<1>HP+21%","4","2"
"1","22","20401022","對輪胎（小）附加<1>HP+22%","4","2"
"1","23","20401023","對輪胎（小）附加<1>HP+23%","4","2"
"1","24","20401024","對輪胎（小）附加<1>HP+24%","4","2"
"1","25","20401025","對輪胎（小）附加<1>HP+25%","4","2"
"1","26","20401026","對輪胎（小）附加<1>HP+26%","4","2"
"1","27","20401027","對輪胎（小）附加<1>HP+27%","4","2"
"1","28","20401028","對輪胎（小）附加<1>HP+28%","4","2"
"1","29","20401029","對輪胎（小）附加<1>HP+29%","4","2"
"1","30","20401030","對輪胎（小）附加<1>HP+30%","4","2"
"1","31","20401031","對輪胎（小）附加<1>HP+31%","4","2"
"1","32","20401032","對輪胎（小）附加<1>HP+32%","4","2"
"1","33","20401033","對輪胎（小）附加<1>HP+33%","4","2"
"1","34","20401034","對輪胎（小）附加<1>HP+34%","4","2"
"1","35","20401035","對輪胎（小）附加<1>HP+35%","4","2"
"1","36","20401036","對輪胎（小）附加<1>HP+36%","4","2"
"1","37","20401037","對輪胎（小）附加<1>HP+37%","4","2"
"1","38","20401038","對輪胎（小）附加<1>HP+38%","4","2"
"1","39","20401039","對輪胎（小）附加<1>HP+39%","4","2"
"1","40","20401040","對輪胎（小）附加<1>HP+40%","4","2"
"1","41","20401041","對輪胎（小）附加<1>HP+41%","4","2"
"1","42","20401042","對輪胎（小）附加<1>HP+42%","4","2"
"1","43","20401043","對輪胎（小）附加<1>HP+43%","4","2"
"1","44","20401044","對輪胎（小）附加<1>HP+44%","4","2"
"1","45","20401045","對輪胎（小）附加<1>HP+45%","4","2"
"1","46","20401046","對輪胎（小）附加<1>HP+46%","4","2"
"1","47","20401047","對輪胎（小）附加<1>HP+47%","4","2"
"1","48","20401048","對輪胎（小）附加<1>HP+48%","4","2"
"1","49","20401049","對輪胎（小）附加<1>HP+49%","4","2"
"1","50","20401050","對輪胎（小）附加<1>HP+50%","4","2"
"1","51","20401051","對輪胎（小）附加<1>HP+51%","4","2"
"1","52","20401052","對輪胎（小）附加<1>HP+52%","4","2"
"1","53","20401053","對輪胎（小）附加<1>HP+53%","4","2"
"1","54","20401054","對輪胎（小）附加<1>HP+54%","4","2"
"1","55","20401055","對輪胎（小）附加<1>HP+55%","4","2"
"1","56","20401056","對輪胎（小）附加<1>HP+56%","4","2"
"1","57","20401057","對輪胎（小）附加<1>HP+57%","4","2"
"1","58","20401058","對輪胎（小）附加<1>HP+58%","4","2"
"1","59","20401059","對輪胎（小）附加<1>HP+59%","4","2"
"1","60","20401060","對輪胎（小）附加<1>HP+60%","4","2"
"1","61","20401061","對輪胎（小）附加<1>HP+61%","4","2"
"1","62","20401062","對輪胎（小）附加<1>HP+62%","4","2"
"1","63","20401063","對輪胎（小）附加<1>HP+63%","4","2"
"1","64","20401064","對輪胎（小）附加<1>HP+64%","4","2"
"1","65","20401065","對輪胎（小）附加<1>HP+65%","4","2"
"1","66","20401066","對輪胎（小）附加<1>HP+66%","4","2"
"1","67","20401067","對輪胎（小）附加<1>HP+67%","4","2"
"1","68","20401068","對輪胎（小）附加<1>HP+68%","4","2"
"1","69","20401069","對輪胎（小）附加<1>HP+69%","4","2"
"1","70","20401070","對輪胎（小）附加<1>HP+70%","4","2"
"1","71","20401071","對輪胎（小）附加<1>HP+71%","4","2"
"1","72","20401072","對輪胎（小）附加<1>HP+72%","4","2"
"1","73","20401073","對輪胎（小）附加<1>HP+73%","4","2"
"1","74","20401074","對輪胎（小）附加<1>HP+74%","4","2"
"1","75","20401075","對輪胎（小）附加<1>HP+75%","4","2"
"1","76","20401076","對輪胎（小）附加<1>HP+76%","4","2"
"1","77","20401077","對輪胎（小）附加<1>HP+77%","4","2"
"1","78","20401078","對輪胎（小）附加<1>HP+78%","4","2"
"1","79","20401079","對輪胎（小）附加<1>HP+79%","4","2"
"1","80","20401080","對輪胎（小）附加<1>HP+80%","4","2"
"1","81","20401081","對輪胎（小）附加<1>HP+81%","4","2"
"1","82","20401082","對輪胎（小）附加<1>HP+82%","4","2"
"1","83","20401083","對輪胎（小）附加<1>HP+83%","4","2"
"1","84","20401084","對輪胎（小）附加<1>HP+84%","4","2"
"1","85","20401085","對輪胎（小）附加<1>HP+85%","4","2"
"1","86","20401086","對輪胎（小）附加<1>HP+86%","4","2"
"1","87","20401087","對輪胎（小）附加<1>HP+87%","4","2"
"1","88","20401088","對輪胎（小）附加<1>HP+88%","4","2"
"1","89","20401089","對輪胎（小）附加<1>HP+89%","4","2"
"1","90","20401090","對輪胎（小）附加<1>HP+90%","4","2"
"1","91","20401091","對輪胎（小）附加<1>HP+91%","4","2"
"1","92","20401092","對輪胎（小）附加<1>HP+92%","4","2"
"1","93","20401093","對輪胎（小）附加<1>HP+93%","4","2"
"1","94","20401094","對輪胎（小）附加<1>HP+94%","4","2"
"1","95","20401095","對輪胎（小）附加<1>HP+95%","4","2"
"1","96","20401096","對輪胎（小）附加<1>HP+96%","4","2"
"1","97","20401097","對輪胎（小）附加<1>HP+97%","4","2"
"1","98","20401098","對輪胎（小）附加<1>HP+98%","4","2"
"1","99","20401099","對輪胎（小）附加<1>HP+99%","4","2"
"1","100","20401100","對輪胎（小）附加<1>HP+100%","4","2"
"2","10","30102010","對加農砲附加<0>攻擊力+10%","1","3"
"2","11","30102011","對加農砲附加<0>攻擊力+11%","1","3"
"2","12","30102012","對加農砲附加<0>攻擊力+12%","1","3"
"2","13","30102013","對加農砲附加<0>攻擊力+13%","1","3"
"2","14","30102014","對加農砲附加<0>攻擊力+14%","1","3"
"2","15","30102015","對加農砲附加<0>攻擊力+15%","1","3"
"2","16","30102016","對加農砲附加<0>攻擊力+16%","1","3"
"2","17","30102017","對加農砲附加<0>攻擊力+17%","1","3"
"2","18","30102018","對加農砲附加<0>攻擊力+18%","1","3"
"2","19","30102019","對加農砲附加<0>攻擊力+19%","1","3"
"2","20","30102020","對加農砲附加<0>攻擊力+20%","1","3"
"2","21","30102021","對加農砲附加<0>攻擊力+21%","1","3"
"2","22","30102022","對加農砲附加<0>攻擊力+22%","1","3"
"2","23","30102023","對加農砲附加<0>攻擊力+23%","1","3"
"2","24","30102024","對加農砲附加<0>攻擊力+24%","1","3"
"2","25","30102025","對加農砲附加<0>攻擊力+25%","1","3"
"2","26","30102026","對加農砲附加<0>攻擊力+26%","1","3"
"2","27","30102027","對加農砲附加<0>攻擊力+27%","1","3"
"2","28","30102028","對加農砲附加<0>攻擊力+28%","1","3"
"2","29","30102029","對加農砲附加<0>攻擊力+29%","1","3"
"2","30","30102030","對加農砲附加<0>攻擊力+30%","1","3"
"2","31","30102031","對加農砲附加<0>攻擊力+31%","1","3"
"2","32","30102032","對加農砲附加<0>攻擊力+32%","1","3"
"2","33","30102033","對加農砲附加<0>攻擊力+33%","1","3"
"2","34","30102034","對加農砲附加<0>攻擊力+34%","1","3"
"2","35","30102035","對加農砲附加<0>攻擊力+35%","1","3"
"2","36","30102036","對加農砲附加<0>攻擊力+36%","1","3"
"2","37","30102037","對加農砲附加<0>攻擊力+37%","1","3"
"2","38","30102038","對加農砲附加<0>攻擊力+38%","1","3"
"2","39","30102039","對加農砲附加<0>攻擊力+39%","1","3"
