4bc708afb4c9aef22beb795ea0f354a69f2e272cbb2c3aa8e2b1ac9d2e4bb64a,5290ce96e25b2bf7fe628feff69f8cdff12b3215794ab8168f5264c8b8d2b28b,208dc1f76dd7ba0cb647e201576c96f93345c2778e6529b476fed747c1e5cf80,134de67f7f2e80ee42624850225d8b00e31f5846bca3130499a7dcf9392474ab,748a3c07946ed3456305e6831567c78350fc55b545d65e1bcbea34bcda1f81d4,1791e97cb862e96a701fe2f95559b2f486165c8eba8052d7cb4823b9cc491f2c,ba37dcf4b60e0b237d71ad59728b2f2d2bc17691780a2d2bffca60f4f15c0cab,83526303baf6e839ecfd156b330e42c599693bfd60d60cb6a246488eb72668e9,9630711475688ab75c8a6b48b40be7c1d27574d6a093e655cb57aa2dba71c565,de830c89d7a7a5b22ce48bf34fc5ebbec8f7480cb68e300bd9b183a63828228d,59ca8074674259fcfa4139fb0899ccb079b0ec7cf674816871bb72bd5a94f350,8de9f135e6fa3e3db5ad6181d92debcb86510d1bb2573221617dab62c6c7bcfa
"2","0","10140963","0","963","10140","5","0","0","鼠妖玩具","1","0"
"1","0","10140964","0","964","10140","5","0","0","岩花玩具","1","0"
"2","0","10140965","0","965","10140","5","0","0","童子狸玩具","1","0"
"1","0","10140966","0","966","10140","5","0","0","似龍生物玩具","1","0"
"2","0","10140970","0","970","10140","5","0","0","珠希的沙灘球","1","0"
"1","0","10140971","0","971","10140","5","0","0","凱留的游泳圈","1","0"
"2","0","10140972","0","972","10140","5","0","0","紅魚","1","0"
"1","0","10140973","0","973","10140","5","0","0","大貝殼","1","0"
"2","0","10140974","0","974","10140","5","0","0","西瓜","1","0"
"2","0","10140975","0","975","10140","5","0","0","日和的海豚","1","0"
"1","0","10140976","0","976","10140","5","0","0","禊的水球","1","0"
"1","0","10140977","0","977","10140","5","0","0","美美的小小格里芬","1","0"
"2","0","10140978","0","978","10140","5","0","0","優妮的沙灘球","1","0"
"2","0","10140979","0","979","10140","5","0","0","克蘿依的衝浪板","1","0"
"2","0","10140980","0","980","10140","10","0","0","壽司、壽司、壽司","1","0"
"2","0","10140981","0","981","10140","1","0","0","壽司、壽司、布丁","1","0"
"1","0","10140982","0","982","10140","5","0","0","冰魚","1","0"
"1","0","10140983","0","983","10140","5","0","0","流氓水獺","1","0"
"1","0","10140984","0","984","10140","5","0","0","天使鏢魚","1","0"
