5290ce96e25b2bf7fe628feff69f8cdff12b3215794ab8168f5264c8b8d2b28b,748a3c07946ed3456305e6831567c78350fc55b545d65e1bcbea34bcda1f81d4,59ca8074674259fcfa4139fb0899ccb079b0ec7cf674816871bb72bd5a94f350,83526303baf6e839ecfd156b330e42c599693bfd60d60cb6a246488eb72668e9,9630711475688ab75c8a6b48b40be7c1d27574d6a093e655cb57aa2dba71c565,1791e97cb862e96a701fe2f95559b2f486165c8eba8052d7cb4823b9cc491f2c,208dc1f76dd7ba0cb647e201576c96f93345c2778e6529b476fed747c1e5cf80,4bc708afb4c9aef22beb795ea0f354a69f2e272cbb2c3aa8e2b1ac9d2e4bb64a,ba37dcf4b60e0b237d71ad59728b2f2d2bc17691780a2d2bffca60f4f15c0cab,de830c89d7a7a5b22ce48bf34fc5ebbec8f7480cb68e300bd9b183a63828228d,8de9f135e6fa3e3db5ad6181d92debcb86510d1bb2573221617dab62c6c7bcfa,134de67f7f2e80ee42624850225d8b00e31f5846bca3130499a7dcf9392474ab
"0","963","1","0","0","10140","10140963","2","5","鼠妖玩具","0","0"
"0","964","1","0","0","10140","10140964","1","5","岩花玩具","0","0"
"0","965","1","0","0","10140","10140965","2","5","童子狸玩具","0","0"
"0","966","1","0","0","10140","10140966","1","5","似龍生物玩具","0","0"
"0","970","1","0","0","10140","10140970","2","5","珠希的沙灘球","0","0"
"0","971","1","0","0","10140","10140971","1","5","凱留的游泳圈","0","0"
"0","972","1","0","0","10140","10140972","2","5","紅魚","0","0"
"0","973","1","0","0","10140","10140973","1","5","大貝殼","0","0"
"0","974","1","0","0","10140","10140974","2","5","西瓜","0","0"
"0","975","1","0","0","10140","10140975","2","5","日和的海豚","0","0"
"0","976","1","0","0","10140","10140976","1","5","禊的水球","0","0"
"0","977","1","0","0","10140","10140977","1","5","美美的小小格里芬","0","0"
"0","978","1","0","0","10140","10140978","2","5","優妮的沙灘球","0","0"
"0","979","1","0","0","10140","10140979","2","5","克蘿依的衝浪板","0","0"
"0","980","1","0","0","10140","10140980","2","10","壽司、壽司、壽司","0","0"
"0","981","1","0","0","10140","10140981","2","1","壽司、壽司、布丁","0","0"
"0","982","1","0","0","10140","10140982","1","5","冰魚","0","0"
"0","983","1","0","0","10140","10140983","1","5","流氓水獺","0","0"
"0","984","1","0","0","10140","10140984","1","5","天使鏢魚","0","0"
