134de67f7f2e80ee42624850225d8b00e31f5846bca3130499a7dcf9392474ab,1791e97cb862e96a701fe2f95559b2f486165c8eba8052d7cb4823b9cc491f2c,de830c89d7a7a5b22ce48bf34fc5ebbec8f7480cb68e300bd9b183a63828228d,83526303baf6e839ecfd156b330e42c599693bfd60d60cb6a246488eb72668e9,208dc1f76dd7ba0cb647e201576c96f93345c2778e6529b476fed747c1e5cf80,59ca8074674259fcfa4139fb0899ccb079b0ec7cf674816871bb72bd5a94f350,4bc708afb4c9aef22beb795ea0f354a69f2e272cbb2c3aa8e2b1ac9d2e4bb64a,ba37dcf4b60e0b237d71ad59728b2f2d2bc17691780a2d2bffca60f4f15c0cab,5290ce96e25b2bf7fe628feff69f8cdff12b3215794ab8168f5264c8b8d2b28b,8de9f135e6fa3e3db5ad6181d92debcb86510d1bb2573221617dab62c6c7bcfa,9630711475688ab75c8a6b48b40be7c1d27574d6a093e655cb57aa2dba71c565,748a3c07946ed3456305e6831567c78350fc55b545d65e1bcbea34bcda1f81d4
"0","10140","鼠妖玩具","0","10140963","1","2","5","0","0","0","963"
"0","10140","岩花玩具","0","10140964","1","1","5","0","0","0","964"
"0","10140","童子狸玩具","0","10140965","1","2","5","0","0","0","965"
"0","10140","似龍生物玩具","0","10140966","1","1","5","0","0","0","966"
"0","10140","珠希的沙灘球","0","10140970","1","2","5","0","0","0","970"
"0","10140","凱留的游泳圈","0","10140971","1","1","5","0","0","0","971"
"0","10140","紅魚","0","10140972","1","2","5","0","0","0","972"
"0","10140","大貝殼","0","10140973","1","1","5","0","0","0","973"
"0","10140","西瓜","0","10140974","1","2","5","0","0","0","974"
"0","10140","日和的海豚","0","10140975","1","2","5","0","0","0","975"
"0","10140","禊的水球","0","10140976","1","1","5","0","0","0","976"
"0","10140","美美的小小格里芬","0","10140977","1","1","5","0","0","0","977"
"0","10140","優妮的沙灘球","0","10140978","1","2","5","0","0","0","978"
"0","10140","克蘿依的衝浪板","0","10140979","1","2","5","0","0","0","979"
"0","10140","壽司、壽司、壽司","0","10140980","1","2","10","0","0","0","980"
"0","10140","壽司、壽司、布丁","0","10140981","1","2","1","0","0","0","981"
"0","10140","冰魚","0","10140982","1","1","5","0","0","0","982"
"0","10140","流氓水獺","0","10140983","1","1","5","0","0","0","983"
"0","10140","天使鏢魚","0","10140984","1","1","5","0","0","0","984"
