754234af306326a46f376b4e05cad0e62b1b1fa2d5f4a4c3e24f5e5abd836053,c6f304f9098abc4b223d35127cd7b5f155d8622ec2877cc90877cbca628d997f,1e8a477c1dc52c04e7549c0be34a8af1b55c07989d14e9b41f3d3821d6ef7b69,f6e42491ffd45fddb15491b5e8f6f6f99b782f35c736bfe874f105fb977246b0,ea052cb414c4010a9c1b454c5e40201f50adad384f47c8365f7cadc02f5a8d87,ba5e5398feeb3a81175b35dc924d94d297de8a331fc1bb309ef892791096b8fb,350c2736ffd8ff2be936dd9a83336a11b966f198ff44a08272bdd5e65a999602,f0c94135a20f189b98990741fce85056e0049410f45ae3b20da12445a838b6f0,3503863126a6fbed898c6b87e96011e5d4a55272f6c916ab7af8b7809e7fa8d7,634db7cced186011310f63e87a5f09e5a5e60b3c23cc1a9c34fccb64b0d228a5,2c2a6744a5b2421f0b0f2369320b6ce4d9ef0a65d68695fea7d24ba141eea90c
"","21","1202120019","0","0","vo_travel_talk","20212","","","","vo_travel_talk_20021_02"
"1","11","1202120020","10","1","101411","20212","0","0","0","呼，糖分確實滲入疲憊的腦子裡了。\n重振精神後推理的結果……\n我們該前進的方向是，直走！"
"","91","1202120021","","","0","20212","","","",""
"","3","1202120022","1","","101411","20212","","","0.2","travel_topdrama_r_2000_eat_idle"
"","3","1202120023","1","","4","20212","","","0.2","travel_topdrama_r_2000_eat_idle"
"","112","1202120024","","","","20212","","","",""
"","91","1202120025","","","0","20212","","","",""
"-68","1","1202210001","101","42","1","20221","travel_topdrama_r_2000_idle_smile","1","0.8","102111"
"-68","1","1202210002","102","-42","1","20221","travel_topdrama_r_2000_idle_smile_normal","0","0.8","102311"
"-68","5","1202210003","103","-100","3","20221","travel_topdrama_r_2022_pukici","0","0.8","3"
"-75","5","1202210004","110","0","0","20221","mana","0","1","0"
"","91","1202210005","","","0","20221","","","",""
"","93","1202210006","","","10","20221","","","","0"
"","101","1202210007","","","1202210006","20221","","","",""
"","3","1202210008","0","","0","20221","","","0","none"
"","91","1202210009","","","0","20221","","","",""
"","13","1202220001","","","102111","20222","","","","103"
"","13","1202220002","","","102311","20222","","","","104"
"","13","1202220003","","","3","20222","","","","105"
"1","3","1202220004","0","travel_topdrama_r_2000_talk_sad_loop_dere","102111","20222","","","0.2","travel_topdrama_r_2000_talk_sad_in_dere"
"","21","1202220005","0","0","vo_travel_talk","20222","","","","vo_travel_talk_20022_00"
"1","11","1202220006","10","1","102111","20222","0","0","0","今天的冒險，\n未來想透過演戲的方式讓大家看看呢……♪\n名字就叫「綾音與胡桃的大冒險」怎麼樣？"
"","91","1202220007","","","0","20222","","","",""
"","3","1202220008","1","","102111","20222","","","0.2","travel_topdrama_r_2000_idle_sad_joy"
"1","3","1202220009","0","travel_topdrama_r_2000_talk_kyapi_loop","102311","20222","","0.2","0.2","travel_topdrama_r_2000_talk_kyapi_in"
"","21","1202220010","0","0","vo_travel_talk","20222","","","","vo_travel_talk_20022_01"
"1","11","1202220011","10","1","102311","20222","0","0","0","我也贊成！冒險冒險♪\n會不會有寶物呢～會不會有魔物出現呢♪\n來吧，靠近我們，現身吧！"
"","91","1202220012","","","0","20222","","","",""
"","3","1202220013","1","","102311","20222","","","0.2","travel_topdrama_r_2000_talk_smile_loop"
"","3","1202220014","1","","102111","20222","","","0.2","travel_topdrama_r_2000_talk_sad_loop_dere"
"","3","1202220015","1","","3","20222","","","0","travel_topdrama_r_2022_laugh"
"","21","1202220016","0","0","vo_travel_talk","20222","","","","vo_travel_talk_20022_02"
"1","11","1202220017","10","1","3","20222","0","0","0","「喂，別隨便叫魔物接近我們！\n我們要找的只有寶箱！別突然暴衝！\n唉唉……真是的，當領隊還真辛苦。」"
"","91","1202220018","","","0","20222","","","",""
"","112","1202220019","","","","20222","","","",""
"","91","1202220020","","","0","20222","","","",""
"-68","1","1202310001","101","42","1","20231","travel_topdrama_r_2000_idle_doya","1","0.8","104811"
"-68","1","1202310002","102","-42","1","20231","travel_topdrama_r_2000_idle_sad_surprise","0","0.8","104611"
"-75","5","1202310003","110","0","0","20231","mana","0","1","0"
"","91","1202310004","","","0","20231","","","",""
"","93","1202310005","","","10","20231","","","","0"
"","101","1202310006","","","1202310005","20231","","","",""
"","3","1202310007","0","","0","20231","","","0","none"
"","91","1202310008","","","0","20231","","","",""
"","13","1202320001","","","104811","20232","","","","103"
"","13","1202320002","","","104611","20232","","","","104"
"1","3","1202320003","0","travel_topdrama_r_2000_talk_doya_loop_faceAnger","104811","20232","","0","0.2","travel_topdrama_r_2000_talk_doya_in_faceAnger"
"","21","1202320004","0","0","vo_travel_talk","20232","","","","vo_travel_talk_20023_00"
"1","11","1202320005","10","1","104811","20232","0","0","0","我們是承接了很多工作才出發的，\n沒時間悠悠哉哉的了。\n調查後採集，挖掘後販賣，冒險也要有效率地進行喔！"
"","91","1202320006","","","0","20232","","","",""
"","3","1202320007","1","","104811","20232","","","0.2","travel_topdrama_r_2000_idle_doya_anger"
"1","3","1202320008","0","travel_topdrama_r_2000_talk_kyapi_loop_dere2","104611","20232","","0","0.2","travel_topdrama_r_2000_talk_kyapi_in_dere2"
"","21","1202320009","0","0","vo_travel_talk","20232","","","","vo_travel_talk_20023_01"
"1","11","1202320010","10","1","104611","20232","0","0","0","美冬總是太拚了喵。\n休息就是要慢慢地、悠悠哉哉地喵。\n我們在這裡曬一整天的太陽吧喵～♪"
"","91","1202320011","","","0","20232","","","",""
"","3","1202320012","1","","104611","20232","","","0.2","travel_topdrama_r_2000_idle_sleep"
"","3","1202320013","1","","104811","20232","","0","0.2","travel_topdrama_r_2000_talk_normal_surprise"
"","21","1202320014","0","0","vo_travel_talk","20232","","","","vo_travel_talk_20023_02"
"1","11","1202320015","10","1","104811","20232","0","0","0","的確，在這裡的話，就能有高品質的休息了♪\n那就設定好碼表……\n開始有效率地休息吧！"
"","91","1202320016","","","0","20232","","","",""
"1","3","1202320017","0","","104811","20232","","","0.2","travel_topdrama_r_2000_talk_guts_in"
"","91","1202320018","","","0","20232","","","",""
"","3","1202320019","1","","104811","20232","","","0","travel_topdrama_r_2000_talk_guts_loop"
"","93","1202320020","","","1","20232","","","","0"
"","112","1202320021","","","","20232","","","",""
"","91","1202320022","","","0","20232","","","",""
"-68","1","1202410001","101","42","1","20241","travel_topdrama_r_2000_idle_memory_blink","1","0.8","102711"
"-68","1","1202410002","102","-42","1","20241","travel_topdrama_r_2000_idle_normal","0","0.8","105111"
"-75","5","1202410003","110","0","0","20241","mana","0","1","0"
"","91","1202410004","","","0","20241","","","",""
"","93","1202410005","","","10","20241","","","","0"
"","101","1202410006","","","1202410005","20241","","","",""
"","3","1202410007","0","","0","20241","","","0","none"
"","91","1202410008","","","0","20241","","","",""
"","13","1202420001","","","102711","20242","","","","103"
"","13","1202420002","","","105111","20242","","","","104"
"","3","1202420003","1","","102711","20242","","","0.2","travel_topdrama_r_2000_talk_wish_loop"
"","21","1202420004","0","0","vo_travel_talk","20242","","","","vo_travel_talk_20024_00"
"1","11","1202420005","10","1","102711","20242","0","0","0","我會毫不留情地破壞\n阻礙我前進的一切，嘻嘻。\n這全都是為了那位大人和我的未來……"
"","91","1202420006","","","0","20242","","","",""
"","3","1202420007","1","","102711","20242","","","0.2","travel_topdrama_r_2000_idle_wish_joy"
"1","3","1202420008","0","travel_topdrama_r_2000_humu_loop","105111","20242","","0","0.2","travel_topdrama_r_2000_humu_in"
"","21","1202420009","0","0","vo_travel_talk","20242","","","","vo_travel_talk_20024_01"
"1","11","1202420010","10","1","105111","20242","0","0","0","不愧是破壞者，來路上的瓦礫都堆成山了，\n甚至還想繼續破壞，\n真是令人惶恐呢，呵呵……♪"
"","91","1202420011","","","0","20242","","","",""
"","3","1202420012","1","","105111","20242","","","0.2","travel_topdrama_r_2000_humu_loop_shy"
"","3","1202420013","1","","102711","20242","","","0.2","travel_topdrama_r_2000_talk_sad_loop_doya"
"","21","1202420014","0","0","vo_travel_talk","20242","","","","vo_travel_talk_20024_02"
"1","11","1202420015","10","1","102711","20242","0","0","0","來尋找實驗材料的你也一樣，獨眼惡魔。\n讓我們獲得能讓彼此滿意的成果吧……\n嘻嘻嘻。"
"","91","1202420016","","","0","20242","","","",""
"","3","1202420017","1","","102711","20242","","","0.2","travel_topdrama_r_2000_idle_sad_nervous"
"","112","1202420018","","","","20242","","","",""
"","91","1202420019","","","0","20242","","","",""
"-68","1","1202510001","101","42","1","20251","travel_topdrama_r_2000_hop_loop","1","0.8","100511"
"-68","1","1202510002","102","-42","1","20251","travel_topdrama_r_2000_idle_doya_talkJoy1R","0","0.8","103711"
"-75","5","1202510003","110","0","0","20251","mana","0","1","0"
"","91","1202510004","","","0","20251","","","",""
"","93","1202510005","","","10","20251","","","","0"
"","101","1202510006","","","1202510005","20251","","","",""
"","3","1202510007","0","","0","20251","","","0","none"
"","91","1202510008","","","0","20251","","","",""
"","13","1202520001","","","100511","20252","","","","103"
"","13","1202520002","","","103711","20252","","","","104"
"1","3","1202520003","0","travel_topdrama_r_2000_hop_loop","100511","20252","","","0.2","travel_topdrama_r_2000_hop_in"
"","21","1202520004","0","0","vo_travel_talk","20252","","","","vo_travel_talk_20025_00"
"1","11","1202520005","10","1","100511","20252","0","0","0","哇啊～！好厲害！真是絕景！\n太帥啦～！\n就像虎虎修行的地方一樣～！"
"","91","1202520006","","","0","20252","","","",""
"","3","1202520007","1","","100511","20252","","","0.2","travel_topdrama_r_2000_hop_idle"
"1","3","1202520008","0","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","103711","20252","","","0.2","travel_topdrama_r_2000_talk_arm_crossed_in_normal2"
"","21","1202520009","0","0","vo_travel_talk","20252","","","","vo_travel_talk_20025_01"
"1","11","1202520010","10","1","103711","20252","0","0","0","置身在惡劣環境中鑽研自己，\n這也是冒險的醍醐味呢。\n而且在這裡就能盡情地變身──"
"","91","1202520011","","","0","20252","","","",""
"1","3","1202520012","0","travel_topdrama_r_2000_tomo_henshin_loop","103711","20252","","0","0.1","travel_topdrama_r_2000_tomo_henshin_in"
"1","3","1202520013","0","travel_topdrama_r_2000_matsuri_eieio_loop","100511","20252","","0.2","0.2","travel_topdrama_r_2000_matsuri_eieio_in"
"","21","1202520014","0","0","vo_travel_talk","20252","","","","vo_travel_talk_20025_02"
"1","11","1202520015","10","1","100511","20252","0","0","0","變身成正義英雄！\n沒有啦，開玩笑的……\n奇怪？小智姐也想擺出變身姿勢嗎？"
"","91","1202520016","","","0","20252","","","",""
"","112","1202520017","","","","20252","","","",""
"","91","1202520018","","","0","20252","","","",""
"-68","1","1202610001","101","0","1","20261","travel_topdrama_r_2000_idle_wish_joy","1","0.8","105911"
"-75","5","1202610002","110","0","0","20261","mana","0","1","0"
"","91","1202610003","","","0","20261","","","",""
"","93","1202610004","","","10","20261","","","","0"
"","101","1202610005","","","1202610004","20261","","","",""
"","3","1202610006","0","","0","20261","","","0","none"
"","91","1202610007","","","0","20261","","","",""
"","13","1202620001","","","105911","20262","","","","103"
"1","3","1202620002","0","travel_topdrama_r_2000_talk_surprise_loop","105911","20262","","0","0.1","travel_topdrama_r_2000_wishToSurprise"
"","21","1202620003","0","0","vo_travel_talk","20262","","","","vo_travel_talk_20026_00"
"1","11","1202620004","10","1","105911","20262","0","0","0","呼，看來我們走到很遠的地方了呢。\n不過，所謂的冒險，\n不管是在什麼時候進行都很有趣呢……♪"
"","91","1202620005","","","0","20262","","","",""
"","3","1202620006","1","","105911","20262","","","0.2","travel_topdrama_r_2000_talk_wish_loop"
"","21","1202620007","0","0","vo_travel_talk","20262","","","","vo_travel_talk_20026_01"
"1","11","1202620008","10","1","105911","20262","0","0","0","為了不輸給各位，\n在下也會繼續調查。\n請好好看著吧，主人。"
"","91","1202620009","","","0","20262","","","",""
"","112","1202620010","","","","20262","","","",""
"","91","1202620011","","","0","20262","","","",""
"-68","1","1202710001","101","0","1","20271","travel_topdrama_r_2000_ames_idle_normal","1","0.8","123011"
"-75","5","1202710002","110","0","0","20271","mana","0","1","0"
"","91","1202710003","","","0","20271","","","",""
"","93","1202710004","","","10","20271","","","","0"
"","101","1202710005","","","1202710004","20271","","","",""
"","3","1202710006","0","","0","20271","","","0","none"
"","91","1202710007","","","0","20271","","","",""
"","13","1202720001","","","123011","20272","","","","103"
"1","3","1202720002","0","travel_topdrama_r_2000_ames_talk_wish_loop","123011","20272","","0","0.2","travel_topdrama_r_2000_ames_talk_wish_in"
"","21","1202720003","0","0","vo_travel_talk","20272","","","","vo_travel_talk_20027_00"
"1","11","1202720004","10","1","123011","20272","0","0","0","呼，呼……冒險遠比想像中還要求體力呢……\n嗯，不過，實際來了一趟後，\n發現景色真美♪"
"","91","1202720005","","","0","20272","","","",""
"","3","1202720006","1","","123011","20272","","","0.2","travel_topdrama_r_2000_ames_talk_yareyare"
"","21","1202720007","0","0","vo_travel_talk","20272","","","","vo_travel_talk_20027_01"
"1","11","1202720008","10","1","123011","20272","0","0","0","下次要和那傢伙一起……\n去哪才好呢？\n得請他當我的護衛才行呢。"
"","91","1202720009","","","0","20272","","","",""
"","3","1202720010","1","","123011","20272","","","0.2","travel_topdrama_r_2000_ames_idle_yareyare"
"","112","1202720011","","","","20272","","","",""
"","91","1202720012","","","0","20272","","","",""
"-68","1","1202810001","101","42","1","20281","travel_topdrama_r_2000_idle_cool","1","0.8","106811"
"-68","1","1202810002","102","-42","1","20281","travel_topdrama_r_2000_kaiser_idle_arm_crossed","0","0.8","106911"
"-75","5","1202810003","110","0","0","20281","mana","0","1","0"
"","91","1202810004","","","0","20281","","","",""
"","93","1202810005","","","10","20281","","","","0"
"","101","1202810006","","","1202810005","20281","","","",""
"","3","1202810007","0","","0","20281","","","0","none"
"","91","1202810008","","","0","20281","","","",""
"","13","1202820001","","","106811","20282","","","","103"
"","13","1202820002","","","106911","20282","","","","104"
"1","3","1202820003","0","travel_topdrama_r_2000_talk_cool_loop","106811","20282","","0","0.2","travel_topdrama_r_2000_talk_cool_in"
"","21","1202820004","0","0","vo_travel_talk","20282","","","","vo_travel_talk_20028_00"
"1","11","1202820005","10","1","106811","20282","0","0","0","啊哈哈，瞧你一張臭臉。\n也對，突然被拉出來當然會有所不滿了。\n好了好了，這可是冒險喔，得好好享受才行！"
"","91","1202820006","","","0","20282","","","",""
"","3","1202820007","1","","106811","20282","","","0.2","travel_topdrama_r_2000_idle_cool"
"1","3","1202820008","0","travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","106911","20282","","0","0.2","travel_topdrama_r_2000_kaiser_talk_arm_crossed_in"
"","21","1202820009","0","0","vo_travel_talk","20282","","","","vo_travel_talk_20028_01"
"1","11","1202820010","10","1","106911","20282","0","0","0","你那漫不經心的口氣，真是讓人怒火中燒。\n事到如今你還在問我是要冒險嗎……？\n別開玩笑了。"
"","91","1202820011","","","0","20282","","","",""
"","3","1202820012","1","","106911","20282","","","0.2","travel_topdrama_r_2000_kaiser_idle_arm_crossed"
"1","3","1202820013","0","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","106811","20282","","","0.2","travel_topdrama_r_2000_talk_arm_crossed_in_normal2"
"","21","1202820014","0","0","vo_travel_talk","20282","","","","vo_travel_talk_20028_02"
"1","11","1202820015","10","1","106811","20282","0","0","0","我可是認真的喔。\n要從山頂到谷底，海洋到草原，踏遍廣闊的世界！\n我還帶了飯糰，準備齊全了。來吧，出發囉！"
"","91","1202820016","","","0","20282","","","",""
"","3","1202820017","1","","106811","20282","","","0.2","travel_topdrama_r_2000_idle_arm_crossed"
"","112","1202820018","","","","20282","","","",""
"","91","1202820019","","","0","20282","","","",""
"-75.6","1","1300110001","51","-17.5","1","30011","travel_topdrama_r_3001_idle_B","0","0.8","1000001"
"-75.6","5","1300110002","50","-17.5","1","30011","travel_topdrama_r_3001_idle_B","0","0.8","12"
"-56.1","1","1300110003","49","31.4","1","30011","travel_topdrama_r_3001_idle_A","0","0.8","1000002"
"-56.1","5","1300110004","48","31.4","1","30011","travel_topdrama_r_3001_idle_A","0","0.8","11"
"-56.1","5","1300110005","49","31.4","2","30011","travel_topdrama_r_3001_idle_A","0","0.8","13"
"-88","5","1300110006","110","0","0","30011","normal","","1","0"
"0.5","31","1300110007","-30.3","-43.7","300101","30011","","","1","300101"
"1","31","1300110008","260","-110","300103","30011","","","1","300103"
"1","31","1300110009","215","-127","300111","30011","","","1","300111"
"","91","1300110010","","","0","30011","","","","0"
"","3","1300110011","0","","1000001","30011","","0","0","travel_topdrama_r_3001_idle_B"
"","3","1300110012","0","","12","30011","","0","0","travel_topdrama_r_3001_idle_B"
"","3","1300110013","0","","1000002","30011","","0","0","travel_topdrama_r_3001_idle_A"
"","3","1300110014","0","","11","30011","","0","0","travel_topdrama_r_3001_idle_A"
"","93","1300110015","","","1.7","30011","","","","0"
"","101","1300110016","","","1300110011","30011","","","","0"
"","3","1300110017","0","","0","30011","","","0","none"
"","91","1300110018","","","0","30011","","","","0"
"1","31","1300120001","260","-110","300106","30012","","","0","300106"
"1","31","1300120002","260","-110","300108","30012","","","0","300108"
"0.4","31","1300120003","17.3","92.6","300100","30012","","","0","300100"
"0.4","31","1300120004","0","92.6","300104","30012","","","0","300104"
"","91","1300120005","","","0","30012","","","",""
"","3","1300120006","1","","1000002","30012","","","0.5","travel_topdrama_r_3001_idle_A"
"","3","1300120007","1","","11","30012","","","0.5","travel_topdrama_r_3001_idle_A"
"","3","1300120008","1","","1000001","30012","","","0.5","travel_topdrama_r_3001_idle_B"
"","3","1300120009","1","","12","30012","","","0.5","travel_topdrama_r_3001_idle_B"
"","93","1300120010","","","0.2","30012","","","","0"
"","32","1300120011","","","300100","30012","","","","1"
"","93","1300120012","","","2","30012","","","","0"
"","32","1300120013","","","300103","30012","","","","0"
"","32","1300120014","","","300108","30012","","","","1"
"","32","1300120015","","","300106","30012","","","","1"
"","23","1300120016","0","","se_travel_top","30012","","","","se_travel_top_fishing_hit"
"","3","1300120017","0","","1000002","30012","","","0","travel_topdrama_r_3001_1_01_A"
"","3","1300120018","0","","11","30012","","","0","travel_topdrama_r_3001_1_01_A"
"","3","1300120019","0","","1000001","30012","","","0.5","travel_topdrama_r_3001_1_01_B"
"","3","1300120020","0","","12","30012","","","0.5","travel_topdrama_r_3001_1_01_B"
"","91","1300120021","","","0","30012","","","",""
"","32","1300120022","","","300108","30012","","","","0"
"","3","1300120023","0","","1000002","30012","","","0","travel_topdrama_r_3001_1_02_A"
"","3","1300120024","0","","11","30012","","","0","travel_topdrama_r_3001_1_02_A"
"","3","1300120025","0","","1000001","30012","","","0.2","travel_topdrama_r_3001_1_02_B"
"","3","1300120026","0","","12","30012","","","0.2","travel_topdrama_r_3001_1_02_B"
"","93","1300120027","","","1","30012","","","","0"
"","32","1300120028","","","300100","30012","","","","0"
"","91","1300120029","","","0","30012","","","",""
"1","31","1300120030","260","-110","300107","30012","","","1","300107"
"","23","1300120031","0","","se_travel_top","30012","","","","se_travel_top_fishing_appear_box"
"","3","1300120032","0","","1000002","30012","","","","travel_topdrama_r_3001_1_03_A"
"","3","1300120033","0","","11","30012","","","","travel_topdrama_r_3001_1_03_A"
"","3","1300120034","0","","13","30012","","","","travel_topdrama_r_3001_1_03_A"
"","3","1300120035","0","","1000001","30012","","","","travel_topdrama_r_3001_1_03_B"
"1","3","1300120036","0","travel_topdrama_r_3001_1_03_B_loop","12","30012","","","0.2","travel_topdrama_r_3001_1_03_B"
"","93","1300120037","","","0.8","30012","","","","0"
"","32","1300120038","","","300106","30012","","","","0"
"","111","1300120039","","","","30012","","","",""
"","91","1300120040","","","0","30012","","","",""
"-75.6","1","1300210001","51","-17.5","1","30021","travel_topdrama_r_3001_idle_B","0","0.8","1000001"
"-75.6","5","1300210002","50","-17.5","1","30021","travel_topdrama_r_3001_idle_B","0","0.8","12"
"-56.1","1","1300210003","49","31.4","1","30021","travel_topdrama_r_3001_idle_A","0","0.8","1000002"
"-56.1","5","1300210004","48","31.4","1","30021","travel_topdrama_r_3001_idle_A","0","0.8","11"
"-56.1","5","1300210005","49","31.4","2","30021","travel_topdrama_r_3001_idle_A","0","0.8","13"
"-88","5","1300210006","110","0","0","30021","normal","","1","0"
"0.5","31","1300210007","-30.3","-43.7","300201","30021","","","1","300201"
"1","31","1300210008","260","-110","300203","30021","","","1","300203"
"1","31","1300210009","215","-127","300211","30021","","","1","300211"
"","91","1300210010","","","0","30021","","","","0"
"","3","1300210011","0","","1000001","30021","","0","0","travel_topdrama_r_3001_idle_B"
"","3","1300210012","0","","12","30021","","0","0","travel_topdrama_r_3001_idle_B"
"","3","1300210013","0","","1000002","30021","","0","0","travel_topdrama_r_3001_idle_A"
"","3","1300210014","0","","11","30021","","0","0","travel_topdrama_r_3001_idle_A"
"","93","1300210015","","","1.7","30021","","","","0"
"","101","1300210016","","","1300210011","30021","","","","0"
"","3","1300210017","0","","0","30021","","","0","none"
"","91","1300210018","","","0","30021","","","","0"
"1","31","1300220001","260","-110","300206","30022","","","0","300206"
"1","31","1300220002","260","-110","300208","30022","","","0","300208"
"0.4","31","1300220003","17.3","92.6","300200","30022","","","0","300200"
"0.4","31","1300220004","0","92.6","300204","30022","","","0","300204"
"","91","1300220005","","","0","30022","","","",""
"","3","1300220006","1","","1000002","30022","","","0.5","travel_topdrama_r_3001_idle_A"
"","3","1300220007","1","","11","30022","","","0.5","travel_topdrama_r_3001_idle_A"
"","3","1300220008","1","","1000001","30022","","","0.5","travel_topdrama_r_3001_idle_B"
"","3","1300220009","1","","12","30022","","","0.5","travel_topdrama_r_3001_idle_B"
"","93","1300220010","","","0.2","30022","","","","0"
"","32","1300220011","","","300200","30022","","","","1"
"","93","1300220012","","","2","30022","","","","0"
"","32","1300220013","","","300203","30022","","","","0"
"","32","1300220014","","","300208","30022","","","","1"
"","32","1300220015","","","300206","30022","","","","1"
"","23","1300220016","0","","se_travel_top","30022","","","","se_travel_top_fishing_hit"
"","3","1300220017","0","","1000002","30022","","","0","travel_topdrama_r_3001_1_01_A"
"","3","1300220018","0","","11","30022","","","0","travel_topdrama_r_3001_1_01_A"
"","3","1300220019","0","","1000001","30022","","","0.5","travel_topdrama_r_3001_1_01_B"
"","3","1300220020","0","","12","30022","","","0.5","travel_topdrama_r_3001_1_01_B"
"","91","1300220021","","","0","30022","","","",""
"","32","1300220022","","","300208","30022","","","","0"
"","3","1300220023","0","","1000002","30022","","","0","travel_topdrama_r_3001_1_02_A"
"","3","1300220024","0","","11","30022","","","0","travel_topdrama_r_3001_1_02_A"
"","3","1300220025","0","","1000001","30022","","","0.2","travel_topdrama_r_3001_1_02_B"
"","3","1300220026","0","","12","30022","","","0.2","travel_topdrama_r_3001_1_02_B"
"","93","1300220027","","","1","30022","","","","0"
"","32","1300220028","","","300200","30022","","","","0"
"","91","1300220029","","","0","30022","","","",""
"1","31","1300220030","260","-110","300207","30022","","","1","300107"
"","23","1300220031","0","","se_travel_top","30022","","","","se_travel_top_fishing_appear_silverbox"
"","3","1300220032","0","","1000002","30022","","","","travel_topdrama_r_3001_1_03_A"
"","3","1300220033","0","","11","30022","","","","travel_topdrama_r_3002_03_A"
"","3","1300220034","0","","13","30022","","","","travel_topdrama_r_3002_03_A"
"","3","1300220035","0","","1000001","30022","","","","travel_topdrama_r_3001_1_03_B"
"1","3","1300220036","0","travel_topdrama_r_3001_1_03_B_loop","12","30022","","","0.2","travel_topdrama_r_3001_1_03_B"
"","93","1300220037","","","0.8","30022","","","","0"
"","32","1300220038","","","300206","30022","","","","0"
"","111","1300220039","","","","30022","","","",""
"","91","1300220040","","","0","30022","","","",""
"-75.6","1","1300310001","51","-17.5","1","30031","travel_topdrama_r_3001_idle_B","0","0.8","1000001"
"-75.6","5","1300310002","50","-17.5","1","30031","travel_topdrama_r_3001_idle_B","0","0.8","12"
"-56.1","1","1300310003","49","31.4","1","30031","travel_topdrama_r_3001_idle_A","0","0.8","1000002"
"-56.1","5","1300310004","48","31.4","1","30031","travel_topdrama_r_3001_idle_A","0","0.8","11"
"-20","5","1300310005","52","-170","4","30031","travel_topdrama_r_3001_none","0","0.85","15"
"-88","5","1300310006","110","0","0","30031","normal","","1","0"
"0.5","31","1300310007","-30.3","-43.7","300301","30031","","","1","300301"
"1","31","1300310008","260","-110","300303","30031","","","1","300303"
"1","31","1300310009","215","-127","300311","30031","","","1","300311"
"","91","1300310010","","","0","30031","","","","0"
"","3","1300310011","0","","1000001","30031","","0","0","travel_topdrama_r_3001_idle_B"
"","3","1300310012","0","","12","30031","","0","0","travel_topdrama_r_3001_idle_B"
"","3","1300310013","0","","1000002","30031","","0","0","travel_topdrama_r_3001_idle_A"
"","3","1300310014","0","","11","30031","","0","0","travel_topdrama_r_3001_idle_A"
"","93","1300310015","","","1.7","30031","","","","0"
"","101","1300310016","","","1300310011","30031","","","","0"
"","3","1300310017","0","","0","30031","","","0","none"
"","91","1300310018","","","0","30031","","","","0"
"1","31","1300320001","260","-110","300306","30032","","","0","300306"
"1","31","1300320002","260","-110","300308","30032","","","0","300308"
"0.4","31","1300320003","17.3","92.6","300300","30032","","","0","300300"
"0.4","31","1300320004","0","92.6","300304","30032","","","0","300304"
"","91","1300320005","","","0","30032","","","",""
"","3","1300320006","1","","1000002","30032","","","0.5","travel_topdrama_r_3001_idle_A"
"","3","1300320007","1","","11","30032","","","0.5","travel_topdrama_r_3001_idle_A"
"","3","1300320008","1","","1000001","30032","","","0.5","travel_topdrama_r_3001_idle_B"
"","3","1300320009","1","","12","30032","","","0.5","travel_topdrama_r_3001_idle_B"
"","93","1300320010","","","0.2","30032","","","","0"
"","32","1300320011","","","300300","30032","","","","1"
"","93","1300320012","","","2","30032","","","","0"
"","32","1300320013","","","300303","30032","","","","0"
"","32","1300320014","","","300308","30032","","","","1"
"","32","1300320015","","","300306","30032","","","","1"
"","23","1300320016","0","","se_travel_top","30032","","","","se_travel_top_fishing_hit"
"","3","1300320017","0","","1000002","30032","","","0","travel_topdrama_r_3001_1_01_A"
"","3","1300320018","0","","11","30032","","","0","travel_topdrama_r_3001_1_01_A"
"","3","1300320019","0","","1000001","30032","","","0.5","travel_topdrama_r_3001_1_01_B"
"","3","1300320020","0","","12","30032","","","0.5","travel_topdrama_r_3001_1_01_B"
"","91","1300320021","","","0","30032","","","",""
"","32","1300320022","","","300308","30032","","","","0"
"","3","1300320023","0","","1000002","30032","","","0","travel_topdrama_r_3001_1_02_A"
"","3","1300320024","0","","11","30032","","","0","travel_topdrama_r_3001_1_02_A"
"","3","1300320025","0","","1000001","30032","","","0.2","travel_topdrama_r_3001_1_02_B"
"","3","1300320026","0","","12","30032","","","0.2","travel_topdrama_r_3001_1_02_B"
"","93","1300320027","","","1","30032","","","","0"
"","32","1300320028","","","300300","30032","","","","0"
"","91","1300320029","","","0","30032","","","",""
"0.5","31","1300320030","-30.3","-43.7","300305","30032","","","1","300305"
"0.5","31","1300320031","27","86","300314","30032","","","1","300314"
"1","31","1300320032","260","-100","300313","30032","","","1","300313"
"","23","1300320033","0","","se_travel_top","30032","","","","se_travel_top_fishing_question"
"","23","1300320034","0","","se_travel_top","30032","","","","se_travel_top_fishing_pull"
"","93","1300320035","","","0.01","30032","","","","0"
"","32","1300320036","","","300301","30032","","","","0"
"","3","1300320037","0","","1000002","30032","","","0","travel_topdrama_r_3001_3_01_A"
"","3","1300320038","0","","11","30032","","","0","travel_topdrama_r_3001_3_01_A"
"","3","1300320039","0","","1000001","30032","","","0.2","travel_topdrama_r_3001_3_01_B"
"","3","1300320040","0","","12","30032","","","0.2","travel_topdrama_r_3001_3_01_B"
"","91","1300320041","","","0","30032","","","",""
"","3","1300320042","0","","1000002","30032","","","0","travel_topdrama_r_3001_3_02_A"
"","3","1300320043","0","","11","30032","","","0","travel_topdrama_r_3001_3_02_A"
