6988f7465e38466aec54b1ecc33ab09c9ec8c677169b9037467ed656b994fe21,79f6870163462dc4a4e7d3b6a7081393a0cd071fcee3538b65f29f49e27ea270,7b06d4553abeca3bd22e997da51ed8ef5118c23622bd68caeff340f6d9b644c7,69792201074a5133ff4347a6d4cef6d08628f7ce87fb3b316db6a41756fef0b2,f1388a9e4a54326ef0db40d9d16e3e70864629686b25768bd350606802d16607,ff7a77f3b4e61fbd5e7ef6a64df6e3682e272a9646fece504e954b95701efb1b,df9a36544a72faf69e160d3af3e0b8509f9fe6a413bb1fe70dae8b1c73685850,34b34240c266f2867d0abf80656f98993a9e5f57ad6ce2b39b1e961ba4f398ab,667900f90096da3c4236974952f8a8a9922ebad0b921987ff65d57ba03617b2d,2062890cb0232baa533b51f9a9646a00ca44b19235daf8b5fc4f1aef186f9ea1,d9a5f85b1380a286433080fbd0403b9f802668c174774864994c5524f62a64ae,0c7c0388443dd91a5200e9611768cbdd1da43f3493ba41c1256aa82c9cd6771d,a752c0adc2a369888fe8932fb8f5d75dfdf078ac64e456a4e78fe1f656fb6e3d,d1432c6906d539d5ad4fccea1fea24b936b507fa85137ef63f40a96234c8d8d5,cf4307ba29ffe923624ec61c2a228dd26582e17b4b959ee910430be1ee98ed2f,dd99fa183d0da18d05606e6d8fcb173f69f43516f46a20c046a14a40278de85a,fc9025f0d68f7793fda6f3e983680c608fcb83c2a582b1b7ec651e3eca928216,a804789d932e04655174d5f28f33872e408318f35a6afa3c921f79706853b7ed,66e626e709ea56a30a7085ef62a7c6da43f22166ac286a9c805a4c4a1557c7c5,bc97b53814f48a85b2fa38838679b0aa8a2f46558c22813d2dc54a3564e1dbb3,8b1c6a6eb8a82768b09f3d5cc5fdf7ed81a069cb057f14eae8802f2102ba5777
"0","1","2024/11/26 04:59:59","2024/11/01","2024/10/27 05:00:00","101042","0","0","101042","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2024/11/26 04:59:59","25","2024/11/01","0","1","2024/10/31 23:59:59","90","1076","和戰隊夥伴們一起\n討伐強力的怪物吧！","2024/11/11 16:00:00"
"0","1","2024/12/27 04:59:59","2024/12/01","2024/11/26 05:00:00","101162","0","0","101162","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2024/12/27 04:59:59","25","2024/12/01","0","1","2024/11/30 23:59:59","90","1077","和戰隊夥伴們一起\n討伐強力的怪物吧！","2024/12/10 16:00:00"
"0","1","2025/01/27 04:59:59","2025/01/01","2024/12/27 05:00:00","101172","0","0","101172","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2025/01/27 04:59:59","25","2025/01/01","0","1","2024/12/31 23:59:59","90","1078","和戰隊夥伴們一起\n討伐強力的怪物吧！","2025/01/10 16:00:00"
"0","1","2025/02/24 04:59:59","2025/02/01","2025/01/27 05:00:00","101192","0","0","101192","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2025/02/24 04:59:59","25","2025/02/01","0","1","2025/01/31 23:59:59","90","1079","和戰隊夥伴們一起\n討伐強力的怪物吧！","2025/02/10 16:00:00"
"0","1","2025/03/27 04:59:59","2025/03/01","2025/02/24 05:00:00","101202","0","0","101202","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2025/03/27 04:59:59","25","2025/03/01","0","1","2025/02/28 23:59:59","90","1080","和戰隊夥伴們一起\n討伐強力的怪物吧！","2025/03/10 16:00:00"
"0","1","2025/04/26 04:59:59","2025/04/01","2025/03/27 05:00:00","101292","0","0","101292","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2025/04/26 04:59:59","25","2025/04/01","0","1","2025/03/31 23:59:59","90","1081","和戰隊夥伴們一起\n討伐強力的怪物吧！","2025/04/10 16:00:00"
"0","1","2025/05/27 04:59:59","2025/05/01","2025/04/26 05:00:00","101302","0","0","101302","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2025/05/27 04:59:59","25","2025/05/01","0","1","2025/04/30 23:59:59","90","1082","和戰隊夥伴們一起\n討伐強力的怪物吧！","2025/05/12 16:00:00"
"0","1","2025/06/26 04:59:59","2025/06/01","2025/05/27 05:00:00","101441","0","0","101441","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2025/06/26 04:59:59","25","2025/06/01","0","1","2025/05/31 23:59:59","90","1083","和戰隊夥伴們一起\n討伐強力的怪物吧！","2025/06/10 16:00:00"
"0","1","2025/07/27 04:59:59","2025/07/01","2025/06/26 05:00:00","101452","0","0","101452","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2025/07/27 04:59:59","25","2025/07/01","0","1","2025/06/30 23:59:59","90","1084","和戰隊夥伴們一起\n討伐強力的怪物吧！","2025/07/10 16:00:00"
"0","1","2025/08/27 04:59:59","2025/08/01","2025/07/27 05:00:00","101562","0","0","101562","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2025/08/27 04:59:59","25","2025/08/01","0","1","2025/07/31 23:59:59","90","1085","和戰隊夥伴們一起\n討伐強力的怪物吧！","2025/08/11 16:00:00"
"0","1","2025/09/26 04:59:59","2025/09/01","2025/08/27 05:00:00","101011","0","0","101011","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2025/09/26 04:59:59","25","2025/09/01","0","1","2025/08/31 23:59:59","90","1086","和戰隊夥伴們一起\n討伐強力的怪物吧！","2025/09/10 16:00:00"
"0","1","2025/10/27 04:59:59","2025/10/01","2025/09/26 05:00:00","101021","0","0","101021","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2025/10/27 04:59:59","25","2025/10/01","0","1","2025/09/30 23:59:59","90","1087","和戰隊夥伴們一起\n討伐強力的怪物吧！","2025/10/09 16:00:00"
"0","1","2025/11/26 04:59:59","2025/11/01","2025/10/27 05:00:00","101042","0","0","101042","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2025/11/26 04:59:59","25","2025/11/01","0","1","2025/10/31 23:59:59","90","1088","和戰隊夥伴們一起\n討伐強力的怪物吧！","2025/11/10 16:00:00"
"0","1","2025/12/26 04:59:59","2025/12/01","2025/11/26 05:00:00","101162","0","0","101162","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2025/12/26 04:59:59","25","2025/12/01","0","1","2025/11/30 23:59:59","90","1089","和戰隊夥伴們一起\n討伐強力的怪物吧！","2025/12/10 16:00:00"
"0","1","2026/01/27 04:59:59","2025/12/31","2025/12/26 05:00:00","101172","0","0","101172","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2026/01/27 04:59:59","25","2025/12/31","0","1","2025/12/30 23:59:59","90","1090","和戰隊夥伴們一起\n討伐強力的怪物吧！","2026/01/09 16:00:00"
"0","1","2026/02/24 04:59:59","2026/02/01","2026/01/27 05:00:00","101192","0","0","101192","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2026/02/24 04:59:59","25","2026/02/01","0","1","2026/01/31 23:59:59","90","1091","和戰隊夥伴們一起\n討伐強力的怪物吧！","2026/02/10 16:00:00"
"0","1","2026/03/27 04:59:59","2026/03/01","2026/02/24 05:00:00","101202","0","0","101202","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2026/03/27 04:59:59","25","2026/03/01","0","1","2026/02/28 23:59:59","90","1092","和戰隊夥伴們一起\n討伐強力的怪物吧！","2026/03/10 16:00:00"
"0","1","2035/10/26 04:59:59","2035/09/30","2035/09/25 05:00:00","101202","0","0","101202","戰隊競賽開始！培育決策\n挑戰怪獸吧！","40004","2035/10/26 04:59:59","25","2035/09/30","0","1","2035/09/29 23:59:59","90","1093","和戰隊夥伴們一起\n討伐強力的怪物吧！","2035/09/30 15:00:00"
