e08bf3ff7b315a1550528bf7f91a8ac385965582d155553c898cfeef23312fb6,40f9fbcfd51746ab7fd6218660824f183b2a61f5d733bddbff185364305d1512,1eb5f7e1093a3031a50e8986b3a9466b638938ff7bd75b987ff367c8a1a68bae,58fecabd1ce50c245c8db1bb6b69ca8c64a23b84a444dd853eff271f36f21e13,6e06f49e50930f41c01af21ceed4283131eaf9952f153a16f60ef2e6f89840f4,74c0270b6ec8c7dc0223887263822b364d25470aea9a63a79587ce702c3b1181,16d5d7abeb4d48fae429233991c240e9ee60740c1f2e441f4d368c32adefc7c3,45f1ff2920f7794b6d7478d40f9724df1260bdefa580ca2c54688bd4f9dd7c1b
"508400001","","","1","5084","1","1","5084000"
"508500501","","","1","5085","1","1","5085005"
"508500601","bgm_M557_emt5085_010","","1","5085","1","1","5085006"
"508500602","","","1","5085","1","1","5085006"
"508800301","","","1","5088","1","1","5088003"
"508800601","","","1","5088","1","1","5088006"
"508800701","","","1","5088","1","1","5088007"
"509000201","","","1","5090","1","1","5090002"
"509000601","","","1","5090","1","1","5090006"
"509000701","","","1","5090","1","1","5090007"
"509200101","","","1","5092","1","1","5092001"
"509200601","","","1","5092","1","1","5092006"
"509200701","","","1","5092","1","1","5092007"
"509400501","","","1","5094","1","1","5094005"
"509400701","","","1","5094","1","1","5094007"
"509400702","","","1","5094","1","1","5094007"
"509600201","","","1","5096","1","1","5096002"
"509600701","","","1","5096","1","1","5096007"
"509600702","","","1","5096","1","1","5096007"
"509800001","","","1","5098","1","1","5098000"
"509800601","","","1","5098","1","1","5098006"
"509800701","","","1","5098","1","1","5098007"
"510000101","","","1","5100","1","1","5100001"
"510000601","bgm_M108_emt5100_006","","1","5100","1","1","5100006"
"510000701","","","1","5100","1","1","5100007"
"510200201","","","1","5102","1","1","5102002"
"510200601","","","1","5102","1","1","5102006"
"510200701","","","1","5102","1","1","5102007"
"510400001","","","1","5104","1","1","5104000"
"510400601","","","1","5104","1","1","5104006"
"510400701","","","1","5104","1","1","5104007"
"510600201","","","1","5106","1","1","5106002"
"510600701","","","1","5106","1","1","5106007"
"510600702","","","1","5106","1","1","5106007"
"510800001","","","1","5108","1","1","5108000"
"510800701","","","1","5108","1","1","5108007"
"510800702","","","1","5108","1","1","5108007"
"510850101","","","0","5108","1","1","5108501"
"511000501","","","1","5110","1","1","5110005"
"511100401","","","1","5111","1","1","5111004"
"511100402","","","1","5111","1","1","5111004"
"511100501","","","1","5111","1","1","5111005"
"511400301","","","1","5114","1","1","5114003"
"511400701","","","1","5114","1","1","5114007"
"511400702","","","1","5114","1","1","5114007"
"511600101","","","1","5116","1","1","5116001"
"511600601","bgm_MC019_emt5116_006","","1","5116","1","1","5116006"
"511600701","","","1","5116","1","1","5116007"
"511800001","bgm_MC027_emt5118_000","","1","5118","1","1","5118000"
"511800501","","","1","5118","1","1","5118005"
"511800701","","","1","5118","1","1","5118007"
"512000501","","","1","5120","1","1","5120005"
"512000601","","","1","5120","1","1","5120006"
"512000701","","","1","5120","1","1","5120007"
"512200201","","","1","5122","1","1","5122002"
"512200601","","","1","5122","1","1","5122006"
"512200701","","","1","5122","1","1","5122007"
"512400301","","","1","5124","1","1","5124003"
"512400701","","","1","5124","1","1","5124007"
"512400702","","","1","5124","1","1","5124007"
"512600001","","","1","5126","1","1","5126000"
"512600601","","","1","5126","1","1","5126006"
"512600701","","","1","5126","1","1","5126007"
"512800101","","","1","5128","1","1","5128001"
"512800601","","","1","5128","1","1","5128006"
"512800701","","","1","5128","1","1","5128007"
"513000601","","","1","5130","1","1","5130006"
"513000701","","","1","5130","1","1","5130007"
"513200501","","","1","5132","1","1","5132005"
"513200601","","","1","5132","1","1","5132006"
"513200701","","","1","5132","1","1","5132007"
"513400101","","","1","5134","1","1","5134001"
"513400601","","","1","5134","1","1","5134006"
"513400701","","","1","5134","1","1","5134007"
"513450101","","","0","5134","1","1","5134501"
"513600101","","","1","5136","1","1","5136001"
"513700201","","","1","5137","1","1","5137002"
"513700401","","","1","5137","1","1","5137004"
"513700501","","","1","5137","1","1","5137005"
"514000201","","","1","5140","1","1","5140002"
"514000701","","","1","5140","1","1","5140007"
"514000702","","","1","5140","1","1","5140007"
"514200301","","","1","5142","1","1","5142003"
"514200701","","","1","5142","1","1","5142007"
"514200702","","","1","5142","1","1","5142007"
"514400601","","","1","5144","1","1","5144006"
"514400701","","","1","5144","1","1","5144007"
"514600701","","","1","5146","1","1","5146007"
"514600702","","","1","5146","1","1","5146007"
"514800101","","","1","5148","1","1","5148001"
"514800301","","","1","5148","1","1","5148003"
"514800601","","","1","5148","1","1","5148006"
"514800701","","","1","5148","1","1","5148007"
"515000101","","","1","5150","1","1","5150001"
"515000601","","","1","5150","1","1","5150006"
"515000701","","","1","5150","1","1","5150007"
"515200001","bgm_RZ01_emt5152_00","","1","5152","1","1","5152000"
"515200002","bgm_MC173B_emt5152_00","","1","5152","1","1","5152000"
"515200601","","","1","5152","1","1","5152006"
"515200701","","","1","5152","1","1","5152007"
"515400001","","","1","5154","1","1","5154000"
"515400701","","","1","5154","1","1","5154007"
"515600001","bgm_M417","","1","5156","1","1","5156000"
"515600501","","","1","5156","1","1","5156005"
"515600701","","","1","5156","1","1","5156007"
"515800601","","","1","5158","1","1","5158006"
"515800701","","","1","5158","1","1","5158007"
"516000601","bgm_M423_emt5160_006","","1","5160","1","1","5160006"
"516000701","","","1","5160","1","1","5160007"
"516050101","","","0","5160","1","1","5160501"
"520100000","bgm_title2501","","0","5201","1","1","5201053"
"520100401","bgm_MC223_emt5201_004","","1","5201","1","1","5201004"
"520100901","","","1","5201","1","1","5201009"
"520101001","","","1","5201","1","1","5201010"
"520200000","bgm_MC226","","0","5202","1","1","5202053"
"520200601","","","1","5202","1","1","5202006"
"520200701","","","1","5202","1","1","5202007"
"520300000","bgm_MC234B","","0","5203","1","1","5203052"
"520300601","","","1","5203","1","1","5203006"
"520300701","","","1","5203","1","1","5203007"
"520400000","bgm_MC250","","0","5204","1","1","5204052"
"520400601","","","1","5204","1","1","5204006"
"520400701","","","1","5204","1","1","5204007"
"520500000","bgm_MC255","","0","5205","1","1","5205052"
"520500701","","","1","5205","1","1","5205007"
"520500702","","","1","5205","1","1","5205007"
"520600000","bgm_MC262","","0","5206","1","1","5206052"
"520600101","","","1","5206","1","1","5206001"
"520600401","bgm_M134","","1","5206","1","1","5206004"
"520600601","bgm_M665_Short","","1","5206","1","1","5206006"
"520600701","","","1","5206","1","1","5206007"
"520700000","bgm_MC267A","","0","5207","1","1","5207052"
"520700601","","","1","5207","1","1","5207006"
"520700701","","","1","5207","1","1","5207007"
"520800000","bgm_MC279_02","","0","5208","1","1","5208052"
"520800701","","","1","5208","1","1","5208007"
"520800702","","","1","5208","1","1","5208007"
"520900000","bgm_MC284","","0","5209","1","1","5209052"
"520900601","","","1","5209","1","1","5209006"
"520900701","","","1","5209","1","1","5209007"
"521000000","bgm_MC298B","","0","5210","1","1","5210052"
"521000501","bgm_MC298A_emt5210_005","","1","5210","1","1","5210005"
"521000701","","","1","5210","1","1","5210007"
"521100000","bgm_MC305","","0","5211","1","1","5211052"
"521100701","bgm_MC307A_emt5211_008A","","1","5211","1","1","5211007"
"521100702","bgm_MC307B_emt5211_008B","","1","5211","1","1","5211007"
"521100703","bgm_MC307B_emt5211_008C","","1","5211","1","1","5211007"
"521100704","","","1","5211","1","1","5211007"
"521200000","bgm_MC308A","","0","5212","1","1","5212052"
"521200701","bgm_MC308A_emt5212_008","","1","5212","1","1","5212007"
"521200702","","","1","5212","1","1","5212007"
"521250101","","","0","5212","1","1","5212501"
"700100001","","","0","7001","1","1","7001000"
