0c0e2d78213e47e974bc059e6109c36c61469aa87351ad94f5470645c5dcb810,f51014ba05aaca14419837d1d4fbf0746dc2a1b3aa9a174f538f57941b4886c5,eff2e4b6f7aedf355ad20eacbd4cd76832a08f9332c0166c28b5a86d550dee1b,ab95655f4ee1a014bea47c1732671414dbf6685bb3dbd6e1d4311bdad01f7eaa,662584aefaddbe18a20717a872ddb9d9614c600199004fa392774a2deccd6578,0281810eb963368132ac26878c04f227ca1adbc7051060707eb3e16296abaf0d,6ca067b9bb5b3bc0e35d2861c8a8994e461321726256e0f3faf715e69acb3c3b,6ef98ebe407f059e8e4ee358e18d3adb8086d2a23419b55930effc7a4080912a,172be93df93388f75f8edf61ca380845fe218ec479ca583d774699cd0333daae,d716b982fbcf76149670b279e0420a5f2a320725c47ef9304a04a38d407af975,bc07b33a6430eb90d8b62c9ded84866cd5397f382ca644f7258d38090792db99
"380000","272","380000","1","2024/01/14 15:59:59","0","0","0","30279","0","2024/01/04 16:00:00"
"380000","273","380000","1","2024/01/17 15:59:59","0","0","0","30280","0","2024/01/14 16:00:00"
"380000","274","380000","1","2024/01/27 15:59:59","0","0","0","30281","0","2024/01/17 16:00:00"
"380000","275","380000","1","2024/02/01 15:59:59","0","0","0","30282","0","2024/01/27 16:00:00"
"380000","276","380000","1","2024/02/10 15:59:59","0","0","0","30283","0","2024/02/01 16:00:00"
"380000","277","380000","1","2024/02/26 15:59:59","0","0","0","30284","0","2024/02/21 16:00:00"
"380000","278","380000","1","2024/02/21 15:59:59","0","0","0","30285","0","2024/02/13 16:00:00"
"380000","279","380000","1","2024/02/29 15:59:59","0","0","0","30286","0","2024/02/26 16:00:00"
"380000","280","380000","1","2024/03/05 15:59:59","0","0","0","30287","0","2024/02/29 16:00:00"
"380000","281","380000","1","2024/03/15 15:59:59","0","0","0","30288","0","2024/03/05 16:00:00"
"380000","282","380000","1","2024/03/20 15:59:59","0","0","0","30289","0","2024/03/15 16:00:00"
"380000","283","380000","1","2024/03/29 15:59:59","0","0","0","30290","0","2024/03/20 16:00:00"
"380000","284","0","2","2024/02/13 15:59:59","380000","380000","0","50291","0","2024/02/10 16:00:00"
"380000","285","380000","1","2024/04/01 15:59:59","0","0","0","30292","0","2024/03/29 16:00:00"
"380000","286","380000","1","2024/04/12 15:59:59","0","0","0","30293","0","2024/04/01 16:00:00"
"380000","287","380000","1","2024/04/16 15:59:59","0","0","0","30294","0","2024/04/12 16:00:00"
"380000","288","380000","1","2024/04/23 15:59:59","0","0","0","30295","0","2024/04/16 16:00:00"
"380000","289","380000","1","2024/04/28 15:59:59","0","0","0","30296","0","2024/04/23 16:00:00"
"380000","290","380000","1","2024/05/02 15:59:59","0","0","0","30297","0","2024/04/28 16:00:00"
"380000","291","0","2","2024/05/05 15:59:59","380000","380000","0","50298","0","2024/05/02 16:00:00"
"380000","292","380000","1","2024/05/14 15:59:59","0","0","0","30299","0","2024/05/05 16:00:00"
"380000","293","380000","1","2024/05/17 15:59:59","0","0","0","30300","0","2024/05/14 16:00:00"
"380000","294","380000","1","2024/05/24 15:59:59","0","0","0","30301","0","2024/05/17 16:00:00"
"380000","295","380000","1","2024/05/28 15:59:59","0","0","0","30302","0","2024/05/24 16:00:00"
"380000","296","380000","1","2024/06/02 15:59:59","0","0","0","30303","0","2024/05/28 16:00:00"
"380000","297","380000","1","2024/06/15 15:59:59","0","0","0","30304","0","2024/06/02 16:00:00"
"380000","298","380000","1","2024/06/17 15:59:59","0","0","0","30306","0","2024/06/15 16:00:00"
"380000","299","380000","1","2024/06/17 15:59:59","0","0","0","30305","0","2024/06/15 16:00:00"
"380000","300","380000","1","2024/06/24 15:59:59","0","0","0","40011","0","2024/06/17 16:00:00"
"380000","301","380000","1","2024/07/01 15:59:59","0","0","0","30308","0","2024/06/24 16:00:00"
"380000","302","0","2","2024/07/04 15:59:59","380000","380000","0","50309","0","2024/07/01 16:00:00"
"380000","303","380000","1","2024/07/12 15:59:59","0","0","0","30310","0","2024/07/04 16:00:00"
"380000","304","380000","1","2024/07/19 15:59:59","0","0","0","30311","0","2024/07/12 16:00:00"
"380000","305","380000","1","2024/07/29 15:59:59","0","0","0","30313","0","2024/07/19 16:00:00"
"380000","306","380000","1","2024/07/23 15:59:59","0","0","0","30312","0","2024/07/19 16:00:00"
"380000","307","380000","1","2024/07/29 15:59:59","0","0","0","30314","0","2024/07/23 16:00:00"
"380000","308","380000","1","2024/08/01 15:59:59","0","0","0","30315","0","2024/07/29 16:00:00"
"380000","309","380000","1","2024/08/13 15:59:59","0","0","0","30316","0","2024/08/01 16:00:00"
"380000","310","380000","1","2024/08/16 15:59:59","0","0","0","30318","0","2024/08/13 16:00:00"
"380000","311","380000","1","2024/08/16 15:59:59","0","0","0","30317","0","2024/08/13 16:00:00"
"380000","312","380000","1","2024/08/28 15:59:59","0","0","0","30319","0","2024/08/16 16:00:00"
"380000","313","380000","1","2024/09/01 15:59:59","0","0","0","30320","0","2024/08/28 16:00:00"
"380000","314","0","2","2024/09/04 15:59:59","380000","380000","0","50321","0","2024/09/01 16:00:00"
"380000","315","380000","1","2024/09/16 15:59:59","0","0","0","30322","0","2024/09/04 16:00:00"
"380000","316","380000","1","2024/09/16 15:59:59","0","0","0","30323","0","2024/09/11 16:00:00"
"380000","317","380000","1","2024/09/28 15:59:59","0","0","0","30324","0","2024/09/16 16:00:00"
"380000","318","380000","1","2024/10/01 15:59:59","0","0","0","30325","0","2024/09/28 16:00:00"
"380000","319","380000","1","2024/10/11 15:59:59","0","0","0","30326","0","2024/10/01 16:00:00"
"380000","320","380000","1","2024/10/16 15:59:59","0","0","0","30327","0","2024/10/11 16:00:00"
"380000","321","380000","1","2024/10/27 15:59:59","0","0","0","30328","0","2024/10/16 16:00:00"
"380000","322","380000","1","2024/10/27 15:59:59","0","0","0","30329","0","2024/10/22 16:00:00"
"380000","323","380000","1","2024/11/01 15:59:59","0","0","0","30330","0","2024/10/27 16:00:00"
"380000","324","0","2","2024/11/04 15:59:59","380000","380000","0","50331","0","2024/11/01 16:00:00"
"380000","325","380000","1","2024/11/16 15:59:59","0","0","0","30332","0","2024/11/04 16:00:00"
"380000","326","380000","1","2024/11/20 15:59:59","0","0","0","30333","0","2024/11/16 16:00:00"
"380000","327","380000","1","2024/11/27 15:59:59","0","0","0","30334","0","2024/11/16 16:00:00"
"380000","328","380000","1","2024/12/01 15:59:59","0","0","0","30335","0","2024/11/23 16:00:00"
"380000","329","380000","1","2024/12/13 15:59:59","0","0","0","30337","0","2024/12/01 16:00:00"
"380000","330","380000","1","2024/12/13 15:59:59","0","0","0","30338","0","2024/12/10 16:00:00"
"380000","331","380000","1","2024/12/16 15:59:59","0","0","0","30339","0","2024/12/13 16:00:00"
"380000","332","380000","1","2024/12/24 15:59:59","0","0","0","40012","0","2024/12/16 16:00:00"
"380000","333","0","2","2024/12/27 15:59:59","380000","380000","0","50341","0","2024/12/24 16:00:00"
"380000","334","380000","1","2025/01/01 15:59:59","0","0","0","30342","0","2024/12/27 16:00:00"
"380000","335","380000","1","2025/01/14 15:59:59","0","0","0","30343","0","2025/01/01 16:00:00"
"380000","336","380000","1","2025/01/26 15:59:59","0","0","0","30344","0","2025/01/14 16:00:00"
"380000","337","380000","1","2025/01/26 15:59:59","0","0","0","30345","0","2025/01/16 16:00:00"
"380000","338","380000","1","2025/02/01 15:59:59","0","0","0","30347","0","2025/01/26 16:00:00"
"380000","339","380000","1","2025/02/01 15:59:59","0","0","0","30346","0","2025/01/26 16:00:00"
"380000","340","380000","1","2025/02/10 15:59:59","0","0","0","30348","0","2025/02/01 16:00:00"
"380000","341","380000","1","2025/02/17 15:59:59","0","0","0","30350","0","2025/02/10 16:00:00"
"380000","342","380000","1","2025/02/13 15:59:59","0","0","0","30349","0","2025/02/10 16:00:00"
"380000","343","380000","1","2025/02/17 15:59:59","0","0","0","30351","0","2025/02/13 16:00:00"
"380000","344","380000","1","2025/02/26 15:59:59","0","0","0","30352","0","2025/02/17 16:00:00"
"380000","345","380000","1","2025/02/26 15:59:59","0","0","0","30353","0","2025/02/22 16:00:00"
"380000","346","0","2","2025/03/01 15:59:59","380000","380000","0","50354","0","2025/02/26 16:00:00"
"380000","347","380000","1","2025/03/12 15:59:59","0","0","0","30355","0","2025/03/01 16:00:00"
"380000","348","380000","1","2025/03/19 15:59:59","0","0","0","30357","0","2025/03/12 16:00:00"
"380000","349","380000","1","2025/03/19 15:59:59","0","0","0","30356","0","2025/03/12 16:00:00"
"380000","350","380000","1","2025/03/28 15:59:59","0","0","0","30358","0","2025/03/19 16:00:00"
"380000","351","380000","1","2025/04/01 15:59:59","0","0","0","30359","0","2025/03/28 16:00:00"
"380000","352","380000","1","2025/04/10 15:59:59","0","0","0","30360","0","2025/04/01 16:00:00"
"380000","353","380000","1","2025/04/15 15:59:59","0","0","0","30362","0","2025/04/10 16:00:00"
"380000","354","380000","1","2025/04/15 15:59:59","0","0","0","30361","0","2025/04/10 16:00:00"
"380000","355","380000","1","2025/04/22 15:59:59","0","0","0","30363","0","2025/04/15 16:00:00"
"380000","356","380000","1","2025/05/01 15:59:59","0","0","0","30364","0","2025/04/22 16:00:00"
"380000","357","0","2","2025/05/04 15:59:59","380000","380000","0","50365","0","2025/05/01 16:00:00"
"380000","358","380000","1","2025/05/16 15:59:59","0","0","0","30366","0","2025/05/04 16:00:00"
"380000","359","380000","1","2025/05/16 15:59:59","0","0","0","30367","0","2025/05/10 16:00:00"
"380000","360","380000","1","2025/05/21 15:59:59","0","0","0","30368","0","2025/05/16 16:00:00"
"380000","361","380000","1","2025/06/01 15:59:59","0","0","0","30369","0","2025/05/21 16:00:00"
"380000","362","380000","1","2025/06/12 15:59:59","0","0","0","30370","0","2025/06/01 16:00:00"
"380000","363","380000","1","2025/06/22 15:59:59","0","0","0","40013","0","2025/06/12 16:00:00"
"380000","364","380000","1","2025/06/17 15:59:59","0","0","0","30371","0","2025/06/12 16:00:00"
"380000","365","380000","1","2025/07/01 15:59:59","0","0","0","30374","0","2025/06/22 16:00:00"
"380000","366","380000","1","2025/06/26 15:59:59","0","0","0","30373","0","2025/06/22 16:00:00"
"380000","367","0","2","2025/07/04 15:59:59","380000","380000","0","50375","0","2025/07/01 16:00:00"
"380000","368","380000","1","2025/07/16 15:59:59","0","0","0","30376","0","2025/07/04 16:00:00"
"380000","369","380000","1","2025/07/16 15:59:59","0","0","0","30377","0","2025/07/11 16:00:00"
"380000","370","380000","1","2025/08/01 15:59:59","0","0","0","30378","0","2025/07/16 16:00:00"
"380000","371","380000","1","2025/08/09 15:59:59","0","0","0","30379","0","2025/08/01 16:00:00"
