a98e3c29d57b4e56939244e97ab6df69bf1af8c4ba52530581d879087fb895e9,f8c73a3fb584de8ae5ea7cf77ca612ea904f6236ebc1fcb8048e3474980d9531,2bc7c8da5d8f76b3d31d06d1c34f22a8913a1e15d108531a61fa0af7f284e864,b7b677f3846982c755964edf64ffbce29b28a0fb51aab41d907aab2b2b5dd22c,b7d8ca1ba9fbf224362f6c6e084732285415a83f5418bfce26d45a16461139b4,717fc62ccbf06d4e9e61ac99c317fed358819e80a4209b3a082612ffe2232507
"15","847","1002","1","56011492","10201492"
"15","848","1003","1","56011493","10201493"
"8","849","0","50","56011493","91002"
"15","850","1003","1","56011494","10201494"
"8","851","0","100","56011494","91002"
"15","852","1001","1","56011495","10201495"
"15","853","1002","1","56011496","10201496"
"15","854","1003","1","56011497","10201497"
"8","855","0","50","56011497","91002"
"15","856","1001","1","56011498","10201498"
"15","857","1002","1","56011499","10201499"
"15","858","1003","1","56011500","10201500"
"8","859","0","50","56011500","91002"
"15","860","1001","1","56011501","10201501"
"15","861","1002","1","56011502","10201502"
"15","862","1003","1","56011503","10201503"
"8","863","0","50","56011503","91002"
"15","864","1003","1","56011504","10201504"
"8","865","0","100","56011504","91002"
"15","867","1001","1","56011505","10201505"
"15","868","1002","1","56011506","10201506"
"15","869","1003","1","56011507","10201507"
"8","870","0","50","56011507","91002"
"15","871","1001","1","56011508","10201508"
"15","872","1002","1","56011509","10201509"
"15","873","1003","1","56011510","10201510"
"8","874","0","50","56011510","91002"
"15","875","1001","1","56011511","10201511"
"15","876","1002","1","56011512","10201512"
"15","877","1003","1","56011513","10201513"
"8","878","0","50","56011513","91002"
"15","879","1003","1","56011514","10201514"
"8","880","0","100","56011514","91002"
"15","881","1001","1","56011515","10201515"
"15","882","1002","1","56011516","10201516"
"15","883","1003","1","56011517","10201517"
"8","884","0","50","56011517","91002"
"15","885","1001","1","56011518","10201518"
"15","886","1002","1","56011519","10201519"
"15","887","1003","1","56011520","10201520"
"8","888","0","50","56011520","91002"
"15","889","1001","1","56011521","10201521"
"15","890","1002","1","56011522","10201522"
"15","891","1003","1","56011523","10201523"
"8","892","0","50","56011523","91002"
"15","893","1003","1","56011524","10201524"
"8","894","0","100","56011524","91002"
"15","895","1001","1","56011525","10201525"
"15","896","1002","1","56011526","10201526"
"15","897","1003","1","56011527","10201527"
"8","898","0","50","56011527","91002"
"15","899","1001","1","56011528","10201528"
"15","900","1002","1","56011529","10201529"
"15","901","1003","1","56011530","10201530"
"8","902","0","50","56011530","91002"
"15","903","1001","1","56011531","10201531"
"15","904","1002","1","56011532","10201532"
"15","905","1003","1","56011533","10201533"
"8","906","0","50","56011533","91002"
"15","907","1001","1","56011534","10201534"
"15","908","1002","1","56011535","10201535"
"15","909","1003","1","56011536","10201536"
"8","910","0","50","56011536","91002"
"15","911","1003","1","56011537","10201537"
"8","912","0","100","56011537","91002"
"15","913","1001","1","56011538","10201538"
"15","914","1002","1","56011539","10201539"
"15","915","1003","1","56011540","10201540"
"8","916","0","50","56011540","91002"
"15","917","1001","1","56011541","10201541"
"15","918","1002","1","56011542","10201542"
"15","919","1003","1","56011543","10201543"
"8","920","0","50","56011543","91002"
"15","921","1001","1","56011544","10201544"
"15","922","1002","1","56011545","10201545"
"15","923","1003","1","56011546","10201546"
"8","924","0","50","56011546","91002"
"15","925","1001","1","56011547","10201547"
"15","926","1002","1","56011548","10201548"
"15","927","1003","1","56011549","10201549"
"8","928","0","50","56011549","91002"
"15","929","1003","1","56011550","10201550"
"8","930","0","100","56011550","91002"
"15","931","1003","1","56011551","10201551"
"8","932","0","100","56011551","91002"
"15","933","1001","1","56011552","10201552"
"15","934","1002","1","56011553","10201553"
"15","935","1003","1","56011554","10201554"
"8","936","0","50","56011554","91002"
"15","937","1001","1","56011555","10201555"
"15","938","1002","1","56011556","10201556"
"15","939","1003","1","56011557","10201557"
"8","940","0","50","56011557","91002"
"15","941","1001","1","56011558","10201558"
"15","942","1002","1","56011559","10201559"
"15","943","1003","1","56011560","10201560"
"8","944","0","50","56011560","91002"
"15","945","1001","1","51402001","11302001"
"8","946","0","50","51402001","91002"
"15","947","1002","1","51402002","11302002"
"8","948","0","50","51402002","91002"
"15","949","1003","1","51402003","11302003"
"8","950","0","50","51402003","91002"
"15","951","1003","1","56011561","10201561"
"8","952","0","100","56011561","91002"
"15","953","1001","1","56011562","10201562"
"15","954","1002","1","56011563","10201563"
"15","955","1003","1","56011564","10201564"
"8","956","0","50","56011564","91002"
"15","957","1001","1","56011565","10201565"
"15","958","1002","1","56011566","10201566"
"15","959","1003","1","56011567","10201567"
"8","960","0","50","56011567","91002"
"15","961","1001","1","56011568","10201568"
"15","962","1002","1","56011569","10201569"
"15","963","1003","1","56011570","10201570"
"8","964","0","50","56011570","91002"
"15","965","1001","1","56011571","10201571"
"15","966","1002","1","56011572","10201572"
"15","967","1003","1","56011573","10201573"
"8","968","0","50","56011573","91002"
"15","969","1003","1","56011574","10201574"
"8","970","0","100","56011574","91002"
"15","971","1001","1","56011575","10201575"
"15","972","1002","1","56011576","10201576"
"15","973","1003","1","56011577","10201577"
"8","974","0","50","56011577","91002"
"15","975","1001","1","56011578","10201578"
"15","976","1002","1","56011579","10201579"
"15","977","1003","1","56011580","10201580"
"8","978","0","50","56011580","91002"
"15","979","1001","1","56011581","10201581"
"15","980","1002","1","56011582","10201582"
"15","981","1003","1","56011583","10201583"
"8","982","0","50","56011583","91002"
"15","983","1001","1","56011584","10201584"
"15","984","1002","1","56011585","10201585"
"15","985","1003","1","56011586","10201586"
"8","986","0","50","56011586","91002"
"15","987","1001","1","56011587","10201587"
"15","988","1002","1","56011588","10201588"
"15","989","1003","1","56011589","10201589"
"8","990","0","50","56011589","91002"
"15","991","1001","1","56011590","10201590"
"15","992","1002","1","56011591","10201591"
"15","993","1003","1","56011592","10201592"
"8","994","0","50","56011592","91002"
"15","995","1001","1","56011593","10201593"
"15","996","1002","1","56011594","10201594"
"15","997","1003","1","56011595","10201595"
"8","998","0","50","56011595","91002"
"15","999","1003","1","56011596","10201596"
"8","1000","0","100","56011596","91002"
"15","1001","1003","1","56011597","10201597"
"8","1002","0","100","56011597","91002"
"15","1003","1003","1","56011598","10201598"
"8","1004","0","100","56011598","91002"
"15","1005","1001","1","56011599","10201599"
"15","1006","1002","1","56011600","10201600"
"15","1007","1003","1","56011601","10201601"
"8","1008","0","50","56011601","91002"
"15","1009","1001","1","56011602","10201602"
"15","1010","1002","1","56011603","10201603"
"15","1011","1003","1","56011604","10201604"
"8","1012","0","50","56011604","91002"
"15","1013","1003","1","56011605","10201605"
"8","1014","0","100","56011605","91002"
"15","1015","1001","1","56011606","10201606"
"15","1016","1002","1","56011607","10201607"
"15","1017","1003","1","56011608","10201608"
"8","1018","0","50","56011608","91002"
"15","1019","1001","1","56011609","10201609"
"15","1020","1002","1","56011610","10201610"
"15","1021","1003","1","56011611","10201611"
"8","1022","0","50","56011611","91002"
"15","1023","1001","1","56011612","10201612"
"15","1024","1002","1","56011613","10201613"
"15","1025","1003","1","56011614","10201614"
"8","1026","0","50","56011614","91002"
"15","1027","1003","1","56011615","10201615"
"8","1028","0","100","56011615","91002"
"15","1029","1001","1","56011616","10201616"
"15","1030","1002","1","56011617","10201617"
"15","1031","1003","1","56011618","10201618"
"8","1032","0","50","56011618","91002"
"15","1033","1001","1","56011619","10201619"
"15","1034","1002","1","56011620","10201620"
"15","1035","1003","1","56011621","10201621"
"8","1036","0","50","56011621","91002"
"15","1037","1001","1","56011622","10201622"
"15","1038","1002","1","56011623","10201623"
"15","1039","1003","1","56011624","10201624"
"8","1040","0","50","56011624","91002"
"15","1041","1003","1","56011625","10201625"
"8","1042","0","100","56011625","91002"
"15","1043","1001","1","56011626","10201626"
"15","1044","1002","1","56011627","10201627"
"15","1045","1003","1","56011628","10201628"
"8","1046","0","50","56011628","91002"
"15","1047","1001","1","56011629","10201629"
"15","1048","1002","1","56011630","10201630"
"15","1049","1003","1","56011631","10201631"
"8","1050","0","50","56011631","91002"
"15","1051","1001","1","56011632","10201632"
"15","1052","1002","1","56011633","10201633"
"15","1053","1003","1","56011634","10201634"
"8","1054","0","50","56011634","91002"
"15","1055","1003","1","56011635","10201635"
"8","1056","0","100","56011635","91002"
"15","1057","1001","1","56011636","10201636"
"15","1058","1002","1","56011637","10201637"
"15","1059","1003","1","56011638","10201638"
"8","1060","0","50","56011638","91002"
"15","1061","1001","1","56011639","10201639"
"15","1062","1002","1","56011640","10201640"
"15","1063","1003","1","56011641","10201641"
"8","1064","0","50","56011641","91002"
"15","1065","1001","1","56011642","10201642"
"15","1066","1002","1","56011643","10201643"
"15","1067","1003","1","56011644","10201644"
"8","1068","0","50","56011644","91002"
"15","1069","1003","1","56011645","10201645"
"8","1070","0","100","56011645","91002"
"15","1071","1001","1","56011646","10201646"
"15","1072","1002","1","56011647","10201647"
"15","1073","1003","1","56011648","10201648"
"8","1074","0","50","56011648","91002"
"15","1075","1001","1","56011649","10201649"
"15","1076","1002","1","56011650","10201650"
"15","1077","1003","1","56011651","10201651"
"8","1078","0","50","56011651","91002"
"15","1079","1001","1","56011652","10201652"
"15","1080","1002","1","56011653","10201653"
"15","1081","1003","1","56011654","10201654"
"8","1082","0","50","56011654","91002"
"15","1083","1003","1","56011655","10201655"
"8","1084","0","100","56011655","91002"
"15","1085","1003","1","56011656","10201656"
"8","1086","0","100","56011656","91002"
"15","1087","1001","1","56011657","10201657"
"15","1088","1002","1","56011658","10201658"
"15","1089","1003","1","56011659","10201659"
"8","1090","0","50","56011659","91002"
"15","1091","1001","1","56011660","10201660"
"15","1092","1002","1","56011661","10201661"
"15","1093","1003","1","56011662","10201662"
"8","1094","0","50","56011662","91002"
"15","1095","1001","1","56011663","10201663"
"15","1096","1002","1","56011664","10201664"
"15","1097","1003","1","56011665","10201665"
"8","1098","0","50","56011665","91002"
"15","1099","1001","1","56011666","10201666"
"15","1100","1002","1","56011667","10201667"
"15","1101","1003","1","56011668","10201668"
"8","1102","0","50","56011668","91002"
"15","1103","1003","1","56011669","10201669"
"8","1104","0","100","56011669","91002"
"15","1105","1001","1","56011670","10201670"
"15","1106","1002","1","56011671","10201671"
"15","1107","1003","1","56011672","10201672"
"8","1108","0","50","56011672","91002"
"15","1109","1001","1","56011673","10201673"
"15","1110","1002","1","56011674","10201674"
"15","1111","1003","1","56011675","10201675"
"8","1112","0","50","56011675","91002"
"15","1113","1003","1","56011676","10201676"
"8","1114","0","100","56011676","91002"
"15","1115","1001","1","56011677","10201677"
"15","1116","1002","1","56011678","10201678"
"15","1117","1003","1","56011679","10201679"
"8","1118","0","50","56011679","91002"
"15","1119","1001","1","56011680","10201680"
"15","1120","1002","1","56011681","10201681"
"15","1121","1003","1","56011682","10201682"
"8","1122","0","50","56011682","91002"
"15","1123","1001","1","56011683","10201683"
"15","1124","1002","1","56011684","10201684"
"15","1125","1003","1","56011685","10201685"
"8","1126","0","50","56011685","91002"
"15","1127","1001","1","56011686","10201686"
"15","1128","1002","1","56011687","10201687"
"15","1129","1003","1","56011688","10201688"
"8","1130","0","50","56011688","91002"
"15","1131","1003","1","56011689","10201689"
"8","1132","0","100","56011689","91002"
"15","1133","1001","1","56011690","10201690"
"15","1134","1002","1","56011691","10201691"
"15","1135","1003","1","56011692","10201692"
"8","1136","0","50","56011692","91002"
"15","1137","1001","1","56011693","10201693"
"15","1138","1002","1","56011694","10201694"
"15","1139","1003","1","56011695","10201695"
"8","1140","0","50","56011695","91002"
"15","1141","1001","1","56011696","10201696"
"15","1142","1002","1","56011697","10201697"
"15","1143","1003","1","56011698","10201698"
"8","1144","0","50","56011698","91002"
"15","1145","1001","1","56011699","10201699"
"15","1146","1002","1","56011700","10201700"
"15","1147","1003","1","56011701","10201701"
"8","1148","0","50","56011701","91002"
"15","1149","1002","1","51501001","11401001"
"8","1150","0","50","51501001","91002"
"15","1151","1003","1","51502001","11401002"
"8","1152","0","100","51502001","91002"
"15","1153","1003","1","56011702","10201702"
"8","1154","0","100","56011702","91002"
"15","1155","1001","1","56011703","10201703"
"15","1156","1002","1","56011704","10201704"
"15","1157","1003","1","56011705","10201705"
"8","1158","0","50","56011705","91002"
"15","1159","1001","1","56011706","10201706"
"15","1160","1002","1","56011707","10201707"
"15","1161","1003","1","56011708","10201708"
"8","1162","0","50","56011708","91002"
"15","1163","1001","1","56011709","10201709"
"15","1164","1002","1","56011710","10201710"
"15","1165","1003","1","56011711","10201711"
"8","1166","0","50","56011711","91002"
"15","1167","1003","1","56011712","10201712"
"8","1168","0","100","56011712","91002"
"15","1169","1001","1","56011713","10201713"
"15","1170","1002","1","56011714","10201714"
"15","1171","1003","1","56011715","10201715"
"8","1172","0","50","56011715","91002"
"15","1173","1001","1","56011716","10201716"
"15","1174","1002","1","56011717","10201717"
"15","1175","1003","1","56011718","10201718"
"8","1176","0","50","56011718","91002"
"15","1177","1001","1","56011719","10201719"
"15","1178","1002","1","56011720","10201720"
"15","1179","1003","1","56011721","10201721"
"8","1180","0","50","56011721","91002"
"15","1182","1003","1","56011722","10201722"
"8","1183","0","100","56011722","91002"
"15","1184","1001","1","56011723","10201723"
"15","1185","1002","1","56011724","10201724"
"15","1186","1003","1","56011725","10201725"
"8","1187","0","50","56011725","91002"
"15","1188","1001","1","56011726","10201726"
"15","1189","1002","1","56011727","10201727"
"15","1190","1003","1","56011728","10201728"
"8","1191","0","50","56011728","91002"
"15","1192","1001","1","56011729","10201729"
"15","1193","1002","1","56011730","10201730"
"15","1194","1003","1","56011731","10201731"
"8","1195","0","50","56011731","91002"
"15","1196","1003","1","56011732","10201732"
"8","1197","0","100","56011732","91002"
"15","1198","1001","1","56011733","10201733"
"15","1199","1002","1","56011734","10201734"
"15","1200","1003","1","56011735","10201735"
"8","1201","0","50","56011735","91002"
"15","1202","1001","1","56011736","10201736"
"15","1203","1002","1","56011737","10201737"
"15","1204","1003","1","56011738","10201738"
"8","1205","0","50","56011738","91002"
"15","1206","1001","1","56011739","10201739"
"15","1207","1002","1","56011740","10201740"
"15","1208","1003","1","56011741","10201741"
"8","1209","0","50","56011741","91002"
"15","1210","1001","1","56011742","10201742"
"15","1211","1002","1","56011743","10201743"
"15","1212","1003","1","56011744","10201744"
"8","1213","0","50","56011744","91002"
"15","1214","1003","1","56011745","10201745"
"8","1215","0","100","56011745","91002"
"15","1216","1001","1","56011746","10201746"
"15","1217","1002","1","56011747","10201747"
"15","1218","1003","1","56011748","10201748"
"8","1219","0","50","56011748","91002"
"15","1220","1001","1","56011749","10201749"
"15","1221","1002","1","56011750","10201750"
"15","1222","1003","1","56011751","10201751"
"8","1223","0","50","56011751","91002"
"15","1224","1003","1","56011752","10201752"
"8","1225","0","100","56011752","91002"
"15","1226","1001","1","56011753","10201753"
"15","1227","1002","1","56011754","10201754"
"15","1228","1003","1","56011755","10201755"
"8","1229","0","50","56011755","91002"
"15","1230","1001","1","56011756","10201756"
"15","1231","1002","1","56011757","10201757"
"15","1232","1003","1","56011758","10201758"
"8","1233","0","50","56011758","91002"
"15","1234","1001","1","56011759","10201759"
"15","1235","1002","1","56011760","10201760"
"15","1236","1003","1","56011761","10201761"
"8","1237","0","50","56011761","91002"
"15","1238","1001","1","56011762","10201762"
"15","1239","1002","1","56011763","10201763"
"15","1240","1003","1","56011764","10201764"
"8","1241","0","50","56011764","91002"
"15","1242","1003","1","56011765","10201765"
"8","1243","0","100","56011765","91002"
"15","1244","1001","1","56011766","10201766"
"15","1245","1002","1","56011767","10201767"
"15","1246","1003","1","56011768","10201768"
"8","1247","0","50","56011768","91002"
"15","1248","1001","1","56011769","10201769"
"15","1249","1002","1","56011770","10201770"
"15","1250","1003","1","56011771","10201771"
"8","1251","0","50","56011771","91002"
"15","1252","1001","1","56011772","10201772"
"15","1253","1002","1","56011773","10201773"
"15","1254","1003","1","56011774","10201774"
"8","1255","0","50","56011774","91002"
"15","1256","1003","1","56011775","10201775"
"8","1257","0","100","56011775","91002"
"15","1258","1001","1","56011776","10201776"
"15","1259","1002","1","56011777","10201777"
"15","1260","1003","1","56011778","10201778"
"8","1261","0","50","56011778","91002"
"15","1262","1001","1","56011779","10201779"
"15","1263","1002","1","56011780","10201780"
"15","1264","1003","1","56011781","10201781"
"8","1265","0","50","56011781","91002"
"15","1266","1001","1","56011782","10201782"
"15","1267","1002","1","56011783","10201783"
"15","1268","1003","1","56011784","10201784"
"8","1269","0","50","56011784","91002"
"15","1270","1003","1","56011785","10201785"
"8","1271","0","100","56011785","91002"
"15","1272","1001","1","51601001","11601001"
"15","1273","1002","1","51601002","11601002"
"15","1274","1003","1","51601003","11601003"
"15","1275","1001","1","56011786","10201786"
"15","1276","1002","1","56011787","10201787"
"15","1277","1003","1","56011788","10201788"
"8","1278","0","50","56011788","91002"
"15","1279","1001","1","56011789","10201789"
"15","1280","1002","1","56011790","10201790"
"15","1281","1003","1","56011791","10201791"
"8","1282","0","50","56011791","91002"
"15","1283","1003","1","56011792","10201792"
"8","1284","0","100","56011792","91002"
"15","1285","1001","1","56011793","10201793"
"15","1286","1002","1","56011794","10201794"
"15","1287","1003","1","56011795","10201795"
"8","1288","0","50","56011795","91002"
"15","1289","1001","1","56011796","10201796"
"15","1290","1002","1","56011797","10201797"
"15","1291","1003","1","56011798","10201798"
"8","1292","0","50","56011798","91002"
"15","1293","1003","1","56011799","10201799"
"8","1294","0","100","56011799","91002"
"15","1295","1001","1","56011800","10201800"
"15","1296","1002","1","56011801","10201801"
"15","1297","1003","1","56011802","10201802"
"8","1298","0","50","56011802","91002"
"15","1299","1001","1","56011803","10201803"
"15","1300","1002","1","56011804","10201804"
"15","1301","1003","1","56011805","10201805"
"8","1302","0","50","56011805","91002"
"15","1303","1003","1","56011806","10201806"
"8","1304","0","100","56011806","91002"
"15","1305","1001","1","56011807","10201807"
"15","1306","1002","1","56011808","10201808"
"15","1307","1003","1","56011809","10201809"
"8","1308","0","50","56011809","91002"
"15","1309","1001","1","56011810","10201810"
"15","1310","1002","1","56011811","10201811"
"15","1311","1003","1","56011812","10201812"
"8","1312","0","50","56011812","91002"
"15","1313","1001","1","56011813","10201813"
"15","1314","1002","1","56011814","10201814"
"15","1315","1003","1","56011815","10201815"
"8","1316","0","50","56011815","91002"
"15","1317","1001","1","56011816","10201816"
"15","1318","1002","1","56011817","10201817"
"15","1319","1003","1","56011818","10201818"
"8","1320","0","50","56011818","91002"
"15","1321","1003","1","56011819","10201819"
"8","1322","0","100","56011819","91002"
"15","1323","1001","1","56011820","10201820"
"15","1324","1002","1","56011821","10201821"
"15","1325","1003","1","56011822","10201822"
"8","1326","0","50","56011822","91002"
"15","1327","1001","1","56011823","10201823"
"15","1328","1002","1","56011824","10201824"
"15","1329","1003","1","56011825","10201825"
"8","1330","0","50","56011825","91002"
"15","1331","1001","1","56011826","10201826"
"15","1332","1002","1","56011827","10201827"
"15","1333","1003","1","56011828","10201828"
"8","1334","0","50","56011828","91002"
"15","1335","1001","1","56011829","10201829"
"15","1336","1002","1","56011830","10201830"
"15","1337","1003","1","56011831","10201831"
"8","1338","0","50","56011831","91002"
"15","1339","1001","1","51701001","11701001"
"15","1340","1001","1","56011832","10201832"
"15","1341","1002","1","56011833","10201833"
"15","1342","1003","1","56011834","10201834"
"8","1343","0","50","56011834","91002"
"15","1344","1001","1","56011835","10201835"
"15","1345","1002","1","56011836","10201836"
"15","1346","1003","1","56011837","10201837"
"8","1347","0","50","56011837","91002"
"15","1348","1003","1","56011838","10201838"
"8","1349","0","100","56011838","91002"
"15","1350","1003","1","56011839","10201839"
"8","1351","0","100","56011839","91002"
"15","1352","1003","1","56011840","10201840"
"8","1353","0","100","56011840","91002"
"15","1354","1001","1","56011841","10201841"
"15","1355","1002","1","56011842","10201842"
"15","1356","1003","1","56011843","10201843"
"8","1357","0","50","56011843","91002"
"15","1358","1001","1","56011844","10201844"
"15","1359","1002","1","56011845","10201845"
"15","1360","1003","1","56011846","10201846"
"8","1361","0","50","56011846","91002"
"15","1362","1001","1","56011847","10201847"
"15","1363","1002","1","56011848","10201848"
"15","1364","1003","1","56011849","10201849"
"8","1365","0","50","56011849","91002"
"15","1366","1001","1","56011850","10201850"
"15","1367","1002","1","56011851","10201851"
"15","1368","1003","1","56011852","10201852"
"8","1369","0","50","56011852","91002"
"15","1370","1001","1","56011853","10201853"
"15","1371","1002","1","56011854","10201854"
"15","1372","1003","1","56011855","10201855"
"8","1373","0","50","56011855","91002"
"15","1374","1001","1","56011856","10201856"
"15","1375","1002","1","56011857","10201857"
"15","1376","1003","1","56011858","10201858"
"8","1377","0","50","56011858","91002"
"15","1378","1001","1","56011859","10201859"
"15","1379","1002","1","56011860","10201860"
"15","1380","1003","1","56011861","10201861"
"8","1381","0","50","56011861","91002"
"15","1382","1003","1","56011862","10201862"
"8","1383","0","100","56011862","91002"
"15","1384","1001","1","56011863","10201863"
"15","1385","1002","1","56011864","10201864"
"15","1386","1003","1","56011865","10201865"
"8","1387","0","50","56011865","91002"
"15","1388","1001","1","56011866","10201866"
"15","1389","1002","1","56011867","10201867"
"15","1390","1003","1","56011868","10201868"
"8","1391","0","50","56011868","91002"
"15","1392","1001","1","56011869","10201869"
"15","1393","1002","1","56011870","10201870"
"15","1394","1003","1","56011871","10201871"
"8","1395","0","50","56011871","91002"
"15","1396","1001","1","56011872","10201872"
"15","1397","1002","1","56011873","10201873"
"15","1398","1003","1","56011874","10201874"
"8","1399","0","50","56011874","91002"
"15","1400","1003","1","51801001","11801001"
"15","1401","1001","1","56011875","10201875"
"15","1402","1002","1","56011876","10201876"
"15","1403","1003","1","56011877","10201877"
"8","1404","0","50","56011877","91002"
"15","1405","1001","1","56011878","10201878"
"15","1406","1002","1","56011879","10201879"
"15","1407","1003","1","56011880","10201880"
"8","1408","0","50","56011880","91002"
"15","1409","1001","1","56011881","10201881"
"15","1410","1002","1","56011882","10201882"
"15","1411","1003","1","56011883","10201883"
"8","1412","0","50","56011883","91002"
"15","1413","1001","1","56011884","10201884"
"15","1414","1002","1","56011885","10201885"
"15","1415","1003","1","56011886","10201886"
"8","1416","0","50","56011886","91002"
"15","1417","1001","1","56011887","10201887"
"15","1418","1002","1","56011888","10201888"
"15","1419","1003","1","56011889","10201889"
"8","1420","0","50","56011889","91002"
"15","1421","1001","1","56011890","10201890"
"15","1422","1002","1","56011891","10201891"
"15","1423","1003","1","56011892","10201892"
"8","1424","0","50","56011892","91002"
"15","1425","1001","1","56011893","10201893"
"15","1426","1002","1","56011894","10201894"
"15","1427","1003","1","56011895","10201895"
"8","1428","0","50","56011895","91002"
"15","1429","1001","1","56011896","10201896"
"15","1430","1002","1","56011897","10201897"
"15","1431","1003","1","56011898","10201898"
"8","1432","0","50","56011898","91002"
"15","1433","1003","1","56011899","10201899"
"8","1434","0","100","56011899","91002"
"15","1435","1003","1","56011900","10201900"
"8","1436","0","100","56011900","91002"
"15","1437","1003","1","56011901","10201901"
"8","1438","0","100","56011901","91002"
"15","1439","1001","1","56011902","10201902"
"15","1440","1002","1","56011903","10201903"
"15","1441","1003","1","56011904","10201904"
"8","1442","0","50","56011904","91002"
"15","1443","1001","1","56011905","10201905"
"15","1444","1002","1","56011906","10201906"
"15","1445","1003","1","56011907","10201907"
"8","1446","0","50","56011907","91002"
"15","1447","1001","1","56011908","10201908"
"15","1448","1002","1","56011909","10201909"
"15","1449","1003","1","56011910","10201910"
"8","1450","0","50","56011910","91002"
"15","1451","1001","1","56011911","10201911"
"15","1452","1002","1","56011912","10201912"
"15","1453","1003","1","56011913","10201913"
"8","1454","0","50","56011913","91002"
"15","1455","1001","1","56011914","10201914"
"15","1456","1002","1","56011915","10201915"
"15","1457","1003","1","56011916","10201916"
"8","1458","0","50","56011916","91002"
"15","1459","1003","1","56012019","10202019"
"15","1460","1001","1","56011917","10201917"
"15","1461","1002","1","56011918","10201918"
"15","1462","1003","1","56011919","10201919"
"8","1463","0","50","56011919","91002"
"15","1464","1001","1","56011920","10201920"
"15","1465","1002","1","56011921","10201921"
"15","1466","1003","1","56011922","10201922"
"8","1467","0","50","56011922","91002"
"15","1468","1001","1","56011923","10201923"
"15","1469","1002","1","56011924","10201924"
"15","1470","1003","1","56011925","10201925"
"8","1471","0","50","56011925","91002"
"15","1472","1001","1","56011926","10201926"
"15","1473","1002","1","56011927","10201927"
"15","1474","1003","1","56011928","10201928"
"8","1475","0","50","56011928","91002"
"15","1476","1001","1","56011929","10201929"
"15","1477","1002","1","56011930","10201930"
"15","1478","1003","1","56011931","10201931"
"8","1479","0","50","56011931","91002"
"15","1480","1001","1","56011932","10201932"
"15","1481","1002","1","56011933","10201933"
"15","1482","1003","1","56011934","10201934"
"8","1483","0","50","56011934","91002"
"15","1484","1001","1","56011935","10201935"
"15","1485","1002","1","56011936","10201936"
"15","1486","1003","1","56011937","10201937"
"8","1487","0","50","56011937","91002"
"15","1488","1001","1","56011938","10201938"
"15","1489","1002","1","56011939","10201939"
"15","1490","1003","1","56011940","10201940"
"8","1491","0","50","56011940","91002"
"15","1492","1001","1","56011941","10201941"
"15","1493","1002","1","56011942","10201942"
"15","1494","1003","1","56011943","10201943"
"8","1495","0","50","56011943","91002"
"15","1496","1001","1","56011944","10201944"
"15","1497","1002","1","56011945","10201945"
"15","1498","1003","1","56011946","10201946"
"8","1499","0","50","56011946","91002"
"15","1500","1001","1","56011947","10201947"
"15","1501","1002","1","56011948","10201948"
"15","1502","1003","1","56011949","10201949"
"8","1503","0","50","56011949","91002"
"15","1504","1001","1","56011950","10201950"
"15","1505","1002","1","56011951","10201951"
"15","1506","1003","1","56011952","10201952"
"8","1507","0","50","56011952","91002"
"15","1508","1001","1","56011953","10201953"
"15","1509","1002","1","56011954","10201954"
"15","1510","1003","1","56011955","10201955"
"8","1511","0","50","56011955","91002"
"15","1512","1003","1","56011956","10201956"
"8","1513","0","100","56011956","91002"
"15","1514","1001","1","56011957","10201957"
"15","1515","1002","1","56011958","10201958"
"15","1516","1003","1","56011959","10201959"
"8","1517","0","50","56011959","91002"
"15","1518","1001","1","56011960","10201960"
"15","1519","1002","1","56011961","10201961"
"15","1520","1003","1","56011962","10201962"
"8","1521","0","50","56011962","91002"
"15","1522","1001","1","56011963","10201963"
"15","1523","1002","1","56011964","10201964"
"15","1524","1003","1","56011965","10201965"
"8","1525","0","50","56011965","91002"
"15","1526","1001","1","56011966","10201966"
"15","1527","1002","1","56011967","10201967"
"15","1528","1003","1","56011968","10201968"
"8","1529","0","50","56011968","91002"
"15","1530","1001","1","56011969","10201969"
"15","1531","1002","1","56011970","10201970"
"15","1532","1003","1","56011971","10201971"
"8","1533","0","50","56011971","91002"
"15","1534","1001","1","56011972","10201972"
"15","1535","1002","1","56011973","10201973"
"15","1536","1003","1","56011974","10201974"
"8","1537","0","50","56011974","91002"
"15","1538","1003","1","56012022","10202022"
"15","1539","1001","1","56011975","10201975"
"15","1540","1002","1","56011976","10201976"
"15","1541","1003","1","56011977","10201977"
"8","1542","0","50","56011977","91002"
"15","1543","1001","1","56011978","10201978"
"15","1544","1002","1","56011979","10201979"
"15","1545","1003","1","56011980","10201980"
"8","1546","0","50","56011980","91002"
"15","1547","1001","1","56011981","10201981"
"15","1548","1002","1","56011982","10201982"
"15","1549","1003","1","56011983","10201983"
"8","1550","0","50","56011983","91002"
"15","1551","1001","1","56011984","10201984"
"15","1552","1002","1","56011985","10201985"
"15","1553","1003","1","56011986","10201986"
"8","1554","0","50","56011986","91002"
"15","1555","1001","1","56011987","10201987"
"15","1556","1002","1","56011988","10201988"
"15","1557","1003","1","56011989","10201989"
"8","1558","0","50","56011989","91002"
"15","1559","1001","1","56011990","10201990"
"15","1560","1002","1","56011991","10201991"
"15","1561","1003","1","56011992","10201992"
"8","1562","0","50","56011992","91002"
