c177b3e559edcf614d10f1db76dcc61ec420bf991a9254a5f71a42cb781da1f7,4921850687ee6f96ddb0804d0f19ff6decc2dec393f92b3f65a40aa9ce301688,0578c02e3e2e3db3bd4fc7290820b419914c9df8abf0f507198a59bdc904a4e4,3e61a1544a57ddb4686c454fa7aa992800db49da41a7a7793785409c2778328d,63872dd7d39db74f88003d70885f9d0c9438622ee3ce901a0894b32d85900e5a,c8ba55352d19031ecf93b864fd9890cc4fd758877ade76521e25b61d62e3f519,574a975b69bfb406ebff2890b945723d6abac160d5e1654ef8955399f4ed754e,60e105c9c54278ebf1a96ac63cb8b3d1b8ffcd427f2d256323a2da4b022d8620,47e5096ab12d7f623ba85f06fd786a934b69300c5b32e0c77b9a0b808d82e598,aae57b230483b70c849e67c3ff1c1f1f67ea145cce84b529fea41116f15e1e27,1ad748ddc08d82aefaadcd3e72d007f8ee43f9ea524be2b58badd36fe2a17aa1,965dda3c55632715615f4d8b4568071cbfef09e006cfb8951bcd42ebdf8ac635
"10140","岩花玩具","0","964","0","0","5","1","0","10140964","1","0"
"10140","童子狸玩具","0","965","0","0","5","1","0","10140965","2","0"
"10140","似龍生物玩具","0","966","0","0","5","1","0","10140966","1","0"
"10140","珠希的沙灘球","0","970","0","0","5","1","0","10140970","2","0"
"10140","凱留的游泳圈","0","971","0","0","5","1","0","10140971","1","0"
"10140","紅魚","0","972","0","0","5","1","0","10140972","2","0"
"10140","大貝殼","0","973","0","0","5","1","0","10140973","1","0"
"10140","西瓜","0","974","0","0","5","1","0","10140974","2","0"
"10140","日和的海豚","0","975","0","0","5","1","0","10140975","2","0"
"10140","禊的水球","0","976","0","0","5","1","0","10140976","1","0"
"10140","美美的小小格里芬","0","977","0","0","5","1","0","10140977","1","0"
"10140","優妮的沙灘球","0","978","0","0","5","1","0","10140978","2","0"
"10140","克蘿依的衝浪板","0","979","0","0","5","1","0","10140979","2","0"
"10140","壽司、壽司、壽司","0","980","0","0","10","1","0","10140980","2","0"
"10140","壽司、壽司、布丁","0","981","0","0","1","1","0","10140981","2","0"
"10140","冰魚","0","982","0","0","5","1","0","10140982","1","0"
"10140","流氓水獺","0","983","0","0","5","1","0","10140983","1","0"
"10140","天使鏢魚","0","984","0","0","5","1","0","10140984","1","0"
