1ff2146876dc860457e9639bf2fefa53f4892c6624f141fc5aa6c1ae117bfbbe,db3a8f2d12022155622fae3998587b654b006b233e592e181ae3fd83d37ac06c,794c58f7fa00cf7bde41f5f0bdbd3cde08151eedf8ce9a7dd9e402af6e396976,fa5c768848c6c118c903cb8debf559ad1a2c3b9fe84fada714f3a4cd2f5402d4,b4adc955ae8994816233facb8ff0c643c770fa61d8d0045932910786c66038a5,448d77e6b64cf9055294594fc9598798baace48e483f0a4ac9b8b017412fc18f,0b9bb58d191585077fbae8106c13adfb0f06ab717a5bb46c5389dd9da7082e75,748e8f7242641be38d6a0d6162fac925475c0956f2a944556b37eb2b931db304,cb4d26c6681e301fd3b1f5d96f0486d61dd7e83aac67ddf933721a8a0ea48e90,3107f6592357e7e7d45a366f4d0f67c4d979aa238af14e15a508377c5e963299,18d29cce5dfae8ef82b8dceac9f842d4685d9afd88812209a041e7be4a4732d7,86c5ffaca1cf17e7d9f332112a7fffdaf7597365d7a8b4efcd199308dcebca18,152f035238a5be0b93f562b4e7249baffbec6758b51a14f405032d90e00e92c1,613cb9145849776fdb64d21bd5e2471e792360cfa7663aee0f00bd1facd17ca9,f6f2269a160748db666bab463ba1e796d65e21fff2cd7a8c2caf440105c97bb9,75d09fdaae051e02289c90b96f08c2c26fb1646621f2c56967f5a82f7d3e4b16,0b6e86557ca60c6b47bf24ce9087404d4cbbbab7ea4dd88fe24456b495baa085,a9218d1be6f21aba05f7c6c5baec7c33105b303cf73e55f2941aa37c520486f7,2ffe21f6016827cdf8622da6d9d335bbc06e1d117706111febf78989e9d4a481,3984652edc940fd8e95630e67e7ee215749831644993657b28f0565135e261f2,a7b27e8b1dc367f59a757b510a43019cb5b6bb16d9048c16a9e656da9d16208e,3a38c7331a6b328cb5bacc784c3b6fadcebc61ba985c901917ef2534264b9390,a768572af1b7aa372169f537bcbbe6c35e90fd81cf5873d25df811a9404751f9,a484680e1de5654989c2eff0bd442b98f495f13346d52b38ef6f1b23a18e5279,c32bf4b93fc77b83cad2461245285f2bc0b84a799d4b58c02afd23a3464014ad,22e30676642fa6c71533bf61a5e2fa2edf2fd042bb89921f4d09c35f0431a812,ba4fea9f087b28d63daaa7323c7d91f49ce8173fe68771b710d12c4c424a7a56,d3088745df1828b3177722b41c3ddc601917c97686241431296c4d62eea89e01,fe2aa8c61d44dd1c0a213187f8226ba0c5b56406f86d30a2ffcb43d4b0e40a4e,057d1061a48c7329c0d7728fd751f5fc583ba42577778280d323dbc0cb6dfdca,d8f34e07a2856530954761303939ff8516851e1ee77d9b39e89001845c1f21a7,81c8f93387fa7dfb97342c71bc222f14d679c446e2c4a5f9b5ff0190e3d2cb5b,2cc9a3c3fb0a32209c10cf08f96643eac7d6362ea04957fda80f7bb05c375b2f,961f72aeedcef3c24de450186f5b8ee390b67381d42a9d9abef586b214aac2e3,85a1b0b68401abdadc25a4ff6394c76a1a056091db68f4c562787cd7a8e41bed,371bc3bdd5b99074326e8462c99910939f6328fb2cb94843746079578c631a12,43ff01d4238da2e4c0eeff36a88c73ce6322639b583785e0cb54d7c17b557e4f,e8a96af34fb0a7c6ebdad0eb0b3ce035ba080b13c35ba4521fa22d9fee8e48a7,a673c90f0578ae04017ef9dc5a36cfe8c8238c7ee650a1cbf900177bbda7f1cb,8b6230662477271364ccb15c569605d97db503296f39618fdfe484deedb7c71b,255a7713f45cc510ac532617c3457236cd2f0c390c903f58099a18114122e68c,9af4913ce5ccc86beb6e84a13b7bc2f208f7062b04458e33608cd38981d185da,7b0098bfc8efd564accc6f319d8d0a413eb97fb030aa4b8083ccaa258158ce1e,a02e3d714f1c3351894fae5a35e1f9852b888c5ea13e8c5398fa2ed14a6885ca,37bd2e0fa99d8461e3110b7e723888d23f4aa34b1eca74c29a31278dd3eb5973,2a3bed0f9990c4a1cb1b587a29a568284d84f5d0fd123b73b1ce750bd96ab691,62d2665ef76ddd6a7c7113ea989621983fc169b6d358cd11df8f930bd0d31148
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31240","0","0","0","5","0","0","0","0","100100","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31245","100000","0","31246","0","0","0","5","0","0","0","0","100101","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31225","0","0","0","5","0","0","0","0","100102","0","0","5","1","10","0","0","0","0","0","0","0"
"31103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31078","100000","31100","31075","0","0","0","5","0","0","0","0","100103","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31229","0","0","0","5","0","0","0","0","100104","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31250","100000","0","31248","0","0","0","5","0","0","0","0","100105","0","0","5","1","10","0","0","0","0","0","0","0"
"31106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31079","100000","31104","31077","0","0","0","5","0","0","0","0","100106","0","0","5","1","10","0","0","0","0","0","0","0"
"31131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31170","100000","31134","31172","0","0","0","5","0","0","0","0","100107","0","0","5","1","10","0","0","0","0","0","0","0"
"31182","31802","0","31067","0","0","0","31808","0","31807","0","0","0","31061","0","31805","31803","31809","1","0","31804","0","31264","200001","31810","31265","31068","0","0","5","31071","0","31181","0","100108","0","31230","10","1","10","31801","0","31070","31806","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31233","100000","0","31180","0","0","0","5","0","0","0","0","100109","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31200","0","0","0","5","0","0","0","0","100110","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31236","0","0","0","5","0","0","0","0","100111","0","0","5","1","10","0","0","0","0","0","0","0"
"31111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31083","100000","31139","31081","0","0","0","5","0","0","0","0","100112","0","31177","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31253","0","0","0","5","0","0","0","0","100113","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31238","0","0","0","5","0","0","0","0","100114","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31256","100000","0","31255","0","0","0","5","0","0","0","0","100115","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31240","0","0","0","5","0","0","0","0","100116","0","0","5","1","10","0","0","0","0","0","0","0"
"31115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31086","100000","31144","31084","0","0","0","5","0","0","0","0","100117","0","31199","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31262","0","0","0","5","0","0","0","0","100118","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31245","100000","0","31246","0","0","0","5","0","0","0","0","100119","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31155","100000","0","31091","0","0","0","5","0","0","0","0","100120","0","0","5","1","10","0","0","0","0","0","0","0"
"31207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31150","100000","31209","31118","0","0","0","5","0","0","0","0","100121","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31250","100000","0","31248","0","0","0","5","0","0","0","0","100122","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31266","0","0","0","5","0","0","0","0","100123","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31211","100000","0","31210","0","0","0","5","0","0","0","0","100124","0","0","5","1","10","0","0","0","0","0","0","0"
"31265","31801","0","31181","0","0","0","31809","0","31808","0","0","0","31804","31071","31068","31067","31810","1","0","31802","0","31811","200001","31264","31290","31806","0","31061","5","31070","0","31230","0","100125","0","31182","10","1","10","31803","0","31805","31807","0","0","0"
"31120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31087","100000","31119","31088","0","0","0","5","0","0","0","0","100126","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31271","100000","0","31269","0","0","0","5","0","0","0","0","100127","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31200","0","0","0","5","0","0","0","0","100128","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31272","0","0","0","5","0","0","0","0","100129","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31215","0","0","0","5","0","0","0","0","100130","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31253","0","0","0","5","0","0","0","0","100131","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31275","0","0","0","5","0","0","0","0","100132","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31256","100000","0","31255","0","0","0","5","0","0","0","0","100133","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31279","0","0","0","5","0","0","0","0","100134","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31262","0","0","0","5","0","0","0","0","100135","0","0","5","1","10","0","0","0","0","0","0","0"
"31075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31079","1","0","0","0","31100","100000","31078","31103","0","0","0","5","0","0","0","0","100136","0","31077","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31285","100000","0","31284","0","0","0","5","0","0","0","0","100137","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31266","0","0","0","5","0","0","0","0","100138","0","0","5","1","10","0","0","0","0","0","0","0"
"31131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31104","100000","31134","31106","0","0","0","5","0","0","0","0","100139","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31271","100000","0","31269","0","0","0","5","0","0","0","0","100140","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31287","100000","0","31289","0","0","0","5","0","0","0","0","100141","0","0","5","1","10","0","0","0","0","0","0","0"
"31296","31807","0","31810","0","31070","0","31182","31071","31230","0","0","0","31068","31804","31803","31809","31265","1","0","31806","0","31297","200001","31290","31812","31067","0","31805","5","31802","0","31264","0","100142","0","31811","10","1","10","31808","0","31801","31181","0","31061","0"
"31225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31170","100000","31229","31172","0","0","0","5","0","0","0","0","100143","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31097","100000","0","31099","0","0","0","5","0","0","0","0","100144","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31233","100000","0","31180","0","0","0","5","0","0","0","0","100145","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31293","0","0","0","5","0","0","0","0","100146","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31272","0","0","0","5","0","0","0","0","100147","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31298","0","0","0","5","0","0","0","0","100148","0","0","5","1","10","0","0","0","0","0","0","0"
"31083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31177","1","0","0","0","31236","100000","31081","31111","0","0","0","5","0","0","0","0","100149","0","31139","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31275","100000","0","31307","0","0","0","5","0","0","0","0","100150","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","100000","0","31238","0","0","0","5","0","0","0","0","100151","0","0","5","1","10","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31279","100000","0","31310","0","0","0","5","0","0","0","0","100152","0","0","5","1","10","0","0","0","0","0","0","0"
"31115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31240","1","0","0","0","31084","100000","31144","31086","0","0","0","5","0","0","0","0","100153","0","31199","5","1","10","0","0","0","0","0","0","0"
"31284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31316","100000","31285","31312","0","0","0","5","0","0","0","0","100154","0","0","5","1","10","0","0","0","0","0","0","0"
"31120","0","0","31246","0","0","0","31209","0","31245","0","0","0","0","0","0","0","31150","1","0","0","0","31087","100000","31119","31088","0","0","0","5","0","0","31207","0","100155","0","31118","5","1","10","0","0","0","0","0","0","0"
"31287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31289","100000","0","31317","0","0","0","5","0","0","0","0","100156","0","0","5","1","10","0","0","0","0","0","0","0"
"31210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31091","1","0","0","0","31250","100000","31211","31248","0","0","0","5","0","0","0","0","100157","0","31155","5","1","10","0","0","0","0","0","0","0"
"31812","31808","0","31264","0","31805","0","31265","31070","31182","0","0","0","31806","31802","31067","31810","31290","1","0","31807","0","31330","200002","31297","31340","31181","31071","31068","5","31801","0","31811","0","100158","0","31296","10","1","10","31809","0","31803","31230","0","31804","31061"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31200","100001","0","31293","0","0","0","5","0","0","0","0","100159","0","0","5","1","10","0","0","0","0","0","0","0"
"31215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31253","100001","0","31298","0","0","0","5","0","0","0","0","100160","0","0","5","1","10","0","0","0","0","0","0","0"
"31302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31308","1","0","0","0","31300","100001","31322","31301","0","0","0","5","0","0","0","0","100161","0","31307","5","1","10","0","0","0","0","0","0","0"
"31115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","31255","100001","0","31256","0","0","0","5","0","0","0","0","100162","0","0","5","1","10","0","0","0","0","0","0","0"
