927f0bb101705e5524cd1704f22968c4ac062cc19bb1ee0ce3061e89face7b5e,d90bea50b7e77417af3cb58d8ac1de1feac2faeba6fdb8fbb2c9c5b244007851,fbcb28fbdc53cb46063dbc01c7be84e5e03182e185eb900ff1adb79e687e61cd,f3dc1c5abaaaf5bd04b83c80f345195a4a8ce343e1ef6b0784dda4b8582ac7e6,48b29ca77421b67c5d8ea8540c4d58dcca7721b4224b899ddc734d4a46a3a1cf,2b80c8701cd43b444ae0c91c84c859ebcbfb79eb5c74b0a11652308ca1fb715b,b259cffb6132dc490574b2a6d21874491212fb5e6464c1925bc263342f7f355b,d9c26ca6a6cf85c1598f702776d339d80b46e872d3d201c21af58404f23b4b36,9140f50482940b67ece4edb8d0b4620f4f6d6646d78abf88d88a230f689d5dca,c5f402b12507ec02bd356d4f744750a84e98d1dffba753801b50dc0458c9bf9f,2f8df0dd4ec68b7ecede983856fcf748a810913b995289eed72c903fa2f3b2b4,d45f807174265e7325fb390142167d1c35c508fc139f35b34c8e9418eaa1f6e1
"5","10140963","963","2","10140","鼠妖玩具","0","0","0","0","1","0"
"5","10140964","964","1","10140","岩花玩具","0","0","0","0","1","0"
"5","10140965","965","2","10140","童子狸玩具","0","0","0","0","1","0"
"5","10140966","966","1","10140","似龍生物玩具","0","0","0","0","1","0"
"5","10140970","970","2","10140","珠希的沙灘球","0","0","0","0","1","0"
"5","10140971","971","1","10140","凱留的游泳圈","0","0","0","0","1","0"
"5","10140972","972","2","10140","紅魚","0","0","0","0","1","0"
"5","10140973","973","1","10140","大貝殼","0","0","0","0","1","0"
"5","10140974","974","2","10140","西瓜","0","0","0","0","1","0"
"5","10140975","975","2","10140","日和的海豚","0","0","0","0","1","0"
"5","10140976","976","1","10140","禊的水球","0","0","0","0","1","0"
"5","10140977","977","1","10140","美美的小小格里芬","0","0","0","0","1","0"
"5","10140978","978","2","10140","優妮的沙灘球","0","0","0","0","1","0"
"5","10140979","979","2","10140","克蘿依的衝浪板","0","0","0","0","1","0"
"10","10140980","980","2","10140","壽司、壽司、壽司","0","0","0","0","1","0"
"1","10140981","981","2","10140","壽司、壽司、布丁","0","0","0","0","1","0"
"5","10140982","982","1","10140","冰魚","0","0","0","0","1","0"
"5","10140983","983","1","10140","流氓水獺","0","0","0","0","1","0"
"5","10140984","984","1","10140","天使鏢魚","0","0","0","0","1","0"
