3fac22400c143359ef77e144220a34c6514daab1301da8533b7724f5c3eee1a5,4f6d2a446afd9eb4be6a6fca59e4bd03eaaf5d864f2eda4942731cbd2ba492de,17e5620beb9eddefd0c499721d67ff9094425bb23336b288f0a7be8f363cbbca,8a2bcd14ae1d57882199258d7482229303324a96d99cb7f3396381b4a4966104,1ff2d42c7986fdd1442daae5107412609fcf85d87ebbf8ba536d5ac02cb69a13,c09313bd7f323585722e667a34e53f02ead6cc6522489b41ff96bbf6c59065df,12a0231e3a67946ed083efce95aa24006c102854e2c9ee41547dc19a91024c0e,2a55b43fe2070478e2b1e8ca525da952e0d2115978722bd692f8455821bf6948,259990e0b4b8a29d2b676853e5fa35f5612fcd24f088f7d3bbc825031fe41425,d66dfc49b2bc232a81f652b2d32b8ec11997018d97a32c25ff867dadc813b057,2bd065d7b8353292f7a8f78fcb3b363b92cc3355c1d41eb24d7b9373ffebb595
"3","204","cgg_surprise","1","102811","","0","204020","0.2","cgg_talk_surprise1","0"
"12","204","4","","102811","","1.4","204021","0.2","",""
"93","204","0","","3","","","204022","","",""
"3","204","cgg_idle_def","","102811","","1","204023","0.2","",""
"3","204","cgg_idle_reaction3","","1","","1","204024","0.2","",""
"12","204","11","","1","","1.4","204025","0.2","",""
"93","204","0","","3","","","204026","","",""
"3","204","cgg_idle_normal","","1","","1","204027","0.2","",""
"3","204","cgg_talk_joy3_blink","","102811","","1","204028","0.2","",""
"12","204","10","","102811","","1.4","204029","0.2","",""
"93","204","0","","3","","","204030","","",""
"101","204","0","","204015","","","204031","","",""
"22","204","0.5","","0","","","204032","","",""
"6","204","1","0","1","","1","204033","0.1","1","0"
"6","204","1","0","102811","","1","204034","0.1","1","0"
"93","204","0","","0.1","","","204035","","",""
"3","204","cgg_idle_normal","","1","","1","204036","0","",""
"3","204","cgg_idle_def","","102811","","1","204037","0","",""
"5","205","1","-230","1","cgg_idle_normal","100","205001","160","-420","0"
"1","205","102511","-230","1","cgg_idle_def","100","205002","1.6","420","1"
"6","205","1","1","1","","1","205003","0.1","1","0"
"6","205","1","1","102511","","1","205004","0.1","1","0"
"93","205","0","","0.2","","","205005","","",""
"21","205","vo_minigame_1007_top_talk_11_017","","vo_minigame_1007","","0","205006","","0",""
"11","205","這是為什麼啊～！？\n從剛才起就只能抽到\n同樣的周邊～！\n是冒失造成的嗎！？","0","102511","0","5","205007","0","0","0"
"3","205","cgg_surprise2","1","1","","0","205008","0.2","cgg_idle_surprise2","0"
"3","205","cgg_surprise","1","102511","","0","205009","0.2","cgg_talk_surprise1","0"
"93","205","0","","5.5","","","205010","","",""
"3","205","cgg_shock","1","1","","0","205011","0.2","cgg_idle_shock","0"
"3","205","cgg_talk_sad2","1","102511","","1","205012","0.2","","0"
"91","205","","","205007","","","205013","","",""
"93","205","0","","0.5","","","205014","","",""
"3","205","cgg_idle_def","","102511","","1","205015","0.2","",""
"3","205","cgg_idle_reaction4","","1","","1","205016","0.2","",""
"12","205","2","","1","","1.4","205017","0.2","",""
"93","205","0","","3","","","205018","","",""
"3","205","cgg_idle_normal","","1","","1","205019","0.2","",""
"3","205","cgg_idle_tsun","","102511","","1","205020","0.2","",""
"12","205","5","","102511","","1.4","205021","0.2","",""
"93","205","0","","3","","","205022","","",""
"3","205","cgg_idle_def","","102511","","1","205023","0.2","",""
"3","205","cgg_idle_surprise_sad","","1","","1","205024","0.2","",""
"12","205","1","","1","","1.4","205025","0.2","",""
"93","205","0","","3","","","205026","","",""
"3","205","cgg_idle_normal","","1","","1","205027","0.2","",""
"3","205","cgg_talk_sad2","","102511","","1","205028","0.2","",""
"12","205","15","","102511","","1.4","205029","0.2","",""
"93","205","0","","3","","","205030","","",""
"101","205","0","","205015","","","205031","","",""
"22","205","0.5","","0","","","205032","","",""
"6","205","1","0","1","","1","205033","0.1","1","0"
"6","205","1","0","102511","","1","205034","0.1","1","0"
"93","205","0","","0.1","","","205035","","",""
"3","205","cgg_idle_normal","","1","","1","205036","0","",""
"3","205","cgg_idle_def","","102511","","1","205037","0","",""
"5","206","1","-230","1","cgg_idle_normal","100","206001","160","-420","0"
"1","206","110911","-230","1","cgg_idle_def","100","206002","1.6","420","1"
"6","206","1","1","1","","1","206003","0.1","1","0"
"6","206","1","1","110911","","1","206004","0.1","1","0"
"93","206","0","","0.2","","","206005","","",""
"21","206","vo_minigame_1007_top_talk_12_018","","vo_minigame_1007","","0","206006","","0",""
"11","206","你蒐集得差不多了呢，\n我給你個稱號：\n慈樂之音差不多武士。\n所以，繼續放空抽吧！","0","110911","0","6","206007","0","0","0"
"3","206","cgg_talk_doya","1","1","","0","206008","0.2","cgg_idle_doya","0"
"3","206","cgg_talk_joy1_normal","","110911","","1","206009","0.2","",""
"93","206","0","","2.3","","","206010","","",""
"3","206","cgg_idle_surprise2","","1","","1","206011","0.2","",""
"3","206","cgg_talk_joy3_blink2","","110911","","1","206012","0.2","",""
"93","206","0","","3.2","","","206013","","",""
"3","206","cgg_talk_handsup","1","1","","0","206014","0.2","cgg_idle_reaction1","0"
"3","206","cgg_talk_guts_anger_NoBlink","1","110911","","0","206015","0.2","cgg_idle_guts_anger","0"
"91","206","","","206007","","","206016","","",""
"93","206","0","","0.5","","","206017","","",""
"3","206","cgg_idle_def","","110911","","1","206018","0.2","",""
"3","206","cgg_talk_doya","1","1","","0","206019","0.2","cgg_idle_doya","0"
"12","206","10","","1","","1.4","206020","0.2","",""
"93","206","0","","3","","","206021","","",""
"3","206","cgg_idle_normal","","1","","1","206022","0.2","",""
"3","206","cgg_talk_sad","","110911","","1","206023","0.2","",""
"12","206","5","","110911","","1.4","206024","0.2","",""
"93","206","0","","3","","","206025","","",""
"3","206","cgg_idle_def","","110911","","1","206026","0.2","",""
"3","206","cgg_surprise2","1","1","","0","206027","0.2","cgg_idle_surprise2","0"
"12","206","4","","1","","1.4","206028","0.2","",""
"93","206","0","","3","","","206029","","",""
"3","206","cgg_idle_normal","","1","","1","206030","0.2","",""
"3","206","cgg_talk_guts_anger","1","110911","","0","206031","0.2","cgg_idle_guts_anger","0"
"12","206","11","","110911","","1.4","206032","0.2","",""
"93","206","0","","3","","","206033","","",""
"101","206","0","","206018","","","206034","","",""
"22","206","0.5","","0","","","206035","","",""
"6","206","1","0","1","","1","206036","0.1","1","0"
"6","206","1","0","110911","","1","206037","0.1","1","0"
"93","206","0","","0.1","","","206038","","",""
"3","206","cgg_idle_normal","","1","","1","206039","0","",""
"3","206","cgg_idle_def","","110911","","1","206040","0","",""
"5","301","1","-230","1","cgg_idle_normal","100","301001","160","-420","0"
"1","301","105811","-230","1","cgg_idle_def","100","301002","1.6","420","1"
"6","301","1","1","1","","1","301003","0.1","1","0"
"6","301","1","1","105811","","1","301004","0.1","1","0"
"93","301","0","","0.2","","","301005","","",""
"21","301","vo_minigame_1007_top_talk_13_019","","vo_minigame_1007","","0","301006","","0","3"
"11","301","太讚了吧☆\n全部集齊囉♪\n拍手拍手拍手～☆","0","105811","0","4","301007","0","0","0"
"3","301","cgg_idle_reaction1","","1","","1","301008","0.2","",""
"3","301","cgg_surprise_kira","1","105811","","0","301009","0.2","cgg_talk_surprise_kira","0"
"93","301","0","","1.7","","","301010","","",""
"3","301","cgg_talk_nod","1","1","","0","301011","0.2","cgg_idle_nod","0"
"3","301","cgg_talk_joy1_normal","","105811","","1","301012","0.2","",""
"93","301","0","","1.8","","","301013","","",""
"3","301","cgg_joy","1","1","","0","301014","0.2","cgg_idle_reaction3","0"
"3","301","cgg_handclap_def_N","1","105811","","0","301015","0.2","cgg_idle_def","0.2"
"91","301","","","301007","","","301016","","",""
"93","301","0","","0.5","","","301017","","",""
"3","301","cgg_talk_doya","1","1","","0","301018","0.2","cgg_idle_doya","0"
"12","301","10","","1","","1.4","301019","0.2","",""
"93","301","0","","3","","","301020","","",""
"3","301","cgg_idle_normal","","1","","1","301021","0.2","",""
"3","301","cgg_surprise_kira","1","105811","","0","301022","0.2","cgg_talk_surprise_kira","0"
"12","301","7","","105811","","1.4","301023","0.2","",""
"93","301","0","","3","","","301024","","",""
"3","301","cgg_idle_def","","105811","","1","301025","0.2","",""
"3","301","cgg_idle_surprise3","","1","","1","301026","0.2","",""
"12","301","6","","1","","1.4","301027","0.2","",""
"93","301","0","","3","","","301028","","",""
"3","301","cgg_idle_normal","","1","","1","301029","0.2","",""
"3","301","cgg_idle_joy3","","105811","","1","301030","0.1","",""
"12","301","10","","105811","","1.4","301031","0.2","",""
"93","301","0","","3","","","301032","","",""
"3","301","cgg_idle_def","","105811","","1","301033","0.2","",""
"101","301","0","","301018","","","301034","","",""
"22","301","0.5","","0","","","301035","","",""
"6","301","1","0","1","","1","301036","0.1","1","0"
"6","301","1","0","105811","","1","301037","0.1","1","0"
"93","301","0","","0.1","","","301038","","",""
"3","301","cgg_idle_normal","","1","","1","301039","0","",""
"3","301","cgg_idle_def","","105811","","1","301040","0","",""
"5","302","1","-230","1","cgg_idle_normal","100","302001","160","-420","0"
"1","302","105911","-230","1","cgg_idle_def","100","302002","1.6","420","1"
"6","302","1","1","1","","1","302003","0.1","1","0"
"6","302","1","1","105911","","1","302004","0.1","1","0"
"93","302","0","","0.2","","","302005","","",""
"21","302","vo_minigame_1007_top_talk_14_020","","vo_minigame_1007","","0","302006","","0",""
"11","302","主人……\n您的蒐集實在了得，\n真不愧是您。","0","105911","0","4","302007","0","0","0"
"3","302","cgg_idle_reaction5","","1","","1","302008","0.2","",""
"3","302","cgg_talk_joy3","","105911","","1","302009","0.2","",""
"93","302","0","","4.5","","","302010","","",""
"3","302","cgg_talk_doya","1","1","","0","302011","0.2","cgg_idle_doya","0"
"3","302","cgg_talk_wish","","105911","","1","302012","0.2","",""
"91","302","","","302007","","","302013","","",""
"93","302","0","","0.5","","","302014","","",""
"3","302","cgg_idle_def","","105911","","1","302015","0.2","",""
"3","302","cgg_talk_nod","1","1","","0","302016","0.2","cgg_idle_nod","0"
"12","302","6","","1","","1.4","302017","0.2","",""
"93","302","0","","3","","","302018","","",""
"3","302","cgg_idle_normal","","1","","1","302019","0.2","",""
"3","302","cgg_talk_joy3_blink","","105911","","1","302020","0.2","",""
"12","302","7","","105911","","1.4","302021","0.2","",""
"93","302","0","","3","","","302022","","",""
"3","302","cgg_idle_def","","105911","","1","302023","0.2","",""
"3","302","cgg_idle_reaction3","","1","","1","302024","0.2","",""
"12","302","10","","1","","1.4","302025","0.2","",""
"93","302","0","","3","","","302026","","",""
"3","302","cgg_idle_normal","","1","","1","302027","0.2","",""
"3","302","cgg_talk_guts","1","105911","","0","302028","0.2","cgg_idle_guts","0"
"12","302","11","","105911","","1.4","302029","0.2","",""
"93","302","0","","3","","","302030","","",""
"101","302","0","","302015","","","302031","","",""
"22","302","0.5","","0","","","302032","","",""
"6","302","1","0","1","","1","302033","0.1","1","0"
"6","302","1","0","105911","","1","302034","0.1","1","0"
"93","302","0","","0.1","","","302035","","",""
"3","302","cgg_idle_normal","","1","","1","302036","0","",""
"3","302","cgg_idle_def","","105911","","1","302037","0","",""
"5","303","1","-230","1","cgg_idle_normal","100","303001","160","-420","0"
"1","303","106011","-230","1","cgg_idle_def","100","303002","1.6","420","1"
"6","303","1","1","1","","1","303003","0.1","1","0"
"6","303","1","1","106011","","1","303004","0.1","1","0"
"93","303","0","","0.2","","","303005","","",""
"21","303","vo_minigame_1007_top_talk_15_021","","vo_minigame_1007","","0","303006","","0",""
"11","303","哦，居然全部收齊了，\n你也挺努力的嘛，\n嗯，就誇獎你一下吧。","0","106011","0","5","303007","0","0","0"
"3","303","cgg_talk_doya","1","1","","0","303008","0.2","cgg_idle_doya","0"
"3","303","cgg_surprise","1","106011","","0","303009","0.2","cgg_talk_surprise1","0"
"93","303","0","","3","","","303010","","",""
"3","303","cgg_talk_joy1_normal","","106011","","1","303011","0.2","",""
"93","303","0","","2.1","","","303012","","",""
"3","303","cgg_talk_handsup","1","1","","0","303013","0.2","cgg_idle_reaction1","0"
"3","303","cgg_talk_doya","1","106011","","0","303014","0.2","cgg_idle_doya","0"
"91","303","","","303007","","","303015","","",""
"93","303","0","","0.5","","","303016","","",""
"3","303","cgg_idle_def","","106011","","1","303017","0.2","",""
"3","303","cgg_talk_doya","1","1","","0","303018","0.2","cgg_idle_doya","0"
"12","303","6","","1","","1.4","303019","0.2","",""
"93","303","0","","3","","","303020","","",""
"3","303","cgg_idle_normal","","1","","1","303021","0.2","",""
"3","303","cgg_surprise","1","106011","","0","303022","0.2","cgg_talk_surprise1","0"
"12","303","4","","106011","","1.4","303023","0.2","",""
"93","303","0","","3","","","303024","","",""
"3","303","cgg_idle_def","","106011","","1","303025","0.2","",""
"3","303","cgg_talk_guts2","1","1","","0","303026","0.2","cgg_idle_guts2","0"
"12","303","7","","1","","1.4","303027","0.2","",""
"93","303","0","","3","","","303028","","",""
"3","303","cgg_idle_normal","","1","","1","303029","0.2","",""
"3","303","cgg_idle_bitter","","106011","","1","303030","0.2","",""
"12","303","1","","106011","","1.4","303031","0.2","",""
"93","303","0","","3","","","303032","","",""
"101","303","0","","303017","","","303033","","",""
"22","303","0.5","","0","","","303034","","",""
"6","303","1","0","1","","1","303035","0.1","1","0"
"6","303","1","0","106011","","1","303036","0.1","1","0"
"93","303","0","","0.1","","","303037","","",""
"3","303","cgg_idle_normal","","1","","1","303038","0","",""
"3","303","cgg_idle_def","","106011","","1","303039","0","",""
"5","304","1","-230","1","cgg_idle_normal","100","304001","160","-420","0"
"1","304","106411","-230","1","cgg_idle_def","100","304002","1.6","420","1"
"6","304","1","1","1","","1","304003","0.1","1","0"
"6","304","1","1","106411","","1","304004","0.1","1","0"
"93","304","0","","0.2","","","304005","","",""
"21","304","vo_minigame_1007_top_talk_16_022","","vo_minigame_1007","","0","304006","","0",""
"11","304","好驚人喔……\n把所有周邊\n擺出來後，\n看起來很壯觀呢。","0","106411","0","5","304007","0","0","0"
"3","304","cgg_talk_doya","1","1","","0","304008","0.2","cgg_idle_doya","0"
"3","304","cgg_surprise_dere","2","106411","","0","304009","0.2","cgg_talk_surprise_dere","0"
"93","304","0","","5.2","","","304010","","",""
"3","304","cgg_talk_joy3","","106411","","1","304011","0.2","",""
"91","304","","","304007","","","304012","","",""
"93","304","0","","0.5","","","304013","","",""
"3","304","cgg_idle_def","","106411","","1","304014","0.2","",""
"3","304","cgg_idle_surprise3","","1","","1","304015","0.2","",""
"12","304","6","","1","","1.4","304016","0.2","",""
"93","304","0","","3","","","304017","","",""
"3","304","cgg_idle_normal","","1","","1","304018","0.2","",""
"3","304","cgg_talk_joy1","","106411","","1","304019","0.2","",""
"12","304","10","","106411","","1.4","304020","0.2","",""
"93","304","0","","3","","","304021","","",""
"3","304","cgg_idle_def","","106411","","1","304022","0.2","",""
"3","304","cgg_talk_doya","1","1","","0","304023","0.2","cgg_idle_doya","0"
"12","304","6","","1","","1.4","304024","0.2","",""
"93","304","0","","3","","","304025","","",""
"3","304","cgg_idle_normal","","1","","1","304026","0.2","",""
"3","304","cgg_surprise_kira","1","106411","","0","304027","0.2","cgg_talk_surprise_kira","0"
"12","304","7","","106411","","1.4","304028","0.2","",""
"93","304","0","","3","","","304029","","",""
"101","304","0","","304015","","","304030","","",""
"22","304","0.5","","0","","","304031","","",""
"6","304","1","0","1","","1","304032","0.1","1","0"
"6","304","1","0","106411","","1","304033","0.1","1","0"
"93","304","0","","0.1","","","304034","","",""
"3","304","cgg_idle_normal","","1","","1","304035","0","",""
"3","304","cgg_idle_def","","106411","","1","304036","0","",""
"5","305","1","-230","1","cgg_idle_normal","100","305001","160","-420","0"
"1","305","110911","-230","1","cgg_idle_def","100","305002","1.6","420","1"
"6","305","1","1","1","","1","305003","0.1","1","0"
"6","305","1","1","110911","","1","305004","0.1","1","0"
"93","305","0","","0.2","","","305005","","",""
"21","305","vo_minigame_1007_top_talk_17_023","","vo_minigame_1007","","0","305006","","0",""
"11","305","恭喜全部收齊！\n學長無盡漫長的\n慈樂之音好棒棒之道\n終於開始了呢。","0","110911","0","5","305007","0","0","0"
"3","305","cgg_talk_doya","1","1","","0","305008","0.2","cgg_idle_doya","0"
"3","305","cgg_talk_joy1","","110911","","1","305009","0.2","",""
"93","305","0","","1.9","","","305010","","",""
"3","305","cgg_idle_nod","","1","","1","305011","0.2","",""
"3","305","cgg_talk_joy3_dere","","110911","","1","305012","0.2","",""
"91","305","","","305007","","","305013","","",""
"93","305","0","","0.5","","","305014","","",""
"3","305","cgg_idle_def","","110911","","1","305015","0.2","",""
"3","305","cgg_talk_doya","1","1","","0","305016","0.2","cgg_idle_doya","0"
"12","305","6","","1","","1.4","305017","0.2","",""
"93","305","0","","3","","","305018","","",""
"3","305","cgg_idle_normal","","1","","1","305019","0.2","",""
"3","305","cgg_talk_joy3","","110911","","1","305020","0.2","",""
"12","305","10","","110911","","1.4","305021","0.2","",""
"93","305","0","","3","","","305022","","",""
"3","305","cgg_idle_def","","110911","","1","305023","0.2","",""
"3","305","cgg_idle_reaction3","","1","","1","305024","0.2","",""
"12","305","10","","1","","1.4","305025","0.2","",""
"93","305","0","","3","","","305026","","",""
"3","305","cgg_idle_normal","","1","","1","305027","0.2","",""
"3","305","cgg_talk_arm_crossed","1","110911","","0","305028","0.2","cgg_idle_arm_crossed","0"
"12","305","7","","110911","","1.4","305029","0.2","",""
"93","305","0","","3","","","305030","","",""
"101","305","0","","305015","","","305031","","",""
"22","305","0.5","","0","","","305032","","",""
"6","305","1","0","1","","1","305033","0.1","1","0"
"6","305","1","0","110911","","1","305034","0.1","1","0"
"93","305","0","","0.1","","","305035","","",""
"3","305","cgg_idle_normal","","1","","1","305036","0","",""
"3","305","cgg_idle_def","","110911","","1","305037","0","",""
"5","306","1","-230","1","cgg_idle_normal","100","306001","160","-420","0"
"1","306","117211","-230","1","cgg_idle_def","100","306002","1.6","290","1"
"1","306","117311","-230","1","cgg_idle_def","101","306003","1.6","405","1"
"1","306","117411","-230","1","cgg_idle_def","102","306004","1.6","520","1"
"6","306","1","1","1","","1","306005","0.1","1","0"
"6","306","1","1","117211","","1","306006","0.1","1","0"
"6","306","1","1","117311","","1","306007","0.1","1","0"
"6","306","1","1","117411","","1","306008","0.1","1","0"
"93","306","0","","0.2","","","306009","","",""
"21","306","vo_minigame_1007_top_talk_18_024","","vo_minigame_1007","","0","306010","","0",""
"11","306","謝謝你蒐集了\n我們所有的周邊♪","0","117211","0","4","306011","0","0","0"
"3","306","cgg_idle_reaction1","","1","","1","306012","0.2","",""
"3","306","cgg_talk_joy1_normal","","117211","","1","306013","0.2","",""
"93","306","0","","2.4","","","306014","","",""
"3","306","cgg_joy","1","1","","0","306015","0.2","cgg_idle_reaction3","0"
"3","306","cgg_talk_surprise_nozomi","","117211","","1","306016","0.2","",""
"91","306","","","306011","","","306017","","",""
"3","306","cgg_idle_def","","117211","","1","306018","0.2","",""
"21","306","vo_minigame_1007_top_talk_18_025","","vo_minigame_1007","","0","306019","","0",""
"11","306","居然全部蒐集到了，\n我好驚訝。\n恭喜你。","0","117311","0","4","306020","0","0","0"
"3","306","cgg_talk_doya","1","1","","0","306021","0.2","cgg_idle_doya","0"
"3","306","cgg_talk_surprise1","","117311","","1","306022","0.2","",""
"93","306","0","","4.5","","","306023","","",""
"3","306","cgg_idle_reaction5","","1","","1","306024","0.2","",""
"3","306","cgg_talk_wish","","117311","","1","306025","0.2","",""
"91","306","","","306020","","","306026","","",""
"3","306","cgg_idle_def","","117311","","1","306027","0.2","",""
"21","306","vo_minigame_1007_top_talk_18_026","","vo_minigame_1007","","0","306028","","0",""
"11","306","既然好不容易集齊了，\n那個……\n你要好好珍惜喔！","0","117411","0","4","306029","0","0","0"
"3","306","cgg_idle_surprise1","","1","","1","306030","0.2","",""
"3","306","cgg_idle_tsun","","117411","","1","306031","0.2","",""
"93","306","0","","4.3","","","306032","","",""
"3","306","cgg_talk_guts2","1","1","","0","306033","0.2","cgg_idle_guts2","0"
"3","306","cgg_talk_joy1","","117411","","1","306034","0.2","",""
"91","306","","","306029","","","306035","","",""
"93","306","0","","0.5","","","306036","","",""
"3","306","cgg_idle_def","","117411","","1","306037","0.2","",""
"3","306","cgg_idle_normal","","1","","1","306038","0.2","",""
"3","306","cgg_talk_joy1","","117211","","1","306039","0.2","",""
"12","306","10","","117211","","1.4","306040","0.2","",""
"93","306","0","","3","","","306041","","",""
"3","306","cgg_idle_def","","117211","","1","306042","0.2","",""
"3","306","cgg_talk_wish","","117311","","1","306043","0.2","",""
"12","306","7","","117311","","1.4","306044","0.2","",""
"93","306","0","","3","","","306045","","",""
"3","306","cgg_idle_def","","117311","","1","306046","0.2","",""
"3","306","cgg_talk_guts","1","117411","","0","306047","0.2","cgg_idle_guts","0"
"12","306","4","","117411","","1.4","306048","0.2","",""
"93","306","0","","3","","","306049","","",""
"3","306","cgg_idle_def","","117411","","1","306050","0.2","",""
"3","306","cgg_idle_reaction3","","1","","1","306051","0.2","",""
"12","306","6","","1","","1.4","306052","0.2","",""
"93","306","0","","3","","","306053","","",""
"101","306","0","","306038","","","306054","","",""
"22","306","0.5","","0","","","306055","","",""
"6","306","1","0","1","","1","306056","0.1","1","0"
"6","306","1","0","117211","","1","306057","0.1","1","0"
"6","306","1","0","117311","","1","306058","0.1","1","0"
"6","306","1","0","117411","","1","306059","0.1","1","0"
"93","306","0","","0.1","","","306060","","",""
"3","306","cgg_idle_normal","","1","","1","306061","0","",""
"3","306","cgg_idle_def","","117211","","1","306062","0","",""
"3","306","cgg_idle_def","","117311","","1","306063","0","",""
"3","306","cgg_idle_def","","117411","","1","306064","0","",""
