ec7fb79685705f215700358c7772e80afa1f946b6fe10aa19557a8d3edffcb1d,adfe950502a7d47f2b844199fe0c2224e97548ff7e638cd534c994676c61c418,2f5595b395aee642d5fca6b6f0108dbbf0687b7c6e209f36dc7f02c791762241,933e57ded364781e67bfc681ded08ed7f8c671d5a5f4c423b25f9f230a0e44b9,9b9c2b953c819bb19de0e882db4da83ed605e302d8ac86c4f6b5b363b01493ff
"boss_def_lower_limit","92409010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","201","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92409010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","202","提升魔法防禦力（不可降低）"
"17","92409010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","203","賦予TP上升的上限"
"9","92409010","戰鬥開始時，中幅度降低全體角色的HP吸收。","204","降低HP吸收"
"16","92409020","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","205","闇屬性獎勵特大幅度提升"
"boss_def_lower_limit","92409020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","206","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92409020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","207","提升魔法防禦力（不可降低）"
"17","92409020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","208","賦予TP上升的上限"
"9","92409020","戰鬥開始時，中幅度降低全體角色的HP吸收。","209","降低HP吸收"
"16","92409030","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","210","闇屬性獎勵特大幅度提升"
"boss_def_lower_limit","92409030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","211","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92409030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","212","提升魔法防禦力（不可降低）"
"17","92409030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","213","賦予TP上升的上限"
"9","92409030","戰鬥開始時，中幅度降低全體角色的HP吸收。","214","降低HP吸收"
"16","92409110","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","215","闇屬性獎勵特大幅度提升"
"boss_def_lower_limit","92409110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","216","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92409110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","217","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92409110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","218","減少降低TP"
"18","92409110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","219","傷害值衰減"
"17","92409110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","220","賦予TP上升的上限"
"9","92409110","戰鬥開始時，中幅度降低全體角色的HP吸收。","221","降低HP吸收"
"16","92409120","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","222","闇屬性獎勵特大幅度提升"
"boss_def_lower_limit","92409120","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","223","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92409120","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","224","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92409120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","225","減少降低TP"
"18","92409120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","226","傷害值衰減"
"17","92409120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","227","賦予TP上升的上限"
"9","92409120","戰鬥開始時，中幅度降低全體角色的HP吸收。","228","降低HP吸收"
"16","92409130","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","229","闇屬性獎勵特大幅度提升"
"boss_def_lower_limit","92409130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","230","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92409130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","231","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92409130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","232","減少降低TP"
"18","92409130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","233","傷害值衰減"
"17","92409130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","234","賦予TP上升的上限"
"9","92409130","戰鬥開始時，中幅度降低全體角色的HP吸收。","235","降低HP吸收"
"16","92409140","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","236","闇屬性獎勵特大幅度提升"
"boss_def_lower_limit","92409140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","237","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92409140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","238","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92409140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","239","減少降低TP"
"18","92409140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","240","傷害值衰減"
"17","92409140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","241","賦予TP上升的上限"
"9","92409140","戰鬥開始時，中幅度降低全體角色的HP吸收。","242","降低HP吸收"
"16","92409210","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","243","闇屬性獎勵特大幅度提升"
"boss_def_lower_limit","92409210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","244","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92409210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","245","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92409210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","246","減少降低TP"
"18","92409210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","247","傷害值衰減"
"17","92409210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","248","賦予TP上升的上限"
"9","92409210","戰鬥開始時，中幅度降低全體角色的HP吸收。","249","降低HP吸收"
"16","92409220","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","250","闇屬性獎勵特大幅度提升"
"boss_def_lower_limit","92409220","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","251","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92409220","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","252","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92409220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","253","減少降低TP"
"18","92409220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","254","傷害值衰減"
"17","92409220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","255","賦予TP上升的上限"
"9","92409220","戰鬥開始時，中幅度降低全體角色的HP吸收。","256","降低HP吸收"
"16","92409230","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","257","闇屬性獎勵特大幅度提升"
"boss_def_lower_limit","92409230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","258","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92409230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","259","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92409230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","260","減少降低TP"
"18","92409230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","261","傷害值衰減"
"17","92409230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","262","賦予TP上升的上限"
"9","92409230","戰鬥開始時，中幅度降低全體角色的HP吸收。","263","降低HP吸收"
"16","92409240","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","264","闇屬性獎勵特大幅度提升"
"boss_def_lower_limit","92409240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","265","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92409240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","266","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92409240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","267","減少降低TP"
"18","92409240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","268","傷害值衰減"
"17","92409240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","269","賦予TP上升的上限"
"9","92409240","戰鬥開始時，中幅度降低全體角色的HP吸收。","270","降低HP吸收"
"16","92409310","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","271","闇屬性獎勵特大幅度提升"
"boss_def_lower_limit","92409310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","272","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92409310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","273","提升魔法防禦力（不可降低）"
"18","92409310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","274","傷害值衰減"
"17","92409310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","275","賦予TP上升的上限"
"9","92409310","戰鬥開始時，中幅度降低全體角色的HP吸收。","276","降低HP吸收"
"16","92409320","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","277","闇屬性獎勵特大幅度提升"
"boss_def_lower_limit","92409320","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","278","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92409320","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","279","提升魔法防禦力（不可降低）"
"18","92409320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","280","傷害值衰減"
"17","92409320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","281","賦予TP上升的上限"
"9","92409320","戰鬥開始時，中幅度降低全體角色的HP吸收。","282","降低HP吸收"
"16","92409330","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","283","闇屬性獎勵特大幅度提升"
"boss_def_lower_limit","92409330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","284","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92409330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","285","提升魔法防禦力（不可降低）"
"18","92409330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","286","傷害值衰減"
"17","92409330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","287","賦予TP上升的上限"
"9","92409330","戰鬥開始時，中幅度降低全體角色的HP吸收。","288","降低HP吸收"
"16","92409340","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","289","闇屬性獎勵特大幅度提升"
"boss_def_lower_limit","92409340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","290","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92409340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","291","提升魔法防禦力（不可降低）"
"18","92409340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","292","傷害值衰減"
"17","92409340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","293","賦予TP上升的上限"
"9","92409340","戰鬥開始時，中幅度降低全體角色的HP吸收。","294","降低HP吸收"
"15","92410010","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","295","光屬性獎勵特大幅度提升"
"boss_def_lower_limit","92410010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","296","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92410010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","297","提升魔法防禦力（不可降低）"
"17","92410010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","298","賦予TP上升的上限"
"9","92410010","戰鬥開始時，中幅度降低全體角色的HP吸收。","299","降低HP吸收"
"15","92410020","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","300","光屬性獎勵特大幅度提升"
"boss_def_lower_limit","92410020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","301","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92410020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","302","提升魔法防禦力（不可降低）"
"17","92410020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","303","賦予TP上升的上限"
"9","92410020","戰鬥開始時，中幅度降低全體角色的HP吸收。","304","降低HP吸收"
"15","92410030","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","305","光屬性獎勵特大幅度提升"
"boss_def_lower_limit","92410030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","306","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92410030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","307","提升魔法防禦力（不可降低）"
"17","92410030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","308","賦予TP上升的上限"
"9","92410030","戰鬥開始時，中幅度降低全體角色的HP吸收。","309","降低HP吸收"
"15","92410110","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","310","光屬性獎勵特大幅度提升"
"boss_def_lower_limit","92410110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","311","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92410110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","312","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92410110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","313","減少降低TP"
"18","92410110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","314","傷害值衰減"
"17","92410110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","315","賦予TP上升的上限"
"9","92410110","戰鬥開始時，中幅度降低全體角色的HP吸收。","316","降低HP吸收"
"15","92410120","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","317","光屬性獎勵特大幅度提升"
"boss_def_lower_limit","92410120","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","318","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92410120","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","319","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92410120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","320","減少降低TP"
"18","92410120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","321","傷害值衰減"
"17","92410120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","322","賦予TP上升的上限"
"9","92410120","戰鬥開始時，中幅度降低全體角色的HP吸收。","323","降低HP吸收"
"15","92410130","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","324","光屬性獎勵特大幅度提升"
"boss_def_lower_limit","92410130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","325","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92410130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","326","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92410130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","327","減少降低TP"
"18","92410130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","328","傷害值衰減"
"17","92410130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","329","賦予TP上升的上限"
"9","92410130","戰鬥開始時，中幅度降低全體角色的HP吸收。","330","降低HP吸收"
"15","92410140","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","331","光屬性獎勵特大幅度提升"
"boss_def_lower_limit","92410140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","332","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92410140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","333","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92410140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","334","減少降低TP"
"18","92410140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","335","傷害值衰減"
"17","92410140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","336","賦予TP上升的上限"
"9","92410140","戰鬥開始時，中幅度降低全體角色的HP吸收。","337","降低HP吸收"
"15","92410210","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","338","光屬性獎勵特大幅度提升"
"boss_def_lower_limit","92410210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","339","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92410210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","340","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92410210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","341","減少降低TP"
"18","92410210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","342","傷害值衰減"
"17","92410210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","343","賦予TP上升的上限"
"9","92410210","戰鬥開始時，中幅度降低全體角色的HP吸收。","344","降低HP吸收"
"15","92410220","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","345","光屬性獎勵特大幅度提升"
"boss_def_lower_limit","92410220","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","346","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92410220","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","347","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92410220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","348","減少降低TP"
"18","92410220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","349","傷害值衰減"
"17","92410220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","350","賦予TP上升的上限"
"9","92410220","戰鬥開始時，中幅度降低全體角色的HP吸收。","351","降低HP吸收"
"15","92410230","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","352","光屬性獎勵特大幅度提升"
"boss_def_lower_limit","92410230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","353","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92410230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","354","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92410230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","355","減少降低TP"
"18","92410230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","356","傷害值衰減"
"17","92410230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","357","賦予TP上升的上限"
"9","92410230","戰鬥開始時，中幅度降低全體角色的HP吸收。","358","降低HP吸收"
"15","92410240","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","359","光屬性獎勵特大幅度提升"
"boss_def_lower_limit","92410240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","360","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92410240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","361","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92410240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","362","減少降低TP"
"18","92410240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","363","傷害值衰減"
"17","92410240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","364","賦予TP上升的上限"
"9","92410240","戰鬥開始時，中幅度降低全體角色的HP吸收。","365","降低HP吸收"
"15","92410310","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","366","光屬性獎勵特大幅度提升"
"boss_def_lower_limit","92410310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","367","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92410310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","368","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92410310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","369","減少降低TP"
"18","92410310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","370","傷害值衰減"
"17","92410310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","371","賦予TP上升的上限"
"9","92410310","戰鬥開始時，中幅度降低全體角色的HP吸收。","372","降低HP吸收"
"15","92410320","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","373","光屬性獎勵特大幅度提升"
"boss_def_lower_limit","92410320","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","374","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92410320","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","375","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92410320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","376","減少降低TP"
"18","92410320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","377","傷害值衰減"
"17","92410320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","378","賦予TP上升的上限"
"9","92410320","戰鬥開始時，中幅度降低全體角色的HP吸收。","379","降低HP吸收"
"15","92410330","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","380","光屬性獎勵特大幅度提升"
"boss_def_lower_limit","92410330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","381","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92410330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","382","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92410330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","383","減少降低TP"
"18","92410330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","384","傷害值衰減"
"17","92410330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","385","賦予TP上升的上限"
"9","92410330","戰鬥開始時，中幅度降低全體角色的HP吸收。","386","降低HP吸收"
"15","92410340","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","387","光屬性獎勵特大幅度提升"
"boss_def_lower_limit","92410340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","388","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92410340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","389","提升魔法防禦力（不可降低）"
"boss_tp_down_cut","92410340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","390","減少降低TP"
"18","92410340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","391","傷害值衰減"
"17","92410340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","392","賦予TP上升的上限"
"9","92410340","戰鬥開始時，中幅度降低全體角色的HP吸收。","393","降低HP吸收"
"12","92411010","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","394","火屬性獎勵特大幅度提升"
"boss_def_lower_limit","92411010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","395","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92411010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","396","提升魔法防禦力（不可降低）"
"17","92411010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","397","賦予TP上升的上限"
"9","92411010","戰鬥開始時，中幅度降低全體角色的HP吸收。","398","降低HP吸收"
"12","92411020","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","399","火屬性獎勵特大幅度提升"
"boss_def_lower_limit","92411020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","400","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","92411020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","401","提升魔法防禦力（不可降低）"
"17","92411020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","402","賦予TP上升的上限"
"9","92411020","戰鬥開始時，中幅度降低全體角色的HP吸收。","403","降低HP吸收"
"12","92411030","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","404","火屬性獎勵特大幅度提升"
