b8b24aa56bc8d5bf2d642a3cc01348eeaf1cf0a56038749bfdb0116ca994b930,8d56ce5f4426e9547a745a039a6f43c853d4548285790a46bd9ee01a0d49cc00,9c2599832e810147f3dcc2c6e19ff4b60f9c772fd5ac36ba219cecc8de2d1a72,a30c68f552229e392dc26df2dc33d0f618ebe10966fb2258e4e5beeecf44ab5a,42d0b0020d05e0b63b536f0fad0269525912830645df28c52e327df5ce6854dc,31720c7d84ce773814183def87460d2342a6523d4e725db6e7f971d6432cb05b,216342d81c4069ad39c59eed4ee88d481174007bfbef4c0a1c23e0d5915ebd8c,1dddb08dd8b80f2700ec2960a33b24fa187913b54f89280f3bd79605dfcf93ae,2fd1e13742ad7eff7c86bee836cbbf35fef24b5c7e11ed30e880e2acb6a2dd50
"2","502012203","67","521","320120206","1","10","0","3"
"3","0","11","522","320120206","0.65","43.5","0","1"
"1","502012206","50","523","320120207","0.7","-98","0","2"
"2","502012208","72","524","320120207","1","0","0","3"
"3","0","13","525","320120207","0.65","49","0","1"
"1","0","30","526","320120208","1.2","10","0","1"
"1","0","40","527","320120209","0.9","40","0","1"
"1","0","-35","528","320120210","1.1","-20","0","1"
"1","502012301","40","529","320120306","0.7","-74","0","2"
"2","502012303","67","530","320120306","1","10","0","3"
"3","0","11","531","320120306","0.65","43.5","0","1"
"1","502012306","50","532","320120307","0.7","-98","0","2"
"2","502012308","72","533","320120307","1","0","0","3"
"3","0","13","534","320120307","0.65","49","0","1"
"1","0","30","535","320120308","1.2","10","0","1"
"1","0","40","536","320120309","0.9","40","0","1"
"1","0","-35","537","320120310","1.1","-20","0","1"
"1","502012401","40","538","320120406","0.7","-74","0","2"
"2","502012403","67","539","320120406","1","10","0","3"
"3","0","11","540","320120406","0.65","43.5","0","1"
"1","502012406","50","541","320120407","0.7","-98","0","2"
"2","502012408","72","542","320120407","1","0","0","3"
"3","0","13","543","320120407","0.65","49","0","1"
"1","0","30","544","320120408","1.2","10","0","1"
"1","0","40","545","320120409","0.9","40","0","1"
"1","0","-35","546","320120410","1.1","-20","0","1"
"1","502012501","40","547","320120506","0.7","-74","0","2"
"2","502012503","67","548","320120506","1","10","0","3"
"3","0","11","549","320120506","0.65","43.5","0","1"
"1","502012506","50","550","320120507","0.7","-98","0","2"
"2","502012508","72","551","320120507","1","0","0","3"
"3","0","13","552","320120507","0.65","49","0","1"
"1","0","30","553","320120508","1.2","10","0","1"
"1","0","40","554","320120509","0.9","40","0","1"
"1","0","-35","555","320120510","1.1","-20","0","1"
"1","502013101","40","556","320130106","0.7","-74","0","2"
"2","502013103","67","557","320130106","0.8","10","0","3"
"3","0","11","558","320130106","0.65","43.5","0","1"
"1","502013106","50","559","320130107","0.7","-98","0","2"
"2","502013108","72","560","320130107","0.9","50","0","3"
"3","0","13","561","320130107","0.65","49","0","1"
"1","0","30","562","320130108","1.2","10","0","1"
"1","0","40","563","320130109","0.8","40","0","1"
"1","0","-35","564","320130110","1.1","-20","0","1"
"1","502013201","40","565","320130206","0.7","-74","0","2"
"2","502013203","67","566","320130206","0.8","10","0","3"
"3","0","11","567","320130206","0.65","43.5","0","1"
"1","502013206","50","568","320130207","0.7","-98","0","2"
"2","502013208","72","569","320130207","0.9","50","0","3"
"3","0","13","570","320130207","0.65","49","0","1"
"1","0","30","571","320130208","1.2","10","0","1"
"1","0","40","572","320130209","0.8","40","0","1"
"1","0","-35","573","320130210","1.1","-20","0","1"
"1","502013301","40","574","320130306","0.7","-74","0","2"
"2","502013303","67","575","320130306","0.8","10","0","3"
"3","0","11","576","320130306","0.65","43.5","0","1"
"1","502013306","50","577","320130307","0.7","-98","0","2"
"2","502013308","72","578","320130307","0.9","50","0","3"
"3","0","13","579","320130307","0.65","49","0","1"
"1","0","30","580","320130308","1.2","10","0","1"
"1","0","40","581","320130309","0.8","40","0","1"
"1","0","-35","582","320130310","1.1","-20","0","1"
"1","502013401","40","583","320130406","0.7","-74","0","2"
"2","502013403","67","584","320130406","0.8","10","0","3"
"3","0","11","585","320130406","0.65","43.5","0","1"
"1","502013406","50","586","320130407","0.7","-98","0","2"
"2","502013408","72","587","320130407","0.9","50","0","3"
"3","0","13","588","320130407","0.65","49","0","1"
"1","0","30","589","320130408","1.2","10","0","1"
"1","0","40","590","320130409","0.8","40","0","1"
"1","0","-35","591","320130410","1.1","-20","0","1"
"1","502013501","40","592","320130506","0.7","-74","0","2"
"2","502013503","67","593","320130506","0.8","10","0","3"
"3","0","11","594","320130506","0.65","43.5","0","1"
"1","502013506","50","595","320130507","0.7","-98","0","2"
"2","502013508","72","596","320130507","0.9","50","0","3"
"3","0","13","597","320130507","0.65","49","0","1"
"1","0","30","598","320130508","1.2","10","0","1"
"1","0","40","599","320130509","0.8","40","0","1"
"1","0","-35","600","320130510","1.1","-20","0","1"
"1","502014101","40","601","320140106","0.7","-74","0","2"
"2","502014103","67","602","320140106","1","13","0","3"
"3","0","11","603","320140106","0.65","43.5","0","1"
"1","502014106","50","604","320140107","0.7","-68","0","2"
"2","502014108","62","605","320140107","0.95","30","0","3"
"3","0","13","606","320140107","0.65","29","0","1"
"1","0","10","607","320140108","1","5","0","1"
"1","0","20","608","320140109","0.8","0","0","1"
"1","0","-35","609","320140110","1.1","-20","0","1"
"1","502014201","40","610","320140206","0.7","-74","0","2"
"2","502014203","67","611","320140206","1","13","0","3"
"3","0","11","612","320140206","0.65","43.5","0","1"
"1","502014206","50","613","320140207","0.7","-68","0","2"
"2","502014208","62","614","320140207","0.95","30","0","3"
"3","0","13","615","320140207","0.65","29","0","1"
"1","0","10","616","320140208","1","5","0","1"
"1","0","20","617","320140209","0.8","0","0","1"
"1","0","-35","618","320140210","1.1","-20","0","1"
"1","502014301","40","619","320140306","0.7","-74","0","2"
"2","502014303","67","620","320140306","1","13","0","3"
"3","0","11","621","320140306","0.65","43.5","0","1"
"1","502014306","50","622","320140307","0.7","-68","0","2"
"2","502014308","62","623","320140307","0.95","30","0","3"
"3","0","13","624","320140307","0.65","29","0","1"
"1","0","10","625","320140308","1","5","0","1"
"1","0","20","626","320140309","0.8","0","0","1"
"1","0","-35","627","320140310","1.1","-20","0","1"
"1","502014401","40","628","320140406","0.7","-74","0","2"
"2","502014403","67","629","320140406","1","13","0","3"
"3","0","11","630","320140406","0.65","43.5","0","1"
"1","502014406","50","631","320140407","0.7","-68","0","2"
"2","502014408","62","632","320140407","0.95","30","0","3"
"3","0","13","633","320140407","0.65","29","0","1"
"1","0","10","634","320140408","1","5","0","1"
"1","0","20","635","320140409","0.8","0","0","1"
"1","0","-35","636","320140410","1.1","-20","0","1"
"1","502014501","40","637","320140506","0.7","-74","0","2"
"2","502014503","67","638","320140506","1","13","0","3"
"3","0","11","639","320140506","0.65","43.5","0","1"
"1","502014506","50","640","320140507","0.7","-68","0","2"
"2","502014508","62","641","320140507","0.95","30","0","3"
"3","0","13","642","320140507","0.65","29","0","1"
"1","0","10","643","320140508","1","5","0","1"
"1","0","20","644","320140509","0.8","0","0","1"
"1","0","-35","645","320140510","1.1","-20","0","1"
"1","502015101","40","646","320150106","0.7","-74","0","2"
"2","502015103","67","647","320150106","1","13","0","3"
"3","0","11","648","320150106","0.65","43.5","0","1"
"1","502015106","40","649","320150107","0.7","-74","0","2"
"2","502015108","67","650","320150107","1","10","0","3"
"3","0","11","651","320150107","0.65","43.5","0","1"
"1","0","10","652","320150108","1","5","0","1"
"1","0","20","653","320150109","0.8","0","0","1"
"1","0","-45","654","320150110","0.43","-85","0","1"
"2","0","-45","655","320150110","0.43","85","0","2"
"1","502015201","40","656","320150206","0.7","-74","0","1"
"2","502015203","67","657","320150206","1","13","0","2"
"3","0","11","658","320150206","0.65","43.5","0","1"
"1","502015206","40","659","320150207","0.7","-74","0","2"
"2","502015208","67","660","320150207","1","10","0","3"
"3","0","11","661","320150207","0.65","43.5","0","1"
"1","0","10","662","320150208","1","5","0","1"
"1","0","20","663","320150209","0.8","0","0","1"
"1","0","-45","664","320150210","0.43","-85","0","1"
"2","0","-45","665","320150210","0.43","85","0","2"
"1","502015301","40","666","320150306","0.7","-74","0","1"
"2","502015303","67","667","320150306","1","13","0","2"
"3","0","11","668","320150306","0.65","43.5","0","1"
"1","502015306","40","669","320150307","0.7","-74","0","2"
"2","502015308","67","670","320150307","1","10","0","3"
"3","0","11","671","320150307","0.65","43.5","0","1"
"1","0","10","672","320150308","1","5","0","1"
"1","0","20","673","320150309","0.8","0","0","1"
"1","0","-45","674","320150310","0.43","-85","0","1"
"2","0","-45","675","320150310","0.43","85","0","2"
"1","502015401","40","676","320150406","0.7","-74","0","1"
"2","502015403","67","677","320150406","1","13","0","2"
"3","0","11","678","320150406","0.65","43.5","0","1"
"1","502015406","40","679","320150407","0.7","-74","0","2"
"2","502015408","67","680","320150407","1","10","0","3"
"3","0","11","681","320150407","0.65","43.5","0","1"
"1","0","10","682","320150408","1","5","0","1"
"1","0","20","683","320150409","0.8","0","0","1"
"1","0","-45","684","320150410","0.43","-85","0","1"
"2","0","-45","685","320150410","0.43","85","0","2"
"1","502015501","40","686","320150506","0.7","-74","0","1"
"2","502015503","67","687","320150506","1","13","0","2"
"3","0","11","688","320150506","0.65","43.5","0","1"
"1","502015506","40","689","320150507","0.7","-74","0","2"
"2","502015508","67","690","320150507","1","10","0","3"
"3","0","11","691","320150507","0.65","43.5","0","1"
"1","0","10","692","320150508","1","5","0","1"
"1","0","20","693","320150509","0.8","0","0","1"
"1","0","-45","694","320150510","0.43","-85","0","1"
"2","0","-45","695","320150510","0.43","85","0","2"
"1","502016101","49","696","320160106","0.7","-74","0","2"
"2","502016103","67","697","320160106","0.75","13","0","3"
"3","0","11","698","320160106","0.65","43.5","0","1"
"1","502016106","50","699","320160107","0.7","59","0","2"
"2","502016108","62","700","320160107","0.9","-10","0","3"
"3","0","13","701","320160107","0.65","-49","0","1"
"1","0","10","702","320160108","1","5","0","1"
"1","0","10","703","320160109","0.9","0","0","1"
"1","0","-45","704","320160110","0.4","-85","0","1"
"2","0","-45","705","320160110","0.4","85","0","2"
"1","502016201","49","706","320160206","0.7","-74","0","2"
"2","502016203","67","707","320160206","0.75","13","0","2"
"3","0","11","708","320160206","0.65","43.5","0","1"
"1","502016206","50","709","320160207","0.7","59","0","2"
"2","502016208","62","710","320160207","0.9","-10","0","3"
"3","0","13","711","320160207","0.65","-49","0","1"
"1","0","10","712","320160208","1","5","0","1"
"1","0","10","713","320160209","0.9","0","0","1"
"1","0","-45","714","320160210","0.4","-85","0","1"
"2","0","-45","715","320160210","0.4","85","0","2"
"1","502016301","49","716","320160306","0.7","-74","0","2"
"2","502016303","67","717","320160306","0.75","13","0","2"
"3","0","11","718","320160306","0.65","43.5","0","1"
"1","502016306","50","719","320160307","0.7","59","0","2"
"2","502016308","62","720","320160307","0.9","-10","0","3"
"3","0","13","721","320160307","0.65","-49","0","1"
"1","0","10","722","320160308","1","5","0","1"
"1","0","10","723","320160309","0.9","0","0","1"
"1","0","-45","724","320160310","0.4","-85","0","1"
"2","0","-45","725","320160310","0.4","85","0","2"
"1","502016401","49","726","320160406","0.7","-74","0","2"
"2","502016403","67","727","320160406","0.75","13","0","2"
"3","0","11","728","320160406","0.65","43.5","0","1"
"1","502016406","50","729","320160407","0.7","59","0","2"
"2","502016408","62","730","320160407","0.9","-10","0","3"
"3","0","13","731","320160407","0.65","-49","0","1"
"1","0","10","732","320160408","1","5","0","1"
"1","0","10","733","320160409","0.9","0","0","1"
"1","0","-45","734","320160410","0.4","-85","0","1"
"2","0","-45","735","320160410","0.4","85","0","2"
"1","502016501","49","736","320160506","0.7","-74","0","2"
"2","502016503","67","737","320160506","0.75","13","0","2"
"3","0","11","738","320160506","0.65","43.5","0","1"
"1","502016506","50","739","320160507","0.7","59","0","2"
"2","502016508","62","740","320160507","0.9","-10","0","3"
"3","0","13","741","320160507","0.65","-49","0","1"
"1","0","10","742","320160508","1","5","0","1"
"1","0","10","743","320160509","0.9","0","0","1"
"1","0","-45","744","320160510","0.4","-85","0","1"
"2","0","-45","745","320160510","0.4","85","0","2"
