46e738668c535483edb3fd8cb577f40269d0d677dc9ef09427db8e3efc1f81e6,8736811f2515e77bc332f7fa4ccb425fa52ae56568d8b25cbb484057ea08c53f,d727a1783612e8ccca3b090c8a6cc4ecc2525b00d14a0cf76ae25b8c2fdb4c59,8a0f0b85a65219b80110a7f5460d8ddfa0df35d78188588e44e2ba2908942eb7,0fb90e557efb68a20faa8e5a25d67ee7127f9d198a6c04db0c28a7d347c359f2,99b1a3b1716be03e26bde787e337d80bd0cfb47d0240972baa42b738b725aa77,49b0ede59d0fb52d59c21f40d351e2604ddb52b0baf6d31e9269c54340e58eb8,8e142037282226077a1d7a97425c7dabf0abd293a22bd8d1c653eeccb02fbb42
"710041705","710041701","710041704","712104171","710041702","710000417","100","710041703"
"710041805","710041803","710041802","712104181","710041804","710000418","100","710041801"
"710041905","710041903","710041902","712104191","710041904","710000419","100","710041901"
"710042002","710042001","710042003","712104201","710042005","710000420","100","710042004"
"710042105","710042103","710042104","712204211","710042102","710000421","100","710042101"
"710042205","710042204","710042202","712204221","710042201","710000422","100","710042203"
"710042305","710042301","710042302","712204231","710042304","710000423","100","710042303"
"710042405","710042401","710042402","712204241","710042404","710000424","100","710042403"
"710042505","710042503","710042504","712204251","710042502","710000425","100","710042501"
"710042605","710042604","710042602","712204261","710042601","710000426","100","710042603"
"710042705","710042701","710042702","712204271","710042704","710000427","100","710042703"
"710042805","710042801","710042802","712204281","710042804","710000428","100","710042803"
"710042905","710042903","710042902","712204291","710042904","710000429","100","710042901"
"710043002","710043001","710043003","712204301","710043005","710000430","100","710043004"
"710043105","710043101","710043102","712304311","710043104","710000431","100","710043103"
"710043205","710043203","710043204","712304321","710043202","710000432","100","710043201"
"710043305","710043301","710043302","712304331","710043304","710000433","100","710043303"
"710043405","710043404","710043402","712304341","710043401","710000434","100","710043403"
"710043505","710043501","710043502","712304351","710043504","710000435","100","710043503"
"710043605","710043601","710043604","712304361","710043602","710000436","100","710043603"
"710043705","710043701","710043702","712304371","710043704","710000437","100","710043703"
"710043805","710043801","710043802","712304381","710043804","710000438","100","710043803"
"710043905","710043901","710043904","712304391","710043902","710000439","100","710043903"
"710044002","710044001","710044003","712304401","710044005","710000440","100","710044004"
"710044105","710044101","710044102","712404411","710044104","710000441","100","710044103"
"710044205","710044201","710044202","712404421","710044204","710000442","100","710044203"
"710044305","710044304","710044302","712404431","710044301","710000443","100","710044303"
"710044405","710044401","710044402","712404441","710044404","710000444","100","710044403"
"710044505","710044503","710044502","712404451","710044504","710000445","100","710044501"
"710044605","710044601","710044602","712404461","710044604","710000446","100","710044603"
"710044705","710044703","710044704","712404471","710044702","710000447","100","710044701"
"710044805","710044804","710044802","712404481","710044801","710000448","100","710044803"
"710044905","710044904","710044902","712404491","710044901","710000449","100","710044903"
"710045002","710045004","710045003","712404501","710045005","710000450","100","710045001"
"710045105","710045103","710045102","712504511","710045104","710000451","100","710045101"
"710045205","710045201","710045202","712504521","710045204","710000452","100","710045203"
"710045305","710045301","710045304","712504531","710045302","710000453","100","710045303"
"710045405","710045401","710045404","712504541","710045402","710000454","100","710045403"
"710045505","710045501","710045502","712504551","710045504","710000455","100","710045503"
"710045605","710045601","710045604","712504561","710045602","710000456","100","710045603"
"710045705","710045704","710045702","712504571","710045701","710000457","100","710045703"
"710045805","710045801","710045804","712504581","710045802","710000458","100","710045803"
"710045905","710045901","710045902","712504591","710045904","710000459","100","710045903"
"710046002","710046001","710046003","712504601","710046005","710000460","100","710046004"
"710046105","710046103","710046104","712604611","710046102","710000461","100","710046101"
"710046205","710046201","710046202","712604621","710046204","710000462","100","710046203"
"710046302","710046301","710046305","712604631","710046304","710000463","100","710046303"
"710046405","710046403","710046402","712604641","710046404","710000464","100","710046401"
"710046505","710046501","710046502","712604651","710046504","710000465","100","710046503"
"710046605","710046601","710046602","712604661","710046604","710000466","100","710046603"
"710046702","710046701","710046705","712604671","710046704","710000467","100","710046703"
"710046805","710046804","710046802","712604681","710046801","710000468","100","710046803"
"710046905","710046901","710046902","712604691","710046904","710000469","100","710046903"
"710047005","710047001","710047003","712604701","710047002","710000470","100","710047004"
"710047105","710047101","710047104","712704711","710047102","710000471","100","710047103"
"710047205","710047203","710047204","712704721","710047202","710000472","100","710047201"
"710047302","710047301","710047305","712704731","710047304","710000473","100","710047303"
"710047402","710047401","710047405","712704741","710047404","710000474","100","710047403"
"710047505","710047503","710047502","712704751","710047504","710000475","100","710047501"
"710047605","710047604","710047602","712704761","710047601","710000476","100","710047603"
"710047705","710047702","710047704","712704771","710047703","710000477","100","710047701"
"710047802","710047801","710047805","712704781","710047804","710000478","100","710047803"
"710047905","710047903","710047902","712704791","710047904","710000479","100","710047901"
"710048005","710048002","710048003","712704801","710048004","710000480","100","710048001"
"710048105","710048101","710048102","712804811","710048104","710000481","100","710048103"
"710048202","710048201","710048205","712804821","710048204","710000482","100","710048203"
"710048305","710048304","710048302","712804831","710048301","710000483","100","710048303"
"710048405","710048404","710048402","712804841","710048401","710000484","100","710048403"
"710048505","710048504","710048502","712804851","710048501","710000485","100","710048503"
"710048605","710048601","710048602","712804861","710048604","710000486","100","710048603"
"710048702","710048701","710048705","712804871","710048704","710000487","100","710048703"
"710048805","710048804","710048802","712804881","710048801","710000488","100","710048803"
"710048905","710048904","710048902","712804891","710048901","710000489","100","710048903"
"710049005","710049004","710049003","712804901","710049002","710000490","100","710049001"
"710049105","710049101","710049102","712904911","710049104","710000491","100","710049103"
"710049205","710049203","710049204","712904921","710049202","710000492","100","710049201"
"710049302","710049301","710049305","712904931","710049304","710000493","100","710049303"
"710049405","710049403","710049402","712904941","710049404","710000494","100","710049401"
"710049505","710049501","710049502","712904951","710049504","710000495","100","710049503"
"710049605","710049601","710049602","712904961","710049604","710000496","100","710049603"
"710049705","710049701","710049704","712904971","710049702","710000497","100","710049703"
"710049805","710049801","710049804","712904981","710049802","710000498","100","710049803"
"710049905","710049903","710049902","712904991","710049904","710000499","100","710049901"
"710050005","710050004","710050003","712905001","710050002","710000500","100","710050001"
"710050105","710050101","710050102","713005011","710050104","710000501","100","710050103"
"710050202","710050201","710050205","713005021","710050204","710000502","100","710050203"
"710050302","710050301","710050305","713005031","710050304","710000503","100","710050303"
"710050405","710050403","710050402","713005041","710050404","710000504","100","710050401"
"710050505","710050501","710050504","713005051","710050502","710000505","100","710050503"
"710050605","710050601","710050602","713005061","710050604","710000506","100","710050603"
"710050705","710050704","710050702","713005071","710050701","710000507","100","710050703"
"710050805","710050801","710050804","713005081","710050802","710000508","100","710050803"
"710050902","710050901","710050905","713005091","710050904","710000509","100","710050903"
"710051002","710051001","710051003","713005101","710051005","710000510","100","710051004"
"710051105","710051101","710051102","713105111","710051104","710000511","100","710051103"
"710051205","710051203","710051204","713105121","710051202","710000512","100","710051201"
"710051302","710051301","710051305","713105131","710051304","710000513","100","710051303"
"710051405","710051401","710051404","713105141","710051402","710000514","100","710051403"
"710051505","710051501","710051504","713105151","710051502","710000515","100","710051503"
"710051605","710051603","710051602","713105161","710051604","710000516","100","710051601"
"710051705","710051701","710051704","713105171","710051702","710000517","100","710051703"
"710051805","710051801","710051802","713105181","710051804","710000518","100","710051803"
"710051902","710051901","710051905","713105191","710051904","710000519","100","710051903"
"710052002","710052001","710052003","713105201","710052005","710000520","100","710052004"
"710052105","710052101","710052102","713205211","710052104","710000521","100","710052103"
"710052205","710052203","710052204","713205221","710052202","710000522","100","710052201"
"710052302","710052301","710052305","713205231","710052304","710000523","100","710052303"
"710052405","710052401","710052402","713205241","710052404","710000524","100","710052403"
"710052505","710052504","710052502","713205251","710052501","710000525","100","710052503"
"710052605","710052601","710052604","713205261","710052602","710000526","100","710052603"
"710052702","710052701","710052705","713205271","710052704","710000527","100","710052703"
"710052805","710052801","710052804","713205281","710052802","710000528","100","710052803"
"710052905","710052901","710052902","713205291","710052904","710000529","100","710052903"
"710053002","710053001","710053003","713205301","710053005","710000530","100","710053004"
"710053105","710053104","710053102","713305311","710053101","710000531","100","710053103"
"710053205","710053201","710053202","713305321","710053204","710000532","100","710053203"
"710053305","710053301","710053304","713305331","710053302","710000533","100","710053303"
"710053405","710053403","710053402","713305341","710053404","710000534","100","710053401"
"710053502","710053504","710053505","713305351","710053501","710000535","100","710053503"
"710053605","710053601","710053602","713305361","710053604","710000536","100","710053603"
"710053702","710053704","710053705","713305371","710053701","710000537","100","710053703"
"710053805","710053803","710053804","713305381","710053802","710000538","100","710053801"
"710053905","710053904","710053902","713305391","710053901","710000539","100","710053903"
"710054002","710054001","710054003","713305401","710054005","710000540","100","710054004"
"710054105","710054104","710054102","713405411","710054101","710000541","100","710054103"
"710054202","710054204","710054205","713405421","710054201","710000542","100","710054203"
"710054305","710054301","710054304","713405431","710054302","710000543","100","710054303"
"710054402","710054401","710054405","713405441","710054404","710000544","100","710054403"
"710054505","710054501","710054502","713405451","710054504","710000545","100","710054503"
"710054605","710054601","710054604","713405461","710054602","710000546","100","710054603"
"710054702","710054704","710054701","713405471","710054705","710000547","100","710054703"
"710054805","710054801","710054804","713405481","710054802","710000548","100","710054803"
"710054905","710054903","710054904","713405491","710054902","710000549","100","710054901"
"710055002","710055001","710055003","713405501","710055005","710000550","100","710055004"
"710055105","710055103","710055104","713505511","710055102","710000551","100","710055101"
"710055202","710055204","710055205","713505521","710055201","710000552","100","710055203"
"710055305","710055303","710055304","713505531","710055302","710000553","100","710055301"
"710055402","710055401","710055405","713505541","710055404","710000554","100","710055403"
"710055505","710055504","710055502","713505551","710055501","710000555","100","710055503"
"710055605","710055601","710055604","713505561","710055602","710000556","100","710055603"
"710055705","710055704","710055702","713505571","710055701","710000557","100","710055703"
"710055805","710055804","710055802","713505581","710055801","710000558","100","710055803"
"710055905","710055901","710055904","713505591","710055902","710000559","100","710055903"
"710056002","710056001","710056003","713505601","710056005","710000560","100","710056004"
"710056105","710056103","710056104","713605611","710056102","710000561","100","710056101"
"710056205","710056201","710056204","713605621","710056202","710000562","100","710056203"
"710056302","710056301","710056305","713605631","710056304","710000563","100","710056303"
"710056402","710056401","710056405","713605641","710056404","710000564","100","710056403"
"710056502","710056501","710056505","713605651","710056504","710000565","100","710056503"
"710056605","710056603","710056602","713605661","710056604","710000566","100","710056601"
"710056705","710056701","710056704","713605671","710056702","710000567","100","710056703"
"710056802","710056804","710056801","713605681","710056805","710000568","100","710056803"
"710056905","710056901","710056902","713605691","710056904","710000569","100","710056903"
"710057005","710057001","710057002","713605701","710057003","710000570","100","710057004"
"710057105","710057101","710057102","713705711","710057104","710000571","100","710057103"
"710057202","710057201","710057205","713705721","710057204","710000572","100","710057203"
"710057305","710057303","710057304","713705731","710057302","710000573","100","710057301"
"710057402","710057404","710057405","713705741","710057401","710000574","100","710057403"
"710057505","710057501","710057502","713705751","710057504","710000575","100","710057503"
"710057605","710057603","710057602","713705761","710057604","710000576","100","710057601"
"710057702","710057703","710057705","713705771","710057704","710000577","100","710057701"
"710057805","710057801","710057804","713705781","710057802","710000578","100","710057803"
"710057902","710057901","710057905","713705791","710057904","710000579","100","710057903"
"710058005","710058004","710058003","713705801","710058002","710000580","100","710058001"
"710058105","710058101","710058102","713805811","710058104","710000581","100","710058103"
"710058205","710058203","710058204","713805821","710058202","710000582","100","710058201"
"710058305","710058304","710058302","713805831","710058301","710000583","100","710058303"
"710058405","710058401","710058402","713805841","710058404","710000584","100","710058403"
"710058505","710058501","710058504","713805851","710058502","710000585","100","710058503"
"710058605","710058603","710058604","713805861","710058602","710000586","100","710058601"
"710058705","710058703","710058702","713805871","710058704","710000587","100","710058701"
"710058805","710058801","710058804","713805881","710058802","710000588","100","710058803"
"710058905","710058901","710058902","713805891","710058904","710000589","100","710058903"
"0","710059002","710059005","713805901","710059004","710000590","100","710059001"
"710059105","710059101","710059102","713905911","710059104","710000591","100","710059103"
"710059202","710059204","710059201","713905921","710059205","710000592","100","710059203"
"710059305","710059301","710059302","713905931","710059304","710000593","100","710059303"
"710059405","710059401","710059402","713905941","710059404","710000594","100","710059403"
"710059505","710059503","710059504","713905951","710059502","710000595","100","710059501"
"710059605","710059601","710059602","713905961","710059604","710000596","100","710059603"
"710059705","710059704","710059702","713905971","710059701","710000597","100","710059703"
"710059805","710059804","710059802","713905981","710059801","710000598","100","710059803"
"710059905","710059901","710059902","713905991","710059904","710000599","100","710059903"
"0","710060005","710060004","713906001","710060002","710000600","100","710060001"
"710060105","710060101","710060104","714006011","710060102","710000601","100","710060103"
"710060205","710060201","710060204","714006021","710060202","710000602","100","710060203"
"710060305","710060301","710060304","714006031","710060302","710000603","100","710060303"
"710060405","710060401","710060402","714006041","710060404","710000604","100","710060403"
"710060505","710060504","710060502","714006051","710060501","710000605","100","710060503"
"710060605","710060604","710060602","714006061","710060601","710000606","100","710060603"
"710060705","710060701","710060704","714006071","710060702","710000607","100","710060703"
"710060805","710060804","710060802","714006081","710060801","710000608","100","710060803"
"710060905","710060901","710060902","714006091","710060904","710000609","100","710060903"
"0","710061002","710061004","714006101","710061005","710000610","100","710061001"
"710061105","710061104","710061102","714106111","710061101","710000611","100","710061103"
"710061205","710061201","710061204","714106121","710061202","710000612","100","710061203"
"710061305","710061303","710061304","714106131","710061302","710000613","100","710061301"
"710061405","710061401","710061402","714106141","710061404","710000614","100","710061403"
"710061505","710061503","710061502","714106151","710061504","710000615","100","710061501"
"710061605","710061604","710061602","714106161","710061601","710000616","100","710061603"
"710061705","710061703","710061704","714106171","710061702","710000617","100","710061701"
"710061805","710061801","710061804","714106181","710061802","710000618","100","710061803"
"710061905","710061901","710061902","714106191","710061904","710000619","100","710061903"
"0","710062001","710062004","714106201","710062002","710000620","100","710062005"
"710062102","710062103","710062105","714206211","710062104","710000621","100","710062101"
"710062202","710062204","710062205","714206221","710062201","710000622","100","710062203"
"710062305","710062303","710062304","714206231","710062302","710000623","100","710062301"
"710062405","710062401","710062404","714206241","710062402","710000624","100","710062403"
"710062505","710062503","710062504","714206251","710062502","710000625","100","710062501"
"710062605","710062604","710062602","714206261","710062601","710000626","100","710062603"
"710062705","710062701","710062702","714206271","710062704","710000627","100","710062703"
"710062805","710062804","710062802","714206281","710062801","710000628","100","710062803"
"710062905","710062901","710062904","714206291","710062902","710000629","100","710062903"
"0","710063005","710063004","714206301","710063002","710000630","100","710063001"
"710063105","710063104","710063102","714306311","710063101","710000631","100","710063103"
"710063205","710063201","710063202","714306321","710063204","710000632","100","710063203"
"710063305","710063301","710063304","714306331","710063302","710000633","100","710063303"
"710063405","710063401","710063402","714306341","710063404","710000634","100","710063403"
"710063502","710063504","710063501","714306351","710063505","710000635","100","710063503"
"710063605","710063601","710063602","714306361","710063604","710000636","100","710063603"
"710063705","710063703","710063704","714306371","710063702","710000637","100","710063701"
"710063805","710063801","710063802","714306381","710063804","710000638","100","710063803"
"710063902","710063904","710063901","714306391","710063905","710000639","100","710063903"
"0","710064005","710064004","714306401","710064002","710000640","100","710064001"
"710064104","710064101","710064103","714406411","710064102","710000641","100","710064105"
"710064205","710064201","710064202","714406421","710064204","710000642","100","710064203"
"710064305","710064304","710064302","714406431","710064301","710000643","100","710064303"
"710064405","710064403","710064404","714406441","710064402","710000644","100","710064401"
"710064505","710064501","710064502","714406451","710064504","710000645","100","710064503"
"710064605","710064604","710064602","714406461","710064601","710000646","100","710064603"
"710064705","710064703","710064704","714406471","710064702","710000647","100","710064701"
"710064802","710064804","710064805","714406481","710064801","710000648","100","710064803"
"710064905","710064901","710064902","714406491","710064904","710000649","100","710064903"
"0","710065001","710065004","714406501","710065002","710000650","100","710065005"
"710065105","710065101","710065102","714506511","710065104","710000651","100","710065103"
"710065205","710065201","710065202","714506521","710065204","710000652","100","710065203"
"710065305","710065301","710065302","714506531","710065304","710000653","100","710065303"
"710065405","710065401","710065402","714506541","710065404","710000654","100","710065403"
"710065505","710065501","710065502","714506551","710065504","710000655","100","710065503"
"710065605","710065603","710065604","714506561","710065602","710000656","100","710065601"
"710065705","710065701","710065702","714506571","710065704","710000657","100","710065703"
"710065805","710065803","710065804","714506581","710065802","710000658","100","710065801"
"710065905","710065904","710065902","714506591","710065901","710000659","100","710065903"
"0","710066005","710066004","714506601","710066002","710000660","100","710066001"
"710066105","710066101","710066104","714606611","710066102","710000661","100","710066103"
"710066205","710066201","710066204","714606621","710066202","710000662","100","710066203"
"710066305","710066301","710066302","714606631","710066304","710000663","100","710066303"
"710066405","710066403","710066402","714606641","710066404","710000664","100","710066401"
"710066505","710066504","710066502","714606651","710066501","710000665","100","710066503"
"710066605","710066603","710066604","714606661","710066602","710000666","100","710066601"
"710066705","710066701","710066704","714606671","710066702","710000667","100","710066703"
"710066805","710066801","710066802","714606681","710066804","710000668","100","710066803"
"710066902","710066903","710066905","714606691","710066904","710000669","100","710066901"
"0","710067004","710067005","714606701","710067002","710000670","100","710067001"
"710067105","710067103","710067102","714706711","710067104","710000671","100","710067101"
"710067205","710067203","710067204","714706721","710067202","710000672","100","710067201"
"710067305","710067304","710067302","714706731","710067301","710000673","100","710067303"
"710067405","710067401","710067404","714706741","710067402","710000674","100","710067403"
"710067505","710067501","710067504","714706751","710067502","710000675","100","710067503"
"710067605","710067604","710067602","714706761","710067601","710000676","100","710067603"
"710067702","710067703","710067705","714706771","710067704","710000677","100","710067701"
"710067802","710067804","710067805","714706781","710067801","710000678","100","710067803"
"710067905","710067901","710067904","714706791","710067902","710000679","100","710067903"
"0","710068004","710068005","714706801","710068002","710000680","100","710068001"
"710068105","710068104","710068102","714806811","710068101","710000681","100","710068103"
"710068205","710068204","710068202","714806821","710068201","710000682","100","710068203"
"710068305","710068301","710068302","714806831","710068304","710000683","100","710068303"
"710068405","710068402","710068404","714806841","710068403","710000684","100","710068401"
"710068505","710068501","710068502","714806851","710068504","710000685","100","710068503"
"710068605","710068604","710068602","714806861","710068601","710000686","100","710068603"
"710068702","710068703","710068705","714806871","710068704","710000687","100","710068701"
"710068805","710068804","710068802","714806881","710068801","710000688","100","710068803"
"710068905","710068901","710068904","714806891","710068902","710000689","100","710068903"
"0","710069002","710069005","714806901","710069004","710000690","100","710069001"
"710069105","710069104","710069102","714906911","710069101","710000691","100","710069103"
"710069205","710069201","710069202","714906921","710069204","710000692","100","710069203"
"710069305","710069301","710069302","714906931","710069304","710000693","100","710069303"
"710069405","710069401","710069402","714906941","710069404","710000694","100","710069403"
"710069505","710069504","710069502","714906951","710069501","710000695","100","710069503"
"710069605","710069604","710069602","714906961","710069601","710000696","100","710069603"
"710069702","710069704","710069705","714906971","710069701","710000697","100","710069703"
"710069805","710069801","710069802","714906981","710069804","710000698","100","710069803"
"710069905","710069904","710069902","714906991","710069901","710000699","100","710069903"
"0","710070004","710070005","714907001","710070002","710000700","100","710070001"
"710070105","710070102","710070104","715007011","710070103","710000701","100","710070101"
"710070205","710070201","710070204","715007021","710070202","710000702","100","710070203"
"710070305","710070301","710070304","715007031","710070302","710000703","100","710070303"
"710070402","710070403","710070405","715007041","710070404","710000704","100","710070401"
"710070502","710070504","710070505","715007051","710070501","710000705","100","710070503"
"710070605","710070603","710070602","715007061","710070604","710000706","100","710070601"
"710070705","710070701","710070704","715007071","710070702","710000707","100","710070703"
"710070805","710070803","710070804","715007081","710070802","710000708","100","710070801"
"710070905","710070904","710070902","715007091","710070901","710000709","100","710070903"
"0","710071004","710071005","715007101","710071002","710000710","100","710071001"
"710071102","710071101","710071105","715107111","710071104","710000711","100","710071103"
"710071205","710071203","710071202","715107121","710071201","710000712","100","710071204"
"710071305","710071303","710071302","715107131","710071304","710000713","100","710071301"
"710071405","710071402","710071404","715107141","710071403","710000714","100","710071401"
"710071505","710071503","710071504","715107151","710071502","710000715","100","710071501"
"710071605","710071601","710071602","715107161","710071604","710000716","100","710071603"
"710071705","710071704","710071702","715107171","710071701","710000717","100","710071703"
"710071805","710071803","710071804","715107181","710071802","710000718","100","710071801"
"710071902","710071901","710071905","715107191","710071904","710000719","100","710071903"
"0","710072001","710072005","715107201","710072002","710000720","100","710072004"
"710072105","710072101","710072102","715207211","710072104","710000721","100","710072103"
"710072205","710072204","710072202","715207221","710072201","710000722","100","710072203"
"710072302","710072301","710072305","715207231","710072304","710000723","100","710072303"
"710072405","710072401","710072402","715207241","710072404","710000724","100","710072403"
"710072502","710072501","710072505","715207251","710072504","710000725","100","710072503"
"710072605","710072601","710072602","715207261","710072604","710000726","100","710072603"
"710072705","710072704","710072702","715207271","710072701","710000727","100","710072703"
"710072805","710072801","710072802","715207281","710072804","710000728","100","710072803"
"710072905","710072903","710072904","715207291","710072902","710000729","100","710072901"
"0","710073004","710073005","715207301","710073002","710000730","100","710073001"
"710073105","710073101","710073104","715307311","710073102","710000731","100","710073103"
"710073205","710073202","710073204","715307321","710073203","710000732","100","710073201"
"710073305","710073301","710073302","715307331","710073304","710000733","100","710073303"
"710073405","710073401","710073402","715307341","710073404","710000734","100","710073403"
"710073505","710073503","710073504","715307351","710073502","710000735","100","710073501"
"710073602","710073601","710073605","715307361","710073604","710000736","100","710073603"
"710073702","710073703","710073705","715307371","710073704","710000737","100","710073701"
"710073805","710073801","710073802","715307381","710073804","710000738","100","710073803"
"710073905","710073901","710073904","715307391","710073902","710000739","100","710073903"
"0","710074001","710074005","715307401","710074002","710000740","100","710074004"
"710074102","710074103","710074105","715407411","710074104","710000741","100","710074101"
"710074202","710074204","710074201","715407421","710074205","710000742","100","710074203"
"710074302","710074304","710074305","715407431","710074301","710000743","100","710074303"
"710074402","710074401","710074405","715407441","710074404","710000744","100","710074403"
"710074505","710074503","710074504","715407451","710074502","710000745","100","710074501"
"710074605","710074603","710074602","715407461","710074604","710000746","100","710074601"
"710074705","710074701","710074704","715407471","710074702","710000747","100","710074703"
"710074805","710074801","710074804","715407481","710074802","710000748","100","710074803"
"710074905","710074904","710074902","715407491","710074901","710000749","100","710074903"
"0","710075001","710075005","715407501","710075002","710000750","100","710075004"
"710075105","710075102","710075104","715507511","710075103","710000751","100","710075101"
"710075205","710075201","710075202","715507521","710075204","710000752","100","710075203"
"710075305","710075301","710075304","715507531","710075302","710000753","100","710075303"
"710075402","710075403","710075405","715507541","710075404","710000754","100","710075401"
"710075505","710075501","710075502","715507551","710075504","710000755","100","710075503"
"710075605","710075601","710075602","715507561","710075604","710000756","100","710075603"
"710075705","710075701","710075704","715507571","710075702","710000757","100","710075703"
"710075805","710075801","710075804","715507581","710075802","710000758","100","710075803"
"710075902","710075903","710075905","715507591","710075904","710000759","100","710075901"
"0","710076002","710076005","715507601","710076004","710000760","100","710076001"
"710076102","710076104","710076101","715607611","710076105","710000761","100","710076103"
"710076205","710076204","710076202","715607621","710076201","710000762","100","710076203"
"710076305","710076301","710076304","715607631","710076302","710000763","100","710076303"
"710076402","710076404","710076405","715607641","710076401","710000764","100","710076403"
"710076505","710076503","710076502","715607651","710076504","710000765","100","710076501"
"710076605","710076604","710076602","715607661","710076601","710000766","100","710076603"
"710076702","710076703","710076705","715607671","710076704","710000767","100","710076701"
"710076805","710076801","710076802","715607681","710076804","710000768","100","710076803"
"710076902","710076903","710076905","715607691","710076904","710000769","100","710076901"
"0","710077002","710077005","715607701","710077004","710000770","100","710077001"
"710077102","710077104","710077105","715707711","710077101","710000771","100","710077103"
"710077205","710077201","710077204","715707721","710077202","710000772","100","710077203"
"710077305","710077301","710077304","715707731","710077302","710000773","100","710077303"
"710077405","710077401","710077404","715707741","710077402","710000774","100","710077403"
"710077505","710077501","710077504","715707751","710077502","710000775","100","710077503"
"710077605","710077602","710077604","715707761","710077603","710000776","100","710077601"
"710077705","710077701","710077702","715707771","710077704","710000777","100","710077703"
"710077805","710077803","710077802","715707781","710077804","710000778","100","710077801"
"710077902","710077903","710077905","715707791","710077904","710000779","100","710077901"
"710078005","710078002","710078004","715707801","710078003","710000780","100","710078001"
"720007002","720007004","720007005","720100701","720007001","720000001","100","720007003"
"720011002","720011004","720011005","720201101","720011001","720000002","100","720011003"
"720013002","720013004","720013005","720301301","720013001","720000003","100","720013003"
"720015005","720015002","720015004","720401501","720015003","720000004","100","720015001"
"720017005","720017002","720017004","720501701","720017003","720000005","100","720017001"
"720019005","720019002","720019003","720601901","720019004","720000006","100","720019001"
"720021005","720021002","720021004","720702101","720021003","720000007","100","720021001"
"0","720023003","720023004","720802301","720023001","720000008","100","720023002"
"0","720025002","720025004","720902501","720025003","720000009","100","720025001"
"720027005","720027002","720027004","721002701","720027003","720000010","100","720027001"
"720029005","720029002","720029004","721102901","720029003","720000011","100","720029001"
"720031005","720031003","720031004","721203101","720031002","720000012","100","720031001"
"720033005","720033002","720033004","721303301","720033003","720000013","100","720033001"
"720035005","720035002","720035003","721403501","720035004","720000014","100","720035001"
"720036005","720036002","720036003","721503601","720036004","720000015","100","720036001"
"720037005","720037002","720037003","721603701","720037004","720000016","100","720037001"
"720038005","720038002","720038003","721703801","720038004","720000017","100","720038001"
"720039005","720039002","720039003","721803901","720039004","720000018","100","720039001"
"720040005","720040002","720040003","721904001","720040004","720000019","100","720040001"
"720041005","720041002","720041003","722004101","720041004","720000020","100","720041001"
"720042005","720042002","720042003","722104201","720042004","720000021","100","720042001"
"720043005","720043002","720043003","722204301","720043004","720000022","100","720043001"
"720044005","720044002","720044003","722304401","720044004","720000023","100","720044001"
"720045005","720045002","720045003","722404501","720045004","720000024","100","720045001"
"720046005","720046002","720046003","722504601","720046004","720000025","100","720046001"
"720047005","720047002","720047003","722604701","720047004","720000026","100","720047001"
"720048005","720048002","720048003","722704801","720048004","720000027","100","720048001"
"720049005","720049002","720049003","722804901","720049004","720000028","100","720049001"
"720050005","720050002","720050003","722905001","720050004","720000029","100","720050001"
"720051005","720051002","720051003","723005101","720051004","720000030","100","720051001"
"720052005","720052002","720052003","723105201","720052004","720000031","100","720052001"
"720053005","720053002","720053003","723205301","720053004","720000032","100","720053001"
"720054005","720054002","720054003","723305401","720054004","720000033","100","720054001"
"720055005","720055002","720055003","723405501","720055004","720000034","100","720055001"
"720056005","720056002","720056003","723505601","720056004","720000035","100","720056001"
"720057005","720057002","720057003","723605701","720057004","720000036","100","720057001"
"720058005","720058002","720058003","723705801","720058004","720000037","100","720058001"
"0","720059002","720059005","723805901","720059004","720000038","100","720059001"
"0","720060002","720060005","723906001","720060004","720000039","100","720060001"
"0","720061002","720061005","724006101","720061004","720000040","100","720061001"
"0","720062002","720062005","724106201","720062004","720000041","100","720062001"
"0","720063002","720063005","724206301","720063004","720000042","100","720063001"
"0","720064002","720064005","724306401","720064004","720000043","100","720064001"
"0","720065002","720065005","724406501","720065004","720000044","100","720065001"
"0","720066002","720066005","724506601","720066004","720000045","100","720066001"
"0","720067002","720067005","724606701","720067004","720000046","100","720067001"
"0","720068002","720068005","724706801","720068004","720000047","100","720068001"
"0","720069002","720069005","724806901","720069004","720000048","100","720069001"
"0","720070002","720070005","724907001","720070004","720000049","100","720070001"
"0","720071002","720071005","725007101","720071004","720000050","100","720071001"
"0","720072002","720072005","725107201","720072004","720000051","100","720072001"
"0","720073002","720073005","725207301","720073004","720000052","100","720073001"
"0","720074002","720074005","725307401","720074004","720000053","100","720074001"
"0","720075002","720075005","725407501","720075004","720000054","100","720075001"
"0","720076002","720076005","725507601","720076004","720000055","100","720076001"
"0","720077002","720077005","725607701","720077004","720000056","100","720077001"
"720078005","720078002","720078004","725707801","720078003","720000057","100","720078001"
"0","730035014","730035015","731403501","730035012","730000001","100","730035011"
"730035023","730035024","730035025","731403502","730035022","730000002","100","730035021"
"730035035","730035032","730035033","731403503","730035034","730000003","100","730035031"
"0","730036011","730036012","731503601","730036014","730000004","100","730036015"
"730036025","730036024","730036023","731503602","730036022","730000005","100","730036021"
"730036035","730036034","730036033","731503603","730036032","730000006","100","730036031"
"0","730037011","730037012","731603701","730037015","730000007","100","730037014"
"730037023","730037022","730037025","731603702","730037024","730000008","100","730037021"
