5f48ef8079364bbcfe7c24a1bbedce42f257a19de1862ec78b250c523c3ffc91,d6b5443966cb8592c2b011384b1e26895ed212bd7fa76ce9838f88b08a73a8df,8b3ef9bdc57853ade60dccccc2a0a2fa6d28ec7644b2dc099ca653c2fd3841de,2efa43427c945a00c548bad7d613e1f17286908714efaf8e789474b3c2b58965,55caa48d23a68019bca768f0946c5ec0dbb6073652c9d38423b714d561cf362e,1e4dd3d98c9e8280369e857c467466d2c888a674739ef2b3316e92fd68ce4ae0,c750fe9f07df1d94ecbac26229002fa1ee2a2cab623f9bd06f52101dd3017a31,a9778f6b73cf4a29b9f6c377d7c8bbaa0c93943567215f5edd7650e4d374e332,5e4210b2fd0e8f49148b30f151d8a84c202bd8b2fb34f80b465aca36d76d5b54,c631cb4c7950cb45bd5d50e79eb066956c52955fff1a84d6fe6df1c3384b56b8,bb64a8149569dd0bb68595c2519855f66911aadbf0aab10873a00f427f96cddd
"0.2","1007005076","","svd_talk_thinking","","1","3","113411","1007005","","1"
"","1007005077","","","","","93","3","1007005","",""
"0.2","1007005078","","svd_idle_thinking","","1","3","113411","1007005","","1"
"0","1007005079","","6","0","","12","113511","1007005","","1"
"0.2","1007005080","","svd_talk_normal","","","3","113511","1007005","","1"
"","1007005081","","","","","93","3","1007005","",""
"0.2","1007005082","","svd_idle_normal","","","3","113511","1007005","","1"
"0","1007005083","","9","0","","12","113411","1007005","","1"
"0.2","1007005084","","svd_talk_memory","","1","3","113411","1007005","","1"
"","1007005085","","","","","93","3","1007005","",""
"0.2","1007005086","","svd_idle_memory","","1","3","113411","1007005","","1"
"","1007005087","","","","","101","1007005071","1007005","",""
"1","1007005088","1","1","0","0","6","333","1007005","","1"
"","1007005089","","1","","","4","113511","1007005","",""
"0.2","1007005090","","svd_run","","","3","113511","1007005","","1"
"","1007005091","0.8","-750","","0","2","113511","1007005","","-300"
"","1007005092","","0","","","4","113411","1007005","",""
"0.2","1007005093","","svd_run","","","3","113411","1007005","","1"
"","1007005094","0.8","750","","0","2","113411","1007005","","-300"
"","1007005095","","","","","93","0.6","1007005","",""
"0.2","1007005096","1","1","0","0","6","113511","1007005","","1"
"0.2","1007005097","1","1","0","0","6","113411","1007005","","1"
"","1007005098","","","","","91","0","1007005","",""
"2.08","1007006001","-750","113511","0","-300","5","2","1007006","svd_idle_normal","100"
"2.08","1007006002","650","113411","1","-300","5","1","1007006","svd_idle_normal","100"
"1","1007006003","0","333","0","0","5","3","1007006","svd_white_loop","0"
"0","1007006004","1","1","0","0","6","333","1007006","","1"
"","1007006005","0","2","","","7","113511","1007006","","0"
"","1007006006","0.5","-750","","0","2","113511","1007006","","-300"
"0","1007006007","1","1","0","0","6","113411","1007006","","1"
"0","1007006008","-40","17","","0.8","31","7","1007006","","-140"
"","1007006009","0","2","","","34","17","1007006","","0"
"","1007006010","","","","","93","1","1007006","",""
"0.8","1007006011","1","1","0","0.4","6","333","1007006","","1"
"0.2","1007006012","svd_idle_see_sad2","svd_idle_see_sad_pre2","0","1","3","113511","1007006","","0"
"","1007006013","1.1","-600","","0","2","113511","1007006","","-300"
"","1007006014","","","","","93","1","1007006","",""
"","1007006015","","1","","","32","17","1007006","",""
"","1007006016","","","","","91","0","1007006","",""
"","1007006017","0","240","","80","94","113511","1007006","","260"
"","1007006018","","0","","","32","17","1007006","",""
"0","1007006019","","15","0","","12","113511","1007006","","1"
"0.2","1007006020","","svd_walk_sad2","","","3","113511","1007006","","1"
"","1007006021","0","0","","","7","113511","1007006","","2"
"","1007006022","2","-250","","0","2","113511","1007006","","-300"
"","1007006023","","","","","93","2","1007006","",""
"0.2","1007006024","","svd_idle_sad","","","3","113511","1007006","","1"
"","1007006025","","","","","93","0.5","1007006","",""
"","1007006026","","","","","91","0","1007006","",""
"0.2","1007006027","","svd_talk_sad","","","3","113511","1007006","","1"
"","1007006028","0","vo_svd_0621","","","21","vo_svd","1007006","","0"
"0","1007006029","0","竟然連一隻魚都沒釣到……\n我還真是沒用……","0","0","11","113511","1007006","1","6"
"","1007006030","","","","","91","0","1007006","",""
"0.2","1007006031","","svd_idle_sad","","","3","113511","1007006","","1"
"0.2","1007006032","","svd_walk_glad","","","3","113411","1007006","","1"
"","1007006033","2","250","","0","2","113411","1007006","","-300"
"0.4","1007006034","1","1","0","1","6","113411","1007006","","1"
"","1007006035","","","","","93","2","1007006","",""
"0.2","1007006036","","svd_idle_normal","","","3","113411","1007006","","1"
"","1007006037","","","","","93","0.4","1007006","",""
"0.2","1007006038","","svd_talk_memory","","","3","113411","1007006","","1"
"","1007006039","0","vo_svd_0622","","","21","vo_svd","1007006","","0"
"0","1007006040","0","不過，釣魚時的弟弟\n非常帥氣呢……","0","0","11","113411","1007006","1","6"
"","1007006041","","","","","91","0","1007006","",""
"0.2","1007006042","","svd_idle_memory","","","3","113411","1007006","","1"
"0.2","1007006043","","svd_talk_memory","","","3","113511","1007006","","1"
"","1007006044","0","vo_svd_0623","","","21","vo_svd","1007006","","0"
"0","1007006045","0","是啊……能被如此\n帥氣的大人釣到，\n魚也死得其所了吧……","0","0","11","113511","1007006","1","6"
"","1007006046","","","","","91","0","1007006","",""
"0.2","1007006047","","svd_idle_memory","","","3","113511","1007006","","1"
"0.2","1007006048","","svd_talk_normal","","","3","113411","1007006","","1"
"","1007006049","0","vo_svd_0624","","","21","vo_svd","1007006","","0"
"0","1007006050","0","但是，下次要由我們\n來招待弟弟！","0","0","11","113411","1007006","1","6"
"","1007006051","","","","","91","0","1007006","",""
"0.2","1007006052","","svd_idle_normal","","","3","113411","1007006","","1"
"0.2","1007006053","","svd_talk_sad","","","3","113511","1007006","","1"
"","1007006054","0","vo_svd_0625","","","21","vo_svd","1007006","","0"
"0","1007006055","0","可是釣魚比想像中的\n困難許多……\n這樣的話……","0","0","11","113511","1007006","1","5"
"","1007006056","","","","","91","0","1007006","",""
"0.2","1007006057","","svd_idle_sad","","","3","113511","1007006","","1"
"0.2","1007006058","svd_talk_joy2","svd_surprise","0.2","1","3","113411","1007006","","0"
"","1007006059","0","vo_svd_0626","","","21","vo_svd","1007006","","0"
"0","1007006060","0","……！潛水！\n潛入水中的話或許能行唷！","0","0","11","113411","1007006","1","6"
"","1007006061","","","","","91","0","1007006","",""
"0.2","1007006062","","svd_idle_joy2","","","3","113411","1007006","","1"
"0.2","1007006063","svd_talk_wish","svd_surprise","0.2","1","3","113511","1007006","","0"
"","1007006064","0","vo_svd_0627","","","21","vo_svd","1007006","","0"
"0","1007006065","0","原來如此！\n那就趕緊出發吧！\n去狩獵深海的霸主！","0","0","11","113511","1007006","1","6"
"","1007006066","","","","","93","3","1007006","",""
"0.2","1007006067","svd_attack_idle","svd_attack_standby","0.2","1","3","113511","1007006","","0"
"","1007006068","","","","","91","1007006065","1007006","",""
"","1007006069","","","","","93","0","1007006","",""
"0.2","1007006070","svd_idle_normal","svd_attack_finish","0.2","1","3","113511","1007006","","0"
"","1007006071","","","","","93","0.4","1007006","",""
"","1007006072","","","","","102","","1007006","",""
"","1007006073","","","","","93","1","1007006","",""
"0","1007006074","","11","0","","12","113511","1007006","","1"
"0.2","1007006075","svd_idle_thinking","svd_cmn_think","0.2","1","3","113511","1007006","","0"
"","1007006076","","","","","93","3","1007006","",""
"0.2","1007006077","","svd_idle_thinking","","","3","113511","1007006","","1"
"0","1007006078","","4","0","","12","113411","1007006","","1"
"0.2","1007006079","svd_idle_surprise1","svd_surprise","0.2","1","3","113411","1007006","","0"
"","1007006080","","","","","93","3","1007006","",""
"0.2","1007006081","","svd_idle_surprise1","","1","3","113411","1007006","","1"
"0","1007006082","","1","0","","12","113511","1007006","","1"
"0.2","1007006083","","svd_talk_sad","","","3","113511","1007006","","1"
"","1007006084","","","","","93","3","1007006","",""
"0.2","1007006085","","svd_idle_sad","","","3","113511","1007006","","1"
"0","1007006086","","7","0","","12","113411","1007006","","1"
"0.2","1007006087","","svd_talk_normal","","1","3","113411","1007006","","1"
"","1007006088","","","","","93","3","1007006","",""
"0.2","1007006089","","svd_idle_normal","","1","3","113411","1007006","","1"
"","1007006090","","","","","101","1007006074","1007006","",""
"1","1007006091","1","1","0","0","6","333","1007006","","1"
"","1007006092","","1","","","4","113511","1007006","",""
"0.2","1007006093","","svd_run","","","3","113511","1007006","","1"
"","1007006094","0.8","-750","","0","2","113511","1007006","","-300"
"","1007006095","","0","","","4","113411","1007006","",""
"0.2","1007006096","","svd_run","","","3","113411","1007006","","1"
"","1007006097","0.8","750","","0","2","113411","1007006","","-300"
"","1007006098","","","","","93","0.6","1007006","",""
"0.2","1007006099","1","1","0","0","6","113511","1007006","","1"
"0.2","1007006100","1","1","0","0","6","113411","1007006","","1"
"","1007006101","","","","","91","0","1007006","",""
"2.08","1007007001","-250","113511","0","-560","5","1","1007007","svd_idle_normal","100"
"2.08","1007007002","250","113411","1","-560","5","2","1007007","svd_idle_normal","100"
"1","1007007003","0","333","0","0","5","3","1007007","svd_white_loop","0"
"0","1007007004","1","1","0","0","6","333","1007007","","1"
"0","1007007005","1","1","0","0","6","113511","1007007","","1"
"0","1007007006","1","1","0","0","6","113411","1007007","","1"
"","1007007007","","","","","93","1","1007007","",""
"0.8","1007007008","1","1","0","0.4","6","333","1007007","","1"
"0.2","1007007009","svd_idle_normal","svd_jump2","0.2","1","3","113511","1007007","","0"
"0.2","1007007010","svd_idle_normal","svd_jump2","0.2","1","3","113411","1007007","","0"
"","1007007011","","","","","93","0.3","1007007","",""
"","1007007012","0.75","-250","","0","2","113511","1007007","","-300"
"","1007007013","0.75","250","","0","2","113411","1007007","","-300"
"0.4","1007007014","1","1","0","1","6","113511","1007007","","1"
"0.4","1007007015","1","1","0","1","6","113411","1007007","","1"
"0","1007007016","","6","0","","12","113511","1007007","","0.2"
"0","1007007017","","6","0","","12","113411","1007007","","0.2"
"","1007007018","","","","","93","1.2","1007007","",""
"","1007007019","","","","","91","0","1007007","",""
"0.2","1007007020","","svd_idle_normal","","","3","113411","1007007","","1"
"0.2","1007007021","","svd_talk_joy2","","","3","113511","1007007","","1"
"","1007007022","0","vo_svd_0721","","","21","vo_svd","1007007","","0"
"0","1007007023","0","看見弟弟玩得這麼開心，\n姐姐也很高興呢！","0","0","11","113511","1007007","1","7"
"","1007007024","","","","","91","0","1007007","",""
"0.2","1007007025","","svd_idle_joy2","","","3","113511","1007007","","1"
"0.2","1007007026","","svd_talk_memory","","","3","113411","1007007","","1"
"","1007007027","0","vo_svd_0722","","","21","vo_svd","1007007","","0"
"0","1007007028","0","而且，漏接大人的球，\n本來就是不可\n饒恕的行為……","0","0","11","113411","1007007","1","6"
"","1007007029","","","","","91","0","1007007","",""
"0.2","1007007030","","svd_idle_memory","","","3","113411","1007007","","1"
"0.2","1007007031","","svd_talk_joy2","","","3","113511","1007007","","1"
"","1007007032","0","vo_svd_0723","","","21","vo_svd","1007007","","0"
"0","1007007033","0","妳說的沒錯！\n無論球飛往哪裡，\n我們都會一一打回去！","0","0","11","113511","1007007","1","6"
"","1007007034","","","","","91","0","1007007","",""
"0.2","1007007035","","svd_idle_joy2","","","3","113511","1007007","","1"
"0.2","1007007036","","svd_talk_sad","","","3","113411","1007007","","1"
"","1007007037","0","vo_svd_0724","","","21","vo_svd","1007007","","0"
"0","1007007038","0","但如果把球視作\n大人送的禮物，\n就會不由自主地想收下……","0","0","11","113411","1007007","1","6"
"","1007007039","","","","","91","0","1007007","",""
"0.2","1007007040","","svd_idle_sad","","","3","113411","1007007","","1"
"0.2","1007007041","","svd_talk_anger","","","3","113511","1007007","","1"
"","1007007042","0","vo_svd_0725","","","21","vo_svd","1007007","","0"
"0","1007007043","0","不行啦！我們要戰勝誘惑，\n好好把球打回去！\n那樣才是對的……","0","0","11","113511","1007007","1","7"
"","1007007044","","","","","93","4.2","1007007","",""
"0.2","1007007045","","svd_talk_sad","","","3","113511","1007007","","1"
"","1007007046","","","","","91","1007007043","1007007","",""
"0.2","1007007047","","svd_idle_sad","","","3","113511","1007007","","1"
"0.2","1007007048","","svd_talk_sad","","","3","113411","1007007","","1"
"","1007007049","0","vo_svd_0726","","","21","vo_svd","1007007","","0"
"0","1007007050","0","沙灘排球……\n真是項殘酷的運動……","0","0","11","113411","1007007","1","5"
"","1007007051","","","","","91","0","1007007","",""
"0.2","1007007052","","svd_idle_sad","","","3","113411","1007007","","1"
"","1007007053","","","","","102","","1007007","",""
"","1007007054","","","","","93","1","1007007","",""
"0","1007007055","","13","0","","12","113511","1007007","","1"
"0.2","1007007056","","svd_talk_normal","","","3","113511","1007007","","1"
"","1007007057","","","","","93","3","1007007","",""
"0.2","1007007058","","svd_idle_normal","","","3","113511","1007007","","1"
"0","1007007059","","12","0","","12","113411","1007007","","1"
"0.2","1007007060","","svd_talk_sad","","1","3","113411","1007007","","1"
"","1007007061","","","","","93","3","1007007","",""
"0.2","1007007062","","svd_idle_sad","","1","3","113411","1007007","","1"
"0","1007007063","","4","0","","12","113511","1007007","","1"
"0.2","1007007064","","svd_talk_anger","","","3","113511","1007007","","1"
"","1007007065","","","","","93","3","1007007","",""
"0.2","1007007066","","svd_idle_wish","","","3","113511","1007007","","1"
"0","1007007067","","11","0","","12","113411","1007007","","1"
"0.2","1007007068","","svd_talk_wish","","1","3","113411","1007007","","1"
"","1007007069","","","","","93","3","1007007","",""
"0.2","1007007070","","svd_idle_wish","","1","3","113411","1007007","","1"
"","1007007071","","","","","101","1007007055","1007007","",""
"1","1007007072","1","1","0","0","6","333","1007007","","1"
"","1007007073","","1","","","4","113511","1007007","",""
"0.2","1007007074","","svd_run","","","3","113511","1007007","","1"
"","1007007075","0.8","-750","","0","2","113511","1007007","","-300"
"","1007007076","","0","","","4","113411","1007007","",""
"0.2","1007007077","","svd_run","","","3","113411","1007007","","1"
"","1007007078","0.8","750","","0","2","113411","1007007","","-300"
"","1007007079","","","","","93","0.6","1007007","",""
"0.2","1007007080","1","1","0","0","6","113511","1007007","","1"
"0.2","1007007081","1","1","0","0","6","113411","1007007","","1"
"","1007007082","","","","","91","0","1007007","",""
"2.08","1007008001","-650","113511","0","-300","5","2","1007008","svd_idle_normal","100"
"2.08","1007008002","650","113411","1","-300","5","1","1007008","svd_idle_normal","100"
"1","1007008003","0","333","0","0","5","3","1007008","svd_white_loop","0"
"0","1007008004","1","1","0","0","6","333","1007008","","1"
"0","1007008005","1","1","0","0","6","113511","1007008","","1"
"0","1007008006","1","1","0","0","6","113411","1007008","","1"
"","1007008007","","","","","93","1","1007008","",""
"0.8","1007008008","1","1","0","0.4","6","333","1007008","","1"
"0.2","1007008009","","svd_walk_sad","","","3","113511","1007008","","1"
"","1007008010","2","-250","","0","2","113511","1007008","","-300"
"0.4","1007008011","1","1","0","1","6","113511","1007008","","1"
"0.2","1007008012","","svd_walk_sad","","","3","113411","1007008","","1"
"","1007008013","2","250","","0","2","113411","1007008","","-300"
"0.4","1007008014","1","1","0","1","6","113411","1007008","","1"
"","1007008015","","","","","93","2","1007008","",""
"","1007008016","","","","","91","0","1007008","",""
"0.2","1007008017","","svd_idle_sad","","","3","113411","1007008","","1"
"0.2","1007008018","","svd_idle_sad","","","3","113511","1007008","","1"
"","1007008019","","","","","93","0.6","1007008","",""
"0.2","1007008020","","svd_talk_sad","","","3","113511","1007008","","1"
"","1007008021","0","vo_svd_0821","","","21","vo_svd","1007008","","0"
"0","1007008022","0","終於……\n要面臨結束的這天了……","0","0","11","113511","1007008","1","6"
"","1007008023","","","","","91","0","1007008","",""
"0.2","1007008024","","svd_idle_sad","","","3","113511","1007008","","1"
"0.2","1007008025","","svd_talk_sad","","","3","113411","1007008","","1"
"","1007008026","0","vo_svd_0822","","","21","vo_svd","1007008","","0"
"0","1007008027","0","心裡充斥著\n見證了弟弟的努力\n所感受到的喜悅……","0","0","11","113411","1007008","1","6"
"","1007008028","","","","","91","0","1007008","",""
"0.2","1007008029","","svd_idle_sad","","","3","113411","1007008","","1"
"0.2","1007008030","","svd_talk_sad","","","3","113511","1007008","","1"
"","1007008031","0","vo_svd_0823","","","21","vo_svd","1007008","","0"
"0","1007008032","0","與對一去不復返的\n夏日時光的不捨……","0","0","11","113511","1007008","1","6"
"","1007008033","","","","","91","0","1007008","",""
"0.2","1007008034","","svd_idle_sad","","","3","113511","1007008","","1"
"0.2","1007008035","","svd_talk_anger","","","3","113411","1007008","","1"
"","1007008036","0","vo_svd_0824","","","21","vo_svd","1007008","","0"
"0","1007008037","0","不行！惠理子！\n我們要笑著目送\n弟弟進教室！","0","0","11","113411","1007008","1","6"
"","1007008038","","","","","93","4","1007008","",""
"0.2","1007008039","svd_idle_guts2","svd_talk_guts2","0.2","1","3","113411","1007008","","0"
"","1007008040","","","","","91","1007008037","1007008","",""
"0.2","1007008041","","svd_idle_wish","","","3","113411","1007008","","1"
"0.2","1007008042","","svd_talk_thinking","","","3","113511","1007008","","1"
"","1007008043","0","vo_svd_0825","","","21","vo_svd","1007008","","0"
"0","1007008044","0","說得也是……！\n這才是為了那位大人好。","0","0","11","113511","1007008","1","6"
"","1007008045","","","","","93","3.5","1007008","",""
"0.2","1007008046","svd_idle_guts2","svd_talk_guts2","0.2","1","3","113511","1007008","","0"
"","1007008047","","","","","91","1007008044","1007008","",""
"0.2","1007008048","","svd_idle_wish","","","3","113511","1007008","","1"
"0.2","1007008049","svd_idle_wish","svd_cmn_smile1","0.2","1","3","113411","1007008","","0"
"","1007008050","0","vo_svd_0826","","","21","vo_svd","1007008","","0"
"0","1007008051","0","一路順風唷！\n弟弟！","0","0","11","113411","1007008","1","7"
"","1007008052","","","","","91","0","1007008","",""
"0.2","1007008053","","svd_idle_wish","","","3","113411","1007008","","1"
"0.2","1007008054","","svd_talk_wish2","","","3","113511","1007008","","1"
"","1007008055","0","vo_svd_0827","","","21","vo_svd","1007008","","0"
"0","1007008056","0","無論何時何地，\n我們都會守護著\n大人您……！","0","0","11","113511","1007008","1","7"
"","1007008057","","","","","93","3","1007008","",""
"0.2","1007008058","svd_idle_wish2","svd_obsession2","0.2","1","3","113511","1007008","","0"
"","1007008059","","","","","91","1007008056","1007008","",""
"","1007008060","","","","","102","","1007008","",""
"","1007008061","","","","","93","1","1007008","",""
"0","1007008062","","10","0","","12","113411","1007008","","1"
"0.2","1007008063","","svd_talk_normal","","","3","113411","1007008","","1"
"","1007008064","","","","","93","3","1007008","",""
"0.2","1007008065","","svd_idle_normal","","","3","113411","1007008","","1"
"0","1007008066","","12","0","","12","113511","1007008","","1"
"0.2","1007008067","","svd_talk_sad","","1","3","113511","1007008","","1"
"","1007008068","","","","","93","3","1007008","",""
"0.2","1007008069","","svd_idle_sad","","1","3","113511","1007008","","1"
"0","1007008070","","7","0","","12","113411","1007008","","1"
"0.2","1007008071","svd_idle_guts2","svd_talk_guts2","0.2","1","3","113411","1007008","","0"
"","1007008072","","","","","93","3","1007008","",""
"0.2","1007008073","","svd_idle_guts2","","","3","113411","1007008","","1"
"0","1007008074","","7","0","","12","113511","1007008","","1"
"0.2","1007008075","","svd_talk_wish","","1","3","113511","1007008","","1"
"","1007008076","","","","","93","3","1007008","",""
"0.2","1007008077","","svd_idle_wish","","1","3","113511","1007008","","1"
"","1007008078","","","","","101","1007008062","1007008","",""
"1","1007008079","1","1","0","0","6","333","1007008","","1"
"","1007008080","","1","","","4","113511","1007008","",""
"0.2","1007008081","","svd_run","","","3","113511","1007008","","1"
"","1007008082","0.8","-750","","0","2","113511","1007008","","-300"
"","1007008083","","0","","","4","113411","1007008","",""
"0.2","1007008084","","svd_run","","","3","113411","1007008","","1"
"","1007008085","0.8","750","","0","2","113411","1007008","","-300"
"","1007008086","","","","","93","0.6","1007008","",""
"0.2","1007008087","1","1","0","0","6","113511","1007008","","1"
"0.2","1007008088","1","1","0","0","6","113411","1007008","","1"
"","1007008089","","","","","91","0","1007008","",""
