466e71e603de2f670d8591c30b0f4e9c68db70618208a678627e5c2bba65cc86,7d125e94a7e3ca1a9043276acb01c6f56e2c9adcf8d3829e85fb7b220ef71b33,4a1541517450185b10e13f1aa508f31d4182ab1db3dcd4d831c204d161a44dc8,9d0effe25a642a07d745eb100773b6d1b28b19dd039fdb737eef59bb8dc744b1,3fa1f090d94851e0d694610e52c2d2fb9a2678b127539e52ecffa76d5758381e,af701c3447eb8ae74b44d4b5013740c9739d19c1c400da1a29f9da29da9f6d55,358b178e44fa8715d1e791b0510de01dfb154a3c0e5258f0232b3aad5f189ee5,e2009fc65fa278be5307ee3a62d56d694fa6470f114f2ade7cbb1e45cbe7b3ec,18f629abebd43cc3452e6f423557988b745f47993f262f6b32f7e15e3ce89abc,16f0648cde51784a6f28682c97088eb9317e22b322ee2507f9d1183412af7916,bb47150bd5d612424e4c7fb411a6c79a967c791a2852004941b53b9fd0c91c44
"0.2","1","","1","empty","","","","5152063","3","63066"
"0.2","0","0","132011","doya_in_sad","","1","doya_talk_sad","5152063","3","63067"
"","0","","vo_rag","vo_rag_5009","","","0","5152063","21","63068"
"0","7","0","132011","這就是偶像……非常嚴峻。\n話說回來……還有\n其他不同種的體操吧？","0","1","1","5152063","11","63069"
"","0","","0","","","","0","5152063","91","63070"
"0.2","1","","132011","doya_talk","","","","5152063","3","63071"
"","0","","vo_rag","vo_rag_5010","","","0","5152063","21","63072"
"0","7","0","132011","那部分也請務必傳授給我。\n啊啊，我在旁邊看著\n就好了。","0","1","1","5152063","11","63073"
"","0","","0","","","","0","5152063","91","63074"
"0.2","1","","132011","doya_idle","","","","5152063","3","63075"
"0.2","1","","131711","sad_talk_anger","","","","5152063","3","63076"
"","0","","vo_rag","vo_rag_5011","","","0","5152063","21","63077"
"0","9","0","131711","真不愧是「強欲的魔女」。\n即使體力低落到不行，\n但求知慾卻是無限的呢。","0","1","1","5152063","11","63078"
"","0","","0","","","","0","5152063","91","63079"
"0.2","0","0","132011","doya_to_doya","","1","doya_idle_normal2","5152063","3","63080"
"0.2","0","0","131711","cool_in_joy2","","1","cool_talk_joy2","5152063","3","63081"
"","0","","se_10058300","se_10058300_emotion_isekai_1","","","","5152063","23","63082"
"","0.8","","131711","10","","0","0","5152063","12","63083"
"","","","1.5","0","","","","5152063","93","63084"
"0.2","1","","132011","sad_idle_surprise1","","","","5152063","3","63085"
"0.2","0","","131711","ames_idol_dance","","","","5152063","3","63086"
"","","","1.8","0","","","","5152063","93","63087"
"0.2","0","0","132011","echidna_interest_in","","1","echidna_interest_talk","5152063","3","63088"
"","0","","se_10058300","se_10058300_emotion_isekai_2","","","","5152063","23","63089"
"","2","","132011","7","","0","0","5152063","12","63090"
"","","","1.1","0","","","","5152063","93","63091"
"","","","0.5","0","","","","5152063","93","63092"
"","","","63094","","","","","5152063","101","63093"
"","","","bgm_MC173B","bgm_MC173B","","","","5152063","25","63094"
"","","","0","0","","","","5152063","22","63095"
"1.55","110","1","1","102611","idle_normal","-295","410","5152064","1","64001"
"1.45","105","0","1","107811","cool_idle","-114","176","5152064","1","64002"
"1.5","106","0","1","102311","joy_idle_normal","-179","12","5152064","1","64003"
"1.45","105","0","1","110311","idle_normal","-116","-177","5152064","1","64004"
"1.55","107","0","1","102111","wish_idle","-258","-226","5152064","1","64005"
"1.55","107","0","1","131911","idle_normal","-260","115","5152064","1","64006"
"1.5","106","0","1","122811","doya_idle","-178","-350","5152064","1","64007"
"1.6","108","0","1","122911","idle_normal","-334","-391","5152064","1","64008"
"1.6","108","0","1","122711","idle_normal","-330","-60","5152064","1","64009"
"","","","102611","210","","","","5152064","13","64010"
"","","","131911","207","","","","5152064","13","64011"
"","","","110311","205","","","","5152064","13","64012"
"","","","122711","208","","","","5152064","13","64013"
"","","","122811","206","","","","5152064","13","64014"
"","","","122911","208","","","","5152064","13","64015"
"","","","102111","207","","","","5152064","13","64016"
"","","","102311","206","","","","5152064","13","64017"
"","","","107811","205","","","","5152064","13","64018"
"1.55","115","1","1","11","empty","-295","410","5152064","5","64019"
"1.55","131","0","1","61","empty","-260","115","5152064","5","64020"
"1.55","131","0","1","62","empty","-134","146","5152064","5","64021"
"1.55","132","0","1","63","empty","-295","410","5152064","5","64022"
"1.55","132","0","1","64","empty","-136","-177","5152064","5","64023"
"1","0","","1","1","","1.3","40","5152064","31","64024"
"0","385","","13","13","","1","-235","5152064","31","64025"
"0","0","","2","2","","1","0","5152064","31","64026"
"1","0","","3","3","","1","0","5152064","31","64027"
"","","","0","0","","","","5152064","91","64028"
"","","","3","telop_4","","","","5152064","37","64029"
"","0","","0","0","","","","5152064","102","64030"
"","","","1","0","","","","5152064","93","64031"
"0.2","1","","102611","sad_talk_dead","","","","5152064","3","64032"
"","0","","vo_rag","vo_rag_3001","","","0","5152064","21","64033"
"0","8","0","102611","咦咦……騙人，來了一堆人啊……\n這麼早就過來，真是辛苦了啊……","0","1","1","5152064","11","64034"
"","0","","0","","","","0","5152064","91","64035"
"0.2","1","","102611","talk_normal_surprise","","","","5152064","3","64036"
"","0","","vo_rag","vo_rag_3002","","","0","5152064","21","64037"
"0","8","0","102611","雖然我其實並不想做，\n不過要開始做體操囉～","0","1","1","5152064","11","64038"
"","0","","0","","","","0","5152064","91","64039"
"0.2","1","","102611","idle_normal","","","","5152064","3","64040"
"","","","bgm_MC175B","bgm_MC175B","","","","5152064","25","64041"
"","","","2","1","","","","5152064","32","64042"
"","0","","vo_rag","vo_rag_3003","","","0","5152064","21","64043"
"0","9","0","102611","首先是原地跳躍～\n一、二、三……","2.2","0","1","5152064","11","64044"
"","0","","3.2","","","","0","5152064","93","64045"
"0.2","0","0.2","11","gutara_jump3time","","1","tired_idle","5152064","3","64046"
"0.2","0","0.2","102611","gutara_jump3time","","1","tired_idle","5152064","3","64047"
"","0","","0.1","","","","0","5152064","93","64048"
"0.2","0","0.2","131911","jump3time","","1","idle_normal","5152064","3","64049"
"0.2","0","0.2","122911","jump3time","","1","idle_normal","5152064","3","64050"
"0.2","0","0.2","102311","jump3time","","1","joy_idle_normal","5152064","3","64051"
"","0","","0.1","","","","0","5152064","93","64052"
"0.2","0","0.2","107811","jump3time","","1","idle_normal","5152064","3","64053"
"0.2","0","0.2","110311","jump3time","","1","idle_normal","5152064","3","64054"
"0.2","0","0.2","102111","jump3time","","1","wish_idle","5152064","3","64055"
"","0","","0.1","","","","0","5152064","93","64056"
"0.2","0","0.2","122811","jump3time","","1","doya_idle","5152064","3","64057"
"0.2","0","0.2","122711","jump3time","","1","idle_normal","5152064","3","64058"
"","","","2.1","0","","","","5152064","93","64059"
"","0","","se_10058300","se_10058300_isekai_breath","","","","5152064","23","64060"
"","","","1.7","0","","","","5152064","93","64061"
"","0","","64044","","","","0","5152064","91","64062"
"0","0.5","1","bgm_MC173B","bgm_MC173B","","0","0.5","5152064","27","64063"
"","","","2","out","","","","5152064","37","64064"
"","0","","vo_rag","vo_rag_3004","","","0","5152064","21","64065"
"0","8","","102611","……呼，稍微休息一下吧。","0","1","1","5152064","11","64066"
"","0","","0","","","","0","5152064","91","64067"
"0.2","1","","107811","talk_normal_shy","","","","5152064","3","64068"
"","0","","vo_rag","vo_rag_3005","","","0","5152064","21","64069"
"0","7","","107811","再怎麼說也太快了吧！？","0","1","1","5152064","11","64070"
"","0","","0","","","","0","5152064","91","64071"
"0.2","1","","107811","idle_normal_shy","","","","5152064","3","64072"
"","","","se_10058300_isekai_breath","0.3","","","","5152064","24","64073"
"0.2","1","","11","empty","","","","5152064","3","64074"
"0.2","1","","102611","talk_normal_joy","","","","5152064","3","64075"
"","0","","vo_rag","vo_rag_3006","","","0","5152064","21","64076"
"0","7","","102611","那麼接著就躺下來深呼吸～","0","1","1","5152064","11","64077"
"","0","","0","","","","0","5152064","91","64078"
"0.2","0","0","102611","idle_to_layLongHair","","1","gutara_sleepy_idle","5152064","3","64079"
"","0","","0.2","","","","0","5152064","93","64080"
"0.2","0","0","131911","idle_to_layLongHair","","1","gutara_breathLongHair_idle","5152064","3","64081"
"0.2","0","0","122911","idle_to_layShortHair","","1","gutara_breathShortHair_idle","5152064","3","64082"
"0.2","0","0","102311","idle_to_layShortHair","","1","gutara_breathShortHair_idle","5152064","3","64083"
"","0","","0.2","","","","0","5152064","93","64084"
"0.2","0","0","110311","idle_to_layLongHair","","1","gutara_breathLongHair_idle","5152064","3","64085"
"0.2","0","0","122711","idle_to_layShortHair","","1","gutara_breathShortHair_idle","5152064","3","64086"
"0.2","0","0","107811","idle_to_layLongHair","","1","gutara_breathLongHair_idle","5152064","3","64087"
"","0","","0.1","","","","0","5152064","93","64088"
"0.2","0","0","102111","idle_to_layShortHair","","1","gutara_breathShortHair_idle","5152064","3","64089"
"0.2","0","0","122811","idle_to_layShortHair","","1","gutara_breathShortHair_idle","5152064","3","64090"
"12","1","","0","105","","2.8","1","5152064","121","64091"
"","0","","2","","","","0","5152064","93","64092"
"50","1.5","-120","102611","12","","0","0","5152064","12","64093"
"","0","","1.5","","","","0","5152064","93","64094"
"0.2","0","0","102611","gutara_sleep2_in","","1","gutara_sleep2_idle","5152064","3","64095"
"","0","","1.5","","","","0","5152064","93","64096"
"","","","13","1","","","","5152064","32","64097"
"","0","","vo_rag","vo_rag_3007","","","0","5152064","21","64098"
"15","9","-100","102611","呼……唔嗯唔嗯……","0","1","1","5152064","11","64099"
"","0","","0","","","","0","5152064","91","64100"
"","0","","se_10058300","se_10058300_gutara_sleep","","","","5152064","23","64101"
"","","","11","0","","","","5152064","4","64102"
"","-310","","11","460","","0","0","5152064","2","64103"
"","0","","11","gutara_sleep","","","","5152064","3","64104"
"0.2","0","0","107811","gutara_surprise","","1","gutara_sleep1_idle","5152064","3","64105"
"","0","","vo_rag","vo_rag_3008","","","0","5152064","21","64106"
"-15","8","-40","107811","騙人的吧？睡著了！？\n討厭，連我都變得想睡了……","1.5","0","1","5152064","11","64107"
"","","","6.8","0","","","","5152064","93","64108"
"","","","0.5","0","","","","5152064","93","64109"
"","0","","se_10058300","se_10058300_gutara_sleep","","","","5152064","23","64110"
"","0","","62","gutara_sleep2","","","","5152064","3","64111"
"","0","","64107","","","","0","5152064","91","64112"
"0.2","0","0","122911","gutara_sleep1ShortHair_in","","1","gutara_sleep1_idle","5152064","3","64113"
"","0","","0.2","","","","0","5152064","93","64114"
"0.2","0","0","102311","gutara_sleep1ShortHair_in","","1","gutara_sleep1_idle","5152064","3","64115"
"","0","","0.2","","","","0","5152064","93","64116"
"0.2","0","0","122811","gutara_sleep1ShortHair_in","","1","gutara_sleep1_idle","5152064","3","64117"
"","0","","1.5","","","","0","5152064","93","64118"
"0.2","0","0","110311","gutara_sleepy_in","","1","gutara_sleep1_idle","5152064","3","64119"
"","0","","vo_rag","vo_rag_3009","","","0","5152064","21","64120"
"-40","8","-110","110311","畢竟今天起得早……\n我也……呼啊……","1.5","0","1","5152064","11","64121"
"","","","7.4","0","","","","5152064","93","64122"
"","0","","se_10058300","se_10058300_gutara_sleep","","","","5152064","23","64123"
"","0","","64","gutara_sleep","","","","5152064","3","64124"
"","0","","64121","","","","0","5152064","91","64125"
"0.2","0","0","102111","gutara_sleep1ShortHair_in","","1","gutara_sleep1_idle","5152064","3","64126"
"","0","","0.2","","","","0","5152064","93","64127"
"0.2","0","0","122711","gutara_sleep1ShortHair_in","","1","gutara_sleep1_idle","5152064","3","64128"
"","0","","4","","","","0","5152064","93","64129"
"0.2","0","0","131911","gutara_notice_in","","1","gutara_notice_talk_shy","5152064","3","64130"
"","0","","vo_rag","vo_rag_3010","","","0","5152064","21","64131"
"-15","8","-50","131911","咦，大家都睡著了！？\n太讓人吃驚了。\n得把大家叫醒才行……","0","1","1","5152064","11","64132"
"","0","","0","","","","0","5152064","91","64133"
"0.2","0","0","131911","gutara_notice_to_notice","","1","gutara_notice_talk_dead","5152064","3","64134"
"","0","","vo_rag","vo_rag_3011","","","0","5152064","21","64135"
"-15","8","-50","131911","呼哈……\n咦，這是怎麼回事，\n連我都突然想睡了……呼","0","1","1","5152064","11","64136"
"","0","","0","","","","0","5152064","91","64137"
"0.2","0","0","131911","gutara_notice_out","","1","gutara_sleep1_idle","5152064","3","64138"
"","0","","0.5","","","","0","5152064","93","64139"
"","0","","se_10058300","se_10058300_gutara_sleep","","","","5152064","23","64140"
"","0","","61","gutara_sleep","","","","5152064","3","64141"
"","0","","1.3","","","","0","5152064","93","64142"
"","0","","se_10058300","se_10058300_gutara_sleep","","","","5152064","23","64143"
"","-305","","64","-205","","0","0","5152064","2","64144"
"","0","","64","gutara_sleep2","","","","5152064","3","64145"
"","0","","1.3","","","","0","5152064","93","64146"
"","0","","se_10058300","se_10058300_gutara_sleep","","","","5152064","23","64147"
"","-190","","62","-300","","0","0","5152064","2","64148"
"","0","","62","gutara_sleep","","","","5152064","3","64149"
"","0","","2","","","","0","5152064","93","64150"
"","","","0.5","0","","","","5152064","93","64151"
"","","","64153","","","","","5152064","101","64152"
"","","","bgm_MC173B","bgm_MC173B","","","","5152064","25","64153"
"","","","0","0","","","","5152064","22","64154"
"1.55","109","1","1","127111","idle_normal","-280","335","5152065","1","65001"
"1.5","105","0","1","132111","wish_idle_normal","-179","-252","5152065","1","65002"
"1.5","104","0","4","4","doya_idle","-163","-74","5152065","5","65003"
"1.55","107","0","1","131911","idle_normal","-264","29","5152065","1","65004"
"1.55","109","0","1","126911","wish_idle_normal","-304","-346","5152065","1","65005"
"1.55","108","0","1","113111","idle_normal","-285","-150","5152065","1","65006"
"1.5","110","1","6","6","ghost_dokuro_idle","-280","1000","5152065","5","65007"
"0","1","0","6","1","","0","1","5152065","6","65008"
"1.5","106","0","7","7","idle_normal","-178","-507","5152065","5","65009"
"0","1","0","7","1","","0","1","5152065","6","65010"
"","","","127111","209","","","","5152065","13","65011"
"","","","132111","205","","","","5152065","13","65012"
"","","","4","204","","","","5152065","13","65013"
"","","","131911","207","","","","5152065","13","65014"
"","","","126911","209","","","","5152065","13","65015"
"","","","113111","208","","","","5152065","13","65016"
"1","0","","1","1","","1.03","0","5152065","31","65017"
"0","-507","","14","14","","1","-178","5152065","31","65018"
"0","0","","16","16","","1.03","0","5152065","31","65019"
"0","0","","2","2","","1","0","5152065","31","65020"
"1","0","","3","3","","1","0","5152065","31","65021"
"0","1000","","15","15","","1","-130","5152065","31","65022"
"","","","0","0","","","","5152065","91","65023"
"","","","3","telop_5","","","","5152065","37","65024"
"","0","","0","0","","","","5152065","102","65025"
"","","","1","0","","","","5152065","93","65026"
"0.2","1","","127111","talk_normal","","","","5152065","3","65027"
"","0","","vo_rag","vo_rag_4001","","","0","5152065","21","65028"
"0","5","0","127111","我是今天負責\n示範體操的忍。","0","1","1","5152065","11","65029"
"","0","","0","","","","0","5152065","91","65030"
"0.2","1","","127111","talk_normal","","","","5152065","3","65031"
"","0","","vo_rag","vo_rag_4002","","","0","5152065","21","65032"
"0","7","0","127111","那邊的妳也請一起做吧。\n那麼就開始吧。一二、一……","0","1","1","5152065","11","65033"
"","0","","0","","","","0","5152065","91","65034"
"","","","2","1","","","","5152065","32","65035"
"","","","bgm_MC175C","bgm_MC175C","","","","5152065","25","65036"
"","","","0.5","0","","","","5152065","93","65037"
"0.3","1","","127111","radio_stretch1_loop","","","","5152065","3","65038"
"","","","0.1","0","","","","5152065","93","65039"
"0.2","1","","132111","radio_stretch1_loop","","","","5152065","3","65040"
"0.2","1","","4","radio_stretch1_loop","","","","5152065","3","65041"
"0.2","1","","131911","radio_stretch1_loop","","","","5152065","3","65042"
"0.2","1","","126911","radio_stretch1_loop","","","","5152065","3","65043"
"0.2","1","","113111","radio_stretch1_loop","","","","5152065","3","65044"
"0.2","1","","7","radio_stretch1_loop","","","","5152065","3","65045"
"","","","1","0","","","","5152065","93","65046"
"","","","16","1","","","","5152065","32","65047"
"","","","14","1","","","","5152065","32","65048"
"","","","0.7","0","","","","5152065","93","65049"
"12","1","","65","0","","2.8","1","5152065","121","65050"
"","","","1","0","","","","5152065","93","65051"
"1","1","0","7","1","","1","1","5152065","6","65052"
"","","","2.2","0","","","","5152065","93","65053"
"0.2","0","0","131911","ghost_stretch1_turn","","1","sad_talkR","5152065","3","65054"
"","0","","vo_rag","vo_rag_4003","","","0","5152065","21","65055"
"0","6","50","131911","那個，那邊沒有任何人……\n呀啊！","0.5","0","1","5152065","11","65056"
"","","","2.5","0","","","","5152065","93","65057"
"0.2","0","0","131911","shock_inR","","1","shock_loopR","5152065","3","65058"
"","","","2.1","0","","","","5152065","93","65059"
"","0","","65056","","","","0","5152065","91","65060"
"0.2","0","","131911","ghost_stretch2_turn","","","","5152065","3","65061"
"","","","0.4","0","","","","5152065","93","65062"
"0.2","1","","127111","radio_stretch2R_loop","","","","5152065","3","65063"
"","","","0.1","0","","","","5152065","93","65064"
"0.2","1","","132111","radio_stretch2_loop","","","","5152065","3","65065"
"0.2","1","","4","radio_stretch2_loop","","","","5152065","3","65066"
"0.2","1","","131911","radio_stretch2_loop_faceBlue","","","","5152065","3","65067"
"0.2","1","","126911","radio_stretch2_loop","","","","5152065","3","65068"
"0.2","1","","113111","radio_stretch2_loop_faceBlue","","","","5152065","3","65069"
"0.2","1","","7","radio_stretch2_loop","","","","5152065","3","65070"
"","0","","vo_rag","vo_rag_4004","","","0","5152065","21","65071"
"0","7","50","113111","喂、喂喂，饒了我吧……","0.5","0","1","5152065","11","65072"
"","","","6.6","0","","","","5152065","93","65073"
"","0","","vo_rag","vo_rag_4005","","","0","5152065","21","65074"
"0","8","0","127111","沒錯，就是這樣。","0.5","0","1","5152065","11","65075"
"","","","3.4","0","","","","5152065","93","65076"
"","","","14","spread","","","","5152065","37","65077"
"","","","0.3","0","","","","5152065","93","65078"
"0.2","1","","127111","radio_stretch1_loop_surprise1","","","","5152065","3","65079"
"","","","0.1","0","","","","5152065","93","65080"
"0.2","1","","132111","radio_stretch1_loop_faceBlue","","","","5152065","3","65081"
"0.2","1","","4","radio_stretch1_loop","","","","5152065","3","65082"
"0.2","1","","131911","radio_stretch1_loop_faceBlue","","","","5152065","3","65083"
"0.2","1","","126911","radio_stretch1_loop","","","","5152065","3","65084"
"0.2","1","","113111","radio_stretch1_loop_faceBlue","","","","5152065","3","65085"
"0.2","1","","7","radio_stretch1_loop","","","","5152065","3","65086"
"","0","","se_10058300","se_10058300_ghost_cold","","","","5152065","23","65087"
"","","","1","0","","","","5152065","93","65088"
"","0","","vo_rag","vo_rag_4006","","","0","5152065","21","65089"
"0","8","0","132111","呀！姊、姊姊……","0.5","0","1","5152065","11","65090"
"","","","4.6","0","","","","5152065","93","65091"
"","0","","vo_rag","vo_rag_4007","","","0","5152065","21","65092"
"0","8","0","127111","二二、三四……","0.5","0","1","5152065","11","65093"
"","","","3.7","0","","","","5152065","93","65094"
"","","","1.1","0","","","","5152065","93","65095"
"","0","","0","","","","0","5152065","91","65096"
"0.2","1","","127111","radio_stretch2R_loop","","","","5152065","3","65097"
"","","","0.1","0","","","","5152065","93","65098"
"0.2","1","","132111","radio_stretch2_loop_faceBlue","","","","5152065","3","65099"
"0.2","1","","4","radio_stretch2_loop","","","","5152065","3","65100"
"0.2","1","","131911","radio_stretch2_loop_faceBlue","","","","5152065","3","65101"
"0.2","1","","126911","radio_stretch2_loop","","","","5152065","3","65102"
"0.2","1","","113111","radio_stretch2_loop_faceBlue","","","","5152065","3","65103"
"0.2","1","","7","radio_stretch2_loop","","","","5152065","3","65104"
"","0","","vo_rag","vo_rag_4008","","","0","5152065","21","65105"
"0","8","0","4","是風。\n絕對是風造成的。\n集中精神在體操上，雷姆。","0.5","0","1","5152065","11","65106"
"","","","5.1","0","","","","5152065","93","65107"
"","","","0","0","","","","5152065","93","65108"
"","","","15","1","","","","5152065","32","65109"
"","-130","","15","197","","11","0.8","5152065","33","65110"
"","-280","","6","197","","11","0.8","5152065","2","65111"
"","0","","se_10058300","se_10058300_ghost_soul","","","","5152065","23","65112"
"","","","0.5","0","","","","5152065","93","65113"
"0.2","0","0","131911","shock_jump","","1","escape","5152065","3","65114"
"0.2","0","0","113111","shock_jump","","1","escape","5152065","3","65115"
"","0","","vo_rag","vo_rag_4010","","","0","5152065","21","65116"
"20","20","80","131911","呀啊啊啊──！","0.8","0","0","5152065","11","65117"
"","1","","vo_rag","vo_rag_4011","","","0","5152065","21","65118"
"-20","18","80","113111","咿、咿咿咿咿──！？","0","0","0","5152065","11","65119"
"","","","0.3","0","","","","5152065","93","65120"
"","","","6","0","","","","5152065","4","65121"
"","","","0.7","0","","","","5152065","93","65122"
"","-264","","131911","-1050","","0","2","5152065","2","65123"
"","-285","","113111","-1229","","0","2","5152065","2","65124"
"","","","2","out","","","","5152065","37","65125"
"","","","16","out","","","","5152065","37","65126"
"","","","14","out","","","","5152065","37","65127"
"0","0.5","1","bgm_MC173B","bgm_MC173B","","0","0.5","5152065","27","65128"
"0.2","1","","7","idle_normal","","","","5152065","3","65129"
"1.2","1","0","7","1","","0","1","5152065","6","65130"
"0.2","1","","127111","sad_idle_normal","","","","5152065","3","65131"
"","","","0.1","0","","","","5152065","93","65132"
"0.2","1","","132111","idle_normal_surprise1","","","","5152065","3","65133"
"0.2","1","","4","idle_normal_surprise1","","","","5152065","3","65134"
"0.2","1","","126911","idle_normal","","","","5152065","3","65135"
"","","","0.1","0","","","","5152065","93","65136"
"1","1","0","6","1","","1","1","5152065","6","65137"
"","","","2","0","","","","5152065","93","65138"
"","0","","vo_rag","vo_rag_4009","","","0","5152065","21","65139"
"0","8","20","6","喂──忍……\n我可找到妳了。","0","1","1","5152065","11","65140"
"","","","0","","","","","5152065","91","65141"
"0.2","1","","127111","sad_talk_talk2","","","","5152065","3","65142"
"0.2","0","0","6","ghost_dokuro_turn","","1","ghost_dokuro_idleR","5152065","3","65143"
"","0","","vo_rag","vo_rag_4012","","","0","5152065","21","65144"
"0","8","0","127111","那麼，大家打起精神，\n繼續做體操吧。","0","1","1","5152065","11","65145"
"","0","","65145","","","","0","5152065","91","65146"
"0.2","1","","127111","radio_stretch1_loop_surprise1","","","","5152065","3","65147"
"","","","0.1","0","","","","5152065","93","65148"
"0.2","1","","132111","radio_stretch1_loop","","","","5152065","3","65149"
"0.2","1","","4","radio_stretch1_loop","","","","5152065","3","65150"
"0.2","1","","126911","radio_stretch1_loop","","","","5152065","3","65151"
"","","","2.5","0","","","","5152065","93","65152"
"","","","0.5","0","","","","5152065","93","65153"
"","","","65155","","","","","5152065","101","65154"
"","","","bgm_MC173B","bgm_MC173B","","","","5152065","25","65155"
"","","","0","0","","","","5152065","22","65156"
"","","","1","0","","","","5152065","22","65157"
"1.55","108","0","1","131911","idle_normal","-259","-151","5152066","1","66001"
"1.55","110","0","1","132111","wish_idle_normal","-295","-460","5152066","1","66002"
"1.55","109","0","4","4","doya_idle","-277","-305","5152066","5","66003"
"1.55","105","1","1","107511","idle_normal","-258","89","5152066","1","66004"
"1.55","107","1","1","107611","wish_idle_normal","-297","407","5152066","1","66005"
"1.55","106","1","1","107811","cool_idle","-278","245","5152066","1","66006"
"1.45","103","1","1","126911","wish_idle_normal","-142","329","5152066","1","66007"
"1.45","104","1","1","110311","idle_normal","-158","479","5152066","1","66008"
"1.45","102","1","1","113511","sad_idle_normal","-132","178","5152066","1","66009"
"1.55","107","0","5","5","empty","-259","-151","5152066","5","66010"
"0.75","210","0","2","2","empty","120","15","5152066","5","66011"
"","","","131911","208","","","","5152066","13","66012"
"","","","132111","210","","","","5152066","13","66013"
"","","","4","209","","","","5152066","13","66014"
"","","","107511","205","","","","5152066","13","66015"
"","","","107611","207","","","","5152066","13","66016"
"","","","107811","206","","","","5152066","13","66017"
"","","","126911","203","","","","5152066","13","66018"
"","","","110311","204","","","","5152066","13","66019"
"","","","113511","202","","","","5152066","13","66020"
"1","0","","1","1","","1","0","5152066","31","66021"
"0","0","","4","4","","1","0","5152066","31","66022"
"0","0","","2","2","","1","0","5152066","31","66023"
"1","0","","3","3","","1","0","5152066","31","66024"
"0","0","","17","17","","1","0","5152066","31","66025"
"","","","0","0","","","","5152066","91","66026"
"","","","3","telop_6","","","","5152066","37","66027"
"","0","","0","0","","","","5152066","102","66028"
"","","","1","0","","","","5152066","93","66029"
"0.2","1","","131911","talk_normal_joy","","","","5152066","3","66030"
"","0","","vo_rag","vo_rag_1001","","","0","5152066","21","66031"
"-10","6","5","131911","那麼各位，\n廣播體操要開始囉！","0","1","1","5152066","11","66032"
"","0","","66032","","","","0","5152066","91","66033"
"0.2","1","","131911","idle_normal_joy","","","","5152066","3","66034"
"0.2","0","0","132111","gutsB_in","","1","gutsB_idle","5152066","3","66035"
"0.2","0","0","4","cool_in_talk2","","1","cool_talk_talk2","5152066","3","66036"
"0.2","0","0","107511","handsup_in","","1","handsup_loop","5152066","3","66037"
"0.2","1","","107611","wish_talk","","","","5152066","3","66038"
"0.2","1","","126911","wish2_idle","","","","5152066","3","66039"
"0.2","1","","110311","joy_idle","","","","5152066","3","66040"
"0.2","0","0","107811","doya_in","","1","doya_idle_normal2","5152066","3","66041"
"0.2","1","","113511","wish_talk_joy_shy","","","","5152066","3","66042"
"","0","","2.5","","","","0","5152066","93","66043"
"","","","bgm_MC175A","bgm_MC175A","","","","5152066","25","66044"
"","","","2","1","","","","5152066","32","66045"
"0.2","1","","132111","wish_idle_normal","","","","5152066","3","66046"
"0.2","1","","4","doya_idle","","","","5152066","3","66047"
"0.2","1","","107511","idle_normal","","","","5152066","3","66048"
"0.2","1","","107611","wish_idle_normal","","","","5152066","3","66049"
"0.2","1","","126911","cool_idle","","","","5152066","3","66050"
"0.2","1","","110311","wish_idle_normal","","","","5152066","3","66051"
"0.2","1","","107811","idle_normal","","","","5152066","3","66052"
"0.2","1","","113511","sad_idle_normal","","","","5152066","3","66053"
"","0","","vo_rag","vo_rag_1002","","","0","5152066","21","66054"
"-10","4","5","131911","首先先蹦蹦地跳起來，\n放鬆全身。","0.5","0","1","5152066","11","66055"
"","","","0.5","0","","","","5152066","93","66056"
"0.2","1","","131911","radio_jump_loop_normal2","","","","5152066","3","66057"
"","0","","1.6","","","","0","5152066","93","66058"
"0.2","1","","132111","radio_jump_loop","","","","5152066","3","66059"
"0.2","1","","4","radio_jump_loop_talk2","","","","5152066","3","66060"
"","0","","0.1","","","","0","5152066","93","66061"
"0.2","1","","107511","radio_jump_loop","","","","5152066","3","66062"
"0.2","1","","107611","radio_jump_loop","","","","5152066","3","66063"
"0.2","1","","126911","radio_jump_loop","","","","5152066","3","66064"
"0.2","1","","110311","radio_jump_loop","","","","5152066","3","66065"
"0.2","1","","107811","radio_jump_loop","","","","5152066","3","66066"
"0.2","1","","113511","radio_jump_loop","","","","5152066","3","66067"
"","","","3","0","","","","5152066","93","66068"
"","0","","66055","","","","0","5152066","91","66069"
"","0","","vo_rag","vo_rag_1003","","","0","5152066","21","66070"
"-10","7","5","4","即便只是跳躍\n也意外地累人呢。","0.5","0","1","5152066","11","66071"
"","","","3.2","0","","","","5152066","93","66072"
"","0","","66071","","","","0","5152066","91","66073"
"","","","1.5","0","","","","5152066","93","66074"
"0.3","1","","131911","idle_normal","","","","5152066","3","66075"
"0.3","1","","132111","wish_talk","","","","5152066","3","66076"
"0.3","1","","4","cool_idle","","","","5152066","3","66077"
"","","","0.1","0","","","","5152066","93","66078"
"0.3","1","","107511","idle_normal","","","","5152066","3","66079"
"0.3","1","","107611","wish_idle","","","","5152066","3","66080"
"0.3","1","","126911","wish_idle_normal","","","","5152066","3","66081"
"0.3","1","","110311","idle_normal","","","","5152066","3","66082"
"0.3","1","","107811","cool_idle","","","","5152066","3","66083"
"0.3","1","","113511","sad_idle_normal","","","","5152066","3","66084"
"","0","","vo_rag","vo_rag_1004","","","0","5152066","21","66085"
