b2a68fe1cba23598c08b571f52ae3a9fecf08af56b760378515cfa430db4d108,e12c04569c556c0ecb7ce3fa4c0eb406119d6e2363987d8d5740e17ff65f0d5f,77d4051a1ea735aa826cc9f19b47108185a50fa508a2c363ab6e242b895892f2,6c704e9969368f20fb14e7207c4f562f8117b3e6426672ef1e804369983d8013,204d0ef5b5ce87d41a91ad3a02a47b38f4915ab33484457dbf879a36ba4a08d5,6c57162f42d5368d865cf91aefcf874108a4fed45bcf21bdad27bd796e8fb891,5a75d48fe8b161b05c727cba1fb59e5041be8ce4944cce38daae5aa44aeaf5aa
"0","401701603","401701606","401701605","401701604","雷電 第2階段 單人模式","0"
"0","401701608","0","401701610","401701609","水之里歐斯 第2階段 單人模式","0"
"0","401701703","401701706","401701705","401701704","雷電 第3階段 單人模式","0"
"0","401701708","0","401701710","401701709","水之里歐斯 第3階段 單人模式","0"
"0","401703102","401703105","401703104","401703103","頑強幽靈 第1階段","0"
"0","401703202","401703205","401703204","401703203","頑強幽靈 第2階段","0"
"0","401703302","401703305","401703304","401703303","頑強幽靈 第3階段","0"
"0","401703402","401703405","401703404","401703403","頑強幽靈 第4階段","0"
"0","401703502","401703505","401703504","401703503","頑強幽靈 第1階段 單人模式","0"
"0","401703602","401703605","401703604","401703603","頑強幽靈 第2階段 單人模式","0"
"0","401703702","401703705","401703704","401703703","頑強幽靈 第3階段 單人模式","0"
"0","401704101","401704104","401704103","401704102","冰霜獵犬 第1階段","0"
"0","401704201","401704204","401704203","401704202","冰霜獵犬 第2階段","0"
"0","401704301","401704304","401704303","401704302","冰霜獵犬 第3階段","0"
"0","401704401","401704404","401704403","401704402","冰霜獵犬 第4階段","0"
"0","401704501","401704504","401704503","401704502","冰霜獵犬 第1階段 單人模式","0"
"0","401704601","401704604","401704603","401704602","冰霜獵犬 第2階段 單人模式","0"
"0","401704701","401704704","401704703","401704702","冰霜獵犬 第3階段 單人模式","0"
"0","401705102","0","401705104","401705103","哥布林騎兵 第1階段","0"
"401705111","401705107","401705110","401705109","401705108","野豬雙胞胎 第1階段","0"
"0","401705202","0","401705204","401705203","哥布林騎兵 第2階段","0"
"401705211","401705207","401705210","401705209","401705208","野豬雙胞胎 第2階段","0"
"0","401705302","0","401705304","401705303","哥布林騎兵 第3階段","0"
"401705311","401705307","401705310","401705309","401705308","野豬雙胞胎 第3階段","0"
"0","401705402","0","401705404","401705403","哥布林騎兵 第4階段","0"
"401705411","401705407","401705410","401705409","401705408","野豬雙胞胎 第4階段","0"
"0","401705502","0","401705504","401705503","哥布林騎兵 第1階段 單人模式","0"
"401705511","401705507","401705510","401705509","401705508","野豬雙胞胎 第1階段 單人模式","0"
"0","401705602","0","401705604","401705603","哥布林騎兵 第2階段 單人模式","0"
"401705611","401705607","401705610","401705609","401705608","野豬雙胞胎 第2階段 單人模式","0"
"0","401705702","0","401705704","401705703","哥布林騎兵 第3階段 單人模式","0"
"401705711","401705707","401705710","401705709","401705708","野豬雙胞胎 第3階段 單人模式","0"
"0","401706104","401706107","401706106","401706105","泰坦龍龜 第1階段","0"
"0","401706204","401706207","401706206","401706205","泰坦龍龜 第2階段","0"
"0","401706304","401706307","401706306","401706305","泰坦龍龜 第3階段","0"
"0","401706404","401706407","401706406","401706405","泰坦龍龜 第4階段","0"
"0","401706504","401706507","401706506","401706505","泰坦龍龜 第1階段 單人模式","0"
"0","401706604","401706607","401706606","401706605","泰坦龍龜 第2階段 單人模式","0"
"0","401706704","401706707","401706706","401706705","泰坦龍龜 第3階段 單人模式","0"
"0","401707105","401707108","401707107","401707106","奧爾獅 第1階段","0"
"0","401707205","401707208","401707207","401707206","奧爾獅 第2階段","0"
"0","401707305","401707308","401707307","401707306","奧爾獅 第3階段","0"
"0","401707405","401707408","401707407","401707406","奧爾獅 第4階段","0"
"0","401707505","401707508","401707507","401707506","奧爾獅 第1階段 單人模式","0"
"0","401707605","401707608","401707607","401707606","奧爾獅 第2階段 單人模式","0"
"0","401707705","401707708","401707707","401707706","奧爾獅 第3階段 單人模式","0"
"0","501010601","501010604","501010603","501010602","狂怒綠龍","0"
"0","501010701","501010704","501010703","501010702","黑月守護像","0"
"0","501010705","501010708","501010707","501010706","白陽守護像","0"
"501010805","501010801","501010804","501010803","501010802","哥布林領主","501010806"
"0","501010903","501010908","501010907","501010906","波賽頓‧嵐擊之槍","0"
"0","502001114","502001117","502001116","502001115","黑月守護像","0"
"0","502001118","502001121","502001120","502001119","白陽守護像","0"
"0","502001214","502001217","502001216","502001215","黑月守護像","0"
"0","502001218","502001221","502001220","502001219","白陽守護像","0"
"0","502001314","502001317","502001316","502001315","黑月守護像","0"
"0","502001318","502001321","502001320","502001319","白陽守護像","0"
"0","502001414","502001417","502001416","502001415","黑月守護像","0"
"0","502001418","502001421","502001420","502001419","白陽守護像","0"
"0","502001514","502001517","502001516","502001515","黑月守護像","0"
"0","502001518","502001521","502001520","502001519","白陽守護像","0"
"0","502002114","502002117","502002116","502002115","黑月守護像","0"
"0","502002118","502002121","502002120","502002119","白陽守護像","0"
"0","502002214","502002217","502002216","502002215","黑月守護像","0"
"0","502002218","502002221","502002220","502002219","白陽守護像","0"
"0","502002314","502002317","502002316","502002315","黑月守護像","0"
"0","502002318","502002321","502002320","502002319","白陽守護像","0"
"0","502002414","502002417","502002416","502002415","黑月守護像","0"
"0","502002418","502002421","502002420","502002419","白陽守護像","0"
"0","502002514","502002517","502002516","502002515","黑月守護像","0"
"0","502002518","502002521","502002520","502002519","白陽守護像","0"
"0","502003114","502003117","502003116","502003115","黑月守護像","0"
"0","502003118","502003121","502003120","502003119","白陽守護像","0"
"0","502003214","502003217","502003216","502003215","黑月守護像","0"
"0","502003218","502003221","502003220","502003219","白陽守護像","0"
"0","502003314","502003317","502003316","502003315","黑月守護像","0"
"0","502003318","502003321","502003320","502003319","白陽守護像","0"
"0","502003414","502003417","502003416","502003415","黑月守護像","0"
"0","502003418","502003421","502003420","502003419","白陽守護像","0"
"0","502003514","502003517","502003516","502003515","黑月守護像","0"
"0","502003518","502003521","502003520","502003519","白陽守護像","0"
"0","502004113","502004116","502004115","502004114","狂怒綠龍","0"
"0","502004213","502004216","502004215","502004214","狂怒綠龍","0"
"0","502004313","502004316","502004315","502004314","狂怒綠龍","0"
"0","502004413","502004416","502004415","502004414","狂怒綠龍","0"
"0","502004513","502004516","502004515","502004514","狂怒綠龍","0"
"0","502005113","502005116","502005115","502005114","狂怒綠龍","0"
"0","502005213","502005216","502005215","502005214","狂怒綠龍","0"
"0","502005313","502005316","502005315","502005314","狂怒綠龍","0"
"0","502005413","502005416","502005415","502005414","狂怒綠龍","0"
"0","502005513","502005516","502005515","502005514","狂怒綠龍","0"
"0","502006113","502006116","502006115","502006114","狂怒綠龍","0"
"0","502006213","502006216","502006215","502006214","狂怒綠龍","0"
"0","502006313","502006316","502006315","502006314","狂怒綠龍","0"
"0","502006413","502006416","502006415","502006414","狂怒綠龍","0"
"0","502006513","502006516","502006515","502006514","狂怒綠龍","0"
"0","502007112","502007115","502007114","502007113","劍蛇 09層","0"
"0","502007212","502007215","502007214","502007213","劍蛇 19層","0"
"0","502007312","502007315","502007314","502007313","劍蛇 29層","0"
"0","502007412","502007415","502007414","502007413","劍蛇 39層","0"
"0","502007512","502007515","502007514","502007513","劍蛇 49層","0"
"0","502008111","0","502008113","502008112","哥布林騎兵 特殊地下城第1階段","0"
"0","502008114","502008117","502008116","502008115","雷電 特殊地下城第1階段","0"
"0","502008211","0","502008213","502008212","哥布林騎兵 特殊地下城第2階段","0"
"0","502008214","502008217","502008216","502008215","雷電 特殊地下城第2階段","0"
"0","502008311","0","502008313","502008312","哥布林騎兵 特殊地下城第3階段","0"
"0","502008314","502008317","502008316","502008315","雷電 特殊地下城第3階段","0"
"0","502008411","0","502008413","502008412","哥布林騎兵 特殊地下城第4階段","0"
"0","502008414","502008417","502008416","502008415","雷電 特殊地下城第4階段","0"
"0","502008511","0","502008513","502008512","哥布林騎兵 特殊地下城第5階段","0"
"0","502008514","502008517","502008516","502008515","雷電 特殊地下城第5階段","0"
"0","502009112","502009115","502009114","502009113","三重岩 第1階段","0"
"0","502009212","502009215","502009214","502009213","三重岩 第2階段","0"
"0","502009312","502009315","502009314","502009313","三重岩 第3階段","0"
"0","502009412","502009415","502009414","502009413","三重岩 第4階段","0"
"0","502009512","502009515","502009514","502009513","三重岩 第5階段","0"
"0","502010111","502010114","502010113","502010112","特殊地下城冰霜獵犬 第1階段","0"
"0","502010211","502010214","502010213","502010212","特殊地下城冰霜獵犬 第2階段","0"
"0","502010311","502010314","502010313","502010312","特殊地下城冰霜獵犬 第3階段","0"
"0","502010411","502010414","502010413","502010412","特殊地下城冰霜獵犬 第4階段","0"
"0","502010511","502010514","502010513","502010512","特殊地下城冰霜獵犬 第5階段","0"
"0","550103114","550103117","550103116","550103115","黑曜飛龍 第1階段（次元斷層）","0"
"0","550103216","550103219","550103218","550103217","黑曜飛龍 第2階段（次元斷層）","0"
"0","550103317","550103320","550103319","550103318","黑曜飛龍 第3階段（次元斷層）","0"
"0","550103417","550103420","550103419","550103418","黑曜飛龍 第4階段（次元斷層）","0"
"0","550103517","550103520","550103519","550103518","黑曜飛龍 第5階段（次元斷層）","0"
"0","550104113","550104116","550104115","550104114","涅普堤利昂 危險度1","0"
"0","550104215","550104218","550104217","550104216","涅普堤利昂 危險度2","0"
"0","550104316","550104319","550104318","550104317","涅普堤利昂 危險度3","0"
"0","550104416","550104419","550104418","550104417","涅普堤利昂 危險度4","0"
"0","550104516","550104519","550104518","550104517","涅普堤利昂 危險度5","0"
"0","550105111","550105114","550105113","550105112","劍蛇 第1階段","0"
"0","550105213","550105216","550105215","550105214","劍蛇 第2階段","0"
"0","550105315","550105318","550105317","550105316","劍蛇 第3階段","0"
"0","550105416","550105419","550105418","550105417","劍蛇 第4階段","0"
"0","550105516","550105519","550105518","550105517","劍蛇 第5階段","0"
"0","550106118","550106121","550106120","550106119","次元斷層三重岩 危險度1","0"
"0","550106220","550106223","550106222","550106221","次元斷層三重岩 危險度2","0"
"0","550106320","550106323","550106322","550106321","次元斷層三重岩 危險度3","0"
"0","550106422","550106425","550106424","550106423","次元斷層三重岩 危險度4","0"
"0","550106518","550106521","550106520","550106519","次元斷層三重岩 危險度5","0"
"0","610017101","610017104","610017103","610017102","貝特魯吉烏斯 NORMAL","0"
"0","610017201","610017204","610017203","610017202","貝特魯吉烏斯 HARD","0"
"0","610017301","610017304","610017303","610017302","貝特魯吉烏斯 VERY HARD","0"
"0","610017401","610017413","610017412","610017411","貝特魯吉烏斯 SP1","0"
"0","610017402","610017423","610017422","610017421","貝特魯吉烏斯 SP2","0"
"0","610017403","610017433","610017432","610017431","貝特魯吉烏斯 SP3","0"
"0","610036101","610036104","610036103","610036102","盆栽小花 NORMAL","0"
"0","610036201","610036204","610036203","610036202","盆栽小花 HARD","0"
"0","610036301","610036304","610036303","610036302","盆栽小花 VERY HARD","0"
"0","610036401","610036413","610036412","610036411","盆栽小花 SP1","0"
"0","610036402","610036423","610036422","610036421","盆栽小花 SP2","0"
"0","610036403","610036433","610036432","610036431","盆栽小花 SP3","0"
"0","610053101","610053104","610053103","610053102","貝特魯吉烏斯 NORMAL","0"
"0","610053201","610053204","610053203","610053202","貝特魯吉烏斯 HARD","0"
"0","610053301","610053304","610053303","610053302","貝特魯吉烏斯 VERY HARD","0"
"0","610053401","610053413","610053412","610053411","貝特魯吉烏斯 SP1","0"
"0","610053402","610053423","610053422","610053421","貝特魯吉烏斯 SP2","0"
"0","610053403","610053433","610053432","610053431","貝特魯吉烏斯 SP3","0"
"0","610054101","0","610054103","610054102","被操控的雪人 NORMAL","0"
"0","610054201","0","610054203","610054202","被操控的雪人 HARD","0"
"0","610054301","0","610054303","610054302","被操控的雪人 VERY HARD","0"
"0","610054401","0","610054413","610054412","被操控的雪人 SP1","0"
"0","610054402","0","610054423","610054422","被操控的雪人 SP2","0"
"0","610054403","0","610054433","610054432","被操控的雪人 SP3","0"
"0","610063101","610063104","610063103","610063102","盆栽小花 NORMAL","0"
"0","610063201","610063204","610063203","610063202","盆栽小花 HARD","0"
"0","610063301","610063304","610063303","610063302","盆栽小花 VERY HARD","0"
"0","610063401","610063413","610063412","610063411","盆栽小花 SP1","0"
"0","610063402","610063423","610063422","610063421","盆栽小花 SP2","0"
"0","610063403","610063433","610063432","610063431","盆栽小花 SP3","0"
"610066105","610066101","610066104","610066103","610066102","爆裂‧時間儀 NORMAL","0"
"610066205","610066201","610066204","610066203","610066202","爆裂‧時間儀 HARD","0"
"610066305","610066301","610066304","610066303","610066302","爆裂‧時間儀 VERY HARD","0"
"610066414","610066401","610066413","610066412","610066411","爆裂‧時間儀 SP1","0"
"610066424","610066402","610066423","610066422","610066421","爆裂‧時間儀 SP2","0"
"610066434","610066403","610066433","610066432","610066431","爆裂‧時間儀 SP3","0"
"0","610081101","0","610081103","610081102","被操控的雪人 NORMAL","0"
"0","610081201","0","610081203","610081202","被操控的雪人 HARD","0"
"0","610081301","0","610081303","610081302","被操控的雪人 VERY HARD","0"
"0","610081401","0","610081413","610081412","被操控的雪人 SP1","0"
"0","610081402","0","610081423","610081422","被操控的雪人 SP2","0"
"0","610081403","0","610081433","610081432","被操控的雪人 SP3","0"
"0","610085101","0","610085103","610085102","超載力量","0"
"0","610085201","0","610085203","610085202","超載力量","0"
"0","610085301","0","610085303","610085302","超載力量","0"
"0","610085401","0","610085412","610085411","超載力量","0"
"0","610085402","0","610085422","610085421","超載力量","0"
"0","610085403","0","610085432","610085431","超載力量","0"
"610093105","610093101","610093104","610093103","610093102","爆裂‧時間儀 NORMAL","0"
"610093205","610093201","610093204","610093203","610093202","爆裂‧時間儀 HARD","0"
"610093305","610093301","610093304","610093303","610093302","爆裂‧時間儀 VERY HARD","0"
"610093414","610093401","610093413","610093412","610093411","爆裂‧時間儀 SP1","0"
"610093424","610093402","610093423","610093422","610093421","爆裂‧時間儀 SP2","0"
"610093434","610093403","610093433","610093432","610093431","爆裂‧時間儀 SP3","0"
"610110105","610110101","610110104","610110103","610110102","樂園守護者 NORMAL","0"
"610110205","610110201","610110204","610110203","610110202","樂園守護者 HARD","0"
"610110305","610110301","610110304","610110303","610110302","樂園守護者 VERY HARD","0"
"610110414","610110401","610110413","610110412","610110411","樂園守護者 SP1","0"
"610110424","610110402","610110423","610110422","610110421","樂園守護者 SP2","0"
"610110434","610110403","610110433","610110432","610110431","樂園守護者 SP3","0"
"0","610113101","0","610113103","610113102","超載力量","0"
"0","610113201","0","610113203","610113202","超載力量","0"
"0","610113301","0","610113303","610113302","超載力量","0"
"0","610113401","0","610113412","610113411","超載力量","0"
"0","610113402","0","610113422","610113421","超載力量","0"
"0","610113403","0","610113432","610113431","超載力量","0"
"0","610137101","0","610137103","610137102","顯露苦衷 埃拉＆志那都 NORMAL","0"
"0","610137201","0","610137203","610137202","顯露苦衷 埃拉＆志那都 HARD","0"
"0","610137301","0","610137303","610137302","顯露苦衷 埃拉＆志那都 VERY HARD","0"
"0","610137401","0","610137412","610137411","顯露苦衷 埃拉＆志那都 SP1","0"
"0","610137402","0","610137421","610137422","顯露苦衷 埃拉＆志那都 SP2","0"
"0","610137403","0","610137432","610137431","顯露苦衷 埃拉＆志那都 SP3","0"
"0","610137501","0","610137512","610137511","顯露苦衷 埃拉＆志那都 EX+1","0"
"0","610137502","0","610137521","610137522","顯露苦衷 埃拉＆志那都 EX+2","0"
"0","610137503","0","610137532","610137531","顯露苦衷 埃拉＆志那都 EX+3","0"
"610138105","610138101","610138104","610138103","610138102","樂園守護者 NORMAL","0"
"610138205","610138201","610138204","610138203","610138202","樂園守護者 HARD","0"
"610138305","610138301","610138304","610138303","610138302","樂園守護者 VERY HARD","0"
"610138414","610138401","610138413","610138412","610138411","樂園守護者 SP1","0"
"610138424","610138402","610138423","610138422","610138421","樂園守護者 SP2","0"
"610138434","610138403","610138433","610138432","610138431","樂園守護者 SP3","0"
"610150105","610150101","610150104","610150103","610150102","混沌生成系統 NORMAL","0"
"610150205","610150201","610150204","610150203","610150202","混沌生成系統 HARD","0"
"610150305","610150301","610150304","610150303","610150302","混沌生成系統 VERY HARD","0"
"610150414","610150401","610150413","610150412","610150411","混沌生成系統 SP1","0"
"610150424","610150402","610150423","610150422","610150421","混沌生成系統 SP2","0"
"610150434","610150403","610150433","610150432","610150431","混沌生成系統 SP3","0"
"610150514","610150501","610150513","610150512","610150511","混沌生成系統 EX+1","0"
"610150524","610150502","610150523","610150522","610150521","混沌生成系統 EX+2","0"
"610150534","610150503","610150533","610150532","610150531","混沌生成系統 EX+3","0"
"0","610153101","610153104","610153103","610153102","貝特魯吉烏斯 NORMAL","0"
"0","610153201","610153204","610153203","610153202","貝特魯吉烏斯 HARD","0"
"0","610153301","610153304","610153303","610153302","貝特魯吉烏斯 VERY HARD","0"
"0","610153401","610153413","610153412","610153411","貝特魯吉烏斯 SP1","0"
"0","610153402","610153423","610153422","610153421","貝特魯吉烏斯 SP2","0"
"0","610153403","610153433","610153432","610153431","貝特魯吉烏斯 SP3","0"
"0","660031101","0","660031103","660031102","被操控的雪人 NORMAL","0"
"0","660031201","0","660031203","660031202","被操控的雪人 HARD","0"
"0","660031301","0","660031303","660031302","被操控的雪人 VERY HARD","0"
"660037105","660037101","660037104","660037103","660037102","爆裂‧時間儀 NORMAL","0"
"660037205","660037201","660037204","660037203","660037202","爆裂‧時間儀 HARD","0"
"660037305","660037301","660037304","660037303","660037302","爆裂‧時間儀 VERY HARD","0"
"0","660047101","0","660047103","660047102","超載力量","0"
"0","660047201","0","660047203","660047202","超載力量","0"
"0","660047301","0","660047303","660047302","超載力量","0"
"0","701000401","701000404","701000403","701000402","石像鬼‧炸裂","0"
"0","701000405","701000408","701000407","701000406","石像鬼‧炸裂","0"
"0","701000409","701000412","701000411","701000410","石像鬼‧炸裂","0"
"0","701000413","701000416","701000415","701000414","石像鬼‧炸裂","0"
"0","701000417","701000420","701000419","701000418","石像鬼‧炸裂","0"
"0","701000501","701000504","701000503","701000502","石像鬼‧魔幻","0"
"0","701000505","701000508","701000507","701000506","石像鬼‧魔幻","0"
"0","701000509","701000512","701000511","701000510","石像鬼‧魔幻","0"
"0","701000513","701000516","701000515","701000514","石像鬼‧魔幻","0"
"0","701000517","701000520","701000519","701000518","石像鬼‧魔幻","0"
"0","800100203","800100214","800100213","800100212","機械莉瑪2020MODE3","0"
"0","801100213","801100243","801100233","801100223","霸瞳僕役（複合）","0"
"0","802100210","0","802100212","802100211","蘭法","0"
"802100234","802100230","802100233","802100232","802100231","卡里莎","0"
"0","802100241","0","802100243","802100242","蘭法","0"
"802100249","802100245","802100248","802100247","802100246","卡里莎","0"
"0","803100201","803100204","803100203","803100202","黑之王賈巴沃克","0"
"0","803100205","803100208","803100207","803100206","黑之王賈巴沃克","0"
"0","803100209","803100212","803100211","803100210","黑之王賈巴沃克","0"
"0","820103001","820103004","820103003","820103002","深域泰坦龍龜","0"
"0","820104001","820104004","820104003","820104002","深域涅普堤利昂","0"
"0","830102001","0","830102003","830102002","深域哥布林騎兵","0"
"0","840102001","840102004","840102003","840102002","深域冰霜獵犬","0"
"0","840105001","840105004","840105003","840105002","深域三重岩","0"
"0","850103001","850103004","850103003","850103002","深域雷電","0"
"0","850105001","850105004","850105003","850105002","深域劍蛇","0"
"0","924072101","924072104","924072103","924072102","7月深淵討伐戰冰霜獵犬","0"
"0","924072201","924072204","924072203","924072202","7月深淵討伐戰冰霜獵犬","0"
"0","924072301","924072304","924072303","924072302","7月深淵討伐戰冰霜獵犬","0"
"0","924072401","924072404","924072403","924072402","7月深淵討伐戰冰霜獵犬","0"
"0","924082101","924082104","924082103","924082102","8月深淵討伐戰三重岩","0"
"0","924082201","924082204","924082203","924082202","8月深淵討伐戰三重岩","0"
"0","924082301","924082304","924082303","924082302","8月深淵討伐戰三重岩","0"
"0","924082401","924082404","924082403","924082402","8月深淵討伐戰三重岩","0"
"0","924092101","924092104","924092103","924092102","9月深淵討伐戰劍蛇","0"
"0","924092201","924092204","924092203","924092202","9月深淵討伐戰劍蛇","0"
"0","924092301","924092304","924092303","924092302","9月深淵討伐戰劍蛇","0"
"0","924092401","924092404","924092403","924092402","9月深淵討伐戰劍蛇","0"
