5143b219cf54203d8105e95972ef94ac580158d1c2dac6cf583aa7907d9baafa,f19ebea471f0ddc3baafc1f6dd707861c988294add1e5a13693d01d2378876b2,5ccd1ff8a8ab93e324c2264bd695d054a87f66b02a057ba2c06c148a3edfad2a,e20a5ee84e4472a01be56fc0d86833a07f13d3bfc9a8526efb64fd836c68bcb2,3ebf4bae3d6b26266e49450653ffe96212de7d1e7549f479f18c7d4480a6b37c,5b00906232b31ba04a257d15285c06de05ae0b7b514fbace1ec1593b725dbb71,2d5ab43154efff6cd83c52009a45554927c70010d316d8d1cbebe62b2846150f,ac386f23a857c1cf4124eb95d26ca40d299a3111bd8f3244c6449d8960c7355b
"指環","10060","1","ㄓ","2","ㄨㄢ","1006002","圓圓的環。"
"珠寶","10060","1","ㄨ","2","ㄠ","1006003","以貴金屬或稀有礦物加工成的奢侈品，通常都是亮晶晶的。"
"繩子","10061","1","ㄥ","1","ㄗ","1006100","以纖維編織而成的工具，用於捆綁。"
"麻繩","10061","1","ㄚ","1","ㄥ","1006101","用麻線等編成的結實的繩子。可以綁起各式各樣的東西。"
"草繩","10061","1","ㄠ","2","ㄥ","1006102","用草編織成的繩子，據說被蛇咬過的人會怕它十年。"
"空花的秘密道具","10061","1","ㄨㄥ","3","ㄩ","1006103","嗚呵呵呵呵。"
"絕頂","10061","1","ㄩㄝ","3","ㄧㄥ","1006104","空花要，空花要～！"
"盾牌","10062","1","ㄨㄣ","1","ㄞ","1006200","用來防止攻擊的板狀的防具。"
"護具","10062","1","ㄨ","2","ㄩ","1006201","拿來防止什麼的東西的總稱。"
"防具","10062","1","ㄤ","2","ㄩ","1006202","保護身體的裝備。"
"裝備","10062","1","ㄨㄤ","2","ㄟ","1006203","配戴在身上的功能性物品或衣物。"
"地獄之盾","10062","1","ㄧ","3","ㄨㄣ","1006204","純的必殺技。能擋下各種攻擊！"
"錢幣","10063","1","ㄧㄢ","1","ㄧ","1006300","貨幣。不是食物。"
"金錢","10063","1","ㄧㄣ","1","ㄧㄢ","1006301","「錢」的別種說法。不是食物。"
"寶藏","10063","1","ㄠ","2","ㄤ","1006302","被藏起來的貴重物品。"
"財物","10063","1","ㄞ","2","ㄨ","1006303","指貨幣或貴重的物品。"
"盧幣","10063","1","ㄨ","3","ㄧ","1006304","在蘭德索爾使用的貨幣單位。不是食物。"
"公會小屋購買家具","10063","1","ㄨㄥ","3","ㄩ","1006305","是盧幣主要的用途。也有可以食用的。"
"布丁","10064","1","ㄨ","1","ㄧㄥ","1006400","雞蛋做成的甜品。"
"豪華法式布丁","10064","1","ㄠ","2","ㄧㄥ","1006401","統率所有點心的點心中的點心。"
"甜點","10064","1","ㄧㄢ","2","ㄧㄢ","1006402","是甜的。也就是布丁。"
"宮子的點心","10064","1","ㄨㄥ","3","ㄧㄣ","1006403","所有的布丁都是宮子一個人的。"
"項鍊","10065","1","ㄧㄤ","1","ㄧㄢ","1006500","裝飾在脖子上的飾品。"
"墜飾","10065","1","ㄨㄟ","2","ㄕ","1006501","掛在脖子上的飾品。"
"飾品","10065","1","ㄕ","2","ㄧㄣ","1006502","飾品。時尚的必備道具。"
"首飾","10065","1","ㄡ","2","ㄕ","1006503","與服裝互相搭配的配件。"
"稻米","10066","1","ㄠ","1","ㄧ","1006600","稻穗。可以篩出米。"
"米飯","10066","1","ㄧ","2","ㄢ","1006601","將水稻精製後的穀物。米飯！"
"麥子","10066","1","ㄞ","2","ㄗ","1006602","麵包原料的穀物。"
"穀物","10066","1","ㄨ","2","ㄨ","1006603","人工種植的可食用植物之一，富含澱粉。"
"醬油","10067","1","ㄧㄤ","1","ㄧㄡ","1006700","由豆類製成的東國特有的醬料。"
"豆油","10067","1","ㄡ","2","ㄧㄡ","1006701","「醬油」的別種說法。豆類的醬料。"
"調味料","10067","1","ㄧㄠ","2","ㄧㄠ","1006702","用來調味。"
"柴魚醬油","10067","1","ㄞ","2","ㄧㄡ","1006703","加入鰹魚風味的醬油。"
"輸送帶","10068","1","ㄨ","1","ㄞ","1006800","用來進行流程作業的機器。"
"工廠","10068","1","ㄨㄥ","2","ㄤ","1006801","大量生產製品的設施。"
"生產線","10068","1","ㄥ","2","ㄧㄢ","1006802","工廠為了提高效率而設置的生產流水線。"
"鯛魚燒工廠","10068","1","ㄧㄠ","3","ㄤ","1006803","賭上了墨丘利財團威望的事業。要是那時候沒有爆炸的話……"
"吊燈","10069","1","ㄧㄠ","1","ㄥ","1006900","炫爛奪目又豪華的照明器具。"
"燭臺","10069","1","ㄨ","2","ㄞ","1006901","照亮黑暗的光。"
"燈飾","10069","1","ㄥ","2","ㄕ","1006902","精心設計的帶有美感的照明裝置。"
"鹽","10070","1","ㄧㄢ","1","ㄧㄢ","1007000","好鹹。"
"氯化納","10070","1","ㄩ","2","ㄚ","1007001","「鹽」的別種說法。"
"調味料","10070","1","ㄧㄠ","2","ㄧㄠ","1007002","用來調味。"
"低鈉鹽","10070","1","ㄧ","2","ㄧㄢ","1007003","鈉離子含量較低的食用鹽，據說比較健康。"
"漩渦","10071","1","ㄩㄢ","1","ㄨㄛ","1007100","會捲起激烈旋渦的潮流。"
"咕嚕咕嚕","10071","1","ㄨ","2","ㄨ","1007101","要、要被捲進去了……咕嚕咕嚕……"
"海難","10071","1","ㄞ","2","ㄢ","1007102","船隻沉沒的事故。"
"釣竿","10072","1","ㄧㄠ","1","ㄢ","1007200","釣魚用的道具。要高明的操作需要技巧。"
"魚餌","10072","1","ㄩ","2","ㄦ","1007201","幾乎是釣竿的必要配備，空有釣竿卻沒有魚餌可不容易啊。"
"流夏的興趣","10072","1","ㄧㄡ","3","ㄩ","1007202","握法跟專業級的一樣。"
"鍋子","10073","1","ㄨㄛ","1","ㄗ","1007300","煮食物用的調理器具。"
"咖哩","10073","1","ㄚ","2","ㄧ","1007301","最愛大家了。聞味道的瞬間就讓人想吃的香料魔法。"
"燉菜","10073","1","ㄨㄣ","2","ㄞ","1007302","放入肉和蔬菜燉煮的料理。能不能以這個當菜來配飯，引起了眾人討論。"
"滷汁","10073","1","ㄨ","2","ㄓ","1007303","為了讓食物入味所用的液體。"
"紅酒燉牛肉","10073","1","ㄨㄥ","2","ㄡ","1007304","加了紅酒的燉牛肉。"
"蹺蹺板","10074","1","ㄧㄠ","1","ㄢ","1007400","坐在兩邊叩咚叩咚的。"
"兒童遊樂設施","10074","1","ㄦ","2","ㄕ","1007401","放在公園裡的遊戲道具。"
"去公園玩","10074","1","ㄩ","2","ㄨㄢ","1007402","在公園集合哦！"
"失衡","10074","1","ㄕ","2","ㄥ","1007403","槓桿兩邊受力不相同的狀態，引申為相關聯的雙方差距過大。"
"筆","10075","1","ㄧ","1","ㄧ","1007500","用來畫圖或寫字的道具。"
"書法","10075","1","ㄨ","2","ㄚ","1007501","是東國的文化！"
"毛筆","10075","1","ㄠ","2","ㄧ","1007502","以動物毛製成的筆。"
"寫字","10075","1","ㄧㄝ","2","ㄗ","1007503","一定得學習。"
"硯臺","10075","1","ㄧㄢ","2","ㄞ","1007504","研墨的道具。"
"東國文化","10075","1","ㄨㄥ","3","ㄨㄚ","1007505","位於蘭德索爾的遙遠東邊的國家的文化。還有忍者、武士、富士、藝妓等。是妮諾的憧憬。"
"啞鈴","10076","1","ㄧㄚ","1","ㄧㄥ","1007600","訓練工具。"
"二頭肌","10076","1","ㄦ","1","ㄧ","1007601","看到隆起來的手臂肌肉了嗎？那就是二頭肌。"
"肌肉","10076","1","ㄧ","2","ㄡ","1007602","肌肉！"
"鍛鍊","10076","1","ㄨㄢ","2","ㄧㄢ","1007603","主要是為了提升力量的訓練。"
"重訓","10076","1","ㄨㄥ","2","ㄩㄣ","1007604","提起重物的訓練。"
"鬼魂","10077","1","ㄨㄟ","1","ㄨㄣ","1007700","是鬼喲。把布丁交出來喲。"
"幽靈","10077","1","ㄧㄡ","1","ㄧㄥ","1007701","是幽靈喲。把布丁交出來喲。"
"宮子","10077","1","ㄨㄥ","3","ㄗ","1007702","是宮子喲！把布丁交出來喲。"
"無敵","10077","1","ㄨ","3","ㄧ","1007703","是無敵的喲！把布丁交出來喲。"
"日和","20001","1","ㄖ","1","ㄜ","2000100","【破曉之星】中最愛助人的格鬥少女。"
"放不下心","20001","1","ㄤ","3","ㄧㄣ","2000101","日和的口頭禪和座右銘。"
"優衣","20002","1","ㄧㄡ","1","ㄧ","2000200","【破曉之星】中專情的純真治療師。"
"全體治癒","20002","1","ㄩㄢ","3","ㄩ","2000201","治癒一切是優衣的特技。"
"真琴的兒時玩伴","20002","1","ㄣ","3","ㄢ","2000202","似乎旁人都對此感到很意外。"
"怜","20003","1","ㄧㄥ","1","ㄧㄥ","2000300","【破曉之星】中的冷酷劍士。釣魚是她的興趣。"
"騎馬","20003","1","ㄧ","3","ㄚ","2000301","怜的隱藏特技。"
"劍術","20003","1","ㄧㄢ","3","ㄨ","2000302","她會教我她的劍術特技。在天氣好時也會去釣魚……"
"禊","20004","1","ㄧ","1","ㄧ","2000400","【小小甜心】中的惡作劇負責人。在３人之中也是活力源頭。"
"搗蛋鬼","20004","1","ㄠ","3","ㄨㄟ","2000401","說到惡作劇的技巧無人能出其右，是惡作劇專家。"
"茉莉","20005","1","ㄛ","1","ㄧ","2000500","隸屬於【王宮騎士團】。憧憬英雄的少女。"
"虎虎頭號粉絲","20005","1","ㄨ","3","ㄙ","2000501","喜愛正義英雄的火熱之心才不會輸給其他人！"
"茜里","20006","1","ㄧㄢ","1","ㄧ","2000600","【惡魔偽王國軍】的雙胞胎中，早熟的妹妹。"
"依里的妹妹","20006","1","ㄧ","3","ㄟ","2000601","雖然長得一模一樣，個性卻完全相反？"
"小惡魔","20006","1","ㄧㄠ","3","ㄛ","2000602","如字面上所述，她的可愛會迷惑人心。"
"宮子","20007","1","ㄨㄥ","1","ㄗ","2000700","【惡魔偽王國軍】中最愛布丁的幽靈。"
"幽靈","20007","1","ㄧㄡ","3","ㄧㄥ","2000701","能夠飄浮或穿越牆壁等，所做之事大概就是去偷吃布丁。"
"最喜歡布丁","20007","1","ㄨㄟ","3","ㄧㄥ","2000702","了喲～！"
"雪","20008","1","ㄩㄝ","1","ㄩㄝ","2000800","【純白之翼 蘭德索爾分部】的美貌代表。"
"美麗的我","20008","1","ㄟ","3","ㄨㄛ","2000801","真是罪過呀。"
"自戀","20008","1","ㄗ","3","ㄧㄢ","2000802","我太美了也有錯嗎？"
"杏奈","20009","1","ㄧㄥ","1","ㄞ","2000900","【暮光流星群】成員的熾炎戰鬼煉獄血盟暗黑團團長。既是暗黑騎士，也是結束終焉之戰的舊世界英雄。"
"疾風之冥姬","20009","1","ㄧ","3","ㄧ","2000901","又名為！"
"中二病","20009","1","ㄨㄥ","3","ㄧㄥ","2000902","由於是青春期，就不要管她了。"
"真步","20010","1","ㄣ","1","ㄨ","2001000","【哞哞自衛隊】中可靠又雍容華貴的公會長。"
"公主","20010","1","ㄨㄥ","3","ㄨ","2001001","據說位於某處的謎之國度，真步真步王國……真步是那裡的公主。"
"咕嚕靈波","20010","1","ㄨ","3","ㄛ","2001002","將手杖轉轉轉的可愛動作喚出的魔法威力不可小看……"
"璃乃","20011","1","ㄧ","1","ㄞ","2001100","隸屬於【拉比林斯】，自稱妹妹。努力的考生。"
"妹妹","20011","1","ㄟ","3","ㄟ","2001101","就是妹妹，儘管只是自稱，還是妹妹。"
"小笨蛋","20011","1","ㄧㄠ","3","ㄢ","2001102","就算有點呆也沒關係，希望她能健康的長大。"
"初音","20012","1","ㄨ","1","ㄧㄣ","2001200","【森林守衛】中沉睡的超能力少女。"
"超能力少女","20012","1","ㄠ","3","ㄩ","2001201","有超能力的事是祕密哦。"
"小栞的姊姊","20012","1","ㄧㄠ","3","ㄧㄝ","2001202","最愛小栞了！"
"七七香","20013","1","ㄧ","1","ㄧㄤ","2001300","【暮光流星群】中可愛到爆的最強魔法少女。"
"魔法少女","20013","1","ㄛ","3","ㄩ","2001301","使用魔法的少女。在知情的人之間，對於到幾歲前能自稱魔法少女，都有著不同的看法。"
"最可愛","20013","1","ㄨㄟ","3","ㄞ","2001302","表示無敵可愛的意思。"
"霞","20014","1","ㄧㄚ","1","ㄧㄚ","2001400","【哞哞自衛隊】中的聰明美少女名偵探。"
"名偵探","20014","1","ㄧㄥ","3","ㄢ","2001401","她解開的謎團數都數不盡，難道是因為事件在呼喚名偵探嗎……"
"偵探","20014","1","ㄣ","3","ㄢ","2001402","追求真實的高尚職業。據說偵探的身邊總會跟著助手。"
"美里","20015","1","ㄟ","1","ㄧ","2001500","【森林守衛】的公會長。不斷湧出母性的姊姊。"
"幼稚園的老師","20015","1","ㄧㄡ","3","ㄕ","2001501","連魔物也會照顧。"
"鈴奈","20016","1","ㄧㄥ","1","ㄞ","2001600","【月光學院】中不擅長讀書，個性天真爛漫的辣妹。好像學會九九乘法表了……？"
"超級名模","20016","1","ㄠ","3","ㄛ","2001601","人氣爆棚的模特兒。"
"辣妹","20016","1","ㄚ","3","ㄟ","2001602","很潮的女孩子。"
"香織","20017","1","ㄧㄤ","1","ㄓ","2001700","【哞哞自衛隊】中熱愛唱歌與舞蹈的南國少女。"
"琉球空手道","20017","1","ㄧㄡ","3","ㄠ","2001701","琉球犬矢之拳！"
"嗨―呵","20017","1","ㄞ","3","ㄜ","2001702","香織故鄉的問候。妳好呀――！"
"伊緒","20018","1","ㄧ","1","ㄩ","2001800","【月光學院】中性感的新進教師。"
"老師","20018","1","ㄠ","3","ㄕ","2001801","雖然是新來的老師，但是跟學生很親近。"
"美美","20019","1","ㄟ","1","ㄟ","2001900","【小小甜心】裡最愛撒嬌的一個。嚕啦啦～嚕啦啦～♪"
"最喜歡兔子先生","20019","1","ㄨㄟ","3","ㄥ","2001901","蹦蹦跳～♪"
"胡桃","20020","1","ㄨ","1","ㄠ","2002000","讓【咲戀育幼院】裡的愛哭鬼、膽小鬼都能打起勇氣努力的女孩。"
"知名女演員","20020","1","ㄓ","3","ㄩㄢ","2002001","雖然年紀尚輕，卻是知名演員。"
"依里","20021","1","ㄧ","1","ㄧ","2002100","【惡魔偽王國軍】中的雙胞胎，是傲嬌害羞的姊姊。"
"雙胞胎姊姊","20021","1","ㄨㄤ","3","ㄧㄝ","2002101","雖然長相相似但個性迥異。"
"害羞","20021","1","ㄞ","3","ㄧㄡ","2002102","害羞的反作用力，會讓她作出更激烈的事……"
"天才玩家","20021","1","ㄧㄢ","3","ㄧㄚ","2002103","有著華麗的操作。"
"綾音","20022","1","ㄧㄥ","1","ㄧㄣ","2002200","隸屬於【咲戀育幼院】。看起來很乖巧，不過她操作的噗吉卻意外的兇暴。"
"噗吉的夥伴","20022","1","ㄨ","3","ㄢ","2002201","一直和噗吉在一起，是一心同體。"
"鈴莓","20023","1","ㄧㄥ","1","ㄟ","2002300","【咲戀育幼院】中讓人喜歡的冒失鬼，奉獻型的女僕。"
"女僕","20023","1","ㄩ","3","ㄨ","2002301","我由衷地服侍主人。"
"冒冒失失","20023","1","ㄠ","3","ㄕ","2002302","弄壞了好多東西，糟糕了。"
"鈴","20024","1","ㄧㄥ","1","ㄧㄥ","2002400","被派遣到【伊麗莎白牧場】的護衛。並沒有在偷懶，只是在盡情享受慢活。"
"懶散","20024","1","ㄢ","3","ㄢ","2002401","雖然很散漫，該做事時還是會做……大概……一定會……"
"惠理子","20025","1","ㄨㄟ","1","ㄗ","2002500","【暮光流星群】成員。愛很沉重，非常沉重。"
"破壞者","20025","1","ㄛ","3","ㄜ","2002501","惠理子的通稱。若是為了愛，可以破壞各式各樣的東西。"
"咲戀","20026","1","ㄧㄠ","1","ㄧㄢ","2002600","【咲戀育幼院】中可靠的公會長。原本是王宮騎士團副團長。"
"媽媽","20026","1","ㄚ","3","ㄚ","2002601","雖然還不到被人稱為媽媽的年紀，也沒有孩子，但媽媽就是媽媽。"
"望","20027","1","ㄨㄤ","1","ㄨㄤ","2002700","【慈樂之音】裡不可動搖的中心。頂尖偶像。"
"超人氣偶像","20027","1","ㄠ","3","ㄧㄤ","2002701","想低調行動時很辛苦。"
"妮諾","20028","1","ㄧ","1","ㄨㄛ","2002800","【純白之翼 蘭德索爾分部】中憧憬東國的戰士，目標是統一天下！"
"憧憬東國","20028","1","ㄨㄥ","3","ㄨㄛ","2002801","最喜歡東國文化，但時常會記錯內容。"
"冒牌忍者","20028","1","ㄠ","3","ㄜ","2002802","愛讀的書是《武士道》！"
"忍","20029","1","ㄣ","1","ㄣ","2002900","隸屬於【惡魔偽王國軍】的占卜師。身邊的骷髏頭其實是她的父親。"
"占卜師","20029","1","ㄢ","3","ㄕ","2002901","說中是占卜，說不中也是占卜。"
"秋乃","20030","1","ㄧㄡ","1","ㄞ","2003000","設立【墨丘利財團】的公會長，她的經商能力能改變世界。"
"大小姐","20030","1","ㄚ","3","ㄧㄝ","2003001","充滿做生意才能的大小姐。"
"真陽","20031","1","ㄣ","1","ㄧㄤ","2003100","【伊麗莎白牧場】的會長。能夠溫和統率個性多元的公會成員的姐姐。"
"牧場主人","20031","1","ㄨ","3","ㄣ","2003101","經營牧場就交給我吧。"
"搞笑藝人之路","20031","1","ㄠ","3","ㄨ","2003102","那條路風險很高。"
"優花梨","20032","1","ㄧㄡ","1","ㄧ","2003200","【墨丘利財團】中負責財務的能幹姐姐……平常是這樣沒錯。"
"女中酒豪","20032","1","ㄩ","3","ㄠ","2003201","像優花梨那樣的大人。"
"鏡華","20033","1","ㄧㄥ","1","ㄨㄚ","2003300","【小小甜心】中年紀最小的。很努力唸書，腦袋也很聰明。不敢吃紅蘿蔔和青椒。"
"資優生","20033","1","ㄗ","3","ㄥ","2003301","是小小甜心中最認真可靠的人。"
"智","20034","1","ㄓ","1","ㄓ","2003400","【王宮騎士團】團員。是團長的親信？"
"御久間流","20034","1","ㄩ","3","ㄧㄡ","2003401","智的家裡相傳著神速劍技。奧義是阿修羅。"
"栞","20035","1","ㄢ","1","ㄢ","2003500","【伊麗莎白牧場】的成員。儘管體弱仍一心一意努力的少女。"
"初音的妹妹","20035","1","ㄨ","3","ㄟ","2003501","最喜歡姊姊了。"
"碧","20036","1","ㄧ","1","ㄧ","2003600","【森林守衛】的孤單弓箭手。雖然能和植物對話，但那樣還是很孤單。"
"邊緣人","20036","1","ㄧㄢ","3","ㄣ","2003601","孤單的一個人，咳嗽也一個人。"
"千歌","20037","1","ㄧㄢ","1","ㄜ","2003700","【慈樂之音】成員。能和精靈當朋友的風之唱喚歌姬。"
"唱喚士","20037","1","ㄤ","3","ㄕ","2003701","唱喚術師。會使用能以歌聲唱喚出精靈的幻之祕術。小心不要搞錯字。"
"歌姬","20037","1","ㄜ","3","ㄧ","2003702","演唱出的歌曲能夠使所有人著迷。"
"真琴","20038","1","ㄣ","1","ㄧㄣ","2003800","【哞哞自衛隊】的突擊隊長。愛照顧人的獸人族少女。"
"優衣的兒時玩伴","20038","1","ㄧㄡ","3","ㄢ","2003801","似乎旁人都對此感到很意外。"
"伊莉亞","20039","1","ㄧ","1","ㄧㄚ","2003900","【惡魔偽王國軍】的會長，也是傳說中的吸血鬼。為了征服世界，今天也會加油。"
"傳說的吸血鬼","20039","1","ㄨㄢ","3","ㄨㄟ","2003901","據說以前被推進了蘭德索爾裡的可怕熔爐中。"
"統領黑夜之人","20039","1","ㄨㄥ","3","ㄣ","2003902","似乎統治著夜晚。"
"空花","20040","1","ㄨㄥ","1","ㄨㄚ","2004000","【純白之翼 蘭德索爾分部】的妄想負責人。"
"被虐狂","20040","1","ㄟ","3","ㄨㄤ","2004001","淑女的嗜好……？"
"珠希","20041","1","ㄨ","1","ㄧ","2004100","【墨丘利財團】中的鯛魚燒店。但是其本尊是……喵！喵喵！"
"貓娘","20041","1","ㄠ","3","ㄧㄤ","2004101","外表像貓一樣的女孩。"
"幻影貓","20041","1","ㄨㄢ","3","ㄠ","2004102","在蘭德索爾造成騷動的謎之義賊。其真面目滿是謎團。"
"純","20042","1","ㄨㄣ","1","ㄨㄣ","2004200","【王宮騎士團】團長。其面具之下，無人可知，也無法為人所知。"
"團長","20042","1","ㄨㄢ","3","ㄤ","2004201","是非常強大的團長。"
"美冬","20043","1","ㄟ","1","ㄨㄥ","2004300","隸屬於【墨丘利財團】的打工戰士。其實是龍殺手。"
"師傅","20043","1","ㄕ","3","ㄨ","2004301","會一步步地教你哦。當然是要收費的哦。"
"效率至上","20043","1","ㄧㄠ","3","ㄤ","2004302","是個貫徹始終講究效率的人。"
"靜流","20044","1","ㄧㄥ","1","ㄧㄡ","2004400","隸屬於【拉比林斯】，自稱姐姐。交給姐姐吧。"
"是姐姐喔","20044","1","ㄕ","3","ㄛ","2004401","我是姐姐喔！！"
"美咲","20045","1","ㄟ","1","ㄧㄠ","2004500","【月光學院】的學生。好像是位成熟的淑女，也是個罪惡的女人。"
"成熟的淑女","20045","1","ㄥ","3","ㄩ","2004501","我說是成熟淑女，就是成熟淑女！"
"深月","20046","1","ㄣ","1","ㄩㄝ","2004600","隸屬於【暮光流星群】的危險科學家。熱衷於實驗。"
"瘋狂科學家","20046","1","ㄥ","3","ㄧㄚ","2004601","因實驗而犧牲的人，不計其數。"
"獨眼惡魔","20046","1","ㄨ","3","ㄛ","2004602","獨眼惡魔，不接近她才是好事。"
"莉瑪","20047","1","ㄧ","1","ㄚ","2004700","【伊麗莎白牧場】的莉瑪。其實是全公會裡最有少女心的人。"
"毛茸茸","20047","1","ㄠ","3","ㄨㄥ","2004701","有魅惑效果的毛髮。"
"莫妮卡","20048","1","ㄛ","1","ㄚ","2004800","是【純白之翼 蘭德索爾分部】的公會長也是軍人。總是被成員耍著玩的苦幹之人，是白翼的指揮官。"
"小鬼頭","20048","1","ㄧㄠ","3","ㄡ","2004801","才，才不是小孩呢！"
"紡希","20049","1","ㄤ","1","ㄧ","2004900","【慈樂之音】的成員，本業是裁縫師。她華麗的用線技巧能夠綁起各種東西。"
"裁縫師","20049","1","ㄞ","3","ㄕ","2004901","裁縫就交給我吧。"
"怜大人粉絲俱樂部","20049","1","ㄧㄥ","3","ㄨ","2004902","不會讓壞蟲子靠近怜大人的。"
"步未","20050","1","ㄨ","1","ㄨㄟ","2005000","【純白之翼 蘭德索爾分部】的祕密負責人。到處都在，卻到處都不見人影。"
"跟蹤狂","20050","1","ㄣ","3","ㄨㄤ","2005001","我、我才不是跟蹤狂呢……！"
"流夏","20051","1","ㄧㄡ","1","ㄧㄚ","2005100","【暮光流星群】的公會長。十分大方的釣客。劍術技巧也很棒。"
"大姐頭","20051","1","ㄚ","3","ㄡ","2005101","魔物也很仰慕大姐頭。"
"吉塔","20052","1","ㄧ","1","ㄚ","2005200","以成為蒼空的騎空士為目標的女孩。"
"蒼空的騎空士","20052","1","ㄤ","3","ㄕ","2005201","加入我所成立的騎空團吧！跟騎空士們一同在空中巡遊！"
"貪吃佩可","20053","1","ㄢ","1","ㄜ","2005300","【美食殿堂】的公會長。什麼都能吃得很美味。太讚了吧☆"
"皇家裝備","20053","1","ㄨㄤ","3","ㄟ","2005301","裝備後威力會大幅提升，但是好像肚子會餓。"
"太讚了吧","20053","1","ㄞ","3","ㄚ","2005302","太讚了吧☆"
"公主","20053","1","ㄨㄥ","3","ㄨ","2005303","阿斯特賴亞王家的王女。"
"可可蘿","20054","1","ㄜ","1","ㄨㄛ","2005400","隸屬於【美食殿堂】的精靈族少女。主人優先。"
"嚮導","20054","1","ㄧㄤ","3","ㄠ","2005401","接受了女神愛梅斯神諭的引路人。"
"巫女","20054","1","ㄨ","3","ㄩ","2005402","侍奉神明的女性。"
"凱留","20055","1","ㄞ","1","ㄧㄡ","2005500","順其自然地加入【美食殿堂】的謎樣貓耳少女。很不妙吧！"
"傲嬌","20055","1","ㄠ","3","ㄧㄠ","2005501","啥？完全聽不懂你在說什麼！"
"矛依未","20056","1","ㄠ","1","ㄨㄟ","2005600","與世界為敵抗戰，自稱是大罪人。天樓霸斷劍可以斬斷一切！"
"諾維姆","20056","1","ㄨㄛ","3","ㄨ","2005601","我是諾維姆！"
"亞里莎","20057","1","ㄧㄚ","1","ㄚ","2005700","發誓總有一天要成為森林守護者的精靈族少女。"
"精靈女","20057","1","ㄧㄥ","3","ㄩ","2005701","女性精靈族。"
"見習森林守衛","20057","1","ㄧㄢ","3","ㄨㄟ","2005702","要作為森林守護者獨當一面，得儘量每天投入修行。"
"似似花","20058","1","ㄙ","1","ㄨㄚ","2005800","七冠之一。千變萬化的變貌大妃。"
"變貌大妃","20058","1","ㄧㄢ","3","ㄟ","2005801","似似花的另一個名字。變貌大妃。"
"分身","20058","1","ㄣ","3","ㄣ","2005802","另一個我。"
"克莉絲提娜","20059","1","ㄜ","1","ㄚ","2005900","【王宮騎士團】的副團長，也是七冠之一。極端的享樂主義者。"
"誓約女君","20059","1","ㄕ","3","ㄩㄣ","2005901","克莉絲提娜的別名。"
"副團長","20059","1","ㄨ","3","ㄤ","2005902","又名為問題兒童。"
"祈梨","20060","1","ㄧ","1","ㄧ","2006000","隸屬於【龍族巢穴】的龍人族。臉長的很可愛，卻意外的毒舌。"
"龍之吐息","20060","1","ㄨㄥ","3","ㄧ","2006001","祈梨的特技。"
"幹部","20060","1","ㄢ","3","ㄨ","2006002","我是【龍族巢穴】的幹部，對我伏首稱臣吧！"
"嘉夜","20061","1","ㄧㄚ","1","ㄧㄝ","2006100","隸屬於【龍族巢穴】的龍人族打手。"
"笨蛋打架狂","20061","1","ㄣ","3","ㄨㄤ","2006101","幹架最行。"
"帆稀","20062","1","ㄢ","1","ㄧ","2006200","充滿謎團的【龍族巢穴】公會長、老大。"
"幫派老大","20062","1","ㄤ","3","ㄚ","2006201","頭目、首領的意思。"
"克蘿依","20063","1","ㄜ","1","ㄧ","2006300","【聖德蕾莎女子學院（好朋友社）】的一員。散發著一股認真的氣息。"
"陰暗系","20063","1","ㄧㄣ","3","ㄧ","2006301","好像並不是在生氣或是心情不好。"
"聖德蕾女的狂人","20063","1","ㄥ","3","ㄣ","2006302","聖德蕾女的狂人。那就是克蘿依。"
"琪愛兒","20064","1","ㄧ","1","ㄦ","2006400","【聖德蕾莎女子學院（好朋友社）】中負責切嚕～☆的人。"
"咧切嚕切嚕啵啪嗶","20064","1","ㄧㄝ","3","ㄧ","2006401","切嚕唎咧咧囉唎囉唎囉。"
"聖德蕾女的狂人","20064","1","ㄥ","3","ㄣ","2006402","聖德蕾女的狂人。那就是琪愛兒。"
"優妮","20065","1","ㄧㄡ","1","ㄧ","2006500","【優妮們】的公會長。天才都是孤獨的。"
"繭居族","20065","1","ㄧㄢ","3","ㄨ","2006501","躲在象牙之塔裡，每天勤奮學習。"
"聖德蕾女的狂人","20065","1","ㄥ","3","ㄣ","2006502","聖德蕾女的狂人。那就是優妮。"
"人型機器","10078","2","ㄣ","1","ㄧ","3007800","代替人類勞動的機械，人型是浪漫的表現。"
"魔法機械工具","10078","2","ㄛ","2","ㄩ","3007801","以魔法驅動的機械，可以幫助人類和戰鬥。"
"機關","10078","2","ㄧ","2","ㄨㄢ","3007802","用齒輪等零件組合而成，能進行複雜動作的架構。"
"超級優妮號","10078","2","ㄠ","3","ㄠ","3007803","喂，那個學姊又把在地獄裡焚化的名字拿出來用了。那東西明明叫好朋友X。"
"優妮的力作","10078","2","ㄧㄡ","3","ㄨㄛ","3007804","你說醜八怪臭遜廢鐵丸我可不能當作沒聽見……適可而止啊。"
"菌菇","10079","2","ㄩㄣ","1","ㄨ","3007900","生長在潮濕地區，是真菌類而不是植物。"
"真菌","10079","2","ㄣ","2","ㄩㄣ","3007901","真核生物中的一大類群，包含酵母等微生物及耳熟能詳的菇類。"
"蘑菇","10079","2","ㄛ","2","ㄨ","3007902","適合加進披薩和義大利麵的美味菇類。"
