74e49fc3cc20b55f632c94b7d2f6b128cf6bacd880c0e549f3b4b06baf8af6f6,4ffb5f915a2afa35065e6dc294af032bc3d153cacd4d28ea523d1fbcbd2fc4c3,e07fb443e2cca0bd44c4a1a19a2840c58f779dfd56dba2dd355860d2c51bd217,02e8dc09f81d0abadaf9019db22abf43b188b864e7f8b49fc2e748979db58b23,d90dc916394388e331146cd624eb84f342bf5dab9f25fdb180bb9f5095aa40c8,0087e60eed01f94ec2652225b726432d2ac952ffdfc99659f8c75a9a0ebe47c7
"10501080","5","80","1","對沙威瑪附加<1>HP+80%","1"
"10501081","5","81","1","對沙威瑪附加<1>HP+81%","1"
"10501082","5","82","1","對沙威瑪附加<1>HP+82%","1"
"10501083","5","83","1","對沙威瑪附加<1>HP+83%","1"
"10501084","5","84","1","對沙威瑪附加<1>HP+84%","1"
"10501085","5","85","1","對沙威瑪附加<1>HP+85%","1"
"10501086","5","86","1","對沙威瑪附加<1>HP+86%","1"
"10501087","5","87","1","對沙威瑪附加<1>HP+87%","1"
"10501088","5","88","1","對沙威瑪附加<1>HP+88%","1"
"10501089","5","89","1","對沙威瑪附加<1>HP+89%","1"
"10501090","5","90","1","對沙威瑪附加<1>HP+90%","1"
"10501091","5","91","1","對沙威瑪附加<1>HP+91%","1"
"10501092","5","92","1","對沙威瑪附加<1>HP+92%","1"
"10501093","5","93","1","對沙威瑪附加<1>HP+93%","1"
"10501094","5","94","1","對沙威瑪附加<1>HP+94%","1"
"10501095","5","95","1","對沙威瑪附加<1>HP+95%","1"
"10501096","5","96","1","對沙威瑪附加<1>HP+96%","1"
"10501097","5","97","1","對沙威瑪附加<1>HP+97%","1"
"10501098","5","98","1","對沙威瑪附加<1>HP+98%","1"
"10501099","5","99","1","對沙威瑪附加<1>HP+99%","1"
"10501100","5","100","1","對沙威瑪附加<1>HP+100%","1"
"20101010","1","10","2","對輪胎（特大）附加<1>HP+10%","1"
"20101011","1","11","2","對輪胎（特大）附加<1>HP+11%","1"
"20101012","1","12","2","對輪胎（特大）附加<1>HP+12%","1"
"20101013","1","13","2","對輪胎（特大）附加<1>HP+13%","1"
"20101014","1","14","2","對輪胎（特大）附加<1>HP+14%","1"
"20101015","1","15","2","對輪胎（特大）附加<1>HP+15%","1"
"20101016","1","16","2","對輪胎（特大）附加<1>HP+16%","1"
"20101017","1","17","2","對輪胎（特大）附加<1>HP+17%","1"
"20101018","1","18","2","對輪胎（特大）附加<1>HP+18%","1"
"20101019","1","19","2","對輪胎（特大）附加<1>HP+19%","1"
"20101020","1","20","2","對輪胎（特大）附加<1>HP+20%","1"
"20101021","1","21","2","對輪胎（特大）附加<1>HP+21%","1"
"20101022","1","22","2","對輪胎（特大）附加<1>HP+22%","1"
"20101023","1","23","2","對輪胎（特大）附加<1>HP+23%","1"
"20101024","1","24","2","對輪胎（特大）附加<1>HP+24%","1"
"20101025","1","25","2","對輪胎（特大）附加<1>HP+25%","1"
"20101026","1","26","2","對輪胎（特大）附加<1>HP+26%","1"
"20101027","1","27","2","對輪胎（特大）附加<1>HP+27%","1"
"20101028","1","28","2","對輪胎（特大）附加<1>HP+28%","1"
"20101029","1","29","2","對輪胎（特大）附加<1>HP+29%","1"
"20101030","1","30","2","對輪胎（特大）附加<1>HP+30%","1"
"20101031","1","31","2","對輪胎（特大）附加<1>HP+31%","1"
"20101032","1","32","2","對輪胎（特大）附加<1>HP+32%","1"
"20101033","1","33","2","對輪胎（特大）附加<1>HP+33%","1"
"20101034","1","34","2","對輪胎（特大）附加<1>HP+34%","1"
"20101035","1","35","2","對輪胎（特大）附加<1>HP+35%","1"
"20101036","1","36","2","對輪胎（特大）附加<1>HP+36%","1"
"20101037","1","37","2","對輪胎（特大）附加<1>HP+37%","1"
"20101038","1","38","2","對輪胎（特大）附加<1>HP+38%","1"
"20101039","1","39","2","對輪胎（特大）附加<1>HP+39%","1"
"20101040","1","40","2","對輪胎（特大）附加<1>HP+40%","1"
"20101041","1","41","2","對輪胎（特大）附加<1>HP+41%","1"
"20101042","1","42","2","對輪胎（特大）附加<1>HP+42%","1"
"20101043","1","43","2","對輪胎（特大）附加<1>HP+43%","1"
"20101044","1","44","2","對輪胎（特大）附加<1>HP+44%","1"
"20101045","1","45","2","對輪胎（特大）附加<1>HP+45%","1"
"20101046","1","46","2","對輪胎（特大）附加<1>HP+46%","1"
"20101047","1","47","2","對輪胎（特大）附加<1>HP+47%","1"
"20101048","1","48","2","對輪胎（特大）附加<1>HP+48%","1"
"20101049","1","49","2","對輪胎（特大）附加<1>HP+49%","1"
"20101050","1","50","2","對輪胎（特大）附加<1>HP+50%","1"
"20101051","1","51","2","對輪胎（特大）附加<1>HP+51%","1"
"20101052","1","52","2","對輪胎（特大）附加<1>HP+52%","1"
"20101053","1","53","2","對輪胎（特大）附加<1>HP+53%","1"
"20101054","1","54","2","對輪胎（特大）附加<1>HP+54%","1"
"20101055","1","55","2","對輪胎（特大）附加<1>HP+55%","1"
"20101056","1","56","2","對輪胎（特大）附加<1>HP+56%","1"
"20101057","1","57","2","對輪胎（特大）附加<1>HP+57%","1"
"20101058","1","58","2","對輪胎（特大）附加<1>HP+58%","1"
"20101059","1","59","2","對輪胎（特大）附加<1>HP+59%","1"
"20101060","1","60","2","對輪胎（特大）附加<1>HP+60%","1"
"20101061","1","61","2","對輪胎（特大）附加<1>HP+61%","1"
"20101062","1","62","2","對輪胎（特大）附加<1>HP+62%","1"
"20101063","1","63","2","對輪胎（特大）附加<1>HP+63%","1"
"20101064","1","64","2","對輪胎（特大）附加<1>HP+64%","1"
"20101065","1","65","2","對輪胎（特大）附加<1>HP+65%","1"
"20101066","1","66","2","對輪胎（特大）附加<1>HP+66%","1"
"20101067","1","67","2","對輪胎（特大）附加<1>HP+67%","1"
"20101068","1","68","2","對輪胎（特大）附加<1>HP+68%","1"
"20101069","1","69","2","對輪胎（特大）附加<1>HP+69%","1"
"20101070","1","70","2","對輪胎（特大）附加<1>HP+70%","1"
"20101071","1","71","2","對輪胎（特大）附加<1>HP+71%","1"
"20101072","1","72","2","對輪胎（特大）附加<1>HP+72%","1"
"20101073","1","73","2","對輪胎（特大）附加<1>HP+73%","1"
"20101074","1","74","2","對輪胎（特大）附加<1>HP+74%","1"
"20101075","1","75","2","對輪胎（特大）附加<1>HP+75%","1"
"20101076","1","76","2","對輪胎（特大）附加<1>HP+76%","1"
"20101077","1","77","2","對輪胎（特大）附加<1>HP+77%","1"
"20101078","1","78","2","對輪胎（特大）附加<1>HP+78%","1"
"20101079","1","79","2","對輪胎（特大）附加<1>HP+79%","1"
"20101080","1","80","2","對輪胎（特大）附加<1>HP+80%","1"
"20101081","1","81","2","對輪胎（特大）附加<1>HP+81%","1"
"20101082","1","82","2","對輪胎（特大）附加<1>HP+82%","1"
"20101083","1","83","2","對輪胎（特大）附加<1>HP+83%","1"
"20101084","1","84","2","對輪胎（特大）附加<1>HP+84%","1"
"20101085","1","85","2","對輪胎（特大）附加<1>HP+85%","1"
"20101086","1","86","2","對輪胎（特大）附加<1>HP+86%","1"
"20101087","1","87","2","對輪胎（特大）附加<1>HP+87%","1"
"20101088","1","88","2","對輪胎（特大）附加<1>HP+88%","1"
"20101089","1","89","2","對輪胎（特大）附加<1>HP+89%","1"
"20101090","1","90","2","對輪胎（特大）附加<1>HP+90%","1"
"20101091","1","91","2","對輪胎（特大）附加<1>HP+91%","1"
"20101092","1","92","2","對輪胎（特大）附加<1>HP+92%","1"
"20101093","1","93","2","對輪胎（特大）附加<1>HP+93%","1"
"20101094","1","94","2","對輪胎（特大）附加<1>HP+94%","1"
"20101095","1","95","2","對輪胎（特大）附加<1>HP+95%","1"
"20101096","1","96","2","對輪胎（特大）附加<1>HP+96%","1"
"20101097","1","97","2","對輪胎（特大）附加<1>HP+97%","1"
"20101098","1","98","2","對輪胎（特大）附加<1>HP+98%","1"
"20101099","1","99","2","對輪胎（特大）附加<1>HP+99%","1"
"20101100","1","100","2","對輪胎（特大）附加<1>HP+100%","1"
"20201010","2","10","2","對輪胎（大）附加<1>HP+10%","1"
"20201011","2","11","2","對輪胎（大）附加<1>HP+11%","1"
"20201012","2","12","2","對輪胎（大）附加<1>HP+12%","1"
"20201013","2","13","2","對輪胎（大）附加<1>HP+13%","1"
"20201014","2","14","2","對輪胎（大）附加<1>HP+14%","1"
"20201015","2","15","2","對輪胎（大）附加<1>HP+15%","1"
"20201016","2","16","2","對輪胎（大）附加<1>HP+16%","1"
"20201017","2","17","2","對輪胎（大）附加<1>HP+17%","1"
"20201018","2","18","2","對輪胎（大）附加<1>HP+18%","1"
"20201019","2","19","2","對輪胎（大）附加<1>HP+19%","1"
"20201020","2","20","2","對輪胎（大）附加<1>HP+20%","1"
"20201021","2","21","2","對輪胎（大）附加<1>HP+21%","1"
"20201022","2","22","2","對輪胎（大）附加<1>HP+22%","1"
"20201023","2","23","2","對輪胎（大）附加<1>HP+23%","1"
"20201024","2","24","2","對輪胎（大）附加<1>HP+24%","1"
"20201025","2","25","2","對輪胎（大）附加<1>HP+25%","1"
"20201026","2","26","2","對輪胎（大）附加<1>HP+26%","1"
"20201027","2","27","2","對輪胎（大）附加<1>HP+27%","1"
"20201028","2","28","2","對輪胎（大）附加<1>HP+28%","1"
"20201029","2","29","2","對輪胎（大）附加<1>HP+29%","1"
"20201030","2","30","2","對輪胎（大）附加<1>HP+30%","1"
"20201031","2","31","2","對輪胎（大）附加<1>HP+31%","1"
"20201032","2","32","2","對輪胎（大）附加<1>HP+32%","1"
"20201033","2","33","2","對輪胎（大）附加<1>HP+33%","1"
"20201034","2","34","2","對輪胎（大）附加<1>HP+34%","1"
"20201035","2","35","2","對輪胎（大）附加<1>HP+35%","1"
"20201036","2","36","2","對輪胎（大）附加<1>HP+36%","1"
"20201037","2","37","2","對輪胎（大）附加<1>HP+37%","1"
"20201038","2","38","2","對輪胎（大）附加<1>HP+38%","1"
"20201039","2","39","2","對輪胎（大）附加<1>HP+39%","1"
"20201040","2","40","2","對輪胎（大）附加<1>HP+40%","1"
"20201041","2","41","2","對輪胎（大）附加<1>HP+41%","1"
"20201042","2","42","2","對輪胎（大）附加<1>HP+42%","1"
"20201043","2","43","2","對輪胎（大）附加<1>HP+43%","1"
"20201044","2","44","2","對輪胎（大）附加<1>HP+44%","1"
"20201045","2","45","2","對輪胎（大）附加<1>HP+45%","1"
"20201046","2","46","2","對輪胎（大）附加<1>HP+46%","1"
"20201047","2","47","2","對輪胎（大）附加<1>HP+47%","1"
"20201048","2","48","2","對輪胎（大）附加<1>HP+48%","1"
"20201049","2","49","2","對輪胎（大）附加<1>HP+49%","1"
"20201050","2","50","2","對輪胎（大）附加<1>HP+50%","1"
"20201051","2","51","2","對輪胎（大）附加<1>HP+51%","1"
"20201052","2","52","2","對輪胎（大）附加<1>HP+52%","1"
"20201053","2","53","2","對輪胎（大）附加<1>HP+53%","1"
"20201054","2","54","2","對輪胎（大）附加<1>HP+54%","1"
"20201055","2","55","2","對輪胎（大）附加<1>HP+55%","1"
"20201056","2","56","2","對輪胎（大）附加<1>HP+56%","1"
"20201057","2","57","2","對輪胎（大）附加<1>HP+57%","1"
"20201058","2","58","2","對輪胎（大）附加<1>HP+58%","1"
"20201059","2","59","2","對輪胎（大）附加<1>HP+59%","1"
"20201060","2","60","2","對輪胎（大）附加<1>HP+60%","1"
"20201061","2","61","2","對輪胎（大）附加<1>HP+61%","1"
"20201062","2","62","2","對輪胎（大）附加<1>HP+62%","1"
"20201063","2","63","2","對輪胎（大）附加<1>HP+63%","1"
"20201064","2","64","2","對輪胎（大）附加<1>HP+64%","1"
"20201065","2","65","2","對輪胎（大）附加<1>HP+65%","1"
"20201066","2","66","2","對輪胎（大）附加<1>HP+66%","1"
"20201067","2","67","2","對輪胎（大）附加<1>HP+67%","1"
"20201068","2","68","2","對輪胎（大）附加<1>HP+68%","1"
"20201069","2","69","2","對輪胎（大）附加<1>HP+69%","1"
"20201070","2","70","2","對輪胎（大）附加<1>HP+70%","1"
"20201071","2","71","2","對輪胎（大）附加<1>HP+71%","1"
"20201072","2","72","2","對輪胎（大）附加<1>HP+72%","1"
"20201073","2","73","2","對輪胎（大）附加<1>HP+73%","1"
"20201074","2","74","2","對輪胎（大）附加<1>HP+74%","1"
"20201075","2","75","2","對輪胎（大）附加<1>HP+75%","1"
"20201076","2","76","2","對輪胎（大）附加<1>HP+76%","1"
"20201077","2","77","2","對輪胎（大）附加<1>HP+77%","1"
"20201078","2","78","2","對輪胎（大）附加<1>HP+78%","1"
"20201079","2","79","2","對輪胎（大）附加<1>HP+79%","1"
"20201080","2","80","2","對輪胎（大）附加<1>HP+80%","1"
"20201081","2","81","2","對輪胎（大）附加<1>HP+81%","1"
"20201082","2","82","2","對輪胎（大）附加<1>HP+82%","1"
"20201083","2","83","2","對輪胎（大）附加<1>HP+83%","1"
"20201084","2","84","2","對輪胎（大）附加<1>HP+84%","1"
"20201085","2","85","2","對輪胎（大）附加<1>HP+85%","1"
"20201086","2","86","2","對輪胎（大）附加<1>HP+86%","1"
"20201087","2","87","2","對輪胎（大）附加<1>HP+87%","1"
"20201088","2","88","2","對輪胎（大）附加<1>HP+88%","1"
"20201089","2","89","2","對輪胎（大）附加<1>HP+89%","1"
"20201090","2","90","2","對輪胎（大）附加<1>HP+90%","1"
"20201091","2","91","2","對輪胎（大）附加<1>HP+91%","1"
"20201092","2","92","2","對輪胎（大）附加<1>HP+92%","1"
"20201093","2","93","2","對輪胎（大）附加<1>HP+93%","1"
"20201094","2","94","2","對輪胎（大）附加<1>HP+94%","1"
"20201095","2","95","2","對輪胎（大）附加<1>HP+95%","1"
"20201096","2","96","2","對輪胎（大）附加<1>HP+96%","1"
"20201097","2","97","2","對輪胎（大）附加<1>HP+97%","1"
"20201098","2","98","2","對輪胎（大）附加<1>HP+98%","1"
"20201099","2","99","2","對輪胎（大）附加<1>HP+99%","1"
"20201100","2","100","2","對輪胎（大）附加<1>HP+100%","1"
"20301010","3","10","2","對輪胎（中）附加<1>HP+10%","1"
"20301011","3","11","2","對輪胎（中）附加<1>HP+11%","1"
"20301012","3","12","2","對輪胎（中）附加<1>HP+12%","1"
"20301013","3","13","2","對輪胎（中）附加<1>HP+13%","1"
"20301014","3","14","2","對輪胎（中）附加<1>HP+14%","1"
"20301015","3","15","2","對輪胎（中）附加<1>HP+15%","1"
"20301016","3","16","2","對輪胎（中）附加<1>HP+16%","1"
"20301017","3","17","2","對輪胎（中）附加<1>HP+17%","1"
"20301018","3","18","2","對輪胎（中）附加<1>HP+18%","1"
"20301019","3","19","2","對輪胎（中）附加<1>HP+19%","1"
"20301020","3","20","2","對輪胎（中）附加<1>HP+20%","1"
"20301021","3","21","2","對輪胎（中）附加<1>HP+21%","1"
"20301022","3","22","2","對輪胎（中）附加<1>HP+22%","1"
"20301023","3","23","2","對輪胎（中）附加<1>HP+23%","1"
"20301024","3","24","2","對輪胎（中）附加<1>HP+24%","1"
"20301025","3","25","2","對輪胎（中）附加<1>HP+25%","1"
"20301026","3","26","2","對輪胎（中）附加<1>HP+26%","1"
"20301027","3","27","2","對輪胎（中）附加<1>HP+27%","1"
"20301028","3","28","2","對輪胎（中）附加<1>HP+28%","1"
"20301029","3","29","2","對輪胎（中）附加<1>HP+29%","1"
"20301030","3","30","2","對輪胎（中）附加<1>HP+30%","1"
"20301031","3","31","2","對輪胎（中）附加<1>HP+31%","1"
"20301032","3","32","2","對輪胎（中）附加<1>HP+32%","1"
"20301033","3","33","2","對輪胎（中）附加<1>HP+33%","1"
"20301034","3","34","2","對輪胎（中）附加<1>HP+34%","1"
"20301035","3","35","2","對輪胎（中）附加<1>HP+35%","1"
"20301036","3","36","2","對輪胎（中）附加<1>HP+36%","1"
"20301037","3","37","2","對輪胎（中）附加<1>HP+37%","1"
"20301038","3","38","2","對輪胎（中）附加<1>HP+38%","1"
"20301039","3","39","2","對輪胎（中）附加<1>HP+39%","1"
"20301040","3","40","2","對輪胎（中）附加<1>HP+40%","1"
"20301041","3","41","2","對輪胎（中）附加<1>HP+41%","1"
"20301042","3","42","2","對輪胎（中）附加<1>HP+42%","1"
"20301043","3","43","2","對輪胎（中）附加<1>HP+43%","1"
"20301044","3","44","2","對輪胎（中）附加<1>HP+44%","1"
"20301045","3","45","2","對輪胎（中）附加<1>HP+45%","1"
"20301046","3","46","2","對輪胎（中）附加<1>HP+46%","1"
"20301047","3","47","2","對輪胎（中）附加<1>HP+47%","1"
"20301048","3","48","2","對輪胎（中）附加<1>HP+48%","1"
"20301049","3","49","2","對輪胎（中）附加<1>HP+49%","1"
"20301050","3","50","2","對輪胎（中）附加<1>HP+50%","1"
"20301051","3","51","2","對輪胎（中）附加<1>HP+51%","1"
"20301052","3","52","2","對輪胎（中）附加<1>HP+52%","1"
"20301053","3","53","2","對輪胎（中）附加<1>HP+53%","1"
"20301054","3","54","2","對輪胎（中）附加<1>HP+54%","1"
"20301055","3","55","2","對輪胎（中）附加<1>HP+55%","1"
"20301056","3","56","2","對輪胎（中）附加<1>HP+56%","1"
"20301057","3","57","2","對輪胎（中）附加<1>HP+57%","1"
"20301058","3","58","2","對輪胎（中）附加<1>HP+58%","1"
"20301059","3","59","2","對輪胎（中）附加<1>HP+59%","1"
"20301060","3","60","2","對輪胎（中）附加<1>HP+60%","1"
"20301061","3","61","2","對輪胎（中）附加<1>HP+61%","1"
"20301062","3","62","2","對輪胎（中）附加<1>HP+62%","1"
"20301063","3","63","2","對輪胎（中）附加<1>HP+63%","1"
"20301064","3","64","2","對輪胎（中）附加<1>HP+64%","1"
"20301065","3","65","2","對輪胎（中）附加<1>HP+65%","1"
"20301066","3","66","2","對輪胎（中）附加<1>HP+66%","1"
"20301067","3","67","2","對輪胎（中）附加<1>HP+67%","1"
"20301068","3","68","2","對輪胎（中）附加<1>HP+68%","1"
"20301069","3","69","2","對輪胎（中）附加<1>HP+69%","1"
"20301070","3","70","2","對輪胎（中）附加<1>HP+70%","1"
"20301071","3","71","2","對輪胎（中）附加<1>HP+71%","1"
"20301072","3","72","2","對輪胎（中）附加<1>HP+72%","1"
"20301073","3","73","2","對輪胎（中）附加<1>HP+73%","1"
"20301074","3","74","2","對輪胎（中）附加<1>HP+74%","1"
"20301075","3","75","2","對輪胎（中）附加<1>HP+75%","1"
"20301076","3","76","2","對輪胎（中）附加<1>HP+76%","1"
"20301077","3","77","2","對輪胎（中）附加<1>HP+77%","1"
"20301078","3","78","2","對輪胎（中）附加<1>HP+78%","1"
"20301079","3","79","2","對輪胎（中）附加<1>HP+79%","1"
"20301080","3","80","2","對輪胎（中）附加<1>HP+80%","1"
"20301081","3","81","2","對輪胎（中）附加<1>HP+81%","1"
"20301082","3","82","2","對輪胎（中）附加<1>HP+82%","1"
"20301083","3","83","2","對輪胎（中）附加<1>HP+83%","1"
"20301084","3","84","2","對輪胎（中）附加<1>HP+84%","1"
"20301085","3","85","2","對輪胎（中）附加<1>HP+85%","1"
"20301086","3","86","2","對輪胎（中）附加<1>HP+86%","1"
"20301087","3","87","2","對輪胎（中）附加<1>HP+87%","1"
"20301088","3","88","2","對輪胎（中）附加<1>HP+88%","1"
"20301089","3","89","2","對輪胎（中）附加<1>HP+89%","1"
"20301090","3","90","2","對輪胎（中）附加<1>HP+90%","1"
"20301091","3","91","2","對輪胎（中）附加<1>HP+91%","1"
"20301092","3","92","2","對輪胎（中）附加<1>HP+92%","1"
"20301093","3","93","2","對輪胎（中）附加<1>HP+93%","1"
"20301094","3","94","2","對輪胎（中）附加<1>HP+94%","1"
"20301095","3","95","2","對輪胎（中）附加<1>HP+95%","1"
"20301096","3","96","2","對輪胎（中）附加<1>HP+96%","1"
"20301097","3","97","2","對輪胎（中）附加<1>HP+97%","1"
"20301098","3","98","2","對輪胎（中）附加<1>HP+98%","1"
"20301099","3","99","2","對輪胎（中）附加<1>HP+99%","1"
"20301100","3","100","2","對輪胎（中）附加<1>HP+100%","1"
"20401010","4","10","2","對輪胎（小）附加<1>HP+10%","1"
"20401011","4","11","2","對輪胎（小）附加<1>HP+11%","1"
"20401012","4","12","2","對輪胎（小）附加<1>HP+12%","1"
"20401013","4","13","2","對輪胎（小）附加<1>HP+13%","1"
"20401014","4","14","2","對輪胎（小）附加<1>HP+14%","1"
"20401015","4","15","2","對輪胎（小）附加<1>HP+15%","1"
"20401016","4","16","2","對輪胎（小）附加<1>HP+16%","1"
"20401017","4","17","2","對輪胎（小）附加<1>HP+17%","1"
"20401018","4","18","2","對輪胎（小）附加<1>HP+18%","1"
"20401019","4","19","2","對輪胎（小）附加<1>HP+19%","1"
"20401020","4","20","2","對輪胎（小）附加<1>HP+20%","1"
"20401021","4","21","2","對輪胎（小）附加<1>HP+21%","1"
"20401022","4","22","2","對輪胎（小）附加<1>HP+22%","1"
"20401023","4","23","2","對輪胎（小）附加<1>HP+23%","1"
"20401024","4","24","2","對輪胎（小）附加<1>HP+24%","1"
"20401025","4","25","2","對輪胎（小）附加<1>HP+25%","1"
"20401026","4","26","2","對輪胎（小）附加<1>HP+26%","1"
"20401027","4","27","2","對輪胎（小）附加<1>HP+27%","1"
"20401028","4","28","2","對輪胎（小）附加<1>HP+28%","1"
"20401029","4","29","2","對輪胎（小）附加<1>HP+29%","1"
"20401030","4","30","2","對輪胎（小）附加<1>HP+30%","1"
"20401031","4","31","2","對輪胎（小）附加<1>HP+31%","1"
"20401032","4","32","2","對輪胎（小）附加<1>HP+32%","1"
"20401033","4","33","2","對輪胎（小）附加<1>HP+33%","1"
"20401034","4","34","2","對輪胎（小）附加<1>HP+34%","1"
"20401035","4","35","2","對輪胎（小）附加<1>HP+35%","1"
"20401036","4","36","2","對輪胎（小）附加<1>HP+36%","1"
"20401037","4","37","2","對輪胎（小）附加<1>HP+37%","1"
"20401038","4","38","2","對輪胎（小）附加<1>HP+38%","1"
"20401039","4","39","2","對輪胎（小）附加<1>HP+39%","1"
"20401040","4","40","2","對輪胎（小）附加<1>HP+40%","1"
"20401041","4","41","2","對輪胎（小）附加<1>HP+41%","1"
"20401042","4","42","2","對輪胎（小）附加<1>HP+42%","1"
"20401043","4","43","2","對輪胎（小）附加<1>HP+43%","1"
"20401044","4","44","2","對輪胎（小）附加<1>HP+44%","1"
"20401045","4","45","2","對輪胎（小）附加<1>HP+45%","1"
"20401046","4","46","2","對輪胎（小）附加<1>HP+46%","1"
"20401047","4","47","2","對輪胎（小）附加<1>HP+47%","1"
"20401048","4","48","2","對輪胎（小）附加<1>HP+48%","1"
"20401049","4","49","2","對輪胎（小）附加<1>HP+49%","1"
"20401050","4","50","2","對輪胎（小）附加<1>HP+50%","1"
"20401051","4","51","2","對輪胎（小）附加<1>HP+51%","1"
"20401052","4","52","2","對輪胎（小）附加<1>HP+52%","1"
"20401053","4","53","2","對輪胎（小）附加<1>HP+53%","1"
"20401054","4","54","2","對輪胎（小）附加<1>HP+54%","1"
"20401055","4","55","2","對輪胎（小）附加<1>HP+55%","1"
"20401056","4","56","2","對輪胎（小）附加<1>HP+56%","1"
"20401057","4","57","2","對輪胎（小）附加<1>HP+57%","1"
"20401058","4","58","2","對輪胎（小）附加<1>HP+58%","1"
"20401059","4","59","2","對輪胎（小）附加<1>HP+59%","1"
"20401060","4","60","2","對輪胎（小）附加<1>HP+60%","1"
"20401061","4","61","2","對輪胎（小）附加<1>HP+61%","1"
"20401062","4","62","2","對輪胎（小）附加<1>HP+62%","1"
"20401063","4","63","2","對輪胎（小）附加<1>HP+63%","1"
"20401064","4","64","2","對輪胎（小）附加<1>HP+64%","1"
"20401065","4","65","2","對輪胎（小）附加<1>HP+65%","1"
"20401066","4","66","2","對輪胎（小）附加<1>HP+66%","1"
"20401067","4","67","2","對輪胎（小）附加<1>HP+67%","1"
"20401068","4","68","2","對輪胎（小）附加<1>HP+68%","1"
"20401069","4","69","2","對輪胎（小）附加<1>HP+69%","1"
"20401070","4","70","2","對輪胎（小）附加<1>HP+70%","1"
"20401071","4","71","2","對輪胎（小）附加<1>HP+71%","1"
"20401072","4","72","2","對輪胎（小）附加<1>HP+72%","1"
"20401073","4","73","2","對輪胎（小）附加<1>HP+73%","1"
"20401074","4","74","2","對輪胎（小）附加<1>HP+74%","1"
"20401075","4","75","2","對輪胎（小）附加<1>HP+75%","1"
"20401076","4","76","2","對輪胎（小）附加<1>HP+76%","1"
"20401077","4","77","2","對輪胎（小）附加<1>HP+77%","1"
"20401078","4","78","2","對輪胎（小）附加<1>HP+78%","1"
"20401079","4","79","2","對輪胎（小）附加<1>HP+79%","1"
"20401080","4","80","2","對輪胎（小）附加<1>HP+80%","1"
"20401081","4","81","2","對輪胎（小）附加<1>HP+81%","1"
"20401082","4","82","2","對輪胎（小）附加<1>HP+82%","1"
"20401083","4","83","2","對輪胎（小）附加<1>HP+83%","1"
"20401084","4","84","2","對輪胎（小）附加<1>HP+84%","1"
"20401085","4","85","2","對輪胎（小）附加<1>HP+85%","1"
"20401086","4","86","2","對輪胎（小）附加<1>HP+86%","1"
"20401087","4","87","2","對輪胎（小）附加<1>HP+87%","1"
"20401088","4","88","2","對輪胎（小）附加<1>HP+88%","1"
"20401089","4","89","2","對輪胎（小）附加<1>HP+89%","1"
"20401090","4","90","2","對輪胎（小）附加<1>HP+90%","1"
"20401091","4","91","2","對輪胎（小）附加<1>HP+91%","1"
"20401092","4","92","2","對輪胎（小）附加<1>HP+92%","1"
"20401093","4","93","2","對輪胎（小）附加<1>HP+93%","1"
"20401094","4","94","2","對輪胎（小）附加<1>HP+94%","1"
"20401095","4","95","2","對輪胎（小）附加<1>HP+95%","1"
"20401096","4","96","2","對輪胎（小）附加<1>HP+96%","1"
"20401097","4","97","2","對輪胎（小）附加<1>HP+97%","1"
"20401098","4","98","2","對輪胎（小）附加<1>HP+98%","1"
"20401099","4","99","2","對輪胎（小）附加<1>HP+99%","1"
"20401100","4","100","2","對輪胎（小）附加<1>HP+100%","1"
"30102010","1","10","3","對加農砲附加<0>攻擊力+10%","2"
"30102011","1","11","3","對加農砲附加<0>攻擊力+11%","2"
"30102012","1","12","3","對加農砲附加<0>攻擊力+12%","2"
"30102013","1","13","3","對加農砲附加<0>攻擊力+13%","2"
"30102014","1","14","3","對加農砲附加<0>攻擊力+14%","2"
"30102015","1","15","3","對加農砲附加<0>攻擊力+15%","2"
"30102016","1","16","3","對加農砲附加<0>攻擊力+16%","2"
"30102017","1","17","3","對加農砲附加<0>攻擊力+17%","2"
"30102018","1","18","3","對加農砲附加<0>攻擊力+18%","2"
"30102019","1","19","3","對加農砲附加<0>攻擊力+19%","2"
"30102020","1","20","3","對加農砲附加<0>攻擊力+20%","2"
"30102021","1","21","3","對加農砲附加<0>攻擊力+21%","2"
"30102022","1","22","3","對加農砲附加<0>攻擊力+22%","2"
"30102023","1","23","3","對加農砲附加<0>攻擊力+23%","2"
"30102024","1","24","3","對加農砲附加<0>攻擊力+24%","2"
"30102025","1","25","3","對加農砲附加<0>攻擊力+25%","2"
"30102026","1","26","3","對加農砲附加<0>攻擊力+26%","2"
"30102027","1","27","3","對加農砲附加<0>攻擊力+27%","2"
"30102028","1","28","3","對加農砲附加<0>攻擊力+28%","2"
"30102029","1","29","3","對加農砲附加<0>攻擊力+29%","2"
"30102030","1","30","3","對加農砲附加<0>攻擊力+30%","2"
"30102031","1","31","3","對加農砲附加<0>攻擊力+31%","2"
"30102032","1","32","3","對加農砲附加<0>攻擊力+32%","2"
"30102033","1","33","3","對加農砲附加<0>攻擊力+33%","2"
"30102034","1","34","3","對加農砲附加<0>攻擊力+34%","2"
"30102035","1","35","3","對加農砲附加<0>攻擊力+35%","2"
"30102036","1","36","3","對加農砲附加<0>攻擊力+36%","2"
"30102037","1","37","3","對加農砲附加<0>攻擊力+37%","2"
