0087e60eed01f94ec2652225b726432d2ac952ffdfc99659f8c75a9a0ebe47c7,74e49fc3cc20b55f632c94b7d2f6b128cf6bacd880c0e549f3b4b06baf8af6f6,d90dc916394388e331146cd624eb84f342bf5dab9f25fdb180bb9f5095aa40c8,02e8dc09f81d0abadaf9019db22abf43b188b864e7f8b49fc2e748979db58b23,e07fb443e2cca0bd44c4a1a19a2840c58f779dfd56dba2dd355860d2c51bd217,4ffb5f915a2afa35065e6dc294af032bc3d153cacd4d28ea523d1fbcbd2fc4c3
"1","10501080","對沙威瑪附加<1>HP+80%","1","80","5"
"1","10501081","對沙威瑪附加<1>HP+81%","1","81","5"
"1","10501082","對沙威瑪附加<1>HP+82%","1","82","5"
"1","10501083","對沙威瑪附加<1>HP+83%","1","83","5"
"1","10501084","對沙威瑪附加<1>HP+84%","1","84","5"
"1","10501085","對沙威瑪附加<1>HP+85%","1","85","5"
"1","10501086","對沙威瑪附加<1>HP+86%","1","86","5"
"1","10501087","對沙威瑪附加<1>HP+87%","1","87","5"
"1","10501088","對沙威瑪附加<1>HP+88%","1","88","5"
"1","10501089","對沙威瑪附加<1>HP+89%","1","89","5"
"1","10501090","對沙威瑪附加<1>HP+90%","1","90","5"
"1","10501091","對沙威瑪附加<1>HP+91%","1","91","5"
"1","10501092","對沙威瑪附加<1>HP+92%","1","92","5"
"1","10501093","對沙威瑪附加<1>HP+93%","1","93","5"
"1","10501094","對沙威瑪附加<1>HP+94%","1","94","5"
"1","10501095","對沙威瑪附加<1>HP+95%","1","95","5"
"1","10501096","對沙威瑪附加<1>HP+96%","1","96","5"
"1","10501097","對沙威瑪附加<1>HP+97%","1","97","5"
"1","10501098","對沙威瑪附加<1>HP+98%","1","98","5"
"1","10501099","對沙威瑪附加<1>HP+99%","1","99","5"
"1","10501100","對沙威瑪附加<1>HP+100%","1","100","5"
"1","20101010","對輪胎（特大）附加<1>HP+10%","2","10","1"
"1","20101011","對輪胎（特大）附加<1>HP+11%","2","11","1"
"1","20101012","對輪胎（特大）附加<1>HP+12%","2","12","1"
"1","20101013","對輪胎（特大）附加<1>HP+13%","2","13","1"
"1","20101014","對輪胎（特大）附加<1>HP+14%","2","14","1"
"1","20101015","對輪胎（特大）附加<1>HP+15%","2","15","1"
"1","20101016","對輪胎（特大）附加<1>HP+16%","2","16","1"
"1","20101017","對輪胎（特大）附加<1>HP+17%","2","17","1"
"1","20101018","對輪胎（特大）附加<1>HP+18%","2","18","1"
"1","20101019","對輪胎（特大）附加<1>HP+19%","2","19","1"
"1","20101020","對輪胎（特大）附加<1>HP+20%","2","20","1"
"1","20101021","對輪胎（特大）附加<1>HP+21%","2","21","1"
"1","20101022","對輪胎（特大）附加<1>HP+22%","2","22","1"
"1","20101023","對輪胎（特大）附加<1>HP+23%","2","23","1"
"1","20101024","對輪胎（特大）附加<1>HP+24%","2","24","1"
"1","20101025","對輪胎（特大）附加<1>HP+25%","2","25","1"
"1","20101026","對輪胎（特大）附加<1>HP+26%","2","26","1"
"1","20101027","對輪胎（特大）附加<1>HP+27%","2","27","1"
"1","20101028","對輪胎（特大）附加<1>HP+28%","2","28","1"
"1","20101029","對輪胎（特大）附加<1>HP+29%","2","29","1"
"1","20101030","對輪胎（特大）附加<1>HP+30%","2","30","1"
"1","20101031","對輪胎（特大）附加<1>HP+31%","2","31","1"
"1","20101032","對輪胎（特大）附加<1>HP+32%","2","32","1"
"1","20101033","對輪胎（特大）附加<1>HP+33%","2","33","1"
"1","20101034","對輪胎（特大）附加<1>HP+34%","2","34","1"
"1","20101035","對輪胎（特大）附加<1>HP+35%","2","35","1"
"1","20101036","對輪胎（特大）附加<1>HP+36%","2","36","1"
"1","20101037","對輪胎（特大）附加<1>HP+37%","2","37","1"
"1","20101038","對輪胎（特大）附加<1>HP+38%","2","38","1"
"1","20101039","對輪胎（特大）附加<1>HP+39%","2","39","1"
"1","20101040","對輪胎（特大）附加<1>HP+40%","2","40","1"
"1","20101041","對輪胎（特大）附加<1>HP+41%","2","41","1"
"1","20101042","對輪胎（特大）附加<1>HP+42%","2","42","1"
"1","20101043","對輪胎（特大）附加<1>HP+43%","2","43","1"
"1","20101044","對輪胎（特大）附加<1>HP+44%","2","44","1"
"1","20101045","對輪胎（特大）附加<1>HP+45%","2","45","1"
"1","20101046","對輪胎（特大）附加<1>HP+46%","2","46","1"
"1","20101047","對輪胎（特大）附加<1>HP+47%","2","47","1"
"1","20101048","對輪胎（特大）附加<1>HP+48%","2","48","1"
"1","20101049","對輪胎（特大）附加<1>HP+49%","2","49","1"
"1","20101050","對輪胎（特大）附加<1>HP+50%","2","50","1"
"1","20101051","對輪胎（特大）附加<1>HP+51%","2","51","1"
"1","20101052","對輪胎（特大）附加<1>HP+52%","2","52","1"
"1","20101053","對輪胎（特大）附加<1>HP+53%","2","53","1"
"1","20101054","對輪胎（特大）附加<1>HP+54%","2","54","1"
"1","20101055","對輪胎（特大）附加<1>HP+55%","2","55","1"
"1","20101056","對輪胎（特大）附加<1>HP+56%","2","56","1"
"1","20101057","對輪胎（特大）附加<1>HP+57%","2","57","1"
"1","20101058","對輪胎（特大）附加<1>HP+58%","2","58","1"
"1","20101059","對輪胎（特大）附加<1>HP+59%","2","59","1"
"1","20101060","對輪胎（特大）附加<1>HP+60%","2","60","1"
"1","20101061","對輪胎（特大）附加<1>HP+61%","2","61","1"
"1","20101062","對輪胎（特大）附加<1>HP+62%","2","62","1"
"1","20101063","對輪胎（特大）附加<1>HP+63%","2","63","1"
"1","20101064","對輪胎（特大）附加<1>HP+64%","2","64","1"
"1","20101065","對輪胎（特大）附加<1>HP+65%","2","65","1"
"1","20101066","對輪胎（特大）附加<1>HP+66%","2","66","1"
"1","20101067","對輪胎（特大）附加<1>HP+67%","2","67","1"
"1","20101068","對輪胎（特大）附加<1>HP+68%","2","68","1"
"1","20101069","對輪胎（特大）附加<1>HP+69%","2","69","1"
"1","20101070","對輪胎（特大）附加<1>HP+70%","2","70","1"
"1","20101071","對輪胎（特大）附加<1>HP+71%","2","71","1"
"1","20101072","對輪胎（特大）附加<1>HP+72%","2","72","1"
"1","20101073","對輪胎（特大）附加<1>HP+73%","2","73","1"
"1","20101074","對輪胎（特大）附加<1>HP+74%","2","74","1"
"1","20101075","對輪胎（特大）附加<1>HP+75%","2","75","1"
"1","20101076","對輪胎（特大）附加<1>HP+76%","2","76","1"
"1","20101077","對輪胎（特大）附加<1>HP+77%","2","77","1"
"1","20101078","對輪胎（特大）附加<1>HP+78%","2","78","1"
"1","20101079","對輪胎（特大）附加<1>HP+79%","2","79","1"
"1","20101080","對輪胎（特大）附加<1>HP+80%","2","80","1"
"1","20101081","對輪胎（特大）附加<1>HP+81%","2","81","1"
"1","20101082","對輪胎（特大）附加<1>HP+82%","2","82","1"
"1","20101083","對輪胎（特大）附加<1>HP+83%","2","83","1"
"1","20101084","對輪胎（特大）附加<1>HP+84%","2","84","1"
"1","20101085","對輪胎（特大）附加<1>HP+85%","2","85","1"
"1","20101086","對輪胎（特大）附加<1>HP+86%","2","86","1"
"1","20101087","對輪胎（特大）附加<1>HP+87%","2","87","1"
"1","20101088","對輪胎（特大）附加<1>HP+88%","2","88","1"
"1","20101089","對輪胎（特大）附加<1>HP+89%","2","89","1"
"1","20101090","對輪胎（特大）附加<1>HP+90%","2","90","1"
"1","20101091","對輪胎（特大）附加<1>HP+91%","2","91","1"
"1","20101092","對輪胎（特大）附加<1>HP+92%","2","92","1"
"1","20101093","對輪胎（特大）附加<1>HP+93%","2","93","1"
"1","20101094","對輪胎（特大）附加<1>HP+94%","2","94","1"
"1","20101095","對輪胎（特大）附加<1>HP+95%","2","95","1"
"1","20101096","對輪胎（特大）附加<1>HP+96%","2","96","1"
"1","20101097","對輪胎（特大）附加<1>HP+97%","2","97","1"
"1","20101098","對輪胎（特大）附加<1>HP+98%","2","98","1"
"1","20101099","對輪胎（特大）附加<1>HP+99%","2","99","1"
"1","20101100","對輪胎（特大）附加<1>HP+100%","2","100","1"
"1","20201010","對輪胎（大）附加<1>HP+10%","2","10","2"
"1","20201011","對輪胎（大）附加<1>HP+11%","2","11","2"
"1","20201012","對輪胎（大）附加<1>HP+12%","2","12","2"
"1","20201013","對輪胎（大）附加<1>HP+13%","2","13","2"
"1","20201014","對輪胎（大）附加<1>HP+14%","2","14","2"
"1","20201015","對輪胎（大）附加<1>HP+15%","2","15","2"
"1","20201016","對輪胎（大）附加<1>HP+16%","2","16","2"
"1","20201017","對輪胎（大）附加<1>HP+17%","2","17","2"
"1","20201018","對輪胎（大）附加<1>HP+18%","2","18","2"
"1","20201019","對輪胎（大）附加<1>HP+19%","2","19","2"
"1","20201020","對輪胎（大）附加<1>HP+20%","2","20","2"
"1","20201021","對輪胎（大）附加<1>HP+21%","2","21","2"
"1","20201022","對輪胎（大）附加<1>HP+22%","2","22","2"
"1","20201023","對輪胎（大）附加<1>HP+23%","2","23","2"
"1","20201024","對輪胎（大）附加<1>HP+24%","2","24","2"
"1","20201025","對輪胎（大）附加<1>HP+25%","2","25","2"
"1","20201026","對輪胎（大）附加<1>HP+26%","2","26","2"
"1","20201027","對輪胎（大）附加<1>HP+27%","2","27","2"
"1","20201028","對輪胎（大）附加<1>HP+28%","2","28","2"
"1","20201029","對輪胎（大）附加<1>HP+29%","2","29","2"
"1","20201030","對輪胎（大）附加<1>HP+30%","2","30","2"
"1","20201031","對輪胎（大）附加<1>HP+31%","2","31","2"
"1","20201032","對輪胎（大）附加<1>HP+32%","2","32","2"
"1","20201033","對輪胎（大）附加<1>HP+33%","2","33","2"
"1","20201034","對輪胎（大）附加<1>HP+34%","2","34","2"
"1","20201035","對輪胎（大）附加<1>HP+35%","2","35","2"
"1","20201036","對輪胎（大）附加<1>HP+36%","2","36","2"
"1","20201037","對輪胎（大）附加<1>HP+37%","2","37","2"
"1","20201038","對輪胎（大）附加<1>HP+38%","2","38","2"
"1","20201039","對輪胎（大）附加<1>HP+39%","2","39","2"
"1","20201040","對輪胎（大）附加<1>HP+40%","2","40","2"
"1","20201041","對輪胎（大）附加<1>HP+41%","2","41","2"
"1","20201042","對輪胎（大）附加<1>HP+42%","2","42","2"
"1","20201043","對輪胎（大）附加<1>HP+43%","2","43","2"
"1","20201044","對輪胎（大）附加<1>HP+44%","2","44","2"
"1","20201045","對輪胎（大）附加<1>HP+45%","2","45","2"
"1","20201046","對輪胎（大）附加<1>HP+46%","2","46","2"
"1","20201047","對輪胎（大）附加<1>HP+47%","2","47","2"
"1","20201048","對輪胎（大）附加<1>HP+48%","2","48","2"
"1","20201049","對輪胎（大）附加<1>HP+49%","2","49","2"
"1","20201050","對輪胎（大）附加<1>HP+50%","2","50","2"
"1","20201051","對輪胎（大）附加<1>HP+51%","2","51","2"
"1","20201052","對輪胎（大）附加<1>HP+52%","2","52","2"
"1","20201053","對輪胎（大）附加<1>HP+53%","2","53","2"
"1","20201054","對輪胎（大）附加<1>HP+54%","2","54","2"
"1","20201055","對輪胎（大）附加<1>HP+55%","2","55","2"
"1","20201056","對輪胎（大）附加<1>HP+56%","2","56","2"
"1","20201057","對輪胎（大）附加<1>HP+57%","2","57","2"
"1","20201058","對輪胎（大）附加<1>HP+58%","2","58","2"
"1","20201059","對輪胎（大）附加<1>HP+59%","2","59","2"
"1","20201060","對輪胎（大）附加<1>HP+60%","2","60","2"
"1","20201061","對輪胎（大）附加<1>HP+61%","2","61","2"
"1","20201062","對輪胎（大）附加<1>HP+62%","2","62","2"
"1","20201063","對輪胎（大）附加<1>HP+63%","2","63","2"
"1","20201064","對輪胎（大）附加<1>HP+64%","2","64","2"
"1","20201065","對輪胎（大）附加<1>HP+65%","2","65","2"
"1","20201066","對輪胎（大）附加<1>HP+66%","2","66","2"
"1","20201067","對輪胎（大）附加<1>HP+67%","2","67","2"
"1","20201068","對輪胎（大）附加<1>HP+68%","2","68","2"
"1","20201069","對輪胎（大）附加<1>HP+69%","2","69","2"
"1","20201070","對輪胎（大）附加<1>HP+70%","2","70","2"
"1","20201071","對輪胎（大）附加<1>HP+71%","2","71","2"
"1","20201072","對輪胎（大）附加<1>HP+72%","2","72","2"
"1","20201073","對輪胎（大）附加<1>HP+73%","2","73","2"
"1","20201074","對輪胎（大）附加<1>HP+74%","2","74","2"
"1","20201075","對輪胎（大）附加<1>HP+75%","2","75","2"
"1","20201076","對輪胎（大）附加<1>HP+76%","2","76","2"
"1","20201077","對輪胎（大）附加<1>HP+77%","2","77","2"
"1","20201078","對輪胎（大）附加<1>HP+78%","2","78","2"
"1","20201079","對輪胎（大）附加<1>HP+79%","2","79","2"
"1","20201080","對輪胎（大）附加<1>HP+80%","2","80","2"
"1","20201081","對輪胎（大）附加<1>HP+81%","2","81","2"
"1","20201082","對輪胎（大）附加<1>HP+82%","2","82","2"
"1","20201083","對輪胎（大）附加<1>HP+83%","2","83","2"
"1","20201084","對輪胎（大）附加<1>HP+84%","2","84","2"
"1","20201085","對輪胎（大）附加<1>HP+85%","2","85","2"
"1","20201086","對輪胎（大）附加<1>HP+86%","2","86","2"
"1","20201087","對輪胎（大）附加<1>HP+87%","2","87","2"
"1","20201088","對輪胎（大）附加<1>HP+88%","2","88","2"
"1","20201089","對輪胎（大）附加<1>HP+89%","2","89","2"
"1","20201090","對輪胎（大）附加<1>HP+90%","2","90","2"
"1","20201091","對輪胎（大）附加<1>HP+91%","2","91","2"
"1","20201092","對輪胎（大）附加<1>HP+92%","2","92","2"
"1","20201093","對輪胎（大）附加<1>HP+93%","2","93","2"
"1","20201094","對輪胎（大）附加<1>HP+94%","2","94","2"
"1","20201095","對輪胎（大）附加<1>HP+95%","2","95","2"
"1","20201096","對輪胎（大）附加<1>HP+96%","2","96","2"
"1","20201097","對輪胎（大）附加<1>HP+97%","2","97","2"
"1","20201098","對輪胎（大）附加<1>HP+98%","2","98","2"
"1","20201099","對輪胎（大）附加<1>HP+99%","2","99","2"
"1","20201100","對輪胎（大）附加<1>HP+100%","2","100","2"
"1","20301010","對輪胎（中）附加<1>HP+10%","2","10","3"
"1","20301011","對輪胎（中）附加<1>HP+11%","2","11","3"
"1","20301012","對輪胎（中）附加<1>HP+12%","2","12","3"
"1","20301013","對輪胎（中）附加<1>HP+13%","2","13","3"
"1","20301014","對輪胎（中）附加<1>HP+14%","2","14","3"
"1","20301015","對輪胎（中）附加<1>HP+15%","2","15","3"
"1","20301016","對輪胎（中）附加<1>HP+16%","2","16","3"
"1","20301017","對輪胎（中）附加<1>HP+17%","2","17","3"
"1","20301018","對輪胎（中）附加<1>HP+18%","2","18","3"
"1","20301019","對輪胎（中）附加<1>HP+19%","2","19","3"
"1","20301020","對輪胎（中）附加<1>HP+20%","2","20","3"
"1","20301021","對輪胎（中）附加<1>HP+21%","2","21","3"
"1","20301022","對輪胎（中）附加<1>HP+22%","2","22","3"
"1","20301023","對輪胎（中）附加<1>HP+23%","2","23","3"
"1","20301024","對輪胎（中）附加<1>HP+24%","2","24","3"
"1","20301025","對輪胎（中）附加<1>HP+25%","2","25","3"
"1","20301026","對輪胎（中）附加<1>HP+26%","2","26","3"
"1","20301027","對輪胎（中）附加<1>HP+27%","2","27","3"
"1","20301028","對輪胎（中）附加<1>HP+28%","2","28","3"
"1","20301029","對輪胎（中）附加<1>HP+29%","2","29","3"
"1","20301030","對輪胎（中）附加<1>HP+30%","2","30","3"
"1","20301031","對輪胎（中）附加<1>HP+31%","2","31","3"
"1","20301032","對輪胎（中）附加<1>HP+32%","2","32","3"
"1","20301033","對輪胎（中）附加<1>HP+33%","2","33","3"
"1","20301034","對輪胎（中）附加<1>HP+34%","2","34","3"
"1","20301035","對輪胎（中）附加<1>HP+35%","2","35","3"
"1","20301036","對輪胎（中）附加<1>HP+36%","2","36","3"
"1","20301037","對輪胎（中）附加<1>HP+37%","2","37","3"
"1","20301038","對輪胎（中）附加<1>HP+38%","2","38","3"
"1","20301039","對輪胎（中）附加<1>HP+39%","2","39","3"
"1","20301040","對輪胎（中）附加<1>HP+40%","2","40","3"
"1","20301041","對輪胎（中）附加<1>HP+41%","2","41","3"
"1","20301042","對輪胎（中）附加<1>HP+42%","2","42","3"
"1","20301043","對輪胎（中）附加<1>HP+43%","2","43","3"
"1","20301044","對輪胎（中）附加<1>HP+44%","2","44","3"
"1","20301045","對輪胎（中）附加<1>HP+45%","2","45","3"
"1","20301046","對輪胎（中）附加<1>HP+46%","2","46","3"
"1","20301047","對輪胎（中）附加<1>HP+47%","2","47","3"
"1","20301048","對輪胎（中）附加<1>HP+48%","2","48","3"
"1","20301049","對輪胎（中）附加<1>HP+49%","2","49","3"
"1","20301050","對輪胎（中）附加<1>HP+50%","2","50","3"
"1","20301051","對輪胎（中）附加<1>HP+51%","2","51","3"
"1","20301052","對輪胎（中）附加<1>HP+52%","2","52","3"
"1","20301053","對輪胎（中）附加<1>HP+53%","2","53","3"
"1","20301054","對輪胎（中）附加<1>HP+54%","2","54","3"
"1","20301055","對輪胎（中）附加<1>HP+55%","2","55","3"
"1","20301056","對輪胎（中）附加<1>HP+56%","2","56","3"
"1","20301057","對輪胎（中）附加<1>HP+57%","2","57","3"
"1","20301058","對輪胎（中）附加<1>HP+58%","2","58","3"
"1","20301059","對輪胎（中）附加<1>HP+59%","2","59","3"
"1","20301060","對輪胎（中）附加<1>HP+60%","2","60","3"
"1","20301061","對輪胎（中）附加<1>HP+61%","2","61","3"
"1","20301062","對輪胎（中）附加<1>HP+62%","2","62","3"
"1","20301063","對輪胎（中）附加<1>HP+63%","2","63","3"
"1","20301064","對輪胎（中）附加<1>HP+64%","2","64","3"
"1","20301065","對輪胎（中）附加<1>HP+65%","2","65","3"
"1","20301066","對輪胎（中）附加<1>HP+66%","2","66","3"
"1","20301067","對輪胎（中）附加<1>HP+67%","2","67","3"
"1","20301068","對輪胎（中）附加<1>HP+68%","2","68","3"
"1","20301069","對輪胎（中）附加<1>HP+69%","2","69","3"
"1","20301070","對輪胎（中）附加<1>HP+70%","2","70","3"
"1","20301071","對輪胎（中）附加<1>HP+71%","2","71","3"
"1","20301072","對輪胎（中）附加<1>HP+72%","2","72","3"
"1","20301073","對輪胎（中）附加<1>HP+73%","2","73","3"
"1","20301074","對輪胎（中）附加<1>HP+74%","2","74","3"
"1","20301075","對輪胎（中）附加<1>HP+75%","2","75","3"
"1","20301076","對輪胎（中）附加<1>HP+76%","2","76","3"
"1","20301077","對輪胎（中）附加<1>HP+77%","2","77","3"
"1","20301078","對輪胎（中）附加<1>HP+78%","2","78","3"
"1","20301079","對輪胎（中）附加<1>HP+79%","2","79","3"
"1","20301080","對輪胎（中）附加<1>HP+80%","2","80","3"
"1","20301081","對輪胎（中）附加<1>HP+81%","2","81","3"
"1","20301082","對輪胎（中）附加<1>HP+82%","2","82","3"
"1","20301083","對輪胎（中）附加<1>HP+83%","2","83","3"
"1","20301084","對輪胎（中）附加<1>HP+84%","2","84","3"
"1","20301085","對輪胎（中）附加<1>HP+85%","2","85","3"
"1","20301086","對輪胎（中）附加<1>HP+86%","2","86","3"
"1","20301087","對輪胎（中）附加<1>HP+87%","2","87","3"
"1","20301088","對輪胎（中）附加<1>HP+88%","2","88","3"
"1","20301089","對輪胎（中）附加<1>HP+89%","2","89","3"
"1","20301090","對輪胎（中）附加<1>HP+90%","2","90","3"
"1","20301091","對輪胎（中）附加<1>HP+91%","2","91","3"
"1","20301092","對輪胎（中）附加<1>HP+92%","2","92","3"
"1","20301093","對輪胎（中）附加<1>HP+93%","2","93","3"
"1","20301094","對輪胎（中）附加<1>HP+94%","2","94","3"
"1","20301095","對輪胎（中）附加<1>HP+95%","2","95","3"
"1","20301096","對輪胎（中）附加<1>HP+96%","2","96","3"
"1","20301097","對輪胎（中）附加<1>HP+97%","2","97","3"
"1","20301098","對輪胎（中）附加<1>HP+98%","2","98","3"
"1","20301099","對輪胎（中）附加<1>HP+99%","2","99","3"
"1","20301100","對輪胎（中）附加<1>HP+100%","2","100","3"
"1","20401010","對輪胎（小）附加<1>HP+10%","2","10","4"
"1","20401011","對輪胎（小）附加<1>HP+11%","2","11","4"
"1","20401012","對輪胎（小）附加<1>HP+12%","2","12","4"
"1","20401013","對輪胎（小）附加<1>HP+13%","2","13","4"
"1","20401014","對輪胎（小）附加<1>HP+14%","2","14","4"
"1","20401015","對輪胎（小）附加<1>HP+15%","2","15","4"
"1","20401016","對輪胎（小）附加<1>HP+16%","2","16","4"
"1","20401017","對輪胎（小）附加<1>HP+17%","2","17","4"
"1","20401018","對輪胎（小）附加<1>HP+18%","2","18","4"
"1","20401019","對輪胎（小）附加<1>HP+19%","2","19","4"
"1","20401020","對輪胎（小）附加<1>HP+20%","2","20","4"
"1","20401021","對輪胎（小）附加<1>HP+21%","2","21","4"
"1","20401022","對輪胎（小）附加<1>HP+22%","2","22","4"
"1","20401023","對輪胎（小）附加<1>HP+23%","2","23","4"
"1","20401024","對輪胎（小）附加<1>HP+24%","2","24","4"
"1","20401025","對輪胎（小）附加<1>HP+25%","2","25","4"
"1","20401026","對輪胎（小）附加<1>HP+26%","2","26","4"
"1","20401027","對輪胎（小）附加<1>HP+27%","2","27","4"
"1","20401028","對輪胎（小）附加<1>HP+28%","2","28","4"
"1","20401029","對輪胎（小）附加<1>HP+29%","2","29","4"
"1","20401030","對輪胎（小）附加<1>HP+30%","2","30","4"
"1","20401031","對輪胎（小）附加<1>HP+31%","2","31","4"
"1","20401032","對輪胎（小）附加<1>HP+32%","2","32","4"
"1","20401033","對輪胎（小）附加<1>HP+33%","2","33","4"
"1","20401034","對輪胎（小）附加<1>HP+34%","2","34","4"
"1","20401035","對輪胎（小）附加<1>HP+35%","2","35","4"
"1","20401036","對輪胎（小）附加<1>HP+36%","2","36","4"
"1","20401037","對輪胎（小）附加<1>HP+37%","2","37","4"
"1","20401038","對輪胎（小）附加<1>HP+38%","2","38","4"
"1","20401039","對輪胎（小）附加<1>HP+39%","2","39","4"
"1","20401040","對輪胎（小）附加<1>HP+40%","2","40","4"
"1","20401041","對輪胎（小）附加<1>HP+41%","2","41","4"
"1","20401042","對輪胎（小）附加<1>HP+42%","2","42","4"
"1","20401043","對輪胎（小）附加<1>HP+43%","2","43","4"
"1","20401044","對輪胎（小）附加<1>HP+44%","2","44","4"
"1","20401045","對輪胎（小）附加<1>HP+45%","2","45","4"
"1","20401046","對輪胎（小）附加<1>HP+46%","2","46","4"
"1","20401047","對輪胎（小）附加<1>HP+47%","2","47","4"
"1","20401048","對輪胎（小）附加<1>HP+48%","2","48","4"
"1","20401049","對輪胎（小）附加<1>HP+49%","2","49","4"
"1","20401050","對輪胎（小）附加<1>HP+50%","2","50","4"
"1","20401051","對輪胎（小）附加<1>HP+51%","2","51","4"
"1","20401052","對輪胎（小）附加<1>HP+52%","2","52","4"
"1","20401053","對輪胎（小）附加<1>HP+53%","2","53","4"
"1","20401054","對輪胎（小）附加<1>HP+54%","2","54","4"
"1","20401055","對輪胎（小）附加<1>HP+55%","2","55","4"
"1","20401056","對輪胎（小）附加<1>HP+56%","2","56","4"
"1","20401057","對輪胎（小）附加<1>HP+57%","2","57","4"
"1","20401058","對輪胎（小）附加<1>HP+58%","2","58","4"
"1","20401059","對輪胎（小）附加<1>HP+59%","2","59","4"
"1","20401060","對輪胎（小）附加<1>HP+60%","2","60","4"
"1","20401061","對輪胎（小）附加<1>HP+61%","2","61","4"
"1","20401062","對輪胎（小）附加<1>HP+62%","2","62","4"
"1","20401063","對輪胎（小）附加<1>HP+63%","2","63","4"
"1","20401064","對輪胎（小）附加<1>HP+64%","2","64","4"
"1","20401065","對輪胎（小）附加<1>HP+65%","2","65","4"
"1","20401066","對輪胎（小）附加<1>HP+66%","2","66","4"
"1","20401067","對輪胎（小）附加<1>HP+67%","2","67","4"
"1","20401068","對輪胎（小）附加<1>HP+68%","2","68","4"
"1","20401069","對輪胎（小）附加<1>HP+69%","2","69","4"
"1","20401070","對輪胎（小）附加<1>HP+70%","2","70","4"
"1","20401071","對輪胎（小）附加<1>HP+71%","2","71","4"
"1","20401072","對輪胎（小）附加<1>HP+72%","2","72","4"
"1","20401073","對輪胎（小）附加<1>HP+73%","2","73","4"
"1","20401074","對輪胎（小）附加<1>HP+74%","2","74","4"
"1","20401075","對輪胎（小）附加<1>HP+75%","2","75","4"
"1","20401076","對輪胎（小）附加<1>HP+76%","2","76","4"
"1","20401077","對輪胎（小）附加<1>HP+77%","2","77","4"
"1","20401078","對輪胎（小）附加<1>HP+78%","2","78","4"
"1","20401079","對輪胎（小）附加<1>HP+79%","2","79","4"
"1","20401080","對輪胎（小）附加<1>HP+80%","2","80","4"
"1","20401081","對輪胎（小）附加<1>HP+81%","2","81","4"
"1","20401082","對輪胎（小）附加<1>HP+82%","2","82","4"
"1","20401083","對輪胎（小）附加<1>HP+83%","2","83","4"
"1","20401084","對輪胎（小）附加<1>HP+84%","2","84","4"
"1","20401085","對輪胎（小）附加<1>HP+85%","2","85","4"
"1","20401086","對輪胎（小）附加<1>HP+86%","2","86","4"
"1","20401087","對輪胎（小）附加<1>HP+87%","2","87","4"
"1","20401088","對輪胎（小）附加<1>HP+88%","2","88","4"
"1","20401089","對輪胎（小）附加<1>HP+89%","2","89","4"
"1","20401090","對輪胎（小）附加<1>HP+90%","2","90","4"
"1","20401091","對輪胎（小）附加<1>HP+91%","2","91","4"
"1","20401092","對輪胎（小）附加<1>HP+92%","2","92","4"
"1","20401093","對輪胎（小）附加<1>HP+93%","2","93","4"
"1","20401094","對輪胎（小）附加<1>HP+94%","2","94","4"
"1","20401095","對輪胎（小）附加<1>HP+95%","2","95","4"
"1","20401096","對輪胎（小）附加<1>HP+96%","2","96","4"
"1","20401097","對輪胎（小）附加<1>HP+97%","2","97","4"
"1","20401098","對輪胎（小）附加<1>HP+98%","2","98","4"
"1","20401099","對輪胎（小）附加<1>HP+99%","2","99","4"
"1","20401100","對輪胎（小）附加<1>HP+100%","2","100","4"
"2","30102010","對加農砲附加<0>攻擊力+10%","3","10","1"
"2","30102011","對加農砲附加<0>攻擊力+11%","3","11","1"
"2","30102012","對加農砲附加<0>攻擊力+12%","3","12","1"
"2","30102013","對加農砲附加<0>攻擊力+13%","3","13","1"
"2","30102014","對加農砲附加<0>攻擊力+14%","3","14","1"
"2","30102015","對加農砲附加<0>攻擊力+15%","3","15","1"
"2","30102016","對加農砲附加<0>攻擊力+16%","3","16","1"
"2","30102017","對加農砲附加<0>攻擊力+17%","3","17","1"
"2","30102018","對加農砲附加<0>攻擊力+18%","3","18","1"
"2","30102019","對加農砲附加<0>攻擊力+19%","3","19","1"
"2","30102020","對加農砲附加<0>攻擊力+20%","3","20","1"
"2","30102021","對加農砲附加<0>攻擊力+21%","3","21","1"
"2","30102022","對加農砲附加<0>攻擊力+22%","3","22","1"
"2","30102023","對加農砲附加<0>攻擊力+23%","3","23","1"
"2","30102024","對加農砲附加<0>攻擊力+24%","3","24","1"
"2","30102025","對加農砲附加<0>攻擊力+25%","3","25","1"
"2","30102026","對加農砲附加<0>攻擊力+26%","3","26","1"
"2","30102027","對加農砲附加<0>攻擊力+27%","3","27","1"
"2","30102028","對加農砲附加<0>攻擊力+28%","3","28","1"
"2","30102029","對加農砲附加<0>攻擊力+29%","3","29","1"
"2","30102030","對加農砲附加<0>攻擊力+30%","3","30","1"
"2","30102031","對加農砲附加<0>攻擊力+31%","3","31","1"
"2","30102032","對加農砲附加<0>攻擊力+32%","3","32","1"
"2","30102033","對加農砲附加<0>攻擊力+33%","3","33","1"
"2","30102034","對加農砲附加<0>攻擊力+34%","3","34","1"
"2","30102035","對加農砲附加<0>攻擊力+35%","3","35","1"
"2","30102036","對加農砲附加<0>攻擊力+36%","3","36","1"
"2","30102037","對加農砲附加<0>攻擊力+37%","3","37","1"
