7b358228604d9b726497a01960dbcde6f0cdc3f6539c137111243d563a5cb90e,aca63146dd85a9bf24b215cc0561068967f3a57cffdabb6bdf2dce9276f3c6a4,8d0efa69dbce9787f5f11dcbed06f5a27b83fd29a61c19064e522a480bf9b5a6,2467850cad6e6d2cd89f257e48d6455d279929c3a83eaf202a70701c92cef3bf,f4af534694840ee471d63254e7910aa23ebabb4ef3414dd9071484f1e66bc23d,250eeddeea0f6137a3c3ee6363a044ffc09f7e1944baf3eac92144945abee04f,cfde574ab52532eed0c07e05cce5fc016b28f742e29045178b2e01d30383c6f1,a649b356aeb64da8e6ec068decfe1f2eba01e1820c512b7f6de1ac51fde7e8bf,2430ec580dda92f5b62494124816cc10c7e51d0c903c5ca2c239309fbf41c46c,7d188a7b576d554f525d495754419c819baf6d56c1ae1d92e5e7e2e1d62a4157,09aef1fc4deb6b75bce9c14c414a7623e0cf7df8f46db7bbde7e9338594ec0d1,2d3d8476d12c25eb05a82aa1cc4478e68d90de7bd269ea90298835ca54f4a87b,70f3637f6002ad893ccb98c839b855eaa989b96dff9bba999423da8de56c2942,afcfac82cefe4ba24c053c9f802f0386f631c6d3ac94d0c9f4838ac229131949,fbce47820ba14775f461d254d3042adbe1ec83ab026c36e3090d99d497bbb426,44824790016455686cf4d06c39e397290ae53bc1e17fcd1c883f1bef6a3273c1,ce6185532f9261bfca5bc5adb929b76b06349cd914183cac9a52905ea4a79021,032fcb1e4d4cada5723e76ad0129fc62bc1c431ccf157e213f65abaf99000b30,bfb1c05817bdfb67f5d74a1057795cf99d06c19be0992d9a241152d834cc5e3e
"0","12","41801","1180101","0","30000000","0","0","0","1","0","2","40","0","0","0","180101","94000","31801"
"0","12","41802","1180201","0","30000000","0","0","0","1","0","2","40","0","0","0","180201","94000","31802"
"0","12","41803","1180301","0","30000000","0","0","0","1","0","2","40","0","0","0","180301","94000","31803"
"0","12","41804","1180401","0","30000000","0","0","0","1","0","2","40","0","0","0","180401","94000","31804"
"0","12","41805","1180501","0","30000000","0","0","0","1","0","2","40","0","0","0","180501","94000","31805"
"0","12","41806","1180601","0","30000000","0","0","0","1","0","2","40","0","0","0","180601","94000","31806"
"0","12","41807","1180701","0","30000000","0","0","0","1","0","2","40","0","0","0","180701","94000","31807"
"0","12","41808","1180801","0","30000000","0","0","0","1","0","2","40","0","0","0","180801","94000","31808"
"0","12","41809","1180901","0","30000000","0","0","0","1","0","2","40","0","0","0","180901","94000","31809"
"0","12","41810","1181001","0","30000000","0","0","0","1","0","2","40","0","0","0","181001","94000","31810"
"0","12","41811","1181101","0","30000000","0","0","0","1","0","2","40","0","0","0","181101","94000","31811"
