10b3e5ab40ccb69ae068f1ced18c076e8b400809037e6ff9517835453970b814,191dd6f6b7b7ee96366c240df156a2c52e26a56b2e877de262c513265e71b63f,8de8d50d5a3182e18711964eefe267259d678051f166b5340f24a7f7ec726caf,1a1085970bc30f51a003635b0ead3d12447b111a15d726740d2c272d54292eb2,bfda77b8c3e24466236b554c02441fae98b51f8d400f7edc0bfee4bb164cc569,438c5ce1c93c8b8506461847237b39e42661909da2bc012de82aa0bf099f5c32,97c923ed4fabcf194800ebf7f44193824f00fc378302460a6b987c66056c15e6,312f25df9dd9d2a888615954990fa43183e3db4c4aeea1febbb4e1786243ca0a,4c3cd06e0448888798260195140c4338cd09f9478221a7d6e8d7beded0916c83,30a84f92767687641ee92ac3d02bbf49ba0dd80a9073a02f921b848bd4005dda,a8367a38611c14eccfe75aca016fbc6128ba3b5ef87b6ea5a87abbcb738b2866
"1010804","2","","","1010804035","12","-360","2","2","","130"
"1010804","","","","1010804036","","","2.5","93","","0"
"1010804","","","","1010804037","","1","124531","3","0.3","dsb_idle_surprise1"
"1010804","0","","","1010804038","","0","vo_dsb_1010804","21","","vo_dsb_4002"
"1010804","1","0.2","0","1010804039","1","10","124531","11","0","（她……\n好像一直靜靜的～\n是電擊太強了嗎？）"
"1010804","","","","1010804040","","","0","91","",""
"1010804","","","","1010804041","","1","124531","3","0.2","dsb_talk_wish"
"1010804","0","","","1010804042","","0","vo_dsb_1010804","21","","vo_dsb_4003"
"1010804","1","0.2","0","1010804043","1","10","124531","11","0","客人～\n水溫和電擊程度如何呢～"
"1010804","","","","1010804044","","","0","91","",""
"1010804","","","","1010804045","","1","124531","3","0.2","dsb_idle_wish"
"1010804","","","","1010804046","","1","2","3","0.5","dsb_kuka_idle_relax"
"1010804","","","","1010804047","","","0","22","","0"
"1010804","0.9","","","1010804048","","0","vo_dsb_1010804","21","","vo_dsb_4004"
"1010804","1","0.2","0","1010804049","1","10","2","11","0","……太、"
"1010804","","","","1010804050","","","0","91","",""
"1010804","","","","1010804051","","1","124531","3","0.2","dsb_idle_wish_normal2"
"1010804","0","","","1010804052","","0","vo_dsb_1010804","21","","vo_dsb_4005"
"1010804","1","0.2","0","1010804053","1","10","124531","11","0","太？"
"1010804","","","","1010804054","","","0","91","",""
"1010804","","","","1010804055","","1","124531","3","0.2","dsb_idle_wish_surprise"
"1010804","dsb_kuka_idle_dere2","","0.3","1010804056","1","0","2","3","0.3","dsb_kuka_ecstasy"
"1010804","0","","","1010804057","","0","vo_dsb_1010804","21","","vo_dsb_4006"
"1010804","1","0.2","0","1010804058","1","10","2","11","0","太舒服了～～！！"
"1010804","","","","1010804059","","","0","91","",""
"1010804","","","","1010804060","","1","124531","3","0.2","dsb_idle_wish"
"1010804","","","","1010804061","","1","2","3","0.5","dsb_kuka_talk_sad_dere"
"1010804","0","","","1010804062","","0","vo_dsb_1010804","21","","vo_dsb_4007"
"1010804","1","0.2","0","1010804063","1","10","2","11","0","這種甜美的酥麻感\n真叫人欲罷不能～♪\n啊噫！唔嗯！啊嗚嗚嗚！"
"1010804","","","","1010804064","","","6.2","93","","1"
"1010804","dsb_talk_sad2","","0.5","1010804065","1","0","2","3","0","dsb_kuka_electric"
"1010804","","","","1010804066","","","1010804063","91","",""
"1010804","","","","1010804067","","1","124531","3","0.2","dsb_talk_joy3_nervous"
"1010804","0","","","1010804068","","0","vo_dsb_1010804","21","","vo_dsb_4008"
"1010804","1","0.2","0","1010804069","1","10","124531","11","0","嗯嗯，妳很用心在享受呢～\n雖然感覺\n和享受溫泉不太一樣……\n不過既然妳喜歡那就好☆"
"1010804","","","","1010804070","","","0","91","",""
"1010804","","","","1010804071","","1","124531","3","0.2","dsb_idle_joy3"
"1010804","","","","1010804072","","1","2","3","0.5","dsb_kuka_wish1"
"1010804","0","","","1010804073","","0","vo_dsb_1010804","21","","vo_dsb_4009"
"1010804","1","0.2","0","1010804074","1","10","2","11","0","小老闆娘！\n再來……再給空花更多刺激！\n請讓空花激烈地麻痺～！！"
"1010804","","","","1010804075","","","5","93","","1"
"1010804","","","","1010804076","","1","2","3","0.2","dsb_kuka_wish2"
"1010804","","","","1010804077","","","1010804074","91","",""
"1010804","","","","1010804078","","1","124531","3","0.2","dsb_talk_joy3"
"1010804","0","","","1010804079","","0","vo_dsb_1010804","21","","vo_dsb_4010"
"1010804","1","0.2","0","1010804080","1","10","124531","11","0","我明白了～♪\n嘿～☆"
"1010804","","","","1010804081","","","0","91","",""
"1010804","","","","1010804082","","","0","22","","0"
"1010804","","","","1010804083","","0","se_10044200","23","","se_10044200_homare_movement"
"1010804","","","","1010804084","","1","2","3","0.2","dsb_kuka_wish3"
"1010804","dsb_attack_loop","","0","1010804085","1","0","124531","3","0.1","dsb_attack_in"
"1010804","dsb_attack_loop","","0","1010804086","1","0","99","3","0","dsb_attack_in"
"1010804","","","","1010804087","","","44","32","","1"
"1010804","","","","1010804088","","","1.4","93","","0"
"1010804","","","","1010804089","","","30","32","","0"
"1010804","","","","1010804090","","","43","32","","0"
"1010804","","","","1010804091","","","45","32","","1"
"1010804","","","","1010804092","","","43","32","","0"
"1010804","","","","1010804093","","","46","32","","1"
"1010804","","","","1010804094","","3.1","20","122","","20"
"1010804","","","","1010804095","","0","se_10044200","23","","se_10044200_thunder"
"1010804","0","","","1010804096","","0","vo_dsb_1010804","21","","vo_dsb_4011"
"1010804","0","0","0","1010804097","0","5","2","11","0","啊啊啊啊啊嗯！！"
"1010804","","","","1010804098","","","0.1","93","","0"
"1010804","","","","1010804099","","0","2","3","0","dsb_empty"
"1010804","","","","1010804100","","","3","93","","0"
"1010804","","","","1010804101","","0.5","20","122","","20"
"1010804","","","","1010804102","","","30","32","","1"
"1010804","","","","1010804103","","","43","32","","1"
"1010804","","","","1010804104","","","45","32","","0"
"1010804","","","","1010804105","","","47","32","","1"
"1010804","","","","1010804106","","0","se_10044200","23","","se_10044200_poof"
"1010804","","","","1010804107","","1","2","3","0","dsb_kuka_damage_gaku"
"1010804","","","","1010804108","","","1","93","","0"
"1010804","dsb_talk_surprise","","0.2","1010804109","1","0","124531","3","0.1","dsb_attack_out"
"1010804","dsb_empty","","0","1010804110","0","0","99","3","0.1","dsb_attack_out"
"1010804","0","","","1010804111","","0","vo_dsb_1010804","21","","vo_dsb_4012"
"1010804","1","0.2","0","1010804112","1","10","124531","11","0","啊。\n服務有～點過頭了……\n是嗎？"
"1010804","","","","1010804113","","","0","91","",""
"1010804","","","","1010804114","","","0","22","","0"
"1010804","","","","1010804115","","1","124531","3","0.2","dsb_idle_surprise1"
"1010804","dsb_kuka_damage_dere2_loop","","0","1010804116","1","0","2","3","0.1","dsb_kuka_damage_dere2_in"
"1010804","","","","1010804117","","","0.3","93","","0"
"1010804","","","","1010804118","","","47","32","","0"
"1010804","","","","1010804119","","","48","32","","1"
"1010804","","","","1010804120","","0","se_adv_emote_heart_01","23","","se_adv_emote_heart_01"
"1010804","","","","1010804121","","","1","93","","0"
"1010804","0","","","1010804122","","0","vo_dsb_1010804","21","","vo_dsb_4013"
"1010804","1","0.2","0","1010804123","1","10","2","11","0","……嘻嘻。\n嘻嘻嘻嘻嘻……\n空花對溫泉……覺醒了……\n流口水。"
"1010804","","","","1010804124","","","0","91","",""
"1010804","","","","1010804125","","1","2","3","0.2","dsb_kuka_damage_dead"
"1010804","","","","1010804126","","1","124531","3","0.2","dsb_talk_joy3"
"1010804","0","","","1010804127","","0","vo_dsb_1010804","21","","vo_dsb_4014"
"1010804","1","0.2","0","1010804128","1","10","124531","11","0","太好了～看來妳沒事。\n話說……\n剛才那種威力妳還開心得起來～\n……妳比傳聞中還厲害喔，空花♪"
"1010804","","","","1010804129","","","0","91","",""
"1010804","","","","1010804130","","1","124531","3","0.2","dsb_idle_joy3"
"1010804","","","","1010804131","","","0.3","93","","0"
"1010805","-165","dsb_idle_normal","0","1010805001","-345","70","12","5","2","1"
"1010805","165","dsb_idle_normal_joy","1","1010805002","-345","70","3","5","2","2"
"1010805","0","","","1010805003","1","0","1","31","1","1"
"1010805","0","","","1010805004","1","0","3","31","1","3"
"1010805","0","","","1010805005","1","0","4","31","1","4"
"1010805","0","","","1010805006","1","0","13","31","1","10"
"1010805","0","","","1010805007","1","0","23","31","1","20"
"1010805","-168","","","1010805008","1","155","33","31","1","30"
"1010805","-168","","","1010805009","1","-155","33","31","1","31"
"1010805","","","","1010805010","","","1","13","","170"
"1010805","","","","1010805011","","","2","13","","170"
"1010805","","","","1010805012","","","0","91","",""
"1010805","","","","1010805013","","1","se_10044200","23","","se_10044200_cmn_amb"
"1010805","","","","1010805014","","0","se_10044200","23","","se_10044200_cmn_steam"
"1010805","","","","1010805015","","","6.1","93","","0"
"1010805","","","","1010805016","","1","se_10044200","23","","se_10044200_hotspring_03"
"1010805","","","","1010805017","","","1.4","93","","0"
"1010805","dsb_talk_arm_crossed_joy_loop","","0.5","1010805018","1","0","2","3","0.5","dsb_talk_arm_crossed_joy"
"1010805","0","","","1010805019","","0","vo_dsb_1010805","21","","vo_dsb_5001"
"1010805","1","0.2","0","1010805020","1","10","2","11","0","呼……\n不愧是精靈之森的藥草。\n身上的疲勞一下子就消除了。"
"1010805","","","","1010805021","","","0","91","",""
"1010805","","","","1010805022","","1","2","3","0.5","dsb_idle_arm_joy_crossed"
"1010805","","","","1010805023","","1","1","3","0.5","dsb_talk_joy3"
"1010805","0","","","1010805024","","0","vo_dsb_1010805","21","","vo_dsb_5002"
"1010805","1","0.2","0","1010805025","1","10","1","11","0","妳喜歡就好～♪\n其實這個藥草上\n還施加了治癒的魔法。"
"1010805","","","","1010805026","","","0","91","",""
"1010805","","","","1010805027","","1","1","3","0.5","dsb_idle_normal"
"1010805","","","","1010805028","","1","2","3","0.5","dsb_talk_arm_crossed_normal2_loop"
"1010805","0","","","1010805029","","0","vo_dsb_1010805","21","","vo_dsb_5003"
"1010805","1","0.2","0","1010805030","1","10","2","11","0","原來如此……\n所以才對消除疲勞這麼有效啊。\n進一步加強原已出色的功效……\n嗯嗯，真有效率！"
"1010805","","","","1010805031","","","0","91","",""
"1010805","","","","1010805032","","1","2","3","0.5","dsb_talk_doya_Ex1_loop"
"1010805","0","","","1010805033","","0","vo_dsb_1010805","21","","vo_dsb_5004"
"1010805","1","0.2","0","1010805034","1","10","2","11","0","多虧妳，我可以充滿幹勁地工作了！\n現在馬上就能打拚！\n我要趕快從浴池裡起來\n去找臨時打工！"
"1010805","","","","1010805035","","","0","91","",""
"1010805","","","","1010805036","","0","se_10044200","23","","se_10044200_get_out_water"
"1010805","dsb_stand_up_loop","","0.2","1010805037","1","0","2","3","0.2","dsb_stand_up_in"
"1010805","","","","1010805038","","1","1","3","0.5","dsb_talk_surprise1_misato"
"1010805","0","","","1010805039","","0","vo_dsb_1010805","21","","vo_dsb_5005"
"1010805","1","0.2","0","1010805040","1","10","1","11","0","哎呀，妳不泡了嗎？\n難得來泡溫泉，\n要不要再好好放鬆一下？"
"1010805","","","","1010805041","","","0","91","",""
"1010805","","","","1010805042","","1","1","3","0.5","dsb_idle_surprise1_misato"
"1010805","","","","1010805043","","1","2","3","0.5","dsb_stand_talk_normal2"
"1010805","0","","","1010805044","","0","vo_dsb_1010805","21","","vo_dsb_5006"
"1010805","1","0.2","0","1010805045","1","10","2","11","0","我的疲勞已經徹底消除了。\n泡太久反而\n會浪費時間。\n時間就是金錢啊！"
"1010805","","","","1010805046","","","0","91","",""
"1010805","","","","1010805047","","1","2","3","0.5","dsb_stand_up_loop"
"1010805","","","","1010805048","","1","1","3","0.5","dsb_talk_sad2_blink2"
"1010805","0","","","1010805049","","0","vo_dsb_1010805","21","","vo_dsb_5007"
"1010805","1","0.2","0","1010805050","1","10","1","11","0","時間就是金錢……\n是呀，\n這樣想也對呢～"
"1010805","","","","1010805051","","","0","91","",""
"1010805","","","","1010805052","","1","1","3","0.5","dsb_talk_worry_misato"
"1010805","0","","","1010805053","","0","vo_dsb_1010805","21","","vo_dsb_5008"
"1010805","1","0.2","0","1010805054","1","10","1","11","0","不過……\n偶爾奢侈地揮霍時間\n也不錯吧？"
"1010805","","","","1010805055","","","0","91","",""
"1010805","","","","1010805056","","1","2","3","0.2","dsb_stand_wish_surprise_idle"
"1010805","0","","","1010805057","","0","vo_dsb_1010805","21","","vo_dsb_5009"
"1010805","1","0.2","0","1010805058","1","10","2","11","0","咦？"
"1010805","","","","1010805059","","","0","91","",""
"1010805","","","","1010805060","","1","1","3","0.2","dsb_talk_wish_nervous"
"1010805","0","","","1010805061","","0","vo_dsb_1010805","21","","vo_dsb_5010"
"1010805","1","0.2","0","1010805062","1","10","1","11","0","不只是身體會累積疲勞。\n要是神經太緊繃，\n心也會疲累的。"
"1010805","","","","1010805063","","","0","91","",""
"1010805","","","","1010805064","","1","1","3","0.5","dsb_misato_talk_sad2_dere"
"1010805","0","","","1010805065","","0","vo_dsb_1010805","21","","vo_dsb_5011"
"1010805","1","0.2","0","1010805066","1","10","1","11","0","治療這種眼睛看不見的地方\n也很重要……\n這是我的想法♪"
"1010805","","","","1010805067","","","0","91","",""
"1010805","","","","1010805068","","1","1","3","0.5","dsb_idle_normal_misato"
"1010805","","","","1010805069","","1","2","3","0.2","dsb_stand_thinking"
"1010805","0","","","1010805070","","0","vo_dsb_1010805","21","","vo_dsb_5012"
"1010805","1","0.2","0","1010805071","1","10","2","11","0","確、確實……\n也可以這麼想。\n都大老遠來到大江戶了，\n也許該好好運用這個機會……"
"1010805","","","","1010805072","","","0","91","",""
"1010805","dsb_stand_talk_guts_loop","","0.5","1010805073","1","0","2","3","0.2","dsb_stand_talk_guts"
"1010805","","","","1010805074","","","0","22","","0"
"1010805","0.9","","","1010805075","","0","vo_dsb_1010805","21","","vo_dsb_5013"
"1010805","1","0.2","0","1010805076","1","10","2","11","0","……也好。\n充分運用大把時間\n讓自己徹底放鬆！\n這也算是必要花費！"
"1010805","","","","1010805077","","","0","91","",""
"1010805","","","","1010805078","","0","se_10044200","23","","se_10044200_get_out_water"
"1010805","dsb_stand_sitdown_loop","","0.5","1010805079","1","0","2","3","0.5","dsb_stand_sitdown_in"
"1010805","","","","1010805080","","1","1","3","0.5","dsb_talk_joy3"
"1010805","0","","","1010805081","","0","vo_dsb_1010805","21","","vo_dsb_5014"
"1010805","1","0.2","0","1010805082","1","10","1","11","0","嗯呵呵，這就對了～\n溫泉就是讓人悠～哉放鬆的地方。\n請慢慢享受♪"
"1010805","","","","1010805083","","","0","91","",""
"1010805","","","","1010805084","","","0.3","93","","0"
"1010806","-165","dsb_idle_normal","0","1010806001","-345","70","11","5","2","1"
"1010806","165","dsb_idle_relax","1","1010806002","-345","70","8","5","2","2"
"1010806","0","","","1010806003","1","0","1","31","1","1"
"1010806","0","","","1010806004","1","0","3","31","1","3"
"1010806","0","","","1010806005","1","0","4","31","1","4"
"1010806","0","","","1010806006","1","0","18","31","1","10"
"1010806","0","","","1010806007","1","0","28","31","1","20"
"1010806","-168","","","1010806008","1","155","38","31","1","30"
"1010806","-168","","","1010806009","1","-155","38","31","1","31"
"1010806","","","","1010806010","","","1","13","","170"
"1010806","","","","1010806011","","","2","13","","170"
"1010806","","","","1010806012","","","0","91","",""
"1010806","","","","1010806013","","1","se_10044200","23","","se_10044200_cmn_amb"
"1010806","","","","1010806014","","0","se_10044200","23","","se_10044200_cmn_steam"
"1010806","","","","1010806015","","","6","93","","0"
"1010806","","","","1010806016","","1","se_10044200","23","","se_10044200_hotspring_08"
"1010806","","","","1010806017","","","1.5","93","","0"
"1010806","","","","1010806018","","1","2","3","0.5","dsb_talk_memory_nervous"
"1010806","0","","","1010806019","","0","vo_dsb_1010806","21","","vo_dsb_6001"
"1010806","1","0.2","0","1010806020","1","10","2","11","0","啊啊啊啊啊～～！\n燃燒！\n我的脂肪在燃燒啊～！"
"1010806","","","","1010806021","","","0","91","",""
"1010806","dsb_talk_guts_pain_loop","","0.5","1010806022","1","0","2","3","0.5","dsb_talk_guts_pain"
"1010806","0","","","1010806023","","0","vo_dsb_1010806","21","","vo_dsb_6002"
"1010806","1","0.2","0","1010806024","1","10","2","11","0","過度勞動的壓力造成的食慾！\n食慾帶來的贅肉！\n這種中飽私囊的自肥行為恕我拒絕！\n讓我痛快地跟你們算總帳吧～！！"
"1010806","","","","1010806025","","","0","91","",""
"1010806","","","","1010806026","","1","2","3","0.5","dsb_idle_guts_pain"
"1010806","","","","1010806027","","1","1","3","0.5","dsb_talk_normal_joy"
"1010806","0","","","1010806028","","0","vo_dsb_1010806","21","","vo_dsb_6003"
"1010806","1","0.2","0","1010806029","1","10","1","11","0","要注意泡溫泉的時間喔。\n因為它燃燒脂肪的效果很好……\n泡過頭可就糟了。"
"1010806","","","","1010806030","","","0","91","",""
"1010806","","","","1010806031","","1","1","3","0.5","dsb_idle_normal"
"1010806","","","","1010806032","","1","2","3","0.5","dsb_talk_normal"
"1010806","0","","","1010806033","","0","vo_dsb_1010806","21","","vo_dsb_6004"
"1010806","1","0.2","0","1010806034","1","10","2","11","0","嗯，嗯！當然了！\n話說……妳能在短時間內\n準備好這樣的溫泉。\n不愧是「獨眼惡魔」呀。"
"1010806","","","","1010806035","","","0","91","",""
"1010806","","","","1010806036","","1","2","3","0.5","dsb_idle_normal"
"1010806","","","","1010806037","","1","1","3","0.5","dsb_talk_sad2_surprise"
"1010806","0","","","1010806038","","0","vo_dsb_1010806","21","","vo_dsb_6005"
"1010806","1","0.2","0","1010806039","1","10","1","11","0","謝謝誇獎。\n雖然……\n我只不過是完成妳的委託而已。"
"1010806","","","","1010806040","","","0","91","",""
"1010806","","","","1010806041","","1","1","3","0.5","dsb_idle_sad_talk1"
"1010806","","","","1010806042","","1","2","3","0.5","dsb_talk_normal_dere2"
"1010806","0","","","1010806043","","0","vo_dsb_1010806","21","","vo_dsb_6006"
"1010806","1","0.2","0","1010806044","1","10","2","11","0","哎呀呀妳真是謙虛。\n要是妳多讓我逮到些弱點，\n我就能輕鬆多了。"
"1010806","","","","1010806045","","","0","91","",""
"1010806","","","","1010806046","","1","2","3","0.5","dsb_idle_normal"
"1010806","","","","1010806047","","1","1","3","0.5","dsb_talk_normal_suprise1"
"1010806","0","","","1010806048","","0","vo_dsb_1010806","21","","vo_dsb_6007"
"1010806","1","0.2","0","1010806049","1","10","1","11","0","我只會讓病患感到輕鬆好過喔。\n不包括做生意的客戶。"
"1010806","","","","1010806050","","","0","91","",""
"1010806","","","","1010806051","","1","1","3","0.5","dsb_idle_normal"
"1010806","","","","1010806052","","1","2","3","0.5","dsb_talk_thinking_dere"
"1010806","0","","","1010806053","","0","vo_dsb_1010806","21","","vo_dsb_6008"
"1010806","1","0.2","0","1010806054","1","10","2","11","0","哎呀呀呀，\n好嚴厲、好可怕。\n嚇得我一身冷汗啊～\n已經汗流如注了……嗯嗯？"
"1010806","","","","1010806055","","","0","91","",""
"1010806","","","","1010806056","","1","2","3","0.3","dsb_talk_worry_anger"
"1010806","0","","","1010806057","","0","vo_dsb_1010806","21","","vo_dsb_6009"
"1010806","1","0.2","0","1010806058","1","10","2","11","0","這流汗量……\n是不是怪怪的？\n就算這泉水的出汗作用\n再怎麼好，這也……"
"1010806","","","","1010806059","","","0","91","",""
"1010806","","","","1010806060","","1","2","3","0.5","dsb_talk_surprise3"
"1010806","0","","","1010806061","","0","vo_dsb_1010806","21","","vo_dsb_6010"
"1010806","1","0.2","0","1010806062","1","10","2","11","0","而且……\n是錯覺嗎？\n總覺得皮膚有種刺痛感……"
"1010806","","","","1010806063","","","0","91","",""
"1010806","","","","1010806064","","1","2","3","0.5","dsb_idle_surprise1_sjhy2"
"1010806","","","","1010806065","","1","1","3","0.5","dsb_talk_nerrvous"
"1010806","","","","1010806066","","","0","22","","0"
"1010806","0.9","","","1010806067","","0","vo_dsb_1010806","21","","vo_dsb_6011"
"1010806","1","0.2","0","1010806068","1","10","1","11","0","……我說，克蕾琪塔。\n妳跑來這裡泡溫泉，\n卻騙秘書說要出差對吧？"
"1010806","","","","1010806069","","","0","91","",""
"1010806","","","","1010806070","","1","1","3","0.5","dsb_idle_normal"
"1010806","dsb_shock_credita_loop","","0.5","1010806071","1","0","2","3","0.5","dsb_shock_credita_in"
"1010806","0","","","1010806072","","0","vo_dsb_1010806","21","","vo_dsb_6012"
"1010806","1","0.2","0","1010806073","1","10","2","11","0","唔唔唔唔呃？\n妳怎麼知道！？"
"1010806","","","","1010806074","","","0","91","",""
"1010806","","","","1010806075","","1","2","3","0.5","dsb_idle_joy_sad"
"1010806","","","","1010806076","","1","1","3","0.5","dsb_talk_normal_joy"
"1010806","0","","","1010806077","","0","vo_dsb_1010806","21","","vo_dsb_6013"
"1010806","1","0.2","0","1010806078","1","10","1","11","0","是秘書委託我的喔？\n……說想懲罰妳\n提出假申請。\n所以……"
"1010806","","","","1010806079","","","0","91","",""
"1010806","","","","1010806080","","1","1","3","0.5","dsb_talk_sad2_talkjoy2"
"1010806","0","","","1010806081","","0","vo_dsb_1010806","21","","vo_dsb_6014"
"1010806","1","0.2","0","1010806082","1","10","1","11","0","我把這座溫泉……\n調得更刺激點了。\n我放了很～多辣椒喔。"
"1010806","","","","1010806083","","","0","91","",""
"1010806","","","","1010806084","","1","1","3","0.5","dsb_idle_sad_talkjoy2"
"1010806","dsb_talk_surprise_credita","","0.5","1010806085","1","0","2","3","0.5","dsb_surprise_credita"
"1010806","0","","","1010806086","","0","vo_dsb_1010806","21","","vo_dsb_6015"
"1010806","1","0.2","0","1010806087","1","10","2","11","0","什麼……！？\n妳居然放了那種東西～！！"
"1010806","","","","1010806088","","","0","91","",""
"1010806","","","","1010806089","","1","2","3","0.5","dsb_idle_joy_sad"
"1010806","","","","1010806090","","1","1","3","0.5","dsb_talk_surprise1_normal2"
"1010806","0","","","1010806091","","0","vo_dsb_1010806","21","","vo_dsb_6016"
"1010806","1","0.2","0","1010806092","1","10","1","11","0","啊，別擔心。\n它確實有燃燒脂肪的效果。\n而且我也常常泡。\n不會危害健康的。"
"1010806","","","","1010806093","","","0","91","",""
"1010806","","","","1010806094","","1","1","3","0.5","dsb_idle_surprise1_sjhy"
"1010806","","","","1010806095","","1","2","3","0.3","dsb_hot_dead"
"1010806","0","","","1010806096","","0","vo_dsb_1010806","21","","vo_dsb_6017"
"1010806","1","0.2","0","1010806097","1","10","2","11","0","就算是這樣……啊啊！！\n眼睛！辣到！眼睛了！\n嗚嗚嗚……可是既然酬勞都付出去了，\n我就必須充分地使用到底～！！！"
"1010806","","","","1010806098","","","0","91","",""
"1010806","","","","1010806099","","1","1","3","0.3","dsb_talk_thinking_surprise"
"1010806","0","","","1010806100","","0","vo_dsb_1010806","21","","vo_dsb_6018"
"1010806","1","0.2","0","1010806101","1","10","1","11","0","不會半途而廢，\n真不愧是生意人……\n這般下定決心地計較損益，\n妳真不是浪得虛名啊……！"
"1010806","","","","1010806102","","","0","91","",""
"1010806","","","","1010806103","","","0.3","93","","0"
"1010807","-165","dsb_idle_normal","0","1010807001","-345","70","10","5","2","1"
"1010807","165","dsb_idle_relax_dere2","1","1010807002","-345","70","1","5","2","2"
"1010807","-215","dsb_lago","0","1010807003","-350","70","10","5","2","99"
"1010807","0","","","1010807004","1","0","1","31","1","1"
"1010807","0","","","1010807005","1","0","3","31","1","3"
"1010807","0","","","1010807006","1","0","4","31","1","4"
"1010807","0","","","1010807007","1","0","11","31","1","10"
"1010807","0","","","1010807008","1","0","21","31","1","20"
"1010807","-168","","","1010807009","1","155","31","31","1","30"
"1010807","-168","","","1010807010","1","-155","31","31","1","31"
"1010807","-175","","","1010807011","1","-222","41","31","1","32"
"1010807","","","","1010807012","","","1","13","","170"
"1010807","","","","1010807013","","","2","13","","170"
"1010807","","","","1010807014","","","0","91","",""
"1010807","","","","1010807015","","1","se_10044200","23","","se_10044200_cmn_amb"
"1010807","","","","1010807016","","0","se_10044200","23","","se_10044200_cmn_steam"
"1010807","","","","1010807017","","","6","93","","0"
"1010807","","","","1010807018","","1","se_10044200","23","","se_10044200_hotspring_01"
"1010807","","","","1010807019","","","1.5","93","","0"
"1010807","","","","1010807020","","1","2","3","0.5","dsb_talk_relax_nervous"
"1010807","0","","","1010807021","","0","vo_dsb_1010807","21","","vo_dsb_7001"
"1010807","1","0.2","0","1010807022","1","10","2","11","0","呼～水溫剛好……♪\n身體放鬆了……\n偶爾泡個溫泉也不錯～"
"1010807","","","","1010807023","","","0","91","",""
"1010807","","","","1010807024","","1","2","3","0.5","dsb_idle_relax_dere2"
"1010807","","","","1010807025","","1","1","3","0.5","dsb_talk_joy3"
"1010807","0","","","1010807026","","0","vo_dsb_1010807","21","","vo_dsb_7002"
"1010807","1","0.2","0","1010807027","1","10","1","11","0","謝謝～☆\n聽妳這麼說，\n身為小老闆娘我也感到很驕傲呢～♪"
"1010807","","","","1010807028","","","0","91","",""
"1010807","","","","1010807029","","1","1","3","0.5","dsb_idle_normal"
"1010807","","","","1010807030","","1","2","3","0.5","dsb_talk_surprise1_joy2"
"1010807","0","","","1010807031","","0","vo_dsb_1010807","21","","vo_dsb_7003"
"1010807","1","0.2","0","1010807032","1","10","2","11","0","嘿，大江戶第一的小老闆娘！\n……呃，是【龍族巢穴】的人！？\n妳怎麼會在這裡！？"
"1010807","","","","1010807033","","","3.2","93","","1"
"1010807","","","","1010807034","","1","2","3","0.5","dsb_talk_surprise2"
"1010807","","","","1010807035","","","1010807032","91","",""
"1010807","","","","1010807036","","1","2","3","0.5","dsb_idle_surprise2"
"1010807","","","","1010807037","","1","1","3","0.5","dsb_talk_joy3"
"1010807","0","","","1010807038","","0","vo_dsb_1010807","21","","vo_dsb_7004"
"1010807","1","0.2","0","1010807039","1","10","1","11","0","哇啊～♪\n是凱留的先裝傻再吐嘈～\n真是如傳聞中犀利的名吐嘈☆"
"1010807","","","","1010807040","","","0","91","",""
"1010807","","","","1010807041","","1","1","3","0.5","dsb_idle_normal"
"1010807","","","","1010807042","","1","2","3","0.5","dsb_talk_sad_shy"
"1010807","0","","","1010807043","","0","vo_dsb_1010807","21","","vo_dsb_7005"
"1010807","1","0.2","0","1010807044","1","10","2","11","0","誰在傳這種事啊！？\n真是……\n如果要傳，我真希望\n是傳些更像樣的事。"
"1010807","","","","1010807045","","","0","91","",""
"1010807","","","","1010807046","","1","2","3","0.5","dsb_idle_sad"
"1010807","","","","1010807047","","1","1","3","0.5","dsb_talk_thinking_joy"
"1010807","0","","","1010807048","","0","vo_dsb_1010807","21","","vo_dsb_7006"
"1010807","1","0.2","0","1010807049","1","10","1","11","0","人嘴封不住呀～\n……凱留應該\n也聽過這裡的傳聞吧？"
"1010807","","","","1010807050","","","0","91","",""
"1010807","","","","1010807051","","1","1","3","0.5","dsb_idle_arm_crossed"
"1010807","dsb_talk_arm_crossed_normal2_loop","","0.5","1010807052","1","0","2","3","0.3","dsb_talk_arm_crossed_normal2"
"1010807","0","","","1010807053","","0","vo_dsb_1010807","21","","vo_dsb_7007"
"1010807","1","0.2","0","1010807054","1","10","2","11","0","算有吧。\n聽說這裡有能恢復魔力的溫泉，\n還有……好像也能讓肌膚更彈嫩？\n我是沒有很在意啦。"
"1010807","","","","1010807055","","","5.9","93","","1"
"1010807","","","","1010807056","","1","2","3","0.5","dsb_talk_arm_crossed_surprise_loop"
"1010807","","","","1010807057","","","1010807054","91","",""
"1010807","","","","1010807058","","1","2","3","0.5","dsb_talk_arm_crossed_joy_loop"
"1010807","0","","","1010807059","","0","vo_dsb_1010807","21","","vo_dsb_7008"
"1010807","1","0.2","0","1010807060","1","10","2","11","0","的確感到魔力\n一點一點在恢復……\n這泉水黏黏滑滑的，\n感覺對皮膚也很好。"
"1010807","","","","1010807061","","","0","91","",""
"1010807","","","","1010807062","","1","2","3","0.5","dsb_idle_arm_joy_crossed"
