312f25df9dd9d2a888615954990fa43183e3db4c4aeea1febbb4e1786243ca0a,10b3e5ab40ccb69ae068f1ced18c076e8b400809037e6ff9517835453970b814,8de8d50d5a3182e18711964eefe267259d678051f166b5340f24a7f7ec726caf,191dd6f6b7b7ee96366c240df156a2c52e26a56b2e877de262c513265e71b63f,30a84f92767687641ee92ac3d02bbf49ba0dd80a9073a02f921b848bd4005dda,438c5ce1c93c8b8506461847237b39e42661909da2bc012de82aa0bf099f5c32,a8367a38611c14eccfe75aca016fbc6128ba3b5ef87b6ea5a87abbcb738b2866,4c3cd06e0448888798260195140c4338cd09f9478221a7d6e8d7beded0916c83,1a1085970bc30f51a003635b0ead3d12447b111a15d726740d2c272d54292eb2,bfda77b8c3e24466236b554c02441fae98b51f8d400f7edc0bfee4bb164cc569,97c923ed4fabcf194800ebf7f44193824f00fc378302460a6b987c66056c15e6
"2","1010804","","2","","12","130","2","","1010804035","-360"
"2.5","1010804","","","","","0","93","","1010804036",""
"124531","1010804","","","0.3","","dsb_idle_surprise1","3","","1010804037","1"
"vo_dsb_1010804","1010804","","0","","","vo_dsb_4002","21","","1010804038","0"
"124531","1010804","0.2","1","0","1","（她……\n好像一直靜靜的～\n是電擊太強了嗎？）","11","0","1010804039","10"
"0","1010804","","","","","","91","","1010804040",""
"124531","1010804","","","0.2","","dsb_talk_wish","3","","1010804041","1"
"vo_dsb_1010804","1010804","","0","","","vo_dsb_4003","21","","1010804042","0"
"124531","1010804","0.2","1","0","1","客人～\n水溫和電擊程度如何呢～","11","0","1010804043","10"
"0","1010804","","","","","","91","","1010804044",""
"124531","1010804","","","0.2","","dsb_idle_wish","3","","1010804045","1"
"2","1010804","","","0.5","","dsb_kuka_idle_relax","3","","1010804046","1"
"0","1010804","","","","","0","22","","1010804047",""
"vo_dsb_1010804","1010804","","0.9","","","vo_dsb_4004","21","","1010804048","0"
"2","1010804","0.2","1","0","1","……太、","11","0","1010804049","10"
"0","1010804","","","","","","91","","1010804050",""
"124531","1010804","","","0.2","","dsb_idle_wish_normal2","3","","1010804051","1"
"vo_dsb_1010804","1010804","","0","","","vo_dsb_4005","21","","1010804052","0"
"124531","1010804","0.2","1","0","1","太？","11","0","1010804053","10"
"0","1010804","","","","","","91","","1010804054",""
"124531","1010804","","","0.2","","dsb_idle_wish_surprise","3","","1010804055","1"
"2","1010804","","dsb_kuka_idle_dere2","0.3","1","dsb_kuka_ecstasy","3","0.3","1010804056","0"
"vo_dsb_1010804","1010804","","0","","","vo_dsb_4006","21","","1010804057","0"
"2","1010804","0.2","1","0","1","太舒服了～～！！","11","0","1010804058","10"
"0","1010804","","","","","","91","","1010804059",""
"124531","1010804","","","0.2","","dsb_idle_wish","3","","1010804060","1"
"2","1010804","","","0.5","","dsb_kuka_talk_sad_dere","3","","1010804061","1"
"vo_dsb_1010804","1010804","","0","","","vo_dsb_4007","21","","1010804062","0"
"2","1010804","0.2","1","0","1","這種甜美的酥麻感\n真叫人欲罷不能～♪\n啊噫！唔嗯！啊嗚嗚嗚！","11","0","1010804063","10"
"6.2","1010804","","","","","1","93","","1010804064",""
"2","1010804","","dsb_talk_sad2","0","1","dsb_kuka_electric","3","0.5","1010804065","0"
"1010804063","1010804","","","","","","91","","1010804066",""
"124531","1010804","","","0.2","","dsb_talk_joy3_nervous","3","","1010804067","1"
"vo_dsb_1010804","1010804","","0","","","vo_dsb_4008","21","","1010804068","0"
"124531","1010804","0.2","1","0","1","嗯嗯，妳很用心在享受呢～\n雖然感覺\n和享受溫泉不太一樣……\n不過既然妳喜歡那就好☆","11","0","1010804069","10"
"0","1010804","","","","","","91","","1010804070",""
"124531","1010804","","","0.2","","dsb_idle_joy3","3","","1010804071","1"
"2","1010804","","","0.5","","dsb_kuka_wish1","3","","1010804072","1"
"vo_dsb_1010804","1010804","","0","","","vo_dsb_4009","21","","1010804073","0"
"2","1010804","0.2","1","0","1","小老闆娘！\n再來……再給空花更多刺激！\n請讓空花激烈地麻痺～！！","11","0","1010804074","10"
"5","1010804","","","","","1","93","","1010804075",""
"2","1010804","","","0.2","","dsb_kuka_wish2","3","","1010804076","1"
"1010804074","1010804","","","","","","91","","1010804077",""
"124531","1010804","","","0.2","","dsb_talk_joy3","3","","1010804078","1"
"vo_dsb_1010804","1010804","","0","","","vo_dsb_4010","21","","1010804079","0"
"124531","1010804","0.2","1","0","1","我明白了～♪\n嘿～☆","11","0","1010804080","10"
"0","1010804","","","","","","91","","1010804081",""
"0","1010804","","","","","0","22","","1010804082",""
"se_10044200","1010804","","","","","se_10044200_homare_movement","23","","1010804083","0"
"2","1010804","","","0.2","","dsb_kuka_wish3","3","","1010804084","1"
"124531","1010804","","dsb_attack_loop","0.1","1","dsb_attack_in","3","0","1010804085","0"
"99","1010804","","dsb_attack_loop","0","1","dsb_attack_in","3","0","1010804086","0"
"44","1010804","","","","","1","32","","1010804087",""
"1.4","1010804","","","","","0","93","","1010804088",""
"30","1010804","","","","","0","32","","1010804089",""
"43","1010804","","","","","0","32","","1010804090",""
"45","1010804","","","","","1","32","","1010804091",""
"43","1010804","","","","","0","32","","1010804092",""
"46","1010804","","","","","1","32","","1010804093",""
"20","1010804","","","","","20","122","","1010804094","3.1"
"se_10044200","1010804","","","","","se_10044200_thunder","23","","1010804095","0"
"vo_dsb_1010804","1010804","","0","","","vo_dsb_4011","21","","1010804096","0"
"2","1010804","0","0","0","0","啊啊啊啊啊嗯！！","11","0","1010804097","5"
"0.1","1010804","","","","","0","93","","1010804098",""
"2","1010804","","","0","","dsb_empty","3","","1010804099","0"
"3","1010804","","","","","0","93","","1010804100",""
"20","1010804","","","","","20","122","","1010804101","0.5"
"30","1010804","","","","","1","32","","1010804102",""
"43","1010804","","","","","1","32","","1010804103",""
"45","1010804","","","","","0","32","","1010804104",""
"47","1010804","","","","","1","32","","1010804105",""
"se_10044200","1010804","","","","","se_10044200_poof","23","","1010804106","0"
"2","1010804","","","0","","dsb_kuka_damage_gaku","3","","1010804107","1"
"1","1010804","","","","","0","93","","1010804108",""
"124531","1010804","","dsb_talk_surprise","0.1","1","dsb_attack_out","3","0.2","1010804109","0"
"99","1010804","","dsb_empty","0.1","0","dsb_attack_out","3","0","1010804110","0"
"vo_dsb_1010804","1010804","","0","","","vo_dsb_4012","21","","1010804111","0"
"124531","1010804","0.2","1","0","1","啊。\n服務有～點過頭了……\n是嗎？","11","0","1010804112","10"
"0","1010804","","","","","","91","","1010804113",""
"0","1010804","","","","","0","22","","1010804114",""
"124531","1010804","","","0.2","","dsb_idle_surprise1","3","","1010804115","1"
"2","1010804","","dsb_kuka_damage_dere2_loop","0.1","1","dsb_kuka_damage_dere2_in","3","0","1010804116","0"
"0.3","1010804","","","","","0","93","","1010804117",""
"47","1010804","","","","","0","32","","1010804118",""
"48","1010804","","","","","1","32","","1010804119",""
"se_adv_emote_heart_01","1010804","","","","","se_adv_emote_heart_01","23","","1010804120","0"
"1","1010804","","","","","0","93","","1010804121",""
"vo_dsb_1010804","1010804","","0","","","vo_dsb_4013","21","","1010804122","0"
"2","1010804","0.2","1","0","1","……嘻嘻。\n嘻嘻嘻嘻嘻……\n空花對溫泉……覺醒了……\n流口水。","11","0","1010804123","10"
"0","1010804","","","","","","91","","1010804124",""
"2","1010804","","","0.2","","dsb_kuka_damage_dead","3","","1010804125","1"
"124531","1010804","","","0.2","","dsb_talk_joy3","3","","1010804126","1"
"vo_dsb_1010804","1010804","","0","","","vo_dsb_4014","21","","1010804127","0"
"124531","1010804","0.2","1","0","1","太好了～看來妳沒事。\n話說……\n剛才那種威力妳還開心得起來～\n……妳比傳聞中還厲害喔，空花♪","11","0","1010804128","10"
"0","1010804","","","","","","91","","1010804129",""
"124531","1010804","","","0.2","","dsb_idle_joy3","3","","1010804130","1"
"0.3","1010804","","","","","0","93","","1010804131",""
"12","1010805","dsb_idle_normal","-165","2","-345","1","5","0","1010805001","70"
"3","1010805","dsb_idle_normal_joy","165","2","-345","2","5","1","1010805002","70"
"1","1010805","","0","1","1","1","31","","1010805003","0"
"3","1010805","","0","1","1","3","31","","1010805004","0"
"4","1010805","","0","1","1","4","31","","1010805005","0"
"13","1010805","","0","1","1","10","31","","1010805006","0"
"23","1010805","","0","1","1","20","31","","1010805007","0"
"33","1010805","","-168","1","1","30","31","","1010805008","155"
"33","1010805","","-168","1","1","31","31","","1010805009","-155"
"1","1010805","","","","","170","13","","1010805010",""
"2","1010805","","","","","170","13","","1010805011",""
"0","1010805","","","","","","91","","1010805012",""
"se_10044200","1010805","","","","","se_10044200_cmn_amb","23","","1010805013","1"
"se_10044200","1010805","","","","","se_10044200_cmn_steam","23","","1010805014","0"
"6.1","1010805","","","","","0","93","","1010805015",""
"se_10044200","1010805","","","","","se_10044200_hotspring_03","23","","1010805016","1"
"1.4","1010805","","","","","0","93","","1010805017",""
"2","1010805","","dsb_talk_arm_crossed_joy_loop","0.5","1","dsb_talk_arm_crossed_joy","3","0.5","1010805018","0"
"vo_dsb_1010805","1010805","","0","","","vo_dsb_5001","21","","1010805019","0"
"2","1010805","0.2","1","0","1","呼……\n不愧是精靈之森的藥草。\n身上的疲勞一下子就消除了。","11","0","1010805020","10"
"0","1010805","","","","","","91","","1010805021",""
"2","1010805","","","0.5","","dsb_idle_arm_joy_crossed","3","","1010805022","1"
"1","1010805","","","0.5","","dsb_talk_joy3","3","","1010805023","1"
"vo_dsb_1010805","1010805","","0","","","vo_dsb_5002","21","","1010805024","0"
"1","1010805","0.2","1","0","1","妳喜歡就好～♪\n其實這個藥草上\n還施加了治癒的魔法。","11","0","1010805025","10"
"0","1010805","","","","","","91","","1010805026",""
"1","1010805","","","0.5","","dsb_idle_normal","3","","1010805027","1"
"2","1010805","","","0.5","","dsb_talk_arm_crossed_normal2_loop","3","","1010805028","1"
"vo_dsb_1010805","1010805","","0","","","vo_dsb_5003","21","","1010805029","0"
"2","1010805","0.2","1","0","1","原來如此……\n所以才對消除疲勞這麼有效啊。\n進一步加強原已出色的功效……\n嗯嗯，真有效率！","11","0","1010805030","10"
"0","1010805","","","","","","91","","1010805031",""
"2","1010805","","","0.5","","dsb_talk_doya_Ex1_loop","3","","1010805032","1"
"vo_dsb_1010805","1010805","","0","","","vo_dsb_5004","21","","1010805033","0"
"2","1010805","0.2","1","0","1","多虧妳，我可以充滿幹勁地工作了！\n現在馬上就能打拚！\n我要趕快從浴池裡起來\n去找臨時打工！","11","0","1010805034","10"
"0","1010805","","","","","","91","","1010805035",""
"se_10044200","1010805","","","","","se_10044200_get_out_water","23","","1010805036","0"
"2","1010805","","dsb_stand_up_loop","0.2","1","dsb_stand_up_in","3","0.2","1010805037","0"
"1","1010805","","","0.5","","dsb_talk_surprise1_misato","3","","1010805038","1"
"vo_dsb_1010805","1010805","","0","","","vo_dsb_5005","21","","1010805039","0"
"1","1010805","0.2","1","0","1","哎呀，妳不泡了嗎？\n難得來泡溫泉，\n要不要再好好放鬆一下？","11","0","1010805040","10"
"0","1010805","","","","","","91","","1010805041",""
"1","1010805","","","0.5","","dsb_idle_surprise1_misato","3","","1010805042","1"
"2","1010805","","","0.5","","dsb_stand_talk_normal2","3","","1010805043","1"
"vo_dsb_1010805","1010805","","0","","","vo_dsb_5006","21","","1010805044","0"
"2","1010805","0.2","1","0","1","我的疲勞已經徹底消除了。\n泡太久反而\n會浪費時間。\n時間就是金錢啊！","11","0","1010805045","10"
"0","1010805","","","","","","91","","1010805046",""
"2","1010805","","","0.5","","dsb_stand_up_loop","3","","1010805047","1"
"1","1010805","","","0.5","","dsb_talk_sad2_blink2","3","","1010805048","1"
"vo_dsb_1010805","1010805","","0","","","vo_dsb_5007","21","","1010805049","0"
"1","1010805","0.2","1","0","1","時間就是金錢……\n是呀，\n這樣想也對呢～","11","0","1010805050","10"
"0","1010805","","","","","","91","","1010805051",""
"1","1010805","","","0.5","","dsb_talk_worry_misato","3","","1010805052","1"
"vo_dsb_1010805","1010805","","0","","","vo_dsb_5008","21","","1010805053","0"
"1","1010805","0.2","1","0","1","不過……\n偶爾奢侈地揮霍時間\n也不錯吧？","11","0","1010805054","10"
"0","1010805","","","","","","91","","1010805055",""
"2","1010805","","","0.2","","dsb_stand_wish_surprise_idle","3","","1010805056","1"
"vo_dsb_1010805","1010805","","0","","","vo_dsb_5009","21","","1010805057","0"
"2","1010805","0.2","1","0","1","咦？","11","0","1010805058","10"
"0","1010805","","","","","","91","","1010805059",""
"1","1010805","","","0.2","","dsb_talk_wish_nervous","3","","1010805060","1"
"vo_dsb_1010805","1010805","","0","","","vo_dsb_5010","21","","1010805061","0"
"1","1010805","0.2","1","0","1","不只是身體會累積疲勞。\n要是神經太緊繃，\n心也會疲累的。","11","0","1010805062","10"
"0","1010805","","","","","","91","","1010805063",""
"1","1010805","","","0.5","","dsb_misato_talk_sad2_dere","3","","1010805064","1"
"vo_dsb_1010805","1010805","","0","","","vo_dsb_5011","21","","1010805065","0"
"1","1010805","0.2","1","0","1","治療這種眼睛看不見的地方\n也很重要……\n這是我的想法♪","11","0","1010805066","10"
"0","1010805","","","","","","91","","1010805067",""
"1","1010805","","","0.5","","dsb_idle_normal_misato","3","","1010805068","1"
"2","1010805","","","0.2","","dsb_stand_thinking","3","","1010805069","1"
"vo_dsb_1010805","1010805","","0","","","vo_dsb_5012","21","","1010805070","0"
"2","1010805","0.2","1","0","1","確、確實……\n也可以這麼想。\n都大老遠來到大江戶了，\n也許該好好運用這個機會……","11","0","1010805071","10"
"0","1010805","","","","","","91","","1010805072",""
"2","1010805","","dsb_stand_talk_guts_loop","0.2","1","dsb_stand_talk_guts","3","0.5","1010805073","0"
"0","1010805","","","","","0","22","","1010805074",""
"vo_dsb_1010805","1010805","","0.9","","","vo_dsb_5013","21","","1010805075","0"
"2","1010805","0.2","1","0","1","……也好。\n充分運用大把時間\n讓自己徹底放鬆！\n這也算是必要花費！","11","0","1010805076","10"
"0","1010805","","","","","","91","","1010805077",""
"se_10044200","1010805","","","","","se_10044200_get_out_water","23","","1010805078","0"
"2","1010805","","dsb_stand_sitdown_loop","0.5","1","dsb_stand_sitdown_in","3","0.5","1010805079","0"
"1","1010805","","","0.5","","dsb_talk_joy3","3","","1010805080","1"
"vo_dsb_1010805","1010805","","0","","","vo_dsb_5014","21","","1010805081","0"
"1","1010805","0.2","1","0","1","嗯呵呵，這就對了～\n溫泉就是讓人悠～哉放鬆的地方。\n請慢慢享受♪","11","0","1010805082","10"
"0","1010805","","","","","","91","","1010805083",""
"0.3","1010805","","","","","0","93","","1010805084",""
"11","1010806","dsb_idle_normal","-165","2","-345","1","5","0","1010806001","70"
"8","1010806","dsb_idle_relax","165","2","-345","2","5","1","1010806002","70"
"1","1010806","","0","1","1","1","31","","1010806003","0"
"3","1010806","","0","1","1","3","31","","1010806004","0"
"4","1010806","","0","1","1","4","31","","1010806005","0"
"18","1010806","","0","1","1","10","31","","1010806006","0"
"28","1010806","","0","1","1","20","31","","1010806007","0"
"38","1010806","","-168","1","1","30","31","","1010806008","155"
"38","1010806","","-168","1","1","31","31","","1010806009","-155"
"1","1010806","","","","","170","13","","1010806010",""
"2","1010806","","","","","170","13","","1010806011",""
"0","1010806","","","","","","91","","1010806012",""
"se_10044200","1010806","","","","","se_10044200_cmn_amb","23","","1010806013","1"
"se_10044200","1010806","","","","","se_10044200_cmn_steam","23","","1010806014","0"
"6","1010806","","","","","0","93","","1010806015",""
"se_10044200","1010806","","","","","se_10044200_hotspring_08","23","","1010806016","1"
"1.5","1010806","","","","","0","93","","1010806017",""
"2","1010806","","","0.5","","dsb_talk_memory_nervous","3","","1010806018","1"
"vo_dsb_1010806","1010806","","0","","","vo_dsb_6001","21","","1010806019","0"
"2","1010806","0.2","1","0","1","啊啊啊啊啊～～！\n燃燒！\n我的脂肪在燃燒啊～！","11","0","1010806020","10"
"0","1010806","","","","","","91","","1010806021",""
"2","1010806","","dsb_talk_guts_pain_loop","0.5","1","dsb_talk_guts_pain","3","0.5","1010806022","0"
"vo_dsb_1010806","1010806","","0","","","vo_dsb_6002","21","","1010806023","0"
"2","1010806","0.2","1","0","1","過度勞動的壓力造成的食慾！\n食慾帶來的贅肉！\n這種中飽私囊的自肥行為恕我拒絕！\n讓我痛快地跟你們算總帳吧～！！","11","0","1010806024","10"
"0","1010806","","","","","","91","","1010806025",""
"2","1010806","","","0.5","","dsb_idle_guts_pain","3","","1010806026","1"
"1","1010806","","","0.5","","dsb_talk_normal_joy","3","","1010806027","1"
"vo_dsb_1010806","1010806","","0","","","vo_dsb_6003","21","","1010806028","0"
"1","1010806","0.2","1","0","1","要注意泡溫泉的時間喔。\n因為它燃燒脂肪的效果很好……\n泡過頭可就糟了。","11","0","1010806029","10"
"0","1010806","","","","","","91","","1010806030",""
"1","1010806","","","0.5","","dsb_idle_normal","3","","1010806031","1"
"2","1010806","","","0.5","","dsb_talk_normal","3","","1010806032","1"
"vo_dsb_1010806","1010806","","0","","","vo_dsb_6004","21","","1010806033","0"
"2","1010806","0.2","1","0","1","嗯，嗯！當然了！\n話說……妳能在短時間內\n準備好這樣的溫泉。\n不愧是「獨眼惡魔」呀。","11","0","1010806034","10"
"0","1010806","","","","","","91","","1010806035",""
"2","1010806","","","0.5","","dsb_idle_normal","3","","1010806036","1"
"1","1010806","","","0.5","","dsb_talk_sad2_surprise","3","","1010806037","1"
"vo_dsb_1010806","1010806","","0","","","vo_dsb_6005","21","","1010806038","0"
"1","1010806","0.2","1","0","1","謝謝誇獎。\n雖然……\n我只不過是完成妳的委託而已。","11","0","1010806039","10"
"0","1010806","","","","","","91","","1010806040",""
"1","1010806","","","0.5","","dsb_idle_sad_talk1","3","","1010806041","1"
"2","1010806","","","0.5","","dsb_talk_normal_dere2","3","","1010806042","1"
"vo_dsb_1010806","1010806","","0","","","vo_dsb_6006","21","","1010806043","0"
"2","1010806","0.2","1","0","1","哎呀呀妳真是謙虛。\n要是妳多讓我逮到些弱點，\n我就能輕鬆多了。","11","0","1010806044","10"
"0","1010806","","","","","","91","","1010806045",""
"2","1010806","","","0.5","","dsb_idle_normal","3","","1010806046","1"
"1","1010806","","","0.5","","dsb_talk_normal_suprise1","3","","1010806047","1"
"vo_dsb_1010806","1010806","","0","","","vo_dsb_6007","21","","1010806048","0"
"1","1010806","0.2","1","0","1","我只會讓病患感到輕鬆好過喔。\n不包括做生意的客戶。","11","0","1010806049","10"
"0","1010806","","","","","","91","","1010806050",""
"1","1010806","","","0.5","","dsb_idle_normal","3","","1010806051","1"
"2","1010806","","","0.5","","dsb_talk_thinking_dere","3","","1010806052","1"
"vo_dsb_1010806","1010806","","0","","","vo_dsb_6008","21","","1010806053","0"
"2","1010806","0.2","1","0","1","哎呀呀呀，\n好嚴厲、好可怕。\n嚇得我一身冷汗啊～\n已經汗流如注了……嗯嗯？","11","0","1010806054","10"
"0","1010806","","","","","","91","","1010806055",""
"2","1010806","","","0.3","","dsb_talk_worry_anger","3","","1010806056","1"
"vo_dsb_1010806","1010806","","0","","","vo_dsb_6009","21","","1010806057","0"
"2","1010806","0.2","1","0","1","這流汗量……\n是不是怪怪的？\n就算這泉水的出汗作用\n再怎麼好，這也……","11","0","1010806058","10"
"0","1010806","","","","","","91","","1010806059",""
"2","1010806","","","0.5","","dsb_talk_surprise3","3","","1010806060","1"
"vo_dsb_1010806","1010806","","0","","","vo_dsb_6010","21","","1010806061","0"
"2","1010806","0.2","1","0","1","而且……\n是錯覺嗎？\n總覺得皮膚有種刺痛感……","11","0","1010806062","10"
"0","1010806","","","","","","91","","1010806063",""
"2","1010806","","","0.5","","dsb_idle_surprise1_sjhy2","3","","1010806064","1"
"1","1010806","","","0.5","","dsb_talk_nerrvous","3","","1010806065","1"
"0","1010806","","","","","0","22","","1010806066",""
"vo_dsb_1010806","1010806","","0.9","","","vo_dsb_6011","21","","1010806067","0"
"1","1010806","0.2","1","0","1","……我說，克蕾琪塔。\n妳跑來這裡泡溫泉，\n卻騙秘書說要出差對吧？","11","0","1010806068","10"
"0","1010806","","","","","","91","","1010806069",""
"1","1010806","","","0.5","","dsb_idle_normal","3","","1010806070","1"
"2","1010806","","dsb_shock_credita_loop","0.5","1","dsb_shock_credita_in","3","0.5","1010806071","0"
"vo_dsb_1010806","1010806","","0","","","vo_dsb_6012","21","","1010806072","0"
"2","1010806","0.2","1","0","1","唔唔唔唔呃？\n妳怎麼知道！？","11","0","1010806073","10"
"0","1010806","","","","","","91","","1010806074",""
"2","1010806","","","0.5","","dsb_idle_joy_sad","3","","1010806075","1"
"1","1010806","","","0.5","","dsb_talk_normal_joy","3","","1010806076","1"
"vo_dsb_1010806","1010806","","0","","","vo_dsb_6013","21","","1010806077","0"
"1","1010806","0.2","1","0","1","是秘書委託我的喔？\n……說想懲罰妳\n提出假申請。\n所以……","11","0","1010806078","10"
"0","1010806","","","","","","91","","1010806079",""
"1","1010806","","","0.5","","dsb_talk_sad2_talkjoy2","3","","1010806080","1"
"vo_dsb_1010806","1010806","","0","","","vo_dsb_6014","21","","1010806081","0"
"1","1010806","0.2","1","0","1","我把這座溫泉……\n調得更刺激點了。\n我放了很～多辣椒喔。","11","0","1010806082","10"
"0","1010806","","","","","","91","","1010806083",""
"1","1010806","","","0.5","","dsb_idle_sad_talkjoy2","3","","1010806084","1"
"2","1010806","","dsb_talk_surprise_credita","0.5","1","dsb_surprise_credita","3","0.5","1010806085","0"
"vo_dsb_1010806","1010806","","0","","","vo_dsb_6015","21","","1010806086","0"
"2","1010806","0.2","1","0","1","什麼……！？\n妳居然放了那種東西～！！","11","0","1010806087","10"
"0","1010806","","","","","","91","","1010806088",""
"2","1010806","","","0.5","","dsb_idle_joy_sad","3","","1010806089","1"
"1","1010806","","","0.5","","dsb_talk_surprise1_normal2","3","","1010806090","1"
"vo_dsb_1010806","1010806","","0","","","vo_dsb_6016","21","","1010806091","0"
"1","1010806","0.2","1","0","1","啊，別擔心。\n它確實有燃燒脂肪的效果。\n而且我也常常泡。\n不會危害健康的。","11","0","1010806092","10"
"0","1010806","","","","","","91","","1010806093",""
"1","1010806","","","0.5","","dsb_idle_surprise1_sjhy","3","","1010806094","1"
"2","1010806","","","0.3","","dsb_hot_dead","3","","1010806095","1"
"vo_dsb_1010806","1010806","","0","","","vo_dsb_6017","21","","1010806096","0"
"2","1010806","0.2","1","0","1","就算是這樣……啊啊！！\n眼睛！辣到！眼睛了！\n嗚嗚嗚……可是既然酬勞都付出去了，\n我就必須充分地使用到底～！！！","11","0","1010806097","10"
"0","1010806","","","","","","91","","1010806098",""
"1","1010806","","","0.3","","dsb_talk_thinking_surprise","3","","1010806099","1"
"vo_dsb_1010806","1010806","","0","","","vo_dsb_6018","21","","1010806100","0"
"1","1010806","0.2","1","0","1","不會半途而廢，\n真不愧是生意人……\n這般下定決心地計較損益，\n妳真不是浪得虛名啊……！","11","0","1010806101","10"
"0","1010806","","","","","","91","","1010806102",""
"0.3","1010806","","","","","0","93","","1010806103",""
"10","1010807","dsb_idle_normal","-165","2","-345","1","5","0","1010807001","70"
"1","1010807","dsb_idle_relax_dere2","165","2","-345","2","5","1","1010807002","70"
"10","1010807","dsb_lago","-215","2","-350","99","5","0","1010807003","70"
"1","1010807","","0","1","1","1","31","","1010807004","0"
"3","1010807","","0","1","1","3","31","","1010807005","0"
"4","1010807","","0","1","1","4","31","","1010807006","0"
"11","1010807","","0","1","1","10","31","","1010807007","0"
"21","1010807","","0","1","1","20","31","","1010807008","0"
"31","1010807","","-168","1","1","30","31","","1010807009","155"
"31","1010807","","-168","1","1","31","31","","1010807010","-155"
"41","1010807","","-175","1","1","32","31","","1010807011","-222"
"1","1010807","","","","","170","13","","1010807012",""
"2","1010807","","","","","170","13","","1010807013",""
"0","1010807","","","","","","91","","1010807014",""
"se_10044200","1010807","","","","","se_10044200_cmn_amb","23","","1010807015","1"
"se_10044200","1010807","","","","","se_10044200_cmn_steam","23","","1010807016","0"
"6","1010807","","","","","0","93","","1010807017",""
"se_10044200","1010807","","","","","se_10044200_hotspring_01","23","","1010807018","1"
"1.5","1010807","","","","","0","93","","1010807019",""
"2","1010807","","","0.5","","dsb_talk_relax_nervous","3","","1010807020","1"
"vo_dsb_1010807","1010807","","0","","","vo_dsb_7001","21","","1010807021","0"
"2","1010807","0.2","1","0","1","呼～水溫剛好……♪\n身體放鬆了……\n偶爾泡個溫泉也不錯～","11","0","1010807022","10"
"0","1010807","","","","","","91","","1010807023",""
"2","1010807","","","0.5","","dsb_idle_relax_dere2","3","","1010807024","1"
"1","1010807","","","0.5","","dsb_talk_joy3","3","","1010807025","1"
"vo_dsb_1010807","1010807","","0","","","vo_dsb_7002","21","","1010807026","0"
"1","1010807","0.2","1","0","1","謝謝～☆\n聽妳這麼說，\n身為小老闆娘我也感到很驕傲呢～♪","11","0","1010807027","10"
"0","1010807","","","","","","91","","1010807028",""
"1","1010807","","","0.5","","dsb_idle_normal","3","","1010807029","1"
"2","1010807","","","0.5","","dsb_talk_surprise1_joy2","3","","1010807030","1"
"vo_dsb_1010807","1010807","","0","","","vo_dsb_7003","21","","1010807031","0"
"2","1010807","0.2","1","0","1","嘿，大江戶第一的小老闆娘！\n……呃，是【龍族巢穴】的人！？\n妳怎麼會在這裡！？","11","0","1010807032","10"
"3.2","1010807","","","","","1","93","","1010807033",""
"2","1010807","","","0.5","","dsb_talk_surprise2","3","","1010807034","1"
"1010807032","1010807","","","","","","91","","1010807035",""
"2","1010807","","","0.5","","dsb_idle_surprise2","3","","1010807036","1"
"1","1010807","","","0.5","","dsb_talk_joy3","3","","1010807037","1"
"vo_dsb_1010807","1010807","","0","","","vo_dsb_7004","21","","1010807038","0"
"1","1010807","0.2","1","0","1","哇啊～♪\n是凱留的先裝傻再吐嘈～\n真是如傳聞中犀利的名吐嘈☆","11","0","1010807039","10"
"0","1010807","","","","","","91","","1010807040",""
"1","1010807","","","0.5","","dsb_idle_normal","3","","1010807041","1"
"2","1010807","","","0.5","","dsb_talk_sad_shy","3","","1010807042","1"
"vo_dsb_1010807","1010807","","0","","","vo_dsb_7005","21","","1010807043","0"
"2","1010807","0.2","1","0","1","誰在傳這種事啊！？\n真是……\n如果要傳，我真希望\n是傳些更像樣的事。","11","0","1010807044","10"
"0","1010807","","","","","","91","","1010807045",""
"2","1010807","","","0.5","","dsb_idle_sad","3","","1010807046","1"
"1","1010807","","","0.5","","dsb_talk_thinking_joy","3","","1010807047","1"
"vo_dsb_1010807","1010807","","0","","","vo_dsb_7006","21","","1010807048","0"
"1","1010807","0.2","1","0","1","人嘴封不住呀～\n……凱留應該\n也聽過這裡的傳聞吧？","11","0","1010807049","10"
"0","1010807","","","","","","91","","1010807050",""
"1","1010807","","","0.5","","dsb_idle_arm_crossed","3","","1010807051","1"
"2","1010807","","dsb_talk_arm_crossed_normal2_loop","0.3","1","dsb_talk_arm_crossed_normal2","3","0.5","1010807052","0"
"vo_dsb_1010807","1010807","","0","","","vo_dsb_7007","21","","1010807053","0"
"2","1010807","0.2","1","0","1","算有吧。\n聽說這裡有能恢復魔力的溫泉，\n還有……好像也能讓肌膚更彈嫩？\n我是沒有很在意啦。","11","0","1010807054","10"
"5.9","1010807","","","","","1","93","","1010807055",""
"2","1010807","","","0.5","","dsb_talk_arm_crossed_surprise_loop","3","","1010807056","1"
"1010807054","1010807","","","","","","91","","1010807057",""
"2","1010807","","","0.5","","dsb_talk_arm_crossed_joy_loop","3","","1010807058","1"
"vo_dsb_1010807","1010807","","0","","","vo_dsb_7008","21","","1010807059","0"
"2","1010807","0.2","1","0","1","的確感到魔力\n一點一點在恢復……\n這泉水黏黏滑滑的，\n感覺對皮膚也很好。","11","0","1010807060","10"
"0","1010807","","","","","","91","","1010807061",""
"2","1010807","","","0.5","","dsb_idle_arm_joy_crossed","3","","1010807062","1"
