520e50bb14e48166841675e3dc900755bb6464f7652d6676e069b15690c38631,0ae645c834a9cccbb3db4c251a76a4559be02c5b18e6129a8b0e36281fa0db40,0410a359836ff245e0ce8275d8e7e545f7f4a9179269d502234f2028563be332,c8cb11116714d7e832e42a8e2382fb63fa9726af81e3f3b6ba0b480be35ec29d,55d2075448c96e765a371ba37a257e4155323d751b5368c0026172e8751c1420
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74005502","254"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74005502","255"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","降低HP吸收","74005502","256"
"戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP","74005502","257"
"追加宮子、碧。","add_shadow","追加怪物","74005503","258"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減","74005503","259"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","賦予TP上升的上限","74005503","260"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74005503","261"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74005503","262"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","降低HP吸收","74005503","263"
"戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP","74005503","264"
"追加露娜聚光燈。","add_shadow","追加怪物","74005504","265"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減","74005504","266"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","賦予TP上升的上限","74005504","267"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74005504","268"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74005504","269"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","降低HP吸收","74005504","270"
"戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP","74005504","271"
"戰鬥時間變成60秒。","limit_time","戰鬥時間限制","74005505","272"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減","74005505","273"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","賦予TP上升的上限","74005505","274"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74005505","275"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74005505","276"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","降低HP吸收","74005505","277"
"戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP","74005505","278"
"對初音（夏日）、咲戀（夏日）、鈴奈鏡華的闇影追加專用裝備。","star6_shadow","強化闇影","74006102","279"
"鈴奈、鏡華的闇影變成★6。","star6_shadow","強化闇影","74006103","280"
"可以編組的角色變成4個。","limit_chara_num","編組角色人數限制","74006103","281"
"可以編組的角色變成4個。","limit_chara_num","編組角色人數限制","74006104","282"
"戰鬥開始時，對所有的闇影展開物理無效的護盾。","27","物理無效護盾","74006104","283"
"戰鬥開始時，對所有的闇影展開魔法無效的護盾。","28","魔法無效護盾","74006104","284"
"可以編組的角色變成4個。","limit_chara_num","編組角色人數限制","74006105","285"
"戰鬥開始時，對所有的闇影展開物理無效的護盾。","27","物理無效護盾","74006105","286"
"戰鬥開始時，對所有的闇影展開魔法無效的護盾。","28","魔法無效護盾","74006105","287"
"對怜（新年）、靜流（黑暗）、靜流、涅婭的闇影追加專用裝備。","star6_shadow","強化闇影","74006202","288"
"怜（新年）、靜流的闇影變成★6。","star6_shadow","強化闇影","74006203","289"
"可以編組的角色變成4個。","limit_chara_num","編組角色人數限制","74006203","290"
"可以編組的角色變成4個。","limit_chara_num","編組角色人數限制","74006204","291"
"戰鬥開始時，所有闇影特大幅度恢復自身的TP。","energy_recover","TP恢復","74006204","292"
"可以編組的角色變成4個。","limit_chara_num","編組角色人數限制","74006205","293"
"戰鬥開始時，所有闇影特大幅度恢復自身的TP並賦予持續恢復TP的狀態。","energy_recover","TP恢復","74006205","294"
"戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74006301","295"
"戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74006301","296"
"戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","boss_tp_down_cut","減少降低TP","74006301","297"
"戰鬥開始時，所有怪物的魔法傷害為減少30％的狀態。","boss_magic_cut","魔法傷害降低","74006302","298"
"戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74006302","299"
"戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74006302","300"
"戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","boss_tp_down_cut","減少降低TP","74006302","301"
"戰鬥開始時，所有怪物的魔法傷害為減少60％的狀態。","boss_magic_cut","魔法傷害降低","74006303","302"
"戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74006303","303"
"戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74006303","304"
"戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","boss_tp_down_cut","減少降低TP","74006303","305"
"Boss怪物的行動模式發生變化。","boss_ub_enhance","Boss行動模式變化","74006304","306"
"戰鬥開始時，所有怪物的魔法傷害為減少90％的狀態。","boss_magic_cut","魔法傷害降低","74006304","307"
"戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74006304","308"
"戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74006304","309"
"戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","boss_tp_down_cut","減少降低TP","74006304","310"
"Boss怪物的行動模式發生變化。","boss_ub_enhance","Boss行動模式變化","74006305","311"
"戰鬥開始時，所有怪物的魔法傷害為減少90％的狀態。","boss_magic_cut","魔法傷害降低","74006305","312"
"戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74006305","313"
"戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74006305","314"
"戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","boss_tp_down_cut","減少降低TP","74006305","315"
"戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74006401","316"
"戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74006401","317"
"戰鬥開始時，所有怪物的物理傷害為減少30％的狀態。","boss_physics_cut","物理傷害降低","74006402","318"
"戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74006402","319"
"戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74006402","320"
"戰鬥開始時，所有怪物的物理傷害為減少60％的狀態。","boss_physics_cut","物理傷害降低","74006403","321"
"戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74006403","322"
"戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74006403","323"
"追加叢林護衛、真琴的闇影、惠理子的闇影、樹精。","add_shadow","追加怪物","74006404","324"
"Boss怪物的行動模式發生變化。","boss_ub_enhance","Boss行動模式變化","74006404","325"
"戰鬥開始時，所有怪物的物理傷害為減少90％的狀態。","boss_physics_cut","物理傷害降低","74006404","326"
"戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74006404","327"
"戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74006404","328"
"Boss怪物的行動模式發生變化。","boss_ub_enhance","Boss行動模式變化","74006405","329"
"戰鬥開始時，所有怪物的物理傷害為減少90％的狀態。","boss_physics_cut","物理傷害降低","74006405","330"
"戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74006405","331"
"戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74006405","332"
"戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","boss_tp_down_cut","減少降低TP","74006405","333"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減","74006501","334"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","賦予TP上升的上限","74006501","335"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74006501","336"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74006501","337"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","降低HP吸收","74006501","338"
"戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP","74006501","339"
"編組4位以上的同屬性角色時，會強化角色的屬性獎勵。","33","全屬性獎勵特大幅度提升","74006502","340"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減","74006502","341"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","賦予TP上升的上限","74006502","342"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74006502","343"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74006502","344"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","降低HP吸收","74006502","345"
"戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP","74006502","346"
"編組4位以上的同屬性角色時，會強化角色的屬性獎勵。","33","全屬性獎勵特大幅度提升","74006503","347"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減","74006503","348"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","賦予TP上升的上限","74006503","349"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74006503","350"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74006503","351"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","降低HP吸收","74006503","352"
"戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP","74006503","353"
"編組4位以上的同屬性角色時，會強化角色的屬性獎勵。","33","全屬性獎勵特大幅度提升","74006504","354"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減","74006504","355"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","賦予TP上升的上限","74006504","356"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74006504","357"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74006504","358"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","降低HP吸收","74006504","359"
"戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP","74006504","360"
"戰鬥時間變成60秒。","limit_time","戰鬥時間限制","74006505","361"
"編組4位以上的同屬性角色時，會強化角色的屬性獎勵。","33","全屬性獎勵特大幅度提升","74006505","362"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減","74006505","363"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","賦予TP上升的上限","74006505","364"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）","74006505","365"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","74006505","366"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","降低HP吸收","74006505","367"
"戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP","74006505","368"
