a96688a877d802a45d73f70bc7ddce97a35a191fe8a4771052a8ac2e60380a93,f95475c89cb630c6f3f1e7b460e930f10f822b4e294dbd461d3fd5b22325c984,5e8b3b31bee866ed7a92aa3ddcfd9d29dd1a2918137b26916083dbaea4af00ab,48a090cf69fc9cf30b6beaa363e4c5f02de7edc50291bccbeecb6966260cc210,7169bc9167cf9ae35e60bba8a78498686728dd211046220fa5a1af8d3d511e83,088f8ec2565645a5b2cc953596fe380fa61d3322cdeee65fb680bbfeb04e78da,856370618b5edc05341cc17cd1b7db6d9a155e6353243cd867a34478a15c5ae8,f05cd18153a2deee27055eb67f2b9ef8d041bfafacb61d9e266d7f7cc2b834a0
"bgm_M293","102","13031","31.弗泰拉斷崖‧南部","2022/07/11 16:00:00","2030/12/17 14:59:59","31.弗泰拉斷崖‧南部","bgm_M293"
"bgm_M339","102","13032","32.法斯奇亞森林‧南部","2022/10/11 16:00:00","2030/12/17 14:59:59","32.法斯奇亞\n　　　　　　森林‧南部","bgm_M339"
"bgm_M339","102","13033","33.法斯奇亞森林‧東部","2023/01/10 16:00:00","2030/12/17 14:59:59","33.法斯奇亞\n　　　　　　森林‧東部","bgm_M339"
"bgm_M374","102","13034","34.迪克斯提亞岩崖‧西壁","2023/03/09 16:00:00","2030/12/17 14:59:59","34.迪克斯提亞\n　　　　　岩崖‧西壁","bgm_M374"
"bgm_M374","102","13035","35.迪克斯提亞岩崖‧東壁","2023/06/08 16:00:00","2030/12/17 14:59:59","35.迪克斯提亞\n　　　　　岩崖‧東壁","bgm_M374"
"bgm_MC001","103","13063","63.阿帕雷尤街道‧西側","2023/09/08 16:00:00","2030/12/17 14:59:59","63.阿帕雷尤\n　　　　　街道‧西側","bgm_MC001"
"bgm_MC001","103","13064","64.阿帕雷尤街道‧東側","2023/12/07 16:00:00","2030/12/17 14:59:59","64.阿帕雷尤\n　　　　　街道‧東側","bgm_MC001"
"bgm_MC001","103","13065","65.芭菲之城　城鎮","2015/12/17 15:00:00","2030/12/17 14:59:59","65.芭菲之城\n　　　　　　城鎮","bgm_MC001"
"bgm_MC079","104","13067","67.渦炎密林","2015/12/17 15:00:00","2030/12/17 14:59:59","67.渦炎密林","bgm_MC079"
"bgm_MC079","104","13068","68.思索樹海","2015/12/17 15:00:00","2030/12/17 14:59:59","68.思索樹海","bgm_MC079"
"","0","18001","聖跡調查冒險","2019/03/06 16:00:00","2030/12/17 14:59:59","聖跡調查冒險",""
"","0","19001","神殿調查冒險","2020/01/02 16:00:00","2030/12/17 14:59:00","神殿調查冒險",""
"","0","21001","瑪那冒險","2015/12/17 15:00:00","2030/12/17 14:59:59","瑪那冒險",""
"","0","21002","經驗值冒險","2015/12/17 15:00:00","2030/12/17 14:59:59","經驗值冒險",""
