b5038e18d30852f7a44ed447d3f7a9457f4d3ff2b1dcb17589123fd396c9d759,37840c019875c2b8a5dfad1a08dde5e2d7e4eb46d114c518b9c56bdfd00626a8,205258b9c0d571e59e845431703317f8ddefbc443d4d09212be5c70e6fd19827,424c484178bd51de337ddf29059972442982e9973353b0ecc91688879100b611,7791ed452577a361f53c1933b543663b8cc86ce45140620fc914bb7d13dadb38,b412d7c51b9a57993512c855b679e29e70aeea88dad05b376c8cbb5604f2db43,5757f3df0917b5e99689378d70492a759e40f5f20606f4e81fea86403e70361a,c2c70bcf1ba021ee874333a780dd4fc885b7360daad178bcaea53172d3eef5a2,79b37fac32252af9dcd6e70e01c3c96eb47718d72f50848e38afce633b6f41b1,14b431eabcf7de780940c8856cf44d992e367f1624b283bc591df4f5174c419e,20890e6933308814c74c290c976932edd6a24eba95f0809eb2d452316a753a06,fc6652ffbf90718cab9955063747782b09ba271855a2a71e212655d4e4517487,404d6da37667b15fd40332f0de251c07e8c77a98f1adc82480a4c7ab68ca0896,4ba0fc634a7444185ce8cbbee3fae3d73e6def62b39da14d28e383fd73457811,5284464fccc8c0a61575266d83a6a9d6fe3c49f2eeae1ed0391430d135c8db80,dde542662a97094512888087b477eb4013330658de3e8822c7e5b392c4435de5,d857c8e76a225a4e80d7d87abc3e8f1bcdc575cd10301e84298991a3d89d8086,8a1dfe78e2988291bfc84d3acc82d9a8318442ff1414f427e3ef7baa9d9a50cc,da4121d4641d45e4111c497a28c7d23d14283e21465f73ab4eb58722df1069f7,764ffbe06e8af9f8716733eef7f50b7758e7725eb1a5d5dc6053d5f47d13800a,a61248796d02343c73b39927820dfd1696a8eea066cdf235c82a47a96be6c2e4,44ba168582f54d7a6b127ed104ecb0676602af993cff5f86c4f09c2ca6c9a39c,61d4884dd6f954d0e99aed370045106cc106eef6ce574a7d97723d23fd62be1d,2c3374af06e5f7d209628529eb7cab5b0ec48b232f3f24c9912d6dc3228a080b,e3f3b0f7a5c8cd98a046e3581c97ab98e4259d793ff819ef9c29ca023b07b882,ce1b427e615f7d1527fabc879414f6cd940d645186cbe8e4927e358b087e7912,8f515b595df810d8e9a47ff4b790fca23fd028258646dd4fc00e3d519d4f8ce4,001410b5f4458ebb0cdd87f9c1152141599b5bf52a152fd6353862aaa62da6ce,fb619d4c3928184a968d9a9af8ad9d8f31ef81ae115736839433b7519611d3ae,33d14cbeda2e2bd44594ccfafb98c9fe6d169781cd3e291c02f04a357179c7fb,ea85e72a9e092c0afd6a155fb5235a7ba451f8712941e838d4267c3d76df2868,662d651e64ee861acbeffcdf4696579b4ec9b3edc0bd956e313f08143c789fd7,90a497e17efcd9a12c43b630caf20953e250a962fbeaaf8ea29827eb7fb70629,ecf53235d55beb061ae4d14552d74f4a1a8481f19dadb07157f2e9fb8987e6bd,1dcbdac2672c25fe56942d69042128ade840161d18de615736f337335298ec9d
"94002","0.8","0.8","1","-1","0.8","140001","0.8","750","74005204","4","0","188","-379","4","3","74005204","0","90","377","90008","91002","-190","300000","150006","0.8","40006","741001104","-100","bgm_MC008","10","103122","0","0","0"
"94002","0.8","0.8","1","-1","0.8","140001","0.8","1000","74005205","4","0","188","-379","5","3","74005205","0","90","377","90008","91002","-190","500000","150007","0.8","40007","741001105","-100","bgm_MC008","10","103122","0","0","0"
"94002","0","0.9","1","0","0","140001","0","200","74005301","5","0","0","0","1","3","74005301","0","90","0","90008","91002","0","200000","150003","0","40002","741001101","-100","bgm_MC008","10","103123","0","0","0"
"94002","0","0.8","1","310","0.8","140001","0","200","74005302","5","0","0","-310","2","3","74005302","0","90","0","90008","91002","0","200000","150004","0.9","40003","741001102","-100","bgm_MC008","10","103123","0","0","0"
"94002","0","0.8","1","310","0.8","140001","0","500","74005303","5","0","0","-310","3","3","74005303","0","90","0","90008","91002","0","300000","150005","0.9","40004","741001103","-100","bgm_MC008","10","103123","0","0","0"
"94002","0","0.8","1","120","0.8","140001","0.8","750","74005304","5","0","360","-360","4","3","74005304","0","90","0","90008","91002","-120","300000","150006","0.9","40006","741001104","-100","bgm_MC008","10","103123","0","0","0"
"94002","0","0.8","1","120","0.8","140001","0.8","1000","74005305","5","0","360","-360","5","3","74005305","0","60","0","90008","91002","-120","500000","150007","0.9","40007","741001105","-100","bgm_MC008","10","103123","0","0","0"
"94002","0","1.2","1","0","0","140001","0","200","74005401","5","0","0","0","1","3","74005401","0","90","0","90008","91002","0","200000","150003","0","40002","741001101","-100","bgm_MC008","10","103121","0","0","0"
"94002","0","0.8","1","310","0.8","140001","0","200","74005402","5","0","0","-310","2","3","74005402","0","90","0","90008","91002","0","200000","150004","1.2","40003","741001102","-100","bgm_MC008","10","103121","0","0","0"
"94002","0","0.8","1","310","0.8","140001","0","500","74005403","5","0","0","-310","3","3","74005403","0","90","0","90008","91002","0","300000","150005","1.2","40004","741001103","-100","bgm_MC008","10","103121","0","0","0"
"94002","0","0.8","1","120","0.8","140001","0.8","750","74005404","5","0","360","-360","4","3","74005404","0","90","0","90008","91002","-120","300000","150006","1.2","40006","741001104","-100","bgm_MC008","10","103121","0","0","0"
"94002","0","0.8","1","120","0.8","140001","0.8","1000","74005405","5","0","360","-360","5","3","74005405","0","60","0","90008","91002","-120","500000","150007","1.2","40007","741001105","-100","bgm_MC008","10","103121","0","0","0"
"94002","0","0.9","1","0","0","140001","0","200","74005501","5","0","0","0","1","3","74005501","0","90","0","90008","91002","0","200000","150003","0","40002","741001101","-100","bgm_MC008","10","103122","0","0","0"
"94002","0","0.8","1","310","0.8","140001","0","200","74005502","5","0","0","-310","2","3","74005502","0","90","0","90008","91002","0","200000","150004","0.9","40003","741001102","-100","bgm_MC008","10","103122","0","0","0"
"94002","0","0.8","1","310","0.8","140001","0","500","74005503","5","0","0","-310","3","3","74005503","0","90","0","90008","91002","0","300000","150005","0.9","40004","741001103","-100","bgm_MC008","10","103122","0","0","0"
"94002","0","0.8","1","120","0.8","140001","0.8","750","74005504","5","0","360","-360","4","3","74005504","0","90","0","90008","91002","-120","300000","150006","0.9","40006","741001104","-100","bgm_MC008","10","103122","0","0","0"
"94002","0","0.8","1","120","0.8","140001","0.8","1000","74005505","5","0","360","-360","5","3","74005505","0","60","0","90008","91002","-120","500000","150007","0.9","40007","741001105","-100","bgm_MC008","10","103122","0","0","0"
"94002","0.8","0.8","1","-1","0.8","140001","0.8","200","74006101","5","0","188","-379","1","3","74006101","0","90","377","90008","91002","-190","200000","150004","0.8","40002","741006101","-100","bgm_MC008","10","103121","0","0","0"
"94002","0.8","0.8","1","-1","0.8","140001","0.8","200","74006102","5","0","188","-379","2","3","74006102","0","90","377","90008","91002","-190","200000","150005","0.8","40003","741006102","-100","bgm_MC008","10","103121","0","0","0"
"94002","0.8","0.8","1","-1","0.8","140001","0.8","500","74006103","4","0","188","-379","3","3","74006103","0","90","377","90008","91002","-190","300000","150006","0.8","40004","741006103","-100","bgm_MC008","10","103121","0","0","0"
"94002","0.8","0.8","1","-1","0.8","140001","0.8","750","74006104","4","0","188","-379","4","3","74006104","0","90","377","90008","91002","-190","300000","150007","0.8","40006","741006104","-100","bgm_MC008","10","103121","0","0","0"
"94002","0.8","0.8","1","-1","0.8","140001","0.8","1000","74006105","4","0","188","-379","5","3","74006105","0","90","377","90008","91002","-190","500000","150008","0.8","40007","741006105","-100","bgm_MC008","10","103121","0","0","0"
"94002","0.8","0.8","1","-1","0.8","140001","0.8","200","74006201","5","0","188","-379","1","3","74006201","0","90","377","90008","91002","-190","200000","150004","0.8","40002","741006101","-100","bgm_MC008","10","103122","0","0","0"
"94002","0.8","0.8","1","-1","0.8","140001","0.8","200","74006202","5","0","188","-379","2","3","74006202","0","90","377","90008","91002","-190","200000","150005","0.8","40003","741006102","-100","bgm_MC008","10","103122","0","0","0"
"94002","0.8","0.8","1","-1","0.8","140001","0.8","500","74006203","4","0","188","-379","3","3","74006203","0","90","377","90008","91002","-190","300000","150006","0.8","40004","741006103","-100","bgm_MC008","10","103122","0","0","0"
"94002","0.8","0.8","1","-1","0.8","140001","0.8","750","74006204","4","0","188","-379","4","3","74006204","0","90","377","90008","91002","-190","300000","150007","0.8","40006","741006104","-100","bgm_MC008","10","103122","0","0","0"
"94002","0.8","0.8","1","-1","0.8","140001","0.8","1000","74006205","4","0","188","-379","5","3","74006205","0","90","377","90008","91002","-190","500000","150008","0.8","40007","741006105","-100","bgm_MC008","10","103122","0","0","0"
"94002","0.6","0.8","1","-1","0.8","140001","0.8","200","74006301","5","0","188","-379","1","3","74006301","0","90","377","90008","91002","-190","200000","150004","0.8","40002","741006101","-100","bgm_MC008","10","103123","0","0","0"
"94002","0.6","0.8","1","-1","0.8","140001","0.8","200","74006302","5","0","188","-379","2","3","74006302","0","90","377","90008","91002","-190","200000","150005","0.8","40003","741006102","-100","bgm_MC008","10","103123","0","0","0"
"94002","0.6","0.8","1","-1","0.8","140001","0.8","500","74006303","5","0","188","-379","3","3","74006303","0","90","377","90008","91002","-190","300000","150006","0.8","40004","741006103","-100","bgm_MC008","10","103123","0","0","0"
"94002","0","0.8","1","0","0","140001","0","750","74006304","5","0","0","0","4","3","74006304","0","90","0","90008","91002","0","300000","150007","0","40006","741006104","-100","bgm_MC008","10","103123","0","0","0"
"94002","0","0.8","1","0","0","140001","0","1000","74006305","5","0","0","0","5","3","74006305","0","90","0","90008","91002","0","500000","150008","0","40007","741006105","-100","bgm_MC008","10","103123","0","0","0"
"94002","0","1.3","1","0","0","140001","0","200","74006401","5","0","0","0","1","3","74006401","0","90","0","90008","91002","0","200000","150004","0","40002","741006101","-100","bgm_MC008","10","103121","0","0","0"
"94002","0","1.3","1","0","0","140001","0","200","74006402","5","0","0","0","2","3","74006402","0","90","0","90008","91002","0","200000","150005","0","40003","741006102","-100","bgm_MC008","10","103121","0","0","0"
"94002","0","1.3","1","0","0","140001","0","500","74006403","5","0","0","0","3","3","74006403","0","90","0","90008","91002","0","300000","150006","0","40004","741006103","-100","bgm_MC008","10","103121","0","0","0"
"94002","1.1","0.8","1","-1","0.8","140001","0.8","750","74006404","5","0","188","-379","4","3","74006404","0","90","377","90008","91002","-190","300000","150007","0.8","40006","741006104","-100","bgm_MC008","10","103121","0","0","0"
"94002","0","1.3","1","0","0","140001","0","1000","74006405","5","0","0","0","5","3","74006405","0","90","0","90008","91002","0","500000","150008","0","40007","741006105","-100","bgm_MC008","10","103121","0","0","0"
"94002","0","1.1","1","0","0","140001","0","200","74006501","5","0","0","0","1","3","74006501","0","90","0","90008","91002","0","200000","150004","0","40002","741006101","-100","bgm_MC008","10","103122","0","0","0"
"94002","0","1.1","1","0","0","140001","0","200","74006502","5","0","0","0","2","3","74006502","0","90","0","90008","91002","0","200000","150005","0","40003","741006102","-100","bgm_MC008","10","103122","0","0","0"
"94002","0","1.1","1","0","0","140001","0","500","74006503","5","0","0","0","3","3","74006503","0","90","0","90008","91002","0","300000","150006","0","40004","741006103","-100","bgm_MC008","10","103122","0","0","0"
"94002","0","1.1","1","0","0","140001","0","750","74006504","5","0","0","0","4","3","74006504","0","90","0","90008","91002","0","300000","150007","0","40006","741006104","-100","bgm_MC008","10","103122","0","0","0"
"94002","0","1.1","1","0","0","140001","0","1000","74006505","5","0","0","0","5","3","74006505","0","60","0","90008","91002","0","500000","150008","0","40007","741006105","-100","bgm_MC008","10","103122","0","0","0"
