fbd96c1af1b98440d5eee70a8177f1559fc94db0d3d50baa00346d151c34ef44,8b1bacff074263e3262c4df472c9f216cce063141a69524b5641e4d933231c54,6cd19ddb60fc709563963a362e63f7bb41d842d32058bc0ed72201bbe92f8458,c855949fc89bce77b0e310248b9eddf68bb1c30e2ab779c9a9f28c886845c037,578cd9467bb43d83dde8f1c5f9034638c42c13fbf780538386fe3b7367ae94e9,7011f0b75d447b0075e52354939e38c341e8df7b62b2675579f5953fae9424a0,553269911c9fd4d4dba7e1a11a3285eaf27130a9d33cf4c01f5c901890300286,250a5c435625ce46ed4521d0b47a293b210dc9661a5b745a66820e8d9e4e3e46,06a1ad310903105471bd6b87e3cdeca3bb9880c673bcd1322e4115ad8bccc3a7,bb3e4d69ba187255eef596bd019e34d90a71da988af0eb12ea05b26cdbb4e6cb,9a283feba81c3b21768a178e48d71de77db3eb30d0cce4340702c7b595dae2af
"0","","72","0","0","72034","91","","","",""
"clear_guts1_talk","0","72","0","1","72035","3","clear_guts1_in","1","","0.2"
"0","","72","0","vo_asb","72036","21","vo_asb_0727","","",""
"1","0","72","10","1","72037","11","但是我覺得可不能就這樣放棄呢。\n所以我打算時不時就去一趟森林，\n試著讓300年縮短成３年！","1","0","0"
"0","","72","0","0","72038","91","","","",""
"","","72","","72040","72039","101","","","",""
"1","0","72","1","1","72040","6","1","0","","0.3"
"1","0","72","1","0","72041","6","1","0","","0.3"
"0.3","","72","-250","1","72042","2","-120","1","",""
"0.3","","72","0","0","72043","2","-100","1","",""
"","","72","","0","72044","22","0","","",""
"","","72","","0.4","72045","93","0","","",""
"30","0","82","52","1","82001","5","1","-250","riri_idle","2.2"
"1","0","82","1","1","82002","6","1","0","","0"
"50","0","82","29","0","82003","5","0","0","black","1"
"1","0","82","1","0","82004","6","1","0","","0"
"","","82","","0","82005","91","","","",""
"1","0","82","1","1","82006","6","1","1","","0.2"
"1","0","82","1","0","82007","6","1","1","","0.2"
"0.3","","82","-250","1","82008","2","-20","2","",""
"0.3","","82","0","0","82009","2","0","2","",""
"","","82","","0.6","82010","93","0","","",""
"","","82","1","1","82011","3","riri_talk","","","0.2"
"0","","82","0","vo_asb","82012","21","vo_asb_0821","","",""
"1","0","82","10","1","82013","11","那時候，\n我受到了挖角。\n據美里小姐所說，\n我似乎有當幼教師的「天賦」。","1","0","0"
"0","","82","0","0","82014","91","","","",""
"","","82","1","1","82015","3","sad_talk_surprise","","","0.2"
"0","","82","0","vo_asb","82016","21","vo_asb_0822","","",""
"1","0","82","10","1","82017","11","姑且不說小孩子，\n我確實認知自己深受動物喜歡……\n我也有自知之明，\n知道自己不適合冒險者這份工作……","1","0","0"
"0","","82","0","0","82018","91","","","",""
"","","82","1","1","82019","3","guts2_talk_Ex1","","","0.2"
"0","","82","0","vo_asb","82020","21","vo_asb_0823","","",""
"1","0","82","10","1","82021","11","即使如此……我是個要克服先天優劣，\n往自己的道路勇敢前進的冒險者。\n一旦下定決心，\n就不能輕言放棄……！","1","0","0"
"0","","82","0","0","82022","91","","","",""
"","","82","1","1","82023","3","talk_joy","","","0.2"
"0","","82","0","vo_asb","82024","21","vo_asb_0824","","",""
"1","0","82","10","1","82025","11","當我向美里小姐表示\n我堅定不移的決心後，\n她回應我「好的～♪」\n並馬上理解了我的決心。","1","0","0"
"0","","82","0","0","82026","91","","","",""
"","","82","1","1","82027","3","wish_talk_joyR_riri","","","0.2"
"0","","82","0","vo_asb","82028","21","vo_asb_0825","","",""
"1","0","82","10","1","82029","11","她既溫和又寬容，\n還通情達理……\n她正是真正的幼教師呢。","1","0","0"
"0","","82","0","0","82030","91","","","",""
"","","82","1","1","82031","3","surprise_talk_nervous","","","0.2"
"0","","82","0","vo_asb","82032","21","vo_asb_0826","","",""
"1","0","82","10","1","82033","11","……只不過，和她道別時，\n她依然用同樣溫和的笑容對我說\n「我還會再邀請妳的～♪」\n讓我有些在意就是了……","1","0","0"
"0","","82","0","0","82034","91","","","",""
"","","82","","82036","82035","101","","","",""
"1","0","82","1","1","82036","6","1","0","","0.3"
"1","0","82","1","0","82037","6","1","0","","0.3"
"0.3","","82","-250","1","82038","2","-120","1","",""
"0.3","","82","0","0","82039","2","-100","1","",""
"","","82","","0","82040","22","0","","",""
"","","82","","0.4","82041","93","0","","",""
"30","0","92","52","2","92001","5","1","-250","clear_surprise_talk","2.2"
"1","0","92","1","1","92002","6","1","0","","0"
"50","0","92","29","0","92003","5","0","0","black","1"
"1","0","92","1","0","92004","6","1","0","","0"
"","","92","","0","92005","91","","","",""
"1","0","92","1","1","92006","6","1","1","","0.2"
"1","0","92","1","0","92007","6","1","1","","0.2"
"0.3","","92","-250","1","92008","2","-20","2","",""
"0.3","","92","0","0","92009","2","0","2","",""
"","","92","","0.6","92010","93","0","","",""
"0","","92","0","vo_asb","92011","21","vo_asb_0921","","",""
"1","0","92","10","1","92012","11","洞穴真是不可思議呢……","1","0","0"
"0","","92","0","0","92013","91","","","",""
"0","","92","0","vo_asb","92014","21","vo_asb_0922","","",""
"1","0","92","10","1","92015","11","既昏暗又狹窄，\n既涼爽又安靜。\n該怎麼說，總覺得……能讓人平靜下來。","1","0","0"
"0","","92","0","0","92016","91","","","",""
"clear_kohon_loop_normal2","0","92","0","1","92017","3","surpriseToKohon","1","","0.1"
"0","","92","0","vo_asb","92018","21","vo_asb_0923","","",""
"1","0","92","10","1","92019","11","那些特徵，\n我可能意外地滿喜歡的喔……？\n雖然也不是說，\n看到洞穴就想跳進去……","1","0","0"
"0","","92","0","0","92020","91","","","",""
"","","92","1","1","92021","3","clear_wish_talk_joy_noShy","","","0.2"
"0","","92","0","vo_asb","92022","21","vo_asb_0924","","",""
"1","0","92","10","1","92023","11","但我也學會怎麼挖洞了，\n要不要來挖一個我專用的洞穴呢……？","1","0","0"
"0","","92","0","0","92024","91","","","",""
"","","92","","92026","92025","101","","","",""
"1","0","92","1","1","92026","6","1","0","","0.3"
"1","0","92","1","0","92027","6","1","0","","0.3"
"0.3","","92","-250","1","92028","2","-120","1","",""
"0.3","","92","0","0","92029","2","-100","1","",""
"","","92","","0","92030","22","0","","",""
"","","92","","0.4","92031","93","0","","",""
"30","0","102","52","3","102001","5","1","-250","idle_precia","2.2"
"1","0","102","1","1","102002","6","1","0","","0"
"50","0","102","29","0","102003","5","0","0","black","1"
"1","0","102","1","0","102004","6","1","0","","0"
"","","102","","0","102005","91","","","",""
"1","0","102","1","1","102006","6","1","1","","0.2"
"1","0","102","1","0","102007","6","1","1","","0.2"
"0.3","","102","-250","1","102008","2","-20","2","",""
"0.3","","102","0","0","102009","2","0","2","",""
"","","102","","0.6","102010","93","0","","",""
"","","102","1","1","102011","3","doya_idle_surprise_precia","","","0.3"
"0","","102","0","vo_asb","102012","21","vo_asb_1021","","",""
"1","0","102","10","1","102013","11","「變態可疑分子\n就該掉進陷阱裡。」","1","0","0"
"0","","102","0","0","102014","91","","","",""
"","","102","1","1","102015","3","talk_precia","","","0.3"
"0","","102","0","vo_asb","102016","21","vo_asb_1022","","",""
"1","0","102","10","1","102017","11","鏡華，\n她說的。","1","0","0"
"0","","102","0","0","102018","91","","","",""
"","","102","1","1","102019","3","think_idle_anger_precia","","","0.3"
"0","","102","0","vo_asb","102020","21","vo_asb_1023","","",""
"1","0","102","10","1","102021","11","變態可疑分子，\n是什麼……？","1","0","0"
"0","","102","0","0","102022","91","","","",""
"sad_talk_surprise_precia","0","102","0","1","102023","3","thinkToSad_precia","1","","0.2"
"0","","102","0","vo_asb","102024","21","vo_asb_1024","","",""
"1","0","102","10","1","102025","11","……我不懂的事，\n還有好多。","1","0","0"
"0","","102","0","0","102026","91","","","",""
"","","102","1","1","102027","3","guts2_talk_joy_precia","","","0.3"
"0","","102","0","vo_asb","102028","21","vo_asb_1025","","",""
"1","0","102","10","1","102029","11","我要，\n不停學習，喔。","1","0","0"
"0","","102","0","0","102030","91","","","",""
"","","102","","102032","102031","101","","","",""
"1","0","102","1","1","102032","6","1","0","","0.3"
"1","0","102","1","0","102033","6","1","0","","0.3"
"0.3","","102","-250","1","102034","2","-120","1","",""
"0.3","","102","0","0","102035","2","-100","1","",""
"","","102","","0","102036","22","0","","",""
"","","102","","0.4","102037","93","0","","",""
"30","0","112","52","2","112001","5","1","-250","clear_wish_talk_joy","2.2"
"1","0","112","1","1","112002","6","1","0","","0"
"50","0","112","29","0","112003","5","0","0","black","1"
"1","0","112","1","0","112004","6","1","0","","0"
"","","112","","0","112005","91","","","",""
"1","0","112","1","1","112006","6","1","1","","0.2"
"1","0","112","1","0","112007","6","1","1","","0.2"
"0.3","","112","-250","1","112008","2","-20","2","",""
"0.3","","112","0","0","112009","2","0","2","",""
"","","112","","0.6","112010","93","0","","",""
"0","","112","0","vo_asb","112011","21","vo_asb_1121","","",""
"1","0","112","10","1","112012","11","深月小姐端出來的特調茶，\n有種不可思議的香氣。","1","0","0"
"0","","112","0","0","112013","91","","","",""
"","","112","1","1","112014","3","clear_memoly_talk","","","0.2"
"0","","112","0","vo_asb","112015","21","vo_asb_1122","","",""
"1","0","112","10","1","112016","11","光是聞到就讓人覺得輕飄飄地，\n身體熱了起來。\n據深月小姐所說，\n那有滋養強壯的效果。","1","0","0"
"0","","112","0","0","112017","91","","","",""
"","","112","1","1","112018","3","clear_surprise_talk","","","0.3"
"0","","112","0","vo_asb","112019","21","vo_asb_1123","","",""
"1","0","112","10","1","112020","11","雖然哥哥不知道為什麼難得表現出\n焦急的樣子阻止了我，\n說別喝比較好，\n所以我只有聞聞香氣而已……","1","0","0"
"0","","112","0","0","112021","91","","","",""
"","","112","1","1","112022","3","clear_wish_talk_normal2","","","0.2"
"0","","112","0","vo_asb","112023","21","vo_asb_1124","","",""
"1","0","112","10","1","112024","11","但深月小姐說：\n「下次會讓你們喝\n更有效果的茶，\n要再來喔。」","1","0","0"
"0","","112","","0","112025","91","","","",""
"0","","112","0","vo_asb","112026","21","vo_asb_1125","","",""
"1","0","112","10","1","112027","11","既然她這麼說了，\n我想再去找她玩。","1","0","0"
"0","","112","0","0","112028","91","","","",""
"clear_talk_joyR","0","112","0","1","112029","3","wishToTalk","1","","0.2"
"0","","112","0","vo_asb","112030","21","vo_asb_1126","","",""
"1","0","112","10","1","112031","11","呵呵……雖然公會入口看起來很可怕，\n但不能只用外表判斷呢。\n這也算是在這方面學了一課♪","1","0","0"
"0","","112","0","0","112032","91","","","",""
"","","112","","112034","112033","101","","","",""
"1","0","112","1","1","112034","6","1","0","","0.3"
"1","0","112","1","0","112035","6","1","0","","0.3"
"0.3","","112","-250","1","112036","2","-120","1","",""
"0.3","","112","0","0","112037","2","-100","1","",""
"","","112","","0","112038","22","0","","",""
"","","112","","0.4","112039","93","0","","",""
"30","0","122","52","3","122001","5","1","-250","notice_loop","2.2"
"1","0","122","1","1","122002","6","1","0","","0"
"50","0","122","29","0","122003","5","0","0","black","1"
"1","0","122","1","0","122004","6","1","0","","0"
"","","122","","0","122005","91","","","",""
"1","0","122","1","1","122006","6","1","1","","0.2"
"1","0","122","1","0","122007","6","1","1","","0.2"
"0.3","","122","-250","1","122008","2","-20","2","",""
"0.3","","122","0","0","122009","2","0","2","",""
"","","122","","0.6","122010","93","0","","",""
"0","","122","0","vo_asb","122011","21","vo_asb_1221","","",""
"1","0","122","10","1","122012","11","深月的，\n氣息……","1","0","0"
"0","","122","0","0","122013","91","","","",""
"","","122","1","1","122014","3","sad_idle_surprise","","","0.3"
"0","","122","0","vo_asb","122015","21","vo_asb_1222","","",""
"1","0","122","10","1","122016","11","她不是，\n等閒之輩。","1","0","0"
"0","","122","0","0","122017","91","","","",""
"","","122","1","1","122018","3","surprise_idle_anger_precia","","","0.3"
"0","","122","0","vo_asb","122019","21","vo_asb_1223","","",""
"1","0","122","10","1","122020","11","壞人？\n正義的，夥伴？","1","0","0"
"0","","122","0","0","122021","91","","","",""
"think_idle_Ex1_precia","0","122","0","1","122022","3","surpriseToThink_precia","1","","0.2"
"0","","122","0","vo_asb","122023","21","vo_asb_1224","","",""
"1","0","122","10","1","122024","11","真複雜。","1","0","0"
"0","","122","0","0","122025","91","","","",""
"","","122","","122027","122026","101","","","",""
"1","0","122","1","1","122027","6","1","0","","0.3"
"1","0","122","1","0","122028","6","1","0","","0.3"
"0.3","","122","-250","1","122029","2","-120","1","",""
"0.3","","122","0","0","122030","2","-100","1","",""
"","","122","","0","122031","22","0","","",""
"","","122","","0.4","122032","93","0","","",""
"30","0","132","52","3","132001","5","1","-250","lift_down_normal","2.2"
"1","0","132","1","1","132002","6","1","0","","0"
"50","0","132","29","0","132003","5","0","0","black","1"
"1","0","132","1","0","132004","6","1","0","","0"
"","","132","","0","132005","91","","","",""
"1","0","132","1","1","132006","6","1","1","","0.2"
"1","0","132","1","0","132007","6","1","1","","0.2"
"0.3","","132","-250","1","132008","2","-20","2","",""
"0.3","","132","0","0","132009","2","0","2","",""
"","","132","","0.6","132010","93","0","","",""
"0","","132","0","vo_asb","132011","21","vo_asb_1321","","",""
"1","0","132","10","1","132012","11","冒險的，道具。\n有好多。","1","0","0"
"0","","132","0","0","132013","91","","","",""
"lift_down_shy","0","132","0","1","132014","3","lift_down_shy_in","1","","0.2"
"0","","132","0","vo_asb","132015","21","vo_asb_1322","","",""
"1","0","132","10","1","132016","11","拿不……動。","1","0","0"
"0","","132","0","0","132017","91","","","",""
"lift_up_loop","0","132","0","1","132018","3","lift_up_in","1","","0.2"
"0","","132","0","vo_asb","132019","21","vo_asb_1323","","",""
"1","0","132","10","1","132020","11","但是，\n我會，拿的。","1","0","0"
"0","","132","0","0","132021","91","","","",""
"0","","132","0","vo_asb","132022","21","vo_asb_1324","","",""
"1","0","132","10","1","132023","11","這，就是，\n我想保護的、東西，\n的重量。","1","0","0"
"0","","132","0","0","132024","91","","","",""
"","","132","","132026","132025","101","","","",""
"1","0","132","1","1","132026","6","1","0","","0.3"
"1","0","132","1","0","132027","6","1","0","","0.3"
"0.3","","132","-250","1","132028","2","-120","1","",""
"0.3","","132","0","0","132029","2","-100","1","",""
"","","132","","0","132030","22","0","","",""
"","","132","","0.4","132031","93","0","","",""
"30","0","142","52","1","142001","5","1","-250","sad_talk_dere","2.2"
"1","0","142","1","1","142002","6","1","0","","0"
"50","0","142","29","0","142003","5","0","0","black","1"
"1","0","142","1","0","142004","6","1","0","","0"
"","","142","","0","142005","91","","","",""
"1","0","142","1","1","142006","6","1","1","","0.2"
"1","0","142","1","0","142007","6","1","1","","0.2"
"0.3","","142","-250","1","142008","2","-20","2","",""
"0.3","","142","0","0","142009","2","0","2","",""
"","","142","","0.6","142010","93","0","","",""
"0","","142","0","vo_asb","142011","21","vo_asb_1421","","",""
"1","0","142","10","1","142012","11","做為謝禮收下的便當，\n實在是太美味了……","1","0","0"
"0","","142","0","0","142013","91","","","",""
"","","142","1","1","142014","3","sad_talk_joyR","","","0.3"
"0","","142","0","vo_asb","142015","21","vo_asb_1422","","",""
"1","0","142","10","1","142016","11","總有一天，\n我也想做出那樣飽含心意的便當，\n若能默默交給兄長大人的話就好了，\n說笑的……","1","0","0"
"0","","142","0","0","142017","91","","","",""
"","","142","1","1","142018","3","wish_talk_nervous_riri","","","0.3"
"0","","142","0","vo_asb","142019","21","vo_asb_1423","","",""
"1","0","142","10","1","142020","11","我連做個煎蛋捲\n都能燒焦，\n一不小心就將白日夢\n想得太遠了。","1","0","0"
"0","","142","0","0","142021","91","","","",""
"","","142","1","1","142022","3","wish_talk_normal2_riri","","","0.2"
"0","","142","0","vo_asb","142023","21","vo_asb_1424","","",""
"1","0","142","10","1","142024","11","……不過，\n透過這次的冒險，\n我明白了夢想就是種偉大的力量。","1","0","0"
"0","","142","0","0","142025","91","","","",""
"","","142","1","1","142026","3","guts2_talk_riri","","","0.2"
"0","","142","0","vo_asb","142027","21","vo_asb_1425","","",""
"1","0","142","10","1","142028","11","我不會放棄，總有一天\n要成為能支援兄長大人的冒險者。\n我要帶著這個夢想，\n一步一腳印地往前邁進。","1","0","0"
"0","","142","0","0","142029","91","","","",""
"","","142","","142031","142030","101","","","",""
"1","0","142","1","1","142031","6","1","0","","0.3"
"1","0","142","1","0","142032","6","1","0","","0.3"
"0.3","","142","-250","1","142033","2","-120","1","",""
"0.3","","142","0","0","142034","2","-100","1","",""
"","","142","","0","142035","22","0","","",""
"","","142","","0.4","142036","93","0","","",""
