aa96ae597b828a3b62644fa39441bd12e0e67bb7195c5ef800e640f9e7d1dc5d,9dfd04bce60dfa388d46460ca27c616a2b610c53aad8f9a29acdcae7e2635ac6,46770f903b4e69147526ae5c697bdc087e91a3c25812c7e24dfc41f1d0e4d8a9,47c166d8d8106523284e303226658bd9e5100f2b4c22a094c279a839c1eb1a0c,1b98949e2f3654ae57b2ae065801ec43bfc6ed03c0ce15ad7b7a982ccaa7e9e1,a358a3b06a4bdd893ba2aa8258e8c6e42a02af788178d3c85c53691d397c562d
"846","15","10201491","56011491","1","1001"
"847","15","10201492","56011492","1","1002"
"848","15","10201493","56011493","1","1003"
"849","8","91002","56011493","50","0"
"850","15","10201494","56011494","1","1003"
"851","8","91002","56011494","100","0"
"852","15","10201495","56011495","1","1001"
"853","15","10201496","56011496","1","1002"
"854","15","10201497","56011497","1","1003"
"855","8","91002","56011497","50","0"
"856","15","10201498","56011498","1","1001"
"857","15","10201499","56011499","1","1002"
"858","15","10201500","56011500","1","1003"
"859","8","91002","56011500","50","0"
"860","15","10201501","56011501","1","1001"
"861","15","10201502","56011502","1","1002"
"862","15","10201503","56011503","1","1003"
"863","8","91002","56011503","50","0"
"864","15","10201504","56011504","1","1003"
"865","8","91002","56011504","100","0"
"867","15","10201505","56011505","1","1001"
"868","15","10201506","56011506","1","1002"
"869","15","10201507","56011507","1","1003"
"870","8","91002","56011507","50","0"
"871","15","10201508","56011508","1","1001"
"872","15","10201509","56011509","1","1002"
"873","15","10201510","56011510","1","1003"
"874","8","91002","56011510","50","0"
"875","15","10201511","56011511","1","1001"
"876","15","10201512","56011512","1","1002"
"877","15","10201513","56011513","1","1003"
"878","8","91002","56011513","50","0"
"879","15","10201514","56011514","1","1003"
"880","8","91002","56011514","100","0"
"881","15","10201515","56011515","1","1001"
"882","15","10201516","56011516","1","1002"
"883","15","10201517","56011517","1","1003"
"884","8","91002","56011517","50","0"
"885","15","10201518","56011518","1","1001"
"886","15","10201519","56011519","1","1002"
"887","15","10201520","56011520","1","1003"
"888","8","91002","56011520","50","0"
"889","15","10201521","56011521","1","1001"
"890","15","10201522","56011522","1","1002"
"891","15","10201523","56011523","1","1003"
"892","8","91002","56011523","50","0"
"893","15","10201524","56011524","1","1003"
"894","8","91002","56011524","100","0"
"895","15","10201525","56011525","1","1001"
"896","15","10201526","56011526","1","1002"
"897","15","10201527","56011527","1","1003"
"898","8","91002","56011527","50","0"
"899","15","10201528","56011528","1","1001"
"900","15","10201529","56011529","1","1002"
"901","15","10201530","56011530","1","1003"
"902","8","91002","56011530","50","0"
"903","15","10201531","56011531","1","1001"
"904","15","10201532","56011532","1","1002"
"905","15","10201533","56011533","1","1003"
"906","8","91002","56011533","50","0"
"907","15","10201534","56011534","1","1001"
"908","15","10201535","56011535","1","1002"
"909","15","10201536","56011536","1","1003"
"910","8","91002","56011536","50","0"
"911","15","10201537","56011537","1","1003"
"912","8","91002","56011537","100","0"
"913","15","10201538","56011538","1","1001"
"914","15","10201539","56011539","1","1002"
"915","15","10201540","56011540","1","1003"
"916","8","91002","56011540","50","0"
"917","15","10201541","56011541","1","1001"
"918","15","10201542","56011542","1","1002"
"919","15","10201543","56011543","1","1003"
"920","8","91002","56011543","50","0"
"921","15","10201544","56011544","1","1001"
"922","15","10201545","56011545","1","1002"
"923","15","10201546","56011546","1","1003"
"924","8","91002","56011546","50","0"
"925","15","10201547","56011547","1","1001"
"926","15","10201548","56011548","1","1002"
"927","15","10201549","56011549","1","1003"
"928","8","91002","56011549","50","0"
"929","15","10201550","56011550","1","1003"
"930","8","91002","56011550","100","0"
"931","15","10201551","56011551","1","1003"
"932","8","91002","56011551","100","0"
"933","15","10201552","56011552","1","1001"
"934","15","10201553","56011553","1","1002"
"935","15","10201554","56011554","1","1003"
"936","8","91002","56011554","50","0"
"937","15","10201555","56011555","1","1001"
"938","15","10201556","56011556","1","1002"
"939","15","10201557","56011557","1","1003"
"940","8","91002","56011557","50","0"
"941","15","10201558","56011558","1","1001"
"942","15","10201559","56011559","1","1002"
"943","15","10201560","56011560","1","1003"
"944","8","91002","56011560","50","0"
"945","15","11302001","51402001","1","1001"
"946","8","91002","51402001","50","0"
"947","15","11302002","51402002","1","1002"
"948","8","91002","51402002","50","0"
"949","15","11302003","51402003","1","1003"
"950","8","91002","51402003","50","0"
"951","15","10201561","56011561","1","1003"
"952","8","91002","56011561","100","0"
"953","15","10201562","56011562","1","1001"
"954","15","10201563","56011563","1","1002"
"955","15","10201564","56011564","1","1003"
"956","8","91002","56011564","50","0"
"957","15","10201565","56011565","1","1001"
"958","15","10201566","56011566","1","1002"
"959","15","10201567","56011567","1","1003"
"960","8","91002","56011567","50","0"
"961","15","10201568","56011568","1","1001"
"962","15","10201569","56011569","1","1002"
"963","15","10201570","56011570","1","1003"
"964","8","91002","56011570","50","0"
"965","15","10201571","56011571","1","1001"
"966","15","10201572","56011572","1","1002"
"967","15","10201573","56011573","1","1003"
"968","8","91002","56011573","50","0"
"969","15","10201574","56011574","1","1003"
"970","8","91002","56011574","100","0"
"971","15","10201575","56011575","1","1001"
"972","15","10201576","56011576","1","1002"
"973","15","10201577","56011577","1","1003"
"974","8","91002","56011577","50","0"
"975","15","10201578","56011578","1","1001"
"976","15","10201579","56011579","1","1002"
"977","15","10201580","56011580","1","1003"
"978","8","91002","56011580","50","0"
"979","15","10201581","56011581","1","1001"
"980","15","10201582","56011582","1","1002"
"981","15","10201583","56011583","1","1003"
"982","8","91002","56011583","50","0"
"983","15","10201584","56011584","1","1001"
"984","15","10201585","56011585","1","1002"
"985","15","10201586","56011586","1","1003"
"986","8","91002","56011586","50","0"
"987","15","10201587","56011587","1","1001"
"988","15","10201588","56011588","1","1002"
"989","15","10201589","56011589","1","1003"
"990","8","91002","56011589","50","0"
"991","15","10201590","56011590","1","1001"
"992","15","10201591","56011591","1","1002"
"993","15","10201592","56011592","1","1003"
"994","8","91002","56011592","50","0"
"995","15","10201593","56011593","1","1001"
"996","15","10201594","56011594","1","1002"
"997","15","10201595","56011595","1","1003"
"998","8","91002","56011595","50","0"
"999","15","10201596","56011596","1","1003"
"1000","8","91002","56011596","100","0"
"1001","15","10201597","56011597","1","1003"
"1002","8","91002","56011597","100","0"
"1003","15","10201598","56011598","1","1003"
"1004","8","91002","56011598","100","0"
"1005","15","10201599","56011599","1","1001"
"1006","15","10201600","56011600","1","1002"
"1007","15","10201601","56011601","1","1003"
"1008","8","91002","56011601","50","0"
"1009","15","10201602","56011602","1","1001"
"1010","15","10201603","56011603","1","1002"
"1011","15","10201604","56011604","1","1003"
"1012","8","91002","56011604","50","0"
"1013","15","10201605","56011605","1","1003"
"1014","8","91002","56011605","100","0"
"1015","15","10201606","56011606","1","1001"
"1016","15","10201607","56011607","1","1002"
"1017","15","10201608","56011608","1","1003"
"1018","8","91002","56011608","50","0"
"1019","15","10201609","56011609","1","1001"
"1020","15","10201610","56011610","1","1002"
"1021","15","10201611","56011611","1","1003"
"1022","8","91002","56011611","50","0"
"1023","15","10201612","56011612","1","1001"
"1024","15","10201613","56011613","1","1002"
"1025","15","10201614","56011614","1","1003"
"1026","8","91002","56011614","50","0"
"1027","15","10201615","56011615","1","1003"
"1028","8","91002","56011615","100","0"
"1029","15","10201616","56011616","1","1001"
"1030","15","10201617","56011617","1","1002"
"1031","15","10201618","56011618","1","1003"
"1032","8","91002","56011618","50","0"
"1033","15","10201619","56011619","1","1001"
"1034","15","10201620","56011620","1","1002"
"1035","15","10201621","56011621","1","1003"
"1036","8","91002","56011621","50","0"
"1037","15","10201622","56011622","1","1001"
"1038","15","10201623","56011623","1","1002"
"1039","15","10201624","56011624","1","1003"
"1040","8","91002","56011624","50","0"
"1041","15","10201625","56011625","1","1003"
"1042","8","91002","56011625","100","0"
"1043","15","10201626","56011626","1","1001"
"1044","15","10201627","56011627","1","1002"
"1045","15","10201628","56011628","1","1003"
"1046","8","91002","56011628","50","0"
"1047","15","10201629","56011629","1","1001"
"1048","15","10201630","56011630","1","1002"
"1049","15","10201631","56011631","1","1003"
"1050","8","91002","56011631","50","0"
"1051","15","10201632","56011632","1","1001"
"1052","15","10201633","56011633","1","1002"
"1053","15","10201634","56011634","1","1003"
"1054","8","91002","56011634","50","0"
"1055","15","10201635","56011635","1","1003"
"1056","8","91002","56011635","100","0"
"1057","15","10201636","56011636","1","1001"
"1058","15","10201637","56011637","1","1002"
"1059","15","10201638","56011638","1","1003"
"1060","8","91002","56011638","50","0"
"1061","15","10201639","56011639","1","1001"
"1062","15","10201640","56011640","1","1002"
"1063","15","10201641","56011641","1","1003"
"1064","8","91002","56011641","50","0"
"1065","15","10201642","56011642","1","1001"
"1066","15","10201643","56011643","1","1002"
"1067","15","10201644","56011644","1","1003"
"1068","8","91002","56011644","50","0"
"1069","15","10201645","56011645","1","1003"
"1070","8","91002","56011645","100","0"
"1071","15","10201646","56011646","1","1001"
"1072","15","10201647","56011647","1","1002"
"1073","15","10201648","56011648","1","1003"
"1074","8","91002","56011648","50","0"
"1075","15","10201649","56011649","1","1001"
"1076","15","10201650","56011650","1","1002"
"1077","15","10201651","56011651","1","1003"
"1078","8","91002","56011651","50","0"
"1079","15","10201652","56011652","1","1001"
"1080","15","10201653","56011653","1","1002"
"1081","15","10201654","56011654","1","1003"
"1082","8","91002","56011654","50","0"
"1083","15","10201655","56011655","1","1003"
"1084","8","91002","56011655","100","0"
"1085","15","10201656","56011656","1","1003"
"1086","8","91002","56011656","100","0"
"1087","15","10201657","56011657","1","1001"
"1088","15","10201658","56011658","1","1002"
"1089","15","10201659","56011659","1","1003"
"1090","8","91002","56011659","50","0"
"1091","15","10201660","56011660","1","1001"
"1092","15","10201661","56011661","1","1002"
"1093","15","10201662","56011662","1","1003"
"1094","8","91002","56011662","50","0"
"1095","15","10201663","56011663","1","1001"
"1096","15","10201664","56011664","1","1002"
"1097","15","10201665","56011665","1","1003"
"1098","8","91002","56011665","50","0"
"1099","15","10201666","56011666","1","1001"
"1100","15","10201667","56011667","1","1002"
"1101","15","10201668","56011668","1","1003"
"1102","8","91002","56011668","50","0"
"1103","15","10201669","56011669","1","1003"
"1104","8","91002","56011669","100","0"
"1105","15","10201670","56011670","1","1001"
"1106","15","10201671","56011671","1","1002"
"1107","15","10201672","56011672","1","1003"
"1108","8","91002","56011672","50","0"
"1109","15","10201673","56011673","1","1001"
"1110","15","10201674","56011674","1","1002"
"1111","15","10201675","56011675","1","1003"
"1112","8","91002","56011675","50","0"
"1113","15","10201676","56011676","1","1003"
"1114","8","91002","56011676","100","0"
"1115","15","10201677","56011677","1","1001"
"1116","15","10201678","56011678","1","1002"
"1117","15","10201679","56011679","1","1003"
"1118","8","91002","56011679","50","0"
"1119","15","10201680","56011680","1","1001"
"1120","15","10201681","56011681","1","1002"
"1121","15","10201682","56011682","1","1003"
"1122","8","91002","56011682","50","0"
"1123","15","10201683","56011683","1","1001"
"1124","15","10201684","56011684","1","1002"
"1125","15","10201685","56011685","1","1003"
"1126","8","91002","56011685","50","0"
"1127","15","10201686","56011686","1","1001"
"1128","15","10201687","56011687","1","1002"
"1129","15","10201688","56011688","1","1003"
"1130","8","91002","56011688","50","0"
"1131","15","10201689","56011689","1","1003"
"1132","8","91002","56011689","100","0"
"1133","15","10201690","56011690","1","1001"
"1134","15","10201691","56011691","1","1002"
"1135","15","10201692","56011692","1","1003"
"1136","8","91002","56011692","50","0"
"1137","15","10201693","56011693","1","1001"
"1138","15","10201694","56011694","1","1002"
"1139","15","10201695","56011695","1","1003"
"1140","8","91002","56011695","50","0"
"1141","15","10201696","56011696","1","1001"
"1142","15","10201697","56011697","1","1002"
"1143","15","10201698","56011698","1","1003"
"1144","8","91002","56011698","50","0"
"1145","15","10201699","56011699","1","1001"
"1146","15","10201700","56011700","1","1002"
"1147","15","10201701","56011701","1","1003"
"1148","8","91002","56011701","50","0"
"1149","15","11401001","51501001","1","1002"
"1150","8","91002","51501001","50","0"
"1151","15","11401002","51502001","1","1003"
"1152","8","91002","51502001","100","0"
"1153","15","10201702","56011702","1","1003"
"1154","8","91002","56011702","100","0"
"1155","15","10201703","56011703","1","1001"
"1156","15","10201704","56011704","1","1002"
"1157","15","10201705","56011705","1","1003"
"1158","8","91002","56011705","50","0"
"1159","15","10201706","56011706","1","1001"
"1160","15","10201707","56011707","1","1002"
"1161","15","10201708","56011708","1","1003"
"1162","8","91002","56011708","50","0"
"1163","15","10201709","56011709","1","1001"
"1164","15","10201710","56011710","1","1002"
"1165","15","10201711","56011711","1","1003"
"1166","8","91002","56011711","50","0"
"1167","15","10201712","56011712","1","1003"
"1168","8","91002","56011712","100","0"
"1169","15","10201713","56011713","1","1001"
"1170","15","10201714","56011714","1","1002"
"1171","15","10201715","56011715","1","1003"
"1172","8","91002","56011715","50","0"
"1173","15","10201716","56011716","1","1001"
"1174","15","10201717","56011717","1","1002"
"1175","15","10201718","56011718","1","1003"
"1176","8","91002","56011718","50","0"
"1177","15","10201719","56011719","1","1001"
"1178","15","10201720","56011720","1","1002"
"1179","15","10201721","56011721","1","1003"
"1180","8","91002","56011721","50","0"
"1182","15","10201722","56011722","1","1003"
"1183","8","91002","56011722","100","0"
"1184","15","10201723","56011723","1","1001"
"1185","15","10201724","56011724","1","1002"
"1186","15","10201725","56011725","1","1003"
"1187","8","91002","56011725","50","0"
"1188","15","10201726","56011726","1","1001"
"1189","15","10201727","56011727","1","1002"
"1190","15","10201728","56011728","1","1003"
"1191","8","91002","56011728","50","0"
"1192","15","10201729","56011729","1","1001"
"1193","15","10201730","56011730","1","1002"
"1194","15","10201731","56011731","1","1003"
"1195","8","91002","56011731","50","0"
"1196","15","10201732","56011732","1","1003"
"1197","8","91002","56011732","100","0"
"1198","15","10201733","56011733","1","1001"
"1199","15","10201734","56011734","1","1002"
"1200","15","10201735","56011735","1","1003"
"1201","8","91002","56011735","50","0"
"1202","15","10201736","56011736","1","1001"
"1203","15","10201737","56011737","1","1002"
"1204","15","10201738","56011738","1","1003"
"1205","8","91002","56011738","50","0"
"1206","15","10201739","56011739","1","1001"
"1207","15","10201740","56011740","1","1002"
"1208","15","10201741","56011741","1","1003"
"1209","8","91002","56011741","50","0"
"1210","15","10201742","56011742","1","1001"
"1211","15","10201743","56011743","1","1002"
"1212","15","10201744","56011744","1","1003"
"1213","8","91002","56011744","50","0"
"1214","15","10201745","56011745","1","1003"
"1215","8","91002","56011745","100","0"
"1216","15","10201746","56011746","1","1001"
"1217","15","10201747","56011747","1","1002"
"1218","15","10201748","56011748","1","1003"
"1219","8","91002","56011748","50","0"
"1220","15","10201749","56011749","1","1001"
"1221","15","10201750","56011750","1","1002"
"1222","15","10201751","56011751","1","1003"
"1223","8","91002","56011751","50","0"
"1224","15","10201752","56011752","1","1003"
"1225","8","91002","56011752","100","0"
"1226","15","10201753","56011753","1","1001"
"1227","15","10201754","56011754","1","1002"
"1228","15","10201755","56011755","1","1003"
"1229","8","91002","56011755","50","0"
"1230","15","10201756","56011756","1","1001"
"1231","15","10201757","56011757","1","1002"
"1232","15","10201758","56011758","1","1003"
"1233","8","91002","56011758","50","0"
"1234","15","10201759","56011759","1","1001"
"1235","15","10201760","56011760","1","1002"
"1236","15","10201761","56011761","1","1003"
"1237","8","91002","56011761","50","0"
"1238","15","10201762","56011762","1","1001"
"1239","15","10201763","56011763","1","1002"
"1240","15","10201764","56011764","1","1003"
"1241","8","91002","56011764","50","0"
"1242","15","10201765","56011765","1","1003"
"1243","8","91002","56011765","100","0"
"1244","15","10201766","56011766","1","1001"
"1245","15","10201767","56011767","1","1002"
"1246","15","10201768","56011768","1","1003"
"1247","8","91002","56011768","50","0"
"1248","15","10201769","56011769","1","1001"
"1249","15","10201770","56011770","1","1002"
"1250","15","10201771","56011771","1","1003"
"1251","8","91002","56011771","50","0"
"1252","15","10201772","56011772","1","1001"
"1253","15","10201773","56011773","1","1002"
"1254","15","10201774","56011774","1","1003"
"1255","8","91002","56011774","50","0"
"1256","15","10201775","56011775","1","1003"
"1257","8","91002","56011775","100","0"
"1258","15","10201776","56011776","1","1001"
"1259","15","10201777","56011777","1","1002"
"1260","15","10201778","56011778","1","1003"
"1261","8","91002","56011778","50","0"
"1262","15","10201779","56011779","1","1001"
"1263","15","10201780","56011780","1","1002"
"1264","15","10201781","56011781","1","1003"
"1265","8","91002","56011781","50","0"
"1266","15","10201782","56011782","1","1001"
"1267","15","10201783","56011783","1","1002"
"1268","15","10201784","56011784","1","1003"
"1269","8","91002","56011784","50","0"
"1270","15","10201785","56011785","1","1003"
"1271","8","91002","56011785","100","0"
"1272","15","11601001","51601001","1","1001"
"1273","15","11601002","51601002","1","1002"
"1274","15","11601003","51601003","1","1003"
"1275","15","10201786","56011786","1","1001"
"1276","15","10201787","56011787","1","1002"
"1277","15","10201788","56011788","1","1003"
"1278","8","91002","56011788","50","0"
"1279","15","10201789","56011789","1","1001"
"1280","15","10201790","56011790","1","1002"
"1281","15","10201791","56011791","1","1003"
"1282","8","91002","56011791","50","0"
"1283","15","10201792","56011792","1","1003"
"1284","8","91002","56011792","100","0"
"1285","15","10201793","56011793","1","1001"
"1286","15","10201794","56011794","1","1002"
"1287","15","10201795","56011795","1","1003"
"1288","8","91002","56011795","50","0"
"1289","15","10201796","56011796","1","1001"
"1290","15","10201797","56011797","1","1002"
"1291","15","10201798","56011798","1","1003"
"1292","8","91002","56011798","50","0"
"1293","15","10201799","56011799","1","1003"
"1294","8","91002","56011799","100","0"
"1295","15","10201800","56011800","1","1001"
"1296","15","10201801","56011801","1","1002"
"1297","15","10201802","56011802","1","1003"
"1298","8","91002","56011802","50","0"
"1299","15","10201803","56011803","1","1001"
"1300","15","10201804","56011804","1","1002"
"1301","15","10201805","56011805","1","1003"
"1302","8","91002","56011805","50","0"
"1303","15","10201806","56011806","1","1003"
"1304","8","91002","56011806","100","0"
"1305","15","10201807","56011807","1","1001"
"1306","15","10201808","56011808","1","1002"
"1307","15","10201809","56011809","1","1003"
"1308","8","91002","56011809","50","0"
"1309","15","10201810","56011810","1","1001"
"1310","15","10201811","56011811","1","1002"
"1311","15","10201812","56011812","1","1003"
"1312","8","91002","56011812","50","0"
"1313","15","10201813","56011813","1","1001"
"1314","15","10201814","56011814","1","1002"
"1315","15","10201815","56011815","1","1003"
"1316","8","91002","56011815","50","0"
"1317","15","10201816","56011816","1","1001"
"1318","15","10201817","56011817","1","1002"
"1319","15","10201818","56011818","1","1003"
"1320","8","91002","56011818","50","0"
"1321","15","10201819","56011819","1","1003"
"1322","8","91002","56011819","100","0"
"1323","15","10201820","56011820","1","1001"
"1324","15","10201821","56011821","1","1002"
"1325","15","10201822","56011822","1","1003"
"1326","8","91002","56011822","50","0"
"1327","15","10201823","56011823","1","1001"
"1328","15","10201824","56011824","1","1002"
"1329","15","10201825","56011825","1","1003"
"1330","8","91002","56011825","50","0"
"1331","15","10201826","56011826","1","1001"
"1332","15","10201827","56011827","1","1002"
"1333","15","10201828","56011828","1","1003"
"1334","8","91002","56011828","50","0"
"1335","15","10201829","56011829","1","1001"
"1336","15","10201830","56011830","1","1002"
"1337","15","10201831","56011831","1","1003"
"1338","8","91002","56011831","50","0"
"1339","15","11701001","51701001","1","1001"
"1340","15","10201832","56011832","1","1001"
"1341","15","10201833","56011833","1","1002"
"1342","15","10201834","56011834","1","1003"
"1343","8","91002","56011834","50","0"
"1344","15","10201835","56011835","1","1001"
"1345","15","10201836","56011836","1","1002"
"1346","15","10201837","56011837","1","1003"
"1347","8","91002","56011837","50","0"
"1348","15","10201838","56011838","1","1003"
"1349","8","91002","56011838","100","0"
"1350","15","10201839","56011839","1","1003"
"1351","8","91002","56011839","100","0"
"1352","15","10201840","56011840","1","1003"
"1353","8","91002","56011840","100","0"
"1354","15","10201841","56011841","1","1001"
"1355","15","10201842","56011842","1","1002"
"1356","15","10201843","56011843","1","1003"
"1357","8","91002","56011843","50","0"
"1358","15","10201844","56011844","1","1001"
"1359","15","10201845","56011845","1","1002"
"1360","15","10201846","56011846","1","1003"
"1361","8","91002","56011846","50","0"
"1362","15","10201847","56011847","1","1001"
"1363","15","10201848","56011848","1","1002"
"1364","15","10201849","56011849","1","1003"
"1365","8","91002","56011849","50","0"
"1366","15","10201850","56011850","1","1001"
"1367","15","10201851","56011851","1","1002"
"1368","15","10201852","56011852","1","1003"
"1369","8","91002","56011852","50","0"
"1370","15","10201853","56011853","1","1001"
"1371","15","10201854","56011854","1","1002"
"1372","15","10201855","56011855","1","1003"
"1373","8","91002","56011855","50","0"
"1374","15","10201856","56011856","1","1001"
"1375","15","10201857","56011857","1","1002"
"1376","15","10201858","56011858","1","1003"
"1377","8","91002","56011858","50","0"
"1378","15","10201859","56011859","1","1001"
"1379","15","10201860","56011860","1","1002"
"1380","15","10201861","56011861","1","1003"
"1381","8","91002","56011861","50","0"
"1382","15","10201862","56011862","1","1003"
"1383","8","91002","56011862","100","0"
"1384","15","10201863","56011863","1","1001"
"1385","15","10201864","56011864","1","1002"
"1386","15","10201865","56011865","1","1003"
"1387","8","91002","56011865","50","0"
"1388","15","10201866","56011866","1","1001"
"1389","15","10201867","56011867","1","1002"
"1390","15","10201868","56011868","1","1003"
"1391","8","91002","56011868","50","0"
"1392","15","10201869","56011869","1","1001"
"1393","15","10201870","56011870","1","1002"
"1394","15","10201871","56011871","1","1003"
"1395","8","91002","56011871","50","0"
"1396","15","10201872","56011872","1","1001"
"1397","15","10201873","56011873","1","1002"
"1398","15","10201874","56011874","1","1003"
"1399","8","91002","56011874","50","0"
"1400","15","11801001","51801001","1","1003"
"1401","15","10201875","56011875","1","1001"
"1402","15","10201876","56011876","1","1002"
"1403","15","10201877","56011877","1","1003"
"1404","8","91002","56011877","50","0"
"1405","15","10201878","56011878","1","1001"
"1406","15","10201879","56011879","1","1002"
"1407","15","10201880","56011880","1","1003"
"1408","8","91002","56011880","50","0"
"1409","15","10201881","56011881","1","1001"
"1410","15","10201882","56011882","1","1002"
"1411","15","10201883","56011883","1","1003"
"1412","8","91002","56011883","50","0"
"1413","15","10201884","56011884","1","1001"
"1414","15","10201885","56011885","1","1002"
"1415","15","10201886","56011886","1","1003"
"1416","8","91002","56011886","50","0"
"1417","15","10201887","56011887","1","1001"
"1418","15","10201888","56011888","1","1002"
"1419","15","10201889","56011889","1","1003"
"1420","8","91002","56011889","50","0"
"1421","15","10201890","56011890","1","1001"
"1422","15","10201891","56011891","1","1002"
"1423","15","10201892","56011892","1","1003"
"1424","8","91002","56011892","50","0"
"1425","15","10201893","56011893","1","1001"
"1426","15","10201894","56011894","1","1002"
"1427","15","10201895","56011895","1","1003"
"1428","8","91002","56011895","50","0"
"1429","15","10201896","56011896","1","1001"
"1430","15","10201897","56011897","1","1002"
"1431","15","10201898","56011898","1","1003"
"1432","8","91002","56011898","50","0"
"1433","15","10201899","56011899","1","1003"
"1434","8","91002","56011899","100","0"
"1435","15","10201900","56011900","1","1003"
"1436","8","91002","56011900","100","0"
"1437","15","10201901","56011901","1","1003"
"1438","8","91002","56011901","100","0"
"1459","15","10202019","56012019","1","1003"
