11a6f1a682148177ee1ee8a7414c5de856837b0101a780f5c37e808121d70cec,4b69456b90e9879b5dc945667326967838cc885a42e297cb55051a758de6af75,389f73f2003bce706f8b53de496a9f598d602be64b521ddebe849cf8324897d2,3fdcd4779d20fd8e8ddbec6b14e64615a2504f835a6de51fca7c5202570a78ad,7b88d8ab2b2e38e6d66f46f51427db4cc37d6587d82240d06c68cbacfe5363a2,9b7df2b0cb2a7796759b8e1fcc7a00b1a0c2efee858ad1530fa3c92d0df36b77,8b7b60e81b6cb40743edf2a80e2145b4b89c36120f62a7e69d60a66c4211afb8,34aab9cdeb25066d197a80b9ea44a205d17ba9bc7cec81ec48f12f6e35244bde,bc3b79d102036cce888fe148db5aa99c66bdead2a5ce08a7380aa693b73a289d,1e4be40ea36ed33d8c608d83d6484926370de99669671582360f8d402a246709,852743854fb1a0fecb0b0e9c40cbd4a89bc2dc44fe4a50c5c3c35ffd535b7d23,2bdc47324473086e01d3c168da7fb87c819072a06dede0ae2178fb8af25d2264,4e9a0258d8b7d0c2382f901afda131c273684bf078db53cf6a1875ca9f46318c
"20","","","","2022-06-15 15:00:00","","227","-1","SAN！SHINE PARTY","227","SAN！SHINE PARTY","1500",""
"20","","","","2022-06-15 15:00:00","","228","-1","出發，前往靈妙的森林深處","228","出發，前往靈妙的森林深處","1000",""
"20","","","","2022-07-15 15:00:00","","229","-1","破曉之星的夏日遊戲　於夏海閃耀的三份心意","229","破曉之星的夏日遊戲　於夏海閃耀的三份心意","1000",""
"20","","","","2022-07-15 15:00:00","","230","-1","海將海馬司令","230","海將海馬指揮官","1000",""
"20","","","","2022-07-15 15:00:00","","231","-1","Secret Star","231","Secret Star","1500",""
"20","","","","2022-07-15 15:00:00","","232","-1","飛奔吧常夏！極限沙灘搶旗！","232","飛奔吧常夏！極限沙灘搶旗","1000",""
"20","","","","2022-08-15 15:00:00","","233","-1","小小夏日回憶錄　在海岸上找到的微小幸福","233","小小夏日回憶錄　在海邊發現的小小幸福","1000",""
"20","","","","2022-08-15 15:00:00","","234","-1","月光之門","234","月光之門","1000",""
"20","","","","2022-08-15 15:00:00","","235","-1","滿心期待SUMMER TIME","235","滿心期待SUMMER TIME！","1500",""
"20","","","","2022-08-15 15:00:00","","236","-1","小繆快快長大日記","236","小繆快快長大日記","1000",""
"20","","","","2022-09-15 15:00:00","","237","-1","真步真步的神奇旅程！　旅行的少女與邊境的大樹","237","真步真步的神奇旅程！　旅行的少女與邊境的大樹","1000",""
"20","","","","2022-09-15 15:00:00","","238","-1","哀執的植物羊","238","哀執的植物羊","1000",""
"20","","","","2022-09-15 15:00:00","","239","-1","優雅少女旅程","239","優雅少女旅程","1500",""
"20","","","","2022-10-15 15:00:00","","240","-1","點讚！最愛！大集合！　至高祭典與少女祕密的本命任務","240","點讚！最愛！大集合！　至高祭典與少女祕密的本命任務","1000",""
"20","","","","2022-10-15 15:00:00","","241","-1","瘋狂直播主‧鏡","241","瘋狂直播主‧輝美","1000",""
"20","","","","2022-10-15 15:00:00","","242","-1","O-TA-O-TA WORLD","242","O-TA-O-TA WORLD","1500",""
"20","","","","2022-11-15 15:00:00","","243","-1","部族精神　高揭之劍與榮耀和平之橋","243","部族精神　高揭之劍與榮耀和平之橋","1000",""
"20","","","","2022-11-15 15:00:00","","244","-1","黑曜魔像","244","黑曜魔像","1000",""
"20","","","","2022-11-15 15:00:00","","245","-1","Knight's Soul","245","Knight's Soul","1500",""
"20","","","","2022-12-15 15:00:00","","246","-1","Happy Happening　幸福的雙子天使與聖誕夜的禮物","246","Happy Happening　幸福的雙子天使與聖誕夜的禮物","1000",""
"20","","","","2022-12-15 15:00:00","","247","-1","不幸福的多倫多獸","247","不幸福的多倫多獸","1000",""
"20","","","","2022-12-15 15:00:00","","248","-1","初雪雙胞胎的求愛","248","初雪雙胞胎的求愛","1500",""
"20","","","","2023-01-15 15:00:00","","249","-1","煙霧繚繞忘年奇譚　為旭日初升舉杯","249","煙霧繚繞忘年奇譚　為旭日初升舉杯","1000",""
"20","","","","2023-01-15 15:00:00","","250","-1","汙穢的湯之神‧陽卵","250","汙穢的湯之神‧陽卵","1000",""
"20","","","","2023-01-15 15:00:00","","251","-1","ma.sa.yu.me.","251","ma.sa.yu.me.","1500",""
"20","","","","2023-01-15 15:00:00","","252","-1","新春每日溫泉","252","新春每日溫泉","1000",""
"20","","","","2023-01-15 15:00:00","","253","2116007","終炎的理想鄉","253","終炎的理想鄉","1000",""
"20","","","","2023-01-15 15:00:00","","254","2116007","甦醒的威脅們","254","甦醒的威脅們","1000",""
"20","","","","2023-01-15 15:00:00","","255","2116007","虛偽的救贖者","255","虛偽的救濟者","1000",""
"20","","","","2023-01-15 15:00:00","","256","2116007","司掌終炎的魔術師","256","司掌終炎的魔術師","1000",""
"20","","","","2023-01-15 15:00:00","","257","2116007","追尋奧祕力量之人","257","追尋奧祕力量之人","1000",""
"20","","","","2023-02-15 15:00:00","","258","-1","嚮往著希望的樂園","258","嚮往著希望的樂園","1000",""
"20","","","","2023-02-15 15:00:00","","259","-1","即便在充滿不確定性的未來","259","即便在充滿不確定性的未來","1000",""
"20","","","","2023-02-15 15:00:00","","260","-1","樂園守護者","260","樂園守護者","1000",""
"20","","","","2023-02-15 15:00:00","","261","-1","象徵久遠庭園之人","261","象徵久遠庭園之人","1000",""
"20","","","","2023-02-15 15:00:00","","262","-1","Never Lose Again","262","Never Lose Again","1500",""
"20","","","","2023-03-15 15:00:00","","263","-1","貓與懷舊點心的咖啡廳 歡迎光臨Café Naschkatze","263","貓與懷舊點心的咖啡廳　歡迎光臨Café Naschkatze","1000",""
"20","","","","2023-03-15 15:00:00","","264","-1","祈福託災的招財貓","264","祈福託災的招財貓","1000",""
"20","","","","2023-03-15 15:00:00","","265","-1","喵喵的奮力一擊","265","喵喵的奮力一擊","1500",""
"20","","","","2023-04-15 15:00:00","","266","-1","Dears歡迎回來與我回來了的約定","266","Dears　歡迎回家與我回來了的約定","1000",""
"20","","","","2023-04-15 15:00:00","","267","-1","大王猩猩","267","大王猩猩","1000",""
"20","","","","2023-04-15 15:00:00","","268","-1","我的色彩STORY","268","我的色彩STORY","1500",""
"20","","","","2023-04-15 15:00:00","","269","-1","魔物生態報告書","269","魔物生態報告書","1000",""
"20","","","","2023-04-15 15:00:00","","270","-1","萬花綻放的新天地","270","萬花綻放的新天地","1000",""
"20","","","","2023-04-15 15:00:00","","271","-1","吉歐提格尼亞的戰鬥","271","吉歐‧提格尼亞的戰鬥","1000",""
"20","","","","2023-05-15 15:00:00","","272","-1","Connect‧With‧Blue　直至少女前往天際","272","Connect‧With‧Blue　直至少女前往天際","1000",""
"20","","","","2023-05-15 15:00:00","","273","-1","智慧的鍊金術師‧莫夫","273","智慧的鍊金術師‧莫夫","1000",""
"20","","","","2023-05-15 15:00:00","","274","-1","羽翼的序幕","274","羽翼的序幕","1500",""
"20","","","","2023-05-15 15:00:00","","275","-1","蘭德索爾一期一會","275","蘭德索爾一期一會","1000",""
"20","","","","2023-05-15 15:00:00","","276","-1","次元斷層","276","次元斷層","1000",""
"20","","","","2023-05-15 15:00:00","","277","-1","出現於次元夾縫的威脅","277","出現於次元夾縫的威脅","1000",""
"20","","","","2023-05-15 15:00:00","","278","-1","華麗世界的強敵","278","華麗世界的強敵","1000",""
"20","","","","2023-06-15 15:00:00","","279","-1","吸血鬼傳聞錄黑夜與美麗的饗宴","279","吸血鬼傳聞錄　黑夜與美麗的饗宴","1000",""
"20","","","","2023-06-15 15:00:00","","280","-1","變貌的從者布拉德","280","變貌的從者‧布拉德","1000",""
"20","","","","2023-06-15 15:00:00","","281","-1","Gothical Radical Eternal Wedding","281","Gothical Radical † Eternal Wedding","1500",""
"20","","","","2023-06-15 15:00:00","","282","-1","雪的審美會","282","雪的審美會","1000",""
"20","","","","2023-06-15 15:00:00","","283","-1","Princess Fight","283","Princess Fight☆","1000",""
"20","","","","2023-06-15 15:00:00","","284","-1","艾爾皮斯島之戰","284","艾爾皮斯島之戰","1000",""
"20","","","","2023-07-15 15:00:00","","285","-1","大間的排光海水大作戰祕密主義者與禁斷之海","285","大間的排光海水大作戰　祕密主義者與禁斷之海","1000",""
"20","","","","2023-07-15 15:00:00","","286","-1","復活的白色島鯨","286","復活的白色島鯨","1000",""
"20","","","","2023-07-15 15:00:00","","287","-1","變身萬花筒","287","變身萬花筒","1500",""
"20","","","","2023-07-15 15:00:00","","288","-1","公主的祕密","288","公主的祕密","1000",""
"20","","","","2023-07-15 15:00:00","","289","-1","美食獵人號出發前進","289","美食獵人號，出發前進！","1000",""
"20","","","","2023-08-15 15:00:00","","290","-1","戰慄幽奇海岸夏日度假驚悚物語","290","戰慄幽奇海岸　～夏日度假村驚悚怪談～","1000",""
"20","","","","2023-08-15 15:00:00","","291","-1","怨恨亡靈","291","怨恨亡靈","1000",""
"20","","","","2023-08-15 15:00:00","","292","-1","愛的羈絆","292","愛的羈絆","1500",""
"20","","","","2023-08-15 15:00:00","","293","2201005","Precious Journey","293","Precious Journey","1500",""
"20","","","","2023-08-15 15:00:00","","294","2201008","晚霞色的漫步","294","晚霞色的漫步","1500",""
"20","","","","2023-09-15 15:00:00","","295","-1","魔法青春日子魔法學園與奇蹟之鐘","295","魔法師的青春時日　魔法學園與奇蹟之鐘","1000",""
"20","","","","2023-09-15 15:00:00","","296","-1","被解放的暴魔阿爾杰什","296","被解放的暴魔‧阿爾杰什","1000",""
"20","","","","2023-09-15 15:00:00","","297","-1","那個春天從日記的續篇開始","297","那個春天，從日記的續篇開始","1500",""
"20","","","","2023-09-15 15:00:00","","298","2201007","萊拉耶爾","298","萊拉耶爾","1000",""
"20","","","","2023-09-15 15:00:00","","299","-1","做好要學習的準備了嗎","299","做好要學習的準備了嗎？","1000",""
"20","","","","2023-09-15 15:00:00","","300","-1","放學後的讀書會","300","放學後的讀書會","1000",""
"20","","","","2023-10-15 15:00:00","","301","-1","浪漫薩拉薩利亞　～沙漠的新娘與不可思議的神燈～","301","浪漫薩拉薩利亞　～沙漠的新娘與不可思議的神燈～","1000",""
"20","","","","2023-10-15 15:00:00","","302","-1","哈立德","302","哈立德","1000",""
"20","","","","2023-10-15 15:00:00","","303","-1","Adenium","303","Adenium","1500",""
"20","","","","2023-10-15 15:00:00","","304","2202001","蠻賊三姊妹","304","蠻賊三姊妹","1000",""
"20","","","","2023-10-15 15:00:00","","305","-1","夢幻的婚姻模擬遊戲","305","夢幻的婚姻模擬遊戲","1000",""
"20","","","","2023-10-15 15:00:00","","306","-1","有魔物！！","306","有魔物！！","1000",""
"20","","","","2023-10-15 15:00:00","","307","-1","新天地的強敵","307","新天地的強敵","1000",""
"20","","","","2023-11-15 15:00:00","","308","-1","Criminal Rookie　天使們的悖論","308","Criminal Rookie　天使們的悖論","1000",""
"20","","","","2023-11-15 15:00:00","","309","-1","最終冒險★","309","最終冒險★","1000",""
"20","","","","2023-11-15 15:00:00","","310","-1","Ylide Lotus","310","Ylide Lotus","1500",""
"20","","","","2023-11-15 15:00:00","","311","-1","旅行與成長（與反省）的記錄","311","旅行與成長（與反省）的記錄","1000",""
"20","","","","2023-11-15 15:00:00","","312","2201001","幻變少女","312","幻變少女","1000",""
"20","","","","2023-11-15 15:00:00","","313","-1","探險","313","探險","1000",""
"20","","","","2023-12-15 15:00:00","","314","-1","聖誕哭泣寶貝　為誰存在的幸福之日","314","聖誕哭泣寶貝　為誰存在的幸福之日","1000",""
"20","","","","2023-12-15 15:00:00","","315","-1","巴西利斯克‧阿洛斯","315","巴西利斯克‧阿洛斯","1000",""
"20","","","","2023-12-15 15:00:00","","316","-1","Christmas Blessing","316","Christmas Blessing","1500",""
"20","","","","2023-12-15 15:00:00","","317","-1","降臨期日曆","317","降臨期日曆","1000",""
"20","","","","2023-12-15 15:00:00","","318","-1","業火燃燒的密林","318","業火燃燒的密林","1000",""
"20","","","","2023-12-15 15:00:00","","319","-1","吉歐‧格黑納之戰","319","吉歐‧格黑納之戰","1000",""
"20","","","","2024-01-15 15:00:00","","320","-1","迎春夢想家們　新年隕石碎碎平安","320","迎春夢想家們！　新年隕石碎碎平安！？","1000",""
"20","","","","2024-01-15 15:00:00","","321","-1","夢中隕石","321","夢中隕石","1000",""
"20","","","","2024-01-15 15:00:00","","322","-1","未來的夢","322","未來的夢","1500",""
"20","","","","2024-01-15 15:00:00","","323","-1","初夢挑戰","323","初夢挑戰","1000",""
"20","","","","2024-01-15 15:00:00","","324","-1","焚燒世界的強敵","324","焚燒世界的強敵","1000",""
"20","","","","2024-01-15 15:00:00","","325","-1","天才發明家三女布武機","325","天才發明家三女、布武機","1000",""
"20","","","","2024-01-15 15:00:00","","326","-1","受難體質的次女若菜","326","受難體質的次女、若菜","1000",""
"20","","","","2024-01-15 15:00:00","","327","-1","心胸開闊的長女倭","327","心胸開闊的長女、倭","1000",""
"20","","","","2024-01-15 15:00:00","","328","2205002","涅妃‧涅羅","328","涅妃‧涅羅","1000",""
"20","","","","2024-02-15 0:00:00","","329","-1","映於鏡中的訪客","329","映於鏡中的訪客","1000",""
"20","","","","2024-02-15 0:00:00","","330","-1","再一次。並且，再也不會。","330","再一次。並且，再也不會。","1000",""
"20","","","","2024-02-15 0:00:00","","331","-1","紅霧精靈","331","紅霧精靈","1000",""
"20","","","","2024-02-15 0:00:00","","332","-1","顯露苦衷 埃拉＆志那都","332","顯露苦衷 埃拉＆志那都","1000",""
"20","","","","2024-02-15 0:00:00","","333","-1","Prayer","333","Prayer","1500",""
"20","","","","2024-02-15 0:00:00","","334","-1","Another Wish‧Log","334","Another Wish‧Log","1000",""
"20","","","","2024-02-15 0:00:00","","335","-1","穿越焚燒的世界","335","穿越焚燒的世界","1000",""
"20","","","","2024-02-15 0:00:00","","336","-1","亂入！蠻賊三姊妹","336","亂入！蠻賊三姊妹","1000",""
"20","","","","2024-02-15 0:00:00","","337","2109008","厄莉絲","337","厄莉絲","1000",""
"20","","","","2024-03-15 15:00:00","","338","-1","凜冬中的盛夏與神聖學院的問題兒童","338","寒冬的盛夏與神聖學院的問題兒童","1000",""
"20","","","","2024-03-15 15:00:00","","339","-1","地獄的聖女富美惠","339","地獄的聖女富美惠","1000",""
"20","","","","2024-03-15 15:00:00","","340","-1","妄想夏日光暈","340","妄想夏日光暈","1500",""
"20","","","","2024-03-15 15:00:00","","341","-1","【LIVE】漂漂河　白天","341","【LIVE】漂漂河　白天","1000",""
"20","","","","2024-03-15 15:00:00","","342","-1","【LIVE】漂漂河　夜晚","342","【LIVE】漂漂河　夜晚","1000",""
"20","","","","2024-03-15 15:00:00","","343","-1","公主騎士之力","343","公主騎士之力","1000",""
"20","","","","2024-03-15 15:00:00","","344","-1","抵達深奧的領域","344","抵達深奧的領域","1000",""
"20","","","","2024-03-15 15:00:00","","345","-1","紅焰的深域","345","紅焰的深域","1000",""
"20","","","","2024-03-15 15:00:00","","346","-1","蒼波的深域","346","蒼波的深域","1000",""
"20","","","","2024-03-15 15:00:00","","347","-1","翠嵐的深域","347","翠嵐的深域","1000",""
"20","","","","2024-03-15 15:00:00","","348","-1","珀天的深域","348","珀天的深域","1000",""
"20","","","","2024-03-15 15:00:00","","349","-1","紫冥的深域","349","紫冥的深域","1000",""
"20","","","","2024-04-15 15:00:00","","350","-1","CoolieFuryBootCamp魔鬼教官與鞭子與糖果","350","冷酷・火爆・新兵訓練營　魔鬼教官和鞭子與……糖果？","1000",""
"20","","","","2024-04-15 15:00:00","","351","-1","剛雷獸雷葛宏","351","剛雷獸‧雷葛宏","1000",""
"20","","","","2024-04-15 15:00:00","","352","-1","IntoTheTrust","352","Into The Trust","1500",""
"20","","","","2024-04-15 15:00:00","","353","-1","惠理子和真琴的行軍A-Go-Go","353","惠理子和真琴的行軍A-Go-Go！","1000",""
"20","","","","2024-04-15 15:00:00","","354","-1","新兵們隨我來","354","新兵們，隨我來","1000",""
"20","","","","2024-04-15 15:00:00","","355","-1","前往決鬥的舞台","355","前往決鬥的舞台","1000",""
"20","","","","2024-04-15 15:00:00","","356","-1","戰鬥試煉場開幕","356","戰鬥試煉場，開幕！","1000",""
"20","","","","2024-05-15 15:00:00","","357","-1","花開時節的真誠心意","357","花開季節的真心","1000",""
"20","","","","2024-05-15 15:00:00","","358","-1","魔物植物莫培爾培","358","魔物植物‧莫培爾培","1000",""
"20","","","","2024-05-15 15:00:00","","359","-1","映照在眼中的倒影","359","映照在眼中的倒影","1500",""
"20","","","","2024-05-15 15:00:00","","360","-1","坐鎮於煉獄之物","360","坐鎮於煉獄之物","1000",""
"20","","","","2024-06-15 15:00:00","","361","-1","大夢想樂園大遊行　寶石兔與祕密的夥伴們","361","大夢想樂園大遊行　寶石兔與祕密的夥伴們","1000",""
"20","","","","2024-06-15 15:00:00","","362","-1","捲土重來‧吉諾","362","捲土重來‧吉諾","1000",""
"20","","","","2024-06-15 15:00:00","","363","-1","神奇寶石遊行！","363","神奇寶石遊行！","1500",""
"20","","","","2024-06-15 15:00:00","","364","-1","大夢想樂園導覽","364","大夢想樂園導覽","1000",""
"20","","","","2024-07-15 15:00:00","","365","-1","集合吧，做好事社團！　美空的愉快暑假","365","集合吧，做好事社團！　美空的愉快暑假","1000",""
"20","","","","2024-07-15 15:00:00","","366","-1","盛夏的發狂史萊姆","366","盛夏的發狂史萊姆","1000",""
"20","","","","2024-07-15 15:00:00","","367","-1","Ai-愛的逃亡★","367","Ai-愛的逃亡★","1500",""
"20","","","","2024-07-15 15:00:00","","368","-1","修復夏日相片","368","修復夏日相片","1000",""
"20","","","","2024-08-15 15:00:00","","369","-1","幻惑的妖精於盛夏之園起舞的身影","369","幻惑的妖精　-於盛夏之園起舞的身影-","1000",""
"20","","","","2024-08-15 15:00:00","","370","-1","混沌發電機","370","混沌生成系統","1000",""
"20","","","","2024-08-15 15:00:00","","371","-1","回憶","371","Re:collection","1500",""
"20","","","","2024-08-15 15:00:00","","372","-1","水都的回憶","372","水都的回憶","1000",""
"20","","","","2024-09-15 15:00:00","","373","2209006","煉獄之叛亂","373","煉獄之叛亂","1000",""
"20","","","","2024-09-15 15:00:00","","374","2209006","煉獄之叛亂六凶魔蜘蛛阿剌克涅","374","煉獄之叛亂　-六凶‧魔蜘蛛阿剌克涅-","1000",""
"20","","","","2024-09-15 15:00:00","","375","2209006","與魔蜘蛛僕人的戰鬥","375","與魔蜘蛛僕人的戰鬥","1000",""
"20","","","","2024-09-15 15:00:00","","376","2209006","拿不准的盜賊三姊妹","376","拿不准的盜賊三姊妹","1000",""
"20","","","","2024-09-15 15:00:00","","377","2209006","與革命少女的戰鬥","377","與革命少女的戰鬥","1000",""
"20","","","","2024-09-15 15:00:00","","378","2209006","潛藏在地底煉獄的災禍","378","潛藏在地底煉獄的災禍","1000",""
"20","","","","2024-09-15 15:00:00","","379","2209006","甦醒的六凶魔蜘蛛阿剌克涅","379","甦醒的六凶‧魔蜘蛛阿剌克涅","1000",""
"20","","","","2024-09-15 15:00:00","","380","2209006","再臨的公主造型冰龍","380","再臨的公主造型冰龍","1000",""
"20","","","","2024-09-15 15:00:00","","381","2104010","雪菲","381","雪菲","1000",""
"20","","","","2024-09-15 15:00:00","","382","2209006","芙蕾雅","382","芙蕾雅","1000",""
"20","","","","2024-09-15 15:00:00","","383","2209006","阿剌克涅","383","阿剌克涅","1000",""
"20","","","","2024-09-15 15:00:00","","384","2209006","顯現的魔蜘蛛真容","384","顯現的魔蜘蛛真容","1000",""
"20","","","","2024-10-15 15:00:00","","385","-1","望的一日店長記　這裡是阿爾克絲鍊金堂","385","望的一日店長記　這裡是阿爾克絲鍊金堂","1000",""
"20","","","","2024-10-15 15:00:00","","386","-1","惡毒巨蛇","386","惡毒巨蛇","1000",""
"20","","","","2024-10-15 15:00:00","","387","-1","Dance in the Fragrance","387","Dance in the Fragrance","1500",""
"20","","","","2024-10-15 15:00:00","","388","-1","阿爾克絲鍊金堂　業務日誌","388","阿爾克絲鍊金堂　業務日誌","1000",""
"20","","","","2024-10-15 15:00:00","","389","-1","阿爾克絲鍊金堂","389","阿爾克絲鍊金堂","1000",""
"20","","","","2024-10-15 15:00:00","","390","-1","阿爾克絲鍊金堂　化學版本","390","阿爾克絲鍊金堂（化學Ver.）","1000",""
"20","","","","2024-11-15 15:00:00","","391","-1","蠻賊歸來　炎國的無法無天姊妹","391","蠻賊歸來　炎國的無法無天姊妹","1000",""
"20","","","","2024-11-15 15:00:00","","392","-1","超級 衝刺喬","392","超級 衝刺喬","1000",""
"20","","","","2024-11-15 15:00:00","","393","-1","狂野蠻賊表演時間","393","狂野蠻賊表演時間！！","1500",""
"20","","","","2024-11-15 15:00:00","","394","-1","衝突　破壞　非法坦克大戰","394","衝突！破壞！非法坦克大戰","1000",""
"20","","","","2024-11-15 15:00:00","","395","-1","出擊吧　戰車戰鬥","395","出擊吧！戰車戰鬥！","1000",""
"20","","","","2024-11-15 15:00:00","","396","-1","Let's　究極鍊成","396","Let's！「究極鍊成」！","1000",""
"20","","","","2024-11-15 15:00:00","","397","-1","於此地邂逅身經百戰的強敵","397","於此地邂逅身經百戰的強敵","1000",""
"20","","","","2024-12-15 15:00:00","","398","-1","Love＆Punishment惡魔送來的聖誕節","398","Love＆Punishment　惡魔送來的聖誕節","1000",""
"20","","","","2024-12-15 15:00:00","","399","-1","年幼鬼魂吐舌鬼","399","年幼鬼魂 吐舌鬼","1000",""
"20","","","","2024-12-15 15:00:00","","400","-1","今晚在槲寄生底下","400","今晚，在槲寄生底下","1500",""
"20","","","","2024-12-15 15:00:00","","401","-1","朱火深淵","401","朱火深淵","1000",""
"20","","","","2024-12-15 15:00:00","","402","-1","轟流深淵","402","轟流深淵","1000",""
"20","","","","2024-12-15 15:00:00","","403","-1","烈風深淵","403","烈風深淵","1000",""
"20","","","","2024-12-15 15:00:00","","404","-1","燦爛深淵","404","燦爛深淵","1000",""
"20","","","","2024-12-15 15:00:00","","405","-1","玄闇深淵","405","玄闇深淵","1000",""
"20","","","","2024-12-15 15:00:00","","406","-1","征戰深遠的潛魔深淵","406","征戰深遠的龍潭虎穴","1000",""
"20","","","","2025-1-15 15:00:00","","407","-1","迎春吉歐格黑納蛇少女與雙姝劍士","407","迎春吉歐‧格黑納　蛇少女與雙姝劍士","1000",""
"20","","","","2025-1-15 15:00:00","","408","-1","咒縛的大蛇梅杜希亞娜","408","咒縛的大蛇‧梅杜希亞娜","1000",""
"20","","","","2025-1-15 15:00:00","","409","-1","Tiny Twin Stars","409","Tiny Twin Stars！！","1500",""
"20","","","","2025-1-15 15:00:00","","410","-1","寂靜的永凍冥界","410","寂靜的永凍冥界","1000",""
"20","","","","2025-1-15 15:00:00","","411","-1","吉歐尼布爾黑爾之戰","411","吉歐‧尼布爾黑爾之戰","1000",""
"20","","","","2025-1-15 15:00:00","","412","-1","靜寂世界的強敵","412","靜寂世界的強敵","1000",""
"20","","","","2025-1-15 15:00:00","","413","2210002","薇歐莉特","413","薇歐莉特","1000",""
"20","","","","2025-1-15 15:00:00","","414","2210002","三魔姬屬","414","三魔姬屬","1000",""
"20","","","","2025-2-28 12:00:00","","415","-1","潛入阿斯特朗七個願望與創世之殘響","415","潛入‧阿斯特朗　七個願望與創世之殘響","1000",""
"20","","","","2025-2-28 12:00:00","","416","-1","妖狐神荒尾初始","416","妖狐神荒尾‧始源","1000",""
"20","","","","2025-2-28 12:00:00","","417","-1","始源雷格利亞斯","417","始源‧七重冠冕","1000",""
"20","","","","2025-2-28 12:00:00","","418","-1","Phosphorus","418","Phosphorus","1500",""
"20","","","","2025-2-28 12:00:00","","419","-1","阿斯特朗開發錄","419","阿斯特朗開發錄","1000",""
"20","","","","2025-2-28 12:00:00","","420","-1","穿越靜寂的世界","420","穿越靜寂的世界","1000",""
"20","","","","2025-2-28 12:00:00","","421","2002002","誓約女君","421","誓約女君","1000",""
"20","","","","2025-2-28 12:00:00","","422","2009005","變貌大妃","422","變貌大妃","1000",""
"20","","","","2025-2-28 12:00:00","","423","2005006","迷宮女王","423","迷宮女王","1000",""
"20","","","","2025-2-28 12:00:00","","424","2005004","霸瞳皇帝","424","霸瞳皇帝","1000",""
"20","","","","2025-2-28 12:00:00","","425","2005003","跳躍王","425","跳躍王","1000",""
"20","","","","2025-2-28 12:00:00","","426","2113007","嚮導老君","426","嚮導老君","1000",""
"20","","","","2025-2-28 12:00:00","","427","2013016","緊緊相連","427","緊緊相連","1500",""
"20","","","","2025-3-31 12:00:00","","428","-1","Andante‧With‧You　祈禱的雙唱響起時","428","Andante‧With‧You　祈禱的雙唱響起時","1000",""
"20","","","","2025-3-31 12:00:00","","429","-1","歪音之精靈","429","歪音之精靈","1000",""
"20","","","","2025-3-31 12:00:00","","430","-1","星詠的祈禱之歌","430","星詠的祈禱之歌","1500",""
"20","","","","2025-3-31 12:00:00","","431","-1","演唱會海報","431","演唱會海報","1000",""
"20","","","","2025-3-31 12:00:00","","432","-1","魔星獸決戰","432","魔星獸決戰","1000",""
"20","","","","2025-4-30 12:00:00","","433","-1","超鋼少女巨型克蘿茜　～大出擊！蘭德索爾爆炸4.1秒前～","433","超鋼少女巨型克蘿茜　～大出擊！蘭德索爾爆炸4.1秒前～","1000",""
"20","","","","2025-4-30 12:00:00","","434","-1","巨鋼機獸‧改造蓋登","434","巨鋼機獸‧改造蓋登","1000",""
"20","","","","2025-4-30 12:00:00","","435","-1","愛！勇氣！巨型克蘿茜","435","愛！勇氣！巨型克蘿茜","1500",""
"20","","","","2025-4-30 12:00:00","","436","-1","克蘿茜大解密","436","克蘿茜大解密","1000",""
"20","","","","2025-5-31 12:00:00","","437","-1","集結！　阿爾克絲＆暮光　密醫與兩位鍊金術師","437","集結！　阿爾克絲＆暮光　密醫與兩位鍊金術師","1000",""
"20","","","","2025-5-31 12:00:00","","438","-1","戀愛的鍊僕‧荷姆荷姆","438","戀愛的鍊僕‧荷姆荷姆","1000",""
"20","","","","2025-5-31 12:00:00","","439","-1","鍊金 Make it！","439","鍊金 Make it！","1500",""
"20","","","","2025-5-31 12:00:00","","440","-1","鍊金 Make it！ (off drama ver.)","440","鍊金 Make it！ (off drama ver.)","1500",""
"20","","","","2025-5-31 12:00:00","","441","-1","鍊金術‧重播","441","鍊金術‧重播","1000",""
"20","","","","2025-6-30 12:00:00","","442","-1","華隸大小姐華音的華麗復仇　～佐以傲嬌粉紅～","442","華隸大小姐華音的華麗復仇　～佐以傲嬌粉紅～","1000",""
"20","","","","2025-6-30 12:00:00","","443","-1","灼麗的劍奴 哥布林女士","443","灼麗的劍奴 哥布林女士","1000",""
"20","","","","2025-6-30 12:00:00","","444","-1","Back×Back","444","Back×Back","1500",""
"20","","","","2025-6-30 12:00:00","","445","-1","華隸大小姐的更生挑戰","445","華隸大小姐的更生挑戰","1000",""
"20","","","","2025-7-31 12:00:00","","446","-1","Summer Dream Refrain　水平線彼端的旅途","446","Summer Dream Refrain　水平線彼端的旅途","1000",""
"20","","","","2025-7-31 12:00:00","","447","-1","厄莉絲的闇影","447","厄莉絲的闇影","1000",""
"20","","","","2025-7-31 12:00:00","","448","-1","幸福的味道","448","幸福的味道","1500",""
"20","","","","2025-8-31 12:00:00","","449","-1","Summer Anemos Summer Qualia","449","Summer Anemos, Summer Qualia","1000",""
"20","","","","2025-8-31 12:00:00","","450","-1","企鵝加丘","450","企鵝加丘","1000",""
"20","","","","2025-8-31 12:00:00","","451","-1","夏日的一片花瓣","451","夏日的一片花瓣","1500",""
"20","","","","2025-8-31 12:00:00","","452","-1","妮諾建立大奧","452","妮諾，建立大奧","1000",""
"20","","","","2025-9-30 12:00:00","","453","-1","And I Will　以掌握的這雙手","453",", And I Will　以掌握的這雙手","1000",""
"20","","","","2025-9-30 12:00:00","","454","-1","霸瞳皇帝'","454","霸瞳皇帝'","1000",""
