5144f8e1f2b9095ef4edffc1296056abcd007c603f6224d2965b9b2a4ea59315,8ad684c8fa55a858b87a921b26e684fb006e1aa1531ba9c337346ddb1816a284,1bc378ca6433f6d3e7a4c36d06b26236cda890c95a454db24debd8c140416be2,8b7329325f69fccb526e69e01d7ede080f28a281a7529fcf7a935fecdef41eab,02348d4e3f37efcf56abc1e7059decb2f6a14a22e1e64de2696744c0384f5e2b,095ffc8a07cd2135fe73784ba920b54e7a02e54b79b499c539e6ee074ece79fc,a4e1c6736b231e01b87474e48be6ae43ab8ee1a0eb41fb145492110896f64eed,791a8ac8d8dc14b764c5624b7edccc125a728b86d62348b762df6d878beb674d,29e2f2ae4df9d83ab70c10ba5ab991c0b8a7cc11ba623918ba8d94de6cf378ce,63896d3308942f8bcda4bebb48219f9dddac1a1a66f2b96249d3d60ea0a04c2f,877563d2c4a9eef8b6a174150e4ece5944b9951e1916efb80c9e1b017c78ddc9,328faf18121f646fe838fd41af5d339144f0bc59bb1164c6f2229a6013a4c7fa,eea22641cbe350d57b3b1a6af83553bfb6527c0e31aa69641b2e9f0add70a9ac,96ed13a6d6a2b7aa0becbe6b9f36b653a53f8a229172637cee5314cd9e0e91ad,dd643dd5a3971950fb63b3c12cb75360c97af12a8299d284c9ea4e157a8843c7,30506df76df50bf028a0ad013b76079c5d351689e63698246c0a6d9a1b243ea3,3fa1375a5e0fefa67001c344f20334336852c5af1f812dddc18876895f4ab745,2851a34193707b14603e1edd8891f3aa2ba6ecb2b8736faa8e7449715182d042,bc398b01993243c84fad800d8ce9bb42e6d7e9600d595fac4330d2e0ca8a9496,3b345a03b091a56551269e1341010b8311222accf94c18f2fca16eb879a62c37,66712e6178b55461ddc23ecb7b4d3c6b7e92637f42016c889f21f6cc69c1064d,4a5cb43b35fc0a03ebe25ae021c6b73da04b82dba0b80802016d24bfcbc1911f,90efb1488758fae636083280bab53b788ab9b2ce2f28c1f07004b88cd8639165,5830f9a6fbb1cc06fb5f33352ba05f97bcee38b609956628feacc3f1eed3e23f,726a7985d8ddb81e69f54b8f5fc38d9364658ac02a1d642c1f80c8a088d2672a,f697527117a96cf2261698e7dc37145eceaf583dee01a6eb818629507e544d2d,9697f99b3205ba0ef4e902fa14e519869a859450ecdd92aae3f5a915ff2aaa49,5616beee588d65392733b19859cafcbd728f5d1904986f0d8d4acb7bf38c948e,e382c0c954322b344d38610e6c96eb4cb59c064cb41e9586a819513e9cffcc33,80dcb1f8faa5147081989164dc9fded05a048c2db5f8384c1bc77d3303e7c93d,347f79cbc3dc535e4d90c8a3bc2d6acc18df10058de58f979b9a69cbbce96867,d7779b7977f92b5520136b246aec9f1a9451ed01d09ef327b93499990e88159b
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","131781","0","0","2","0","4","0","0","0","31178","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","131791","0","0","2","0","4","0","0","0","31179","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","131801","0","0","2","0","4","0","0","0","31180","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","131901","0","0","2","0","4","0","0","0","31190","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","131911","0","0","2","0","4","0","0","0","31191","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","131921","0","0","2","0","4","0","0","0","31192","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","131931","0","0","2","0","4","0","0","0","31193","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","131991","0","0","2","0","4","0","0","0","31199","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132001","0","0","2","0","4","0","0","0","31200","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132071","0","0","2","0","4","0","0","0","31207","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132081","0","0","2","0","4","0","0","0","31208","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132091","0","0","2","0","4","0","0","0","31209","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132101","0","0","2","0","4","0","0","0","31210","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132111","0","0","2","0","4","0","0","0","31211","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132121","0","0","2","0","4","0","0","0","31212","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132131","0","0","2","0","4","0","0","0","31213","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132141","0","0","2","0","4","0","0","0","31214","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132151","0","0","2","0","4","0","0","0","31215","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132161","0","0","2","0","4","0","0","0","31216","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132191","0","0","2","0","4","0","0","0","31219","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132201","0","0","2","0","4","0","0","0","31220","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132211","0","0","2","0","4","0","0","0","31221","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132221","0","0","2","0","4","0","0","0","31222","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132231","0","0","2","0","4","0","0","0","31223","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132241","0","0","2","0","4","0","0","0","31224","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132251","0","0","2","0","4","0","0","0","31225","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132261","0","0","2","0","4","0","0","0","31226","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132271","0","0","2","0","4","0","0","0","31227","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132281","0","0","2","0","4","0","0","0","31228","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132291","0","0","2","0","4","0","0","0","31229","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132311","0","0","2","0","4","0","0","0","31231","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132321","0","0","2","0","4","0","0","0","31232","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132331","0","0","2","0","4","0","0","0","31233","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132351","0","0","2","0","4","0","0","0","31235","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132361","0","0","2","0","4","0","0","0","31236","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132371","0","0","2","0","4","0","0","0","31237","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132381","0","0","2","0","4","0","0","0","31238","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132391","0","0","2","0","4","0","0","0","31239","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132401","0","0","2","0","4","0","0","0","31240","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132411","0","0","2","0","4","0","0","0","31241","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132421","0","0","2","0","4","0","0","0","31242","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132451","0","0","2","0","4","0","0","0","31245","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132461","0","0","2","0","4","0","0","0","31246","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132471","0","0","2","0","4","0","0","0","31247","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132481","0","0","2","0","4","0","0","0","31248","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132491","0","0","2","0","4","0","0","0","31249","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132501","0","0","2","0","4","0","0","0","31250","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132511","0","0","2","0","4","0","0","0","31251","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132521","0","0","2","0","4","0","0","0","31252","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132531","0","0","2","0","4","0","0","0","31253","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132541","0","0","2","0","4","0","0","0","31254","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132551","0","0","2","0","4","0","0","0","31255","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132561","0","0","2","0","4","0","0","0","31256","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132571","0","0","2","0","4","0","0","0","31257","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132581","0","0","2","0","4","0","0","0","31258","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132621","0","0","2","0","4","0","0","0","31262","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132631","0","0","2","0","4","0","0","0","31263","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132661","0","0","2","0","4","0","0","0","31266","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132671","0","0","2","0","4","0","0","0","31267","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132681","0","0","2","0","4","0","0","0","31268","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132691","0","0","2","0","4","0","0","0","31269","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132701","0","0","2","0","4","0","0","0","31270","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","132711","0","0","2","0","4","0","0","0","31271","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","138011","0","0","2","0","4","0","0","0","31801","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","138021","0","0","2","0","4","0","0","0","31802","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","138031","0","0","2","0","4","0","0","0","31803","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","138041","0","0","2","0","4","0","0","0","31804","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","138051","0","0","2","0","4","0","0","0","31805","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","138061","0","0","2","0","4","0","0","0","31806","1000000","0","0","0","0","0"
"0","0","3","0","0","0","140000","50","0","0","0","0","0","0","0","0","138071","0","0","2","0","4","0","0","0","31807","1000000","0","0","0","0","0"
