4b74aada2c6d1eaf59c550bed185f4ecf2f10cc342aa9654e1b0864d1abfc28c,ff13decd4c201b75b629222a1fb3090989baf616f60b15539a85bb0b330902a1,c63ed99391f90868744e0509c89defde15ed95b77211784ff0e9aa7d90614a01,a35329bfa03ec63aa0b28dfd96803d969021ca9e7d95ec7f3536e640e3fc628f,11626e5e4e9d17fa6d8bcb3339806c3ff4d44eb2931c8e36281927de2ae1965f,046ed2e9cf358e11a51fb8b5ad0970790307952dbbc2b9a82b0e047a968d6599,275826ff4d2a0938459a3e55175cc6b91f470d9b91e3562aeb04c605f7d9e389,47b969b2e746caed001e353c9521f754b87290414b906f9dfd0d787dcd4071ab,3b29c94900ea91df48580695dcd0281201142940b58fc87e90d3eae2039b3363,3b216b46ad26023434f76a3335dc74e744072fba6975ac743c382713b13fb33f,59f6c0abb34d8c57330a9d64d4e56ca5095b71435b4d379e07edb9c0f16b7b7f,c2ff87cbe3d383d5bec1b0f080b4064af06539cbb2a72169c977aec368eba4ae
"1","1","54000","0","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒","3","300709","300709","-1","15840000000000","3007"
"1","1","54000","0","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒","3","300710","300710","-1","13320000000000","3007"
"1","1","54000","0","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒","3","300711","300711","-1","11160000000000","3007"
"1","1","54000","0","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒","3","300712","300712","-1","9720000000000","3007"
"1","1","54000","0","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒","3","300713","300713","-1","7560000000000","3007"
"1","1","54000","0","バトル開始から90秒間、味方のＴＰが毎秒アップ","毎秒ＴＰアップ90秒","3","300714","300714","-1","5040000000000","3007"
"1","1","54000","0","バトル開始から15秒間、敵がスタン状態になる","スタン15秒","3","300715","300715","-1","3960000000000","3007"
"1","1","54000","0","バトル開始から90秒間、味方のＨＰが毎秒回復","毎秒ＨＰ回復90秒","3","300716","300716","-1","2880000000000","3007"
"1","1","54000","0","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒","3","300717","300717","-1","1440000000000","3007"
"1","1","54000","0","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒","3","300718","300718","-1","360000000000","3007"
