144887c10d2d8292010d7a8c5308a47a90c0974763731620d25080fa43262bb5,42483b768687c54c66aa6fbd024166c1b9869d4c052b4e56546ca0abfaba1a3d,7a658fd08fae21cc49aa7f95251bb9199567270218e47a954bb84ff07e1e632f,72099f8db0323ad4a08ef72b9adc6f29b00c662b5dce20052a599a39c217e99f,c4bde1c7caa890abdb33f5b314d52b39842ee4a8498c30f8442b1c5b5de9ea87,bd9b6fd6c3d1703c4aa51b86414c2f8e595c22206a6203e821c4ff92b69a15b0,b53567e55d546d7e4e5eae631fc814ff885171f83a1c5009fff77e3fd4429056,912848ca5c99788cfc7884c9d836ce5dc69d08ef63f6177fec96c3f8326f7013,939a40f62e74ae70bf5112b836056a7de73ca677f7f0cdbc19dedd29c83547c5,02706b6cec14d7fd045fe34fa5c7953333d9098569f18930c3a1873b6d8034ab,c72bfe34a54055619983e028ec4c8ce7a8a9360904fccad2d1a6844c6401809c,0e56888ccd16cd0b5ed2b27c5a3e43bf34fe219272882a18c62f1aeb5c84f0f4
"300709","1","物理攻撃ダウン90秒","300709","バトル開始から90秒間、敵の物理攻撃力がダウン","0","1","3","54000","-1","3007","15840000000000"
"300710","1","魔法攻撃ダウン90秒","300710","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","1","3","54000","-1","3007","13320000000000"
"300711","1","物理攻撃アップ90秒","300711","バトル開始から90秒間、味方の物理攻撃力がアップ","0","1","3","54000","-1","3007","11160000000000"
"300712","1","魔法攻撃アップ90秒","300712","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","1","3","54000","-1","3007","9720000000000"
"300713","1","物理防御ダウン90秒","300713","バトル開始から90秒間、敵の物理防御力がダウン","0","1","3","54000","-1","3007","7560000000000"
"300714","1","毎秒ＴＰアップ90秒","300714","バトル開始から90秒間、味方のＴＰが毎秒アップ","0","1","3","54000","-1","3007","5040000000000"
"300715","1","スタン15秒","300715","バトル開始から15秒間、敵がスタン状態になる","0","1","3","54000","-1","3007","3960000000000"
"300716","1","毎秒ＨＰ回復90秒","300716","バトル開始から90秒間、味方のＨＰが毎秒回復","0","1","3","54000","-1","3007","2880000000000"
"300717","1","物理攻撃ダウン90秒","300717","バトル開始から90秒間、敵の物理攻撃力がダウン","0","1","3","54000","-1","3007","1440000000000"
"300718","1","魔法攻撃ダウン90秒","300718","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","1","3","54000","-1","3007","360000000000"
