371d0390cb6db7b070e33edeeebfb826b15bb5340e3616fc8f434d835bbb39f0,d7d9caed3469ba3a75d9b75acd0ba16581ad573626ea7061aa0d4db68c371714,3c9579e93e1beb3cf08b38bd3345e71cdd4dab579d7c0990e0a5334a1e1e3e2a,f10d55297f800b036d899244e0f71312a90b673fec173473ec017b4b7f818f30,bd30fdc785eb71eeb528f28b2231230d8690f1c3a904890d61fda9de2f717aed,e9a20c5ab78d8b55dafed2440f43988848607f3cf64d31dfcfc0a9cc129cbfd3,aa44ba275366a44f87ae3ca3d43311230685a0ee56323984c8315dd7e293faf2,268c5f7c652eebe5ea954695ffce7625aded0d144f0bf726c3d7ebbf294e4e2d,5103fe47248ecc1c5868ba2b11c517f37e20bb529f5c9c475cd39bc2d4fd30e9,07b5ebbb566ffa2eee533611c87d926aed2b195ffbefdb1ee5ce7edff236e8d2,5f08b793a09e66617677b6965bb5addf9dc4532bf684c80b9e00d42d2c5c6839
"0.2","","","","1007005","svd_idle_memory","113511","","3","1","1007005074"
"0","","","0","1007005","7","113411","","12","1","1007005075"
"0.2","","","","1007005","svd_talk_thinking","113411","1","3","1","1007005076"
"","","","","1007005","","3","","93","","1007005077"
"0.2","","","","1007005","svd_idle_thinking","113411","1","3","1","1007005078"
"0","","","0","1007005","6","113511","","12","1","1007005079"
"0.2","","","","1007005","svd_talk_normal","113511","","3","1","1007005080"
"","","","","1007005","","3","","93","","1007005081"
"0.2","","","","1007005","svd_idle_normal","113511","","3","1","1007005082"
"0","","","0","1007005","9","113411","","12","1","1007005083"
"0.2","","","","1007005","svd_talk_memory","113411","1","3","1","1007005084"
"","","","","1007005","","3","","93","","1007005085"
"0.2","","","","1007005","svd_idle_memory","113411","1","3","1","1007005086"
"","","","","1007005","","1007005071","","101","","1007005087"
"1","1","","0","1007005","1","333","0","6","1","1007005088"
"","","","","1007005","1","113511","","4","","1007005089"
"0.2","","","","1007005","svd_run","113511","","3","1","1007005090"
"","0.8","","","1007005","-750","113511","0","2","-300","1007005091"
"","","","","1007005","0","113411","","4","","1007005092"
"0.2","","","","1007005","svd_run","113411","","3","1","1007005093"
"","0.8","","","1007005","750","113411","0","2","-300","1007005094"
"","","","","1007005","","0.6","","93","","1007005095"
"0.2","1","","0","1007005","1","113511","0","6","1","1007005096"
"0.2","1","","0","1007005","1","113411","0","6","1","1007005097"
"","","","","1007005","","0","","91","","1007005098"
"2.08","-750","svd_idle_normal","0","1007006","113511","2","-300","5","100","1007006001"
"2.08","650","svd_idle_normal","1","1007006","113411","1","-300","5","100","1007006002"
"1","0","svd_white_loop","0","1007006","333","3","0","5","0","1007006003"
"0","1","","0","1007006","1","333","0","6","1","1007006004"
"","0","","","1007006","2","113511","","7","0","1007006005"
"","0.5","","","1007006","-750","113511","0","2","-300","1007006006"
"0","1","","0","1007006","1","113411","0","6","1","1007006007"
"0","-40","","","1007006","17","7","0.8","31","-140","1007006008"
"","0","","","1007006","2","17","","34","0","1007006009"
"","","","","1007006","","1","","93","","1007006010"
"0.8","1","","0","1007006","1","333","0.4","6","1","1007006011"
"0.2","svd_idle_see_sad2","","0","1007006","svd_idle_see_sad_pre2","113511","1","3","0","1007006012"
"","1.1","","","1007006","-600","113511","0","2","-300","1007006013"
"","","","","1007006","","1","","93","","1007006014"
"","","","","1007006","1","17","","32","","1007006015"
"","","","","1007006","","0","","91","","1007006016"
"","0","","","1007006","240","113511","80","94","260","1007006017"
"","","","","1007006","0","17","","32","","1007006018"
"0","","","0","1007006","15","113511","","12","1","1007006019"
"0.2","","","","1007006","svd_walk_sad2","113511","","3","1","1007006020"
"","0","","","1007006","0","113511","","7","2","1007006021"
"","2","","","1007006","-250","113511","0","2","-300","1007006022"
"","","","","1007006","","2","","93","","1007006023"
"0.2","","","","1007006","svd_idle_sad","113511","","3","1","1007006024"
"","","","","1007006","","0.5","","93","","1007006025"
"","","","","1007006","","0","","91","","1007006026"
"0.2","","","","1007006","svd_talk_sad","113511","","3","1","1007006027"
"","0","","","1007006","vo_svd_0621","vo_svd","","21","0","1007006028"
"0","0","1","0","1007006","一匹も釣れないとは…\n本当に不甲斐ないですわ…","113511","0","11","6","1007006029"
"","","","","1007006","","0","","91","","1007006030"
"0.2","","","","1007006","svd_idle_sad","113511","","3","1","1007006031"
"0.2","","","","1007006","svd_walk_glad","113411","","3","1","1007006032"
"","2","","","1007006","250","113411","0","2","-300","1007006033"
"0.4","1","","0","1007006","1","113411","1","6","1","1007006034"
"","","","","1007006","","2","","93","","1007006035"
"0.2","","","","1007006","svd_idle_normal","113411","","3","1","1007006036"
"","","","","1007006","","0.4","","93","","1007006037"
"0.2","","","","1007006","svd_talk_memory","113411","","3","1","1007006038"
"","0","","","1007006","vo_svd_0622","vo_svd","","21","0","1007006039"
"0","0","1","0","1007006","でも、魚を釣ってるときの\n弟くんかっこよかったね…","113411","0","11","6","1007006040"
"","","","","1007006","","0","","91","","1007006041"
"0.2","","","","1007006","svd_idle_memory","113411","","3","1","1007006042"
"0.2","","","","1007006","svd_talk_memory","113511","","3","1","1007006043"
"","0","","","1007006","vo_svd_0623","vo_svd","","21","0","1007006044"
"0","0","1","0","1007006","えぇ…あんな顔をした\nあのおかたに釣られるなら\n魚も本望でしょう…","113511","0","11","6","1007006045"
"","","","","1007006","","0","","91","","1007006046"
"0.2","","","","1007006","svd_idle_memory","113511","","3","1","1007006047"
"0.2","","","","1007006","svd_talk_normal","113411","","3","1","1007006048"
"","0","","","1007006","vo_svd_0624","vo_svd","","21","0","1007006049"
"0","0","1","0","1007006","でも次は私たちが\nご馳走したいよね！","113411","0","11","6","1007006050"
"","","","","1007006","","0","","91","","1007006051"
"0.2","","","","1007006","svd_idle_normal","113411","","3","1","1007006052"
"0.2","","","","1007006","svd_talk_sad","113511","","3","1","1007006053"
"","0","","","1007006","vo_svd_0625","vo_svd","","21","0","1007006054"
"0","0","1","0","1007006","しかし釣りは思いのほか\n難しいですわ…\nそうなると…","113511","0","11","5","1007006055"
"","","","","1007006","","0","","91","","1007006056"
"0.2","","","","1007006","svd_idle_sad","113511","","3","1","1007006057"
"0.2","svd_talk_joy2","","0.2","1007006","svd_surprise","113411","1","3","0","1007006058"
"","0","","","1007006","vo_svd_0626","vo_svd","","21","0","1007006059"
"0","0","1","0","1007006","…！　素潜り！\n素潜りならいける気がするよ！","113411","0","11","6","1007006060"
"","","","","1007006","","0","","91","","1007006061"
"0.2","","","","1007006","svd_idle_joy2","113411","","3","1","1007006062"
"0.2","svd_talk_wish","","0.2","1007006","svd_surprise","113511","1","3","0","1007006063"
"","0","","","1007006","vo_svd_0627","vo_svd","","21","0","1007006064"
"0","0","1","0","1007006","なるほど！\nさっそく参りましょう！\n深海の主を狩りに！","113511","0","11","6","1007006065"
"","","","","1007006","","3","","93","","1007006066"
"0.2","svd_attack_idle","","0.2","1007006","svd_attack_standby","113511","1","3","0","1007006067"
"","","","","1007006","","1007006065","","91","","1007006068"
"","","","","1007006","","0","","93","","1007006069"
"0.2","svd_idle_normal","","0.2","1007006","svd_attack_finish","113511","1","3","0","1007006070"
"","","","","1007006","","0.4","","93","","1007006071"
"","","","","1007006","","","","102","","1007006072"
"","","","","1007006","","1","","93","","1007006073"
"0","","","0","1007006","11","113511","","12","1","1007006074"
"0.2","svd_idle_thinking","","0.2","1007006","svd_cmn_think","113511","1","3","0","1007006075"
"","","","","1007006","","3","","93","","1007006076"
"0.2","","","","1007006","svd_idle_thinking","113511","","3","1","1007006077"
"0","","","0","1007006","4","113411","","12","1","1007006078"
"0.2","svd_idle_surprise1","","0.2","1007006","svd_surprise","113411","1","3","0","1007006079"
"","","","","1007006","","3","","93","","1007006080"
"0.2","","","","1007006","svd_idle_surprise1","113411","1","3","1","1007006081"
"0","","","0","1007006","1","113511","","12","1","1007006082"
"0.2","","","","1007006","svd_talk_sad","113511","","3","1","1007006083"
"","","","","1007006","","3","","93","","1007006084"
"0.2","","","","1007006","svd_idle_sad","113511","","3","1","1007006085"
"0","","","0","1007006","7","113411","","12","1","1007006086"
"0.2","","","","1007006","svd_talk_normal","113411","1","3","1","1007006087"
"","","","","1007006","","3","","93","","1007006088"
"0.2","","","","1007006","svd_idle_normal","113411","1","3","1","1007006089"
"","","","","1007006","","1007006074","","101","","1007006090"
"1","1","","0","1007006","1","333","0","6","1","1007006091"
"","","","","1007006","1","113511","","4","","1007006092"
"0.2","","","","1007006","svd_run","113511","","3","1","1007006093"
"","0.8","","","1007006","-750","113511","0","2","-300","1007006094"
"","","","","1007006","0","113411","","4","","1007006095"
"0.2","","","","1007006","svd_run","113411","","3","1","1007006096"
"","0.8","","","1007006","750","113411","0","2","-300","1007006097"
"","","","","1007006","","0.6","","93","","1007006098"
"0.2","1","","0","1007006","1","113511","0","6","1","1007006099"
"0.2","1","","0","1007006","1","113411","0","6","1","1007006100"
"","","","","1007006","","0","","91","","1007006101"
"2.08","-250","svd_idle_normal","0","1007007","113511","1","-560","5","100","1007007001"
"2.08","250","svd_idle_normal","1","1007007","113411","2","-560","5","100","1007007002"
"1","0","svd_white_loop","0","1007007","333","3","0","5","0","1007007003"
"0","1","","0","1007007","1","333","0","6","1","1007007004"
"0","1","","0","1007007","1","113511","0","6","1","1007007005"
"0","1","","0","1007007","1","113411","0","6","1","1007007006"
"","","","","1007007","","1","","93","","1007007007"
"0.8","1","","0","1007007","1","333","0.4","6","1","1007007008"
"0.2","svd_idle_normal","","0.2","1007007","svd_jump2","113511","1","3","0","1007007009"
"0.2","svd_idle_normal","","0.2","1007007","svd_jump2","113411","1","3","0","1007007010"
"","","","","1007007","","0.3","","93","","1007007011"
"","0.75","","","1007007","-250","113511","0","2","-300","1007007012"
"","0.75","","","1007007","250","113411","0","2","-300","1007007013"
"0.4","1","","0","1007007","1","113511","1","6","1","1007007014"
"0.4","1","","0","1007007","1","113411","1","6","1","1007007015"
"0","","","0","1007007","6","113511","","12","0.2","1007007016"
"0","","","0","1007007","6","113411","","12","0.2","1007007017"
"","","","","1007007","","1.2","","93","","1007007018"
"","","","","1007007","","0","","91","","1007007019"
"0.2","","","","1007007","svd_idle_normal","113411","","3","1","1007007020"
"0.2","","","","1007007","svd_talk_joy2","113511","","3","1","1007007021"
"","0","","","1007007","vo_svd_0721","vo_svd","","21","0","1007007022"
"0","0","1","0","1007007","お姉ちゃんも弟くんの\n楽しそうな顔が見られて\nうれしかったよ！","113511","0","11","7","1007007023"
"","","","","1007007","","0","","91","","1007007024"
"0.2","","","","1007007","svd_idle_joy2","113511","","3","1","1007007025"
"0.2","","","","1007007","svd_talk_memory","113411","","3","1","1007007026"
"","0","","","1007007","vo_svd_0722","vo_svd","","21","0","1007007027"
"0","0","1","0","1007007","そもそも、あなた様からの\nボールを落とすなんて、絶対に\nあってはいけませんわ…","113411","0","11","6","1007007028"
"","","","","1007007","","0","","91","","1007007029"
"0.2","","","","1007007","svd_idle_memory","113411","","3","1","1007007030"
"0.2","","","","1007007","svd_talk_joy2","113511","","3","1","1007007031"
"","0","","","1007007","vo_svd_0723","vo_svd","","21","0","1007007032"
"0","0","1","0","1007007","その通り！\nどんな場所に来ようと\n必ず打ち返してみせるよ！","113511","0","11","6","1007007033"
"","","","","1007007","","0","","91","","1007007034"
"0.2","","","","1007007","svd_idle_joy2","113511","","3","1","1007007035"
"0.2","","","","1007007","svd_talk_sad","113411","","3","1","1007007036"
"","0","","","1007007","vo_svd_0724","vo_svd","","21","0","1007007037"
"0","0","1","0","1007007","ですが、あなた様からの\n贈り物と考えると、そのまま\n受け止めたくなる誘惑も…","113411","0","11","6","1007007038"
"","","","","1007007","","0","","91","","1007007039"
"0.2","","","","1007007","svd_idle_sad","113411","","3","1","1007007040"
"0.2","","","","1007007","svd_talk_anger","113511","","3","1","1007007041"
"","0","","","1007007","vo_svd_0725","vo_svd","","21","0","1007007042"
"0","0","1","0","1007007","ダメだよ！　誘惑を振り切って\n私たちはボールを返すの！\nそれが…","113511","0","11","7","1007007043"
"","","","","1007007","","4.2","","93","","1007007044"
"0.2","","","","1007007","svd_talk_sad","113511","","3","1","1007007045"
"","","","","1007007","","1007007043","","91","","1007007046"
"0.2","","","","1007007","svd_idle_sad","113511","","3","1","1007007047"
"0.2","","","","1007007","svd_talk_sad","113411","","3","1","1007007048"
"","0","","","1007007","vo_svd_0726","vo_svd","","21","0","1007007049"
"0","0","1","0","1007007","ビーチバレー…\nなんて酷なスポーツ…","113411","0","11","5","1007007050"
"","","","","1007007","","0","","91","","1007007051"
"0.2","","","","1007007","svd_idle_sad","113411","","3","1","1007007052"
"","","","","1007007","","","","102","","1007007053"
"","","","","1007007","","1","","93","","1007007054"
"0","","","0","1007007","13","113511","","12","1","1007007055"
"0.2","","","","1007007","svd_talk_normal","113511","","3","1","1007007056"
"","","","","1007007","","3","","93","","1007007057"
"0.2","","","","1007007","svd_idle_normal","113511","","3","1","1007007058"
"0","","","0","1007007","12","113411","","12","1","1007007059"
"0.2","","","","1007007","svd_talk_sad","113411","1","3","1","1007007060"
"","","","","1007007","","3","","93","","1007007061"
"0.2","","","","1007007","svd_idle_sad","113411","1","3","1","1007007062"
"0","","","0","1007007","4","113511","","12","1","1007007063"
"0.2","","","","1007007","svd_talk_anger","113511","","3","1","1007007064"
"","","","","1007007","","3","","93","","1007007065"
"0.2","","","","1007007","svd_idle_wish","113511","","3","1","1007007066"
"0","","","0","1007007","11","113411","","12","1","1007007067"
"0.2","","","","1007007","svd_talk_wish","113411","1","3","1","1007007068"
"","","","","1007007","","3","","93","","1007007069"
"0.2","","","","1007007","svd_idle_wish","113411","1","3","1","1007007070"
"","","","","1007007","","1007007055","","101","","1007007071"
"1","1","","0","1007007","1","333","0","6","1","1007007072"
"","","","","1007007","1","113511","","4","","1007007073"
"0.2","","","","1007007","svd_run","113511","","3","1","1007007074"
"","0.8","","","1007007","-750","113511","0","2","-300","1007007075"
"","","","","1007007","0","113411","","4","","1007007076"
"0.2","","","","1007007","svd_run","113411","","3","1","1007007077"
"","0.8","","","1007007","750","113411","0","2","-300","1007007078"
"","","","","1007007","","0.6","","93","","1007007079"
"0.2","1","","0","1007007","1","113511","0","6","1","1007007080"
"0.2","1","","0","1007007","1","113411","0","6","1","1007007081"
"","","","","1007007","","0","","91","","1007007082"
"2.08","-650","svd_idle_normal","0","1007008","113511","2","-300","5","100","1007008001"
"2.08","650","svd_idle_normal","1","1007008","113411","1","-300","5","100","1007008002"
"1","0","svd_white_loop","0","1007008","333","3","0","5","0","1007008003"
"0","1","","0","1007008","1","333","0","6","1","1007008004"
"0","1","","0","1007008","1","113511","0","6","1","1007008005"
"0","1","","0","1007008","1","113411","0","6","1","1007008006"
"","","","","1007008","","1","","93","","1007008007"
"0.8","1","","0","1007008","1","333","0.4","6","1","1007008008"
"0.2","","","","1007008","svd_walk_sad","113511","","3","1","1007008009"
"","2","","","1007008","-250","113511","0","2","-300","1007008010"
"0.4","1","","0","1007008","1","113511","1","6","1","1007008011"
"0.2","","","","1007008","svd_walk_sad","113411","","3","1","1007008012"
"","2","","","1007008","250","113411","0","2","-300","1007008013"
"0.4","1","","0","1007008","1","113411","1","6","1","1007008014"
"","","","","1007008","","2","","93","","1007008015"
"","","","","1007008","","0","","91","","1007008016"
"0.2","","","","1007008","svd_idle_sad","113411","","3","1","1007008017"
"0.2","","","","1007008","svd_idle_sad","113511","","3","1","1007008018"
"","","","","1007008","","0.6","","93","","1007008019"
"0.2","","","","1007008","svd_talk_sad","113511","","3","1","1007008020"
"","0","","","1007008","vo_svd_0821","vo_svd","","21","0","1007008021"
"0","0","1","0","1007008","ついに…\n終わってしまったのですね…","113511","0","11","6","1007008022"
"","","","","1007008","","0","","91","","1007008023"
"0.2","","","","1007008","svd_idle_sad","113511","","3","1","1007008024"
"0.2","","","","1007008","svd_talk_sad","113411","","3","1","1007008025"
"","0","","","1007008","vo_svd_0822","vo_svd","","21","0","1007008026"
"0","0","1","0","1007008","弟くんのがんばりを\n見届けられて\nうれしい気持ちと…","113411","0","11","6","1007008027"
"","","","","1007008","","0","","91","","1007008028"
"0.2","","","","1007008","svd_idle_sad","113411","","3","1","1007008029"
"0.2","","","","1007008","svd_talk_sad","113511","","3","1","1007008030"
"","0","","","1007008","vo_svd_0823","vo_svd","","21","0","1007008031"
"0","0","1","0","1007008","もう戻らない一度きりの夏への\n切なさが…","113511","0","11","6","1007008032"
"","","","","1007008","","0","","91","","1007008033"
"0.2","","","","1007008","svd_idle_sad","113511","","3","1","1007008034"
"0.2","","","","1007008","svd_talk_anger","113411","","3","1","1007008035"
"","0","","","1007008","vo_svd_0824","vo_svd","","21","0","1007008036"
"0","0","1","0","1007008","ダメ！　エリコちゃん！\n教室に向かう弟くんを\n笑って見送ろう！","113411","0","11","6","1007008037"
"","","","","1007008","","4","","93","","1007008038"
"0.2","svd_idle_guts2","","0.2","1007008","svd_talk_guts2","113411","1","3","0","1007008039"
"","","","","1007008","","1007008037","","91","","1007008040"
"0.2","","","","1007008","svd_idle_wish","113411","","3","1","1007008041"
"0.2","","","","1007008","svd_talk_thinking","113511","","3","1","1007008042"
"","0","","","1007008","vo_svd_0825","vo_svd","","21","0","1007008043"
"0","0","1","0","1007008","そうですね…！\nそれこそがあのおかたのため。","113511","0","11","6","1007008044"
"","","","","1007008","","3.5","","93","","1007008045"
"0.2","svd_idle_guts2","","0.2","1007008","svd_talk_guts2","113511","1","3","0","1007008046"
"","","","","1007008","","1007008044","","91","","1007008047"
"0.2","","","","1007008","svd_idle_wish","113511","","3","1","1007008048"
"0.2","svd_idle_wish","","0.2","1007008","svd_cmn_smile1","113411","1","3","0","1007008049"
"","0","","","1007008","vo_svd_0826","vo_svd","","21","0","1007008050"
"0","0","1","0","1007008","いってらっしゃい！\n弟くん！","113411","0","11","7","1007008051"
"","","","","1007008","","0","","91","","1007008052"
"0.2","","","","1007008","svd_idle_wish","113411","","3","1","1007008053"
"0.2","","","","1007008","svd_talk_wish2","113511","","3","1","1007008054"
"","0","","","1007008","vo_svd_0827","vo_svd","","21","0","1007008055"
"0","0","1","0","1007008","私たちはいつでもどこでも\nあなた様を見守って\nおりますわ…！","113511","0","11","7","1007008056"
"","","","","1007008","","3","","93","","1007008057"
"0.2","svd_idle_wish2","","0.2","1007008","svd_obsession2","113511","1","3","0","1007008058"
"","","","","1007008","","1007008056","","91","","1007008059"
"","","","","1007008","","","","102","","1007008060"
"","","","","1007008","","1","","93","","1007008061"
"0","","","0","1007008","10","113411","","12","1","1007008062"
"0.2","","","","1007008","svd_talk_normal","113411","","3","1","1007008063"
"","","","","1007008","","3","","93","","1007008064"
"0.2","","","","1007008","svd_idle_normal","113411","","3","1","1007008065"
"0","","","0","1007008","12","113511","","12","1","1007008066"
"0.2","","","","1007008","svd_talk_sad","113511","1","3","1","1007008067"
"","","","","1007008","","3","","93","","1007008068"
"0.2","","","","1007008","svd_idle_sad","113511","1","3","1","1007008069"
"0","","","0","1007008","7","113411","","12","1","1007008070"
"0.2","svd_idle_guts2","","0.2","1007008","svd_talk_guts2","113411","1","3","0","1007008071"
"","","","","1007008","","3","","93","","1007008072"
"0.2","","","","1007008","svd_idle_guts2","113411","","3","1","1007008073"
"0","","","0","1007008","7","113511","","12","1","1007008074"
"0.2","","","","1007008","svd_talk_wish","113511","1","3","1","1007008075"
"","","","","1007008","","3","","93","","1007008076"
"0.2","","","","1007008","svd_idle_wish","113511","1","3","1","1007008077"
"","","","","1007008","","1007008062","","101","","1007008078"
"1","1","","0","1007008","1","333","0","6","1","1007008079"
"","","","","1007008","1","113511","","4","","1007008080"
"0.2","","","","1007008","svd_run","113511","","3","1","1007008081"
"","0.8","","","1007008","-750","113511","0","2","-300","1007008082"
"","","","","1007008","0","113411","","4","","1007008083"
"0.2","","","","1007008","svd_run","113411","","3","1","1007008084"
"","0.8","","","1007008","750","113411","0","2","-300","1007008085"
"","","","","1007008","","0.6","","93","","1007008086"
"0.2","1","","0","1007008","1","113511","0","6","1","1007008087"
"0.2","1","","0","1007008","1","113411","0","6","1","1007008088"
"","","","","1007008","","0","","91","","1007008089"
