a831f100ae4848ce259c15203909a1d230a11a7f1ef0ce412073ef30994b0c6f,b33f0c7b44221fafc3a070601fdd307e958f3e4ab383194e236007e80943effe,44db306c42eeca41a12197e6fc51fa7b050fb68e65f269b7b4fa0e8ab95d0ab8,ad961dadb938c7151c4b3a7b959c7acce6ea424040d2999749ee5c227aeb7fba,b4ce14692ca0bd87a48c7e43d458264ca9adb2014264d063f19aab044fbec9ac
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005404","物理防御力（ダウン不可）アップ","236"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005404","魔法防御力（ダウン不可）アップ","237"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005404","ＨＰ吸収ダウン","238"
"limit_time","バトル時間が60秒になる。","74005405","バトル時間制限","239"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005405","ダメージ減衰","240"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005405","ＴＰ上昇上限付与","241"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005405","物理防御力（ダウン不可）アップ","242"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005405","魔法防御力（ダウン不可）アップ","243"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005405","ＨＰ吸収ダウン","244"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005501","ダメージ減衰","245"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005501","ＴＰ上昇上限付与","246"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005501","物理防御力（ダウン不可）アップ","247"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005501","魔法防御力（ダウン不可）アップ","248"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005501","ＨＰ吸収ダウン","249"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74005501","ＴＰダウンカット","250"
"add_shadow","ゴーレム、ウパルパが追加される。","74005502","モンスター追加","251"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005502","ダメージ減衰","252"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005502","ＴＰ上昇上限付与","253"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005502","物理防御力（ダウン不可）アップ","254"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005502","魔法防御力（ダウン不可）アップ","255"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005502","ＨＰ吸収ダウン","256"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74005502","ＴＰダウンカット","257"
"add_shadow","ミヤコ、アオイが追加される。","74005503","モンスター追加","258"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005503","ダメージ減衰","259"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005503","ＴＰ上昇上限付与","260"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005503","物理防御力（ダウン不可）アップ","261"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005503","魔法防御力（ダウン不可）アップ","262"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005503","ＨＰ吸収ダウン","263"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74005503","ＴＰダウンカット","264"
"add_shadow","ルナポッドが追加される。","74005504","モンスター追加","265"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005504","ダメージ減衰","266"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005504","ＴＰ上昇上限付与","267"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005504","物理防御力（ダウン不可）アップ","268"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005504","魔法防御力（ダウン不可）アップ","269"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005504","ＨＰ吸収ダウン","270"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74005504","ＴＰダウンカット","271"
"limit_time","バトル時間が60秒になる。","74005505","バトル時間制限","272"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005505","ダメージ減衰","273"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005505","ＴＰ上昇上限付与","274"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005505","物理防御力（ダウン不可）アップ","275"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005505","魔法防御力（ダウン不可）アップ","276"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005505","ＨＰ吸収ダウン","277"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74005505","ＴＰダウンカット","278"
"star6_shadow","ハツネ（サマー）、サレン（サマー）、スズナ、キョウカのシャドウに専用装備が追加される。","74006102","シャドウ強化","279"
"star6_shadow","スズナ、キョウカのシャドウが★6になる。","74006103","シャドウ強化","280"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74006103","編成キャラ数制限","281"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74006104","編成キャラ数制限","282"
"27","バトル開始時、すべてのシャドウに物理無効バリアを展開する。","74006104","物理無効バリア","283"
"28","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。","74006104","魔法無効バリア","284"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74006105","編成キャラ数制限","285"
"27","バトル開始時、すべてのシャドウに物理無効バリアを展開する。","74006105","物理無効バリア","286"
"28","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。","74006105","魔法無効バリア","287"
"star6_shadow","レイ（ニューイヤー）、シズル（ノワール）、シズル、ネアのシャドウに専用装備が追加される。","74006202","シャドウ強化","288"
"star6_shadow","レイ（ニューイヤー）、シズルのシャドウが★6になる。","74006203","シャドウ強化","289"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74006203","編成キャラ数制限","290"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74006204","編成キャラ数制限","291"
"energy_recover","バトル開始時、すべてのシャドウのＴＰを特大回復。","74006204","ＴＰ回復","292"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74006205","編成キャラ数制限","293"
"energy_recover","バトル開始時、すべてのシャドウのＴＰを特大回復させ、ＴＰ継続回復状態を付与する。","74006205","ＴＰ回復","294"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006301","物理防御力（ダウン不可）アップ","295"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006301","魔法防御力（ダウン不可）アップ","296"
"boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006301","ＴＰダウンカット","297"
"boss_magic_cut","バトル開始時、すべてのモンスターが魔法ダメージ30％カット状態になる。","74006302","魔法ダメージカット","298"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006302","物理防御力（ダウン不可）アップ","299"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006302","魔法防御力（ダウン不可）アップ","300"
"boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006302","ＴＰダウンカット","301"
"boss_magic_cut","バトル開始時、すべてのモンスターが魔法ダメージ60％カット状態になる。","74006303","魔法ダメージカット","302"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006303","物理防御力（ダウン不可）アップ","303"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006303","魔法防御力（ダウン不可）アップ","304"
"boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006303","ＴＰダウンカット","305"
"boss_ub_enhance","ボスモンスターの行動パターンが変化する。","74006304","ボス行動パターン変化","306"
"boss_magic_cut","バトル開始時、すべてのモンスターが魔法ダメージ90％カット状態になる。","74006304","魔法ダメージカット","307"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006304","物理防御力（ダウン不可）アップ","308"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006304","魔法防御力（ダウン不可）アップ","309"
"boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006304","ＴＰダウンカット","310"
"boss_ub_enhance","ボスモンスターの行動パターンが変化する。","74006305","ボス行動パターン変化","311"
"boss_magic_cut","バトル開始時、すべてのモンスターが魔法ダメージ90％カット状態になる。","74006305","魔法ダメージカット","312"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006305","物理防御力（ダウン不可）アップ","313"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006305","魔法防御力（ダウン不可）アップ","314"
"boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006305","ＴＰダウンカット","315"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006401","物理防御力（ダウン不可）アップ","316"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006401","魔法防御力（ダウン不可）アップ","317"
"boss_physics_cut","バトル開始時、すべてのモンスターが物理ダメージ30％カット状態になる。","74006402","物理ダメージカット","318"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006402","物理防御力（ダウン不可）アップ","319"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006402","魔法防御力（ダウン不可）アップ","320"
"boss_physics_cut","バトル開始時、すべてのモンスターが物理ダメージ60％カット状態になる。","74006403","物理ダメージカット","321"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006403","物理防御力（ダウン不可）アップ","322"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006403","魔法防御力（ダウン不可）アップ","323"
"add_shadow","ジャングルガード、マコトのシャドウ、エリコのシャドウ、スタンプが追加される。","74006404","モンスター追加","324"
"boss_ub_enhance","ボスモンスターの行動パターンが変化する。","74006404","ボス行動パターン変化","325"
"boss_physics_cut","バトル開始時、すべてのモンスターが物理ダメージ90％カット状態になる。","74006404","物理ダメージカット","326"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006404","物理防御力（ダウン不可）アップ","327"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006404","魔法防御力（ダウン不可）アップ","328"
"boss_ub_enhance","ボスモンスターの行動パターンが変化する。","74006405","ボス行動パターン変化","329"
"boss_physics_cut","バトル開始時、すべてのモンスターが物理ダメージ90％カット状態になる。","74006405","物理ダメージカット","330"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006405","物理防御力（ダウン不可）アップ","331"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006405","魔法防御力（ダウン不可）アップ","332"
"boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006405","ＴＰダウンカット","333"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74006501","ダメージ減衰","334"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74006501","ＴＰ上昇上限付与","335"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006501","物理防御力（ダウン不可）アップ","336"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006501","魔法防御力（ダウン不可）アップ","337"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74006501","ＨＰ吸収ダウン","338"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74006501","ＴＰダウンカット","339"
"33","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","74006502","全属性ボーナス特大アップ","340"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74006502","ダメージ減衰","341"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74006502","ＴＰ上昇上限付与","342"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006502","物理防御力（ダウン不可）アップ","343"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006502","魔法防御力（ダウン不可）アップ","344"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74006502","ＨＰ吸収ダウン","345"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74006502","ＴＰダウンカット","346"
"33","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","74006503","全属性ボーナス特大アップ","347"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74006503","ダメージ減衰","348"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74006503","ＴＰ上昇上限付与","349"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006503","物理防御力（ダウン不可）アップ","350"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006503","魔法防御力（ダウン不可）アップ","351"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74006503","ＨＰ吸収ダウン","352"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74006503","ＴＰダウンカット","353"
"33","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","74006504","全属性ボーナス特大アップ","354"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74006504","ダメージ減衰","355"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74006504","ＴＰ上昇上限付与","356"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006504","物理防御力（ダウン不可）アップ","357"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006504","魔法防御力（ダウン不可）アップ","358"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74006504","ＨＰ吸収ダウン","359"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74006504","ＴＰダウンカット","360"
"limit_time","バトル時間が60秒になる。","74006505","バトル時間制限","361"
"33","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","74006505","全属性ボーナス特大アップ","362"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74006505","ダメージ減衰","363"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74006505","ＴＰ上昇上限付与","364"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006505","物理防御力（ダウン不可）アップ","365"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006505","魔法防御力（ダウン不可）アップ","366"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74006505","ＨＰ吸収ダウン","367"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74006505","ＴＰダウンカット","368"
"star6_shadow","リン（レンジャー）、サレン（サマー）、リノのシャドウに専用装備１が追加される。","74007102","シャドウ強化","369"
"star6_shadow","リノのシャドウが★6になる。","74007103","シャドウ強化","370"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74007103","編成キャラ数制限","371"
"star6_shadow","サレン（サマー）、リノのシャドウに専用装備２が追加される。","74007104","シャドウ強化","372"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74007104","編成キャラ数制限","373"
"27","バトル開始時、すべてのシャドウに物理無効バリアを展開する。","74007104","物理無効バリア","374"
"28","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。","74007104","魔法無効バリア","375"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74007105","編成キャラ数制限","376"
"27","バトル開始時、すべてのシャドウに物理無効バリアを展開する。","74007105","物理無効バリア","377"
"28","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。","74007105","魔法無効バリア","378"
"star6_shadow","マツリ、ハツネ（サマー）、イオ（サマー）、アメス（サマー）のシャドウに専用装備１が追加される。","74007202","シャドウ強化","379"
"star6_shadow","マツリのシャドウが★6になる。","74007203","シャドウ強化","380"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74007203","編成キャラ数制限","381"
"star6_shadow","ハツネ（サマー）、イオ（サマー）のシャドウに専用装備２が追加される。","74007204","シャドウ強化","382"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74007204","編成キャラ数制限","383"
"energy_recover","バトル開始時、すべてのシャドウのＴＰを特大回復。","74007204","ＴＰ回復","384"
"limit_time","バトル時間が60秒になる。","74007205","バトル時間制限","385"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74007205","編成キャラ数制限","386"
"energy_recover","バトル開始時、すべてのシャドウのＴＰを特大回復。","74007205","ＴＰ回復","387"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74007301","ダメージ減衰","388"
"boss_def_lower_limit","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。","74007301","防御力（ダウン不可）アップ","389"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74007302","ダメージ減衰","390"
"boss_def_lower_limit","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。","74007302","防御力（ダウン不可）アップ","391"
"boss_damage_cut","すべてのモンスターが受けるダメージを一定値カットさせる。","74007302","全ダメージカット","392"
"damage_up","すべてのモンスターの与えるダメージをアップさせる。","74007302","与ダメージアップ","393"
"boss_def_up","すべてのモンスターの物理/魔法防御力をアップさせる。","74007302","防御力アップ","394"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74007303","ダメージ減衰","395"
"boss_def_lower_limit","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。","74007303","防御力（ダウン不可）アップ","396"
"boss_damage_cut","すべてのモンスターが受けるダメージを一定値カットさせる。","74007303","全ダメージカット","397"
"damage_up","すべてのモンスターの与えるダメージをアップさせる。","74007303","与ダメージアップ","398"
"boss_def_up","すべてのモンスターの物理/魔法防御力をアップさせる。","74007303","防御力アップ","399"
"critical_down","すべてのキャラの物理/魔法クリティカルをダウンさせる。","74007303","クリティカルダウン","400"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74007304","ダメージ減衰","401"
"boss_def_lower_limit","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。","74007304","防御力（ダウン不可）アップ","402"
"boss_damage_cut","すべてのモンスターが受けるダメージを一定値カットさせる。","74007304","全ダメージカット","403"
"damage_up","すべてのモンスターの与えるダメージをアップさせる。","74007304","与ダメージアップ","404"
"boss_def_up","すべてのモンスターの物理/魔法防御力をアップさせる。","74007304","防御力アップ","405"
"critical_down","すべてのキャラの物理/魔法クリティカルをダウンさせる。","74007304","クリティカルダウン","406"
"9","すべてのキャラのＨＰ吸収をダウンさせる。","74007304","ＨＰ吸収ダウン","407"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74007305","ダメージ減衰","408"
"boss_def_lower_limit","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。","74007305","防御力（ダウン不可）アップ","409"
"boss_damage_cut","すべてのモンスターが受けるダメージを一定値カットさせる。","74007305","全ダメージカット","410"
"damage_up","すべてのモンスターの与えるダメージをアップさせる。","74007305","与ダメージアップ","411"
"boss_def_up","すべてのモンスターの物理/魔法防御力をアップさせる。","74007305","防御力アップ","412"
"critical_down","すべてのキャラの物理/魔法クリティカルをダウンさせる。","74007305","クリティカルダウン","413"
"9","すべてのキャラのＨＰ吸収をダウンさせる。","74007305","ＨＰ吸収ダウン","414"
"boss_tp_down_cut","すべてのモンスターがＴＰダウンカット状態になる。","74007305","ＴＰダウンカット","415"
"hp_recovery_down","すべてのキャラのＨＰ回復量をダウンさせる。","74007305","ＨＰ回復量ダウン","416"
"boss_def_lower_limit","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。","74007401","防御力（ダウン不可）アップ","417"
"boss_def_lower_limit","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。","74007402","防御力（ダウン不可）アップ","418"
"boss_def_lower_limit","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。","74007403","防御力（ダウン不可）アップ","419"
"9","すべてのキャラのＨＰ吸収をダウンさせる。","74007403","ＨＰ吸収ダウン","420"
"boss_ub_enhance","ボスモンスターの行動パターンが変化する。","74007404","ボス行動パターン変化","421"
"boss_def_lower_limit","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。","74007404","防御力（ダウン不可）アップ","422"
"9","すべてのキャラのＨＰ吸収をダウンさせる。","74007404","ＨＰ吸収ダウン","423"
"boss_ub_enhance","ボスモンスターの行動パターンが変化する。","74007405","ボス行動パターン変化","424"
"boss_def_lower_limit","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。","74007405","防御力（ダウン不可）アップ","425"
"9","すべてのキャラのＨＰ吸収をダウンさせる。","74007405","ＨＰ吸収ダウン","426"
"34","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。","74007501","ダメージ減衰","427"
"boss_def_lower_limit","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。","74007501","防御力（ダウン不可）アップ","428"
"34","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。","74007502","ダメージ減衰","429"
"boss_def_lower_limit","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。","74007502","防御力（ダウン不可）アップ","430"
"boss_tp_down_cut","すべてのモンスターがＴＰダウンカット状態になる。","74007502","ＴＰダウンカット","431"
"34","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。","74007503","ダメージ減衰","432"
"boss_def_lower_limit","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。","74007503","防御力（ダウン不可）アップ","433"
"boss_tp_down_cut","すべてのモンスターがＴＰダウンカット状態になる。","74007503","ＴＰダウンカット","434"
"9","すべてのキャラのＨＰ吸収をダウンさせる。","74007503","ＨＰ吸収ダウン","435"
"add_shadow","ルナポッドが追加される。","74007504","モンスター追加","436"
"34","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。","74007504","ダメージ減衰","437"
"boss_def_lower_limit","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。","74007504","防御力（ダウン不可）アップ","438"
"boss_tp_down_cut","すべてのモンスターがＴＰダウンカット状態になる。","74007504","ＴＰダウンカット","439"
"9","すべてのキャラのＨＰ吸収をダウンさせる。","74007504","ＨＰ吸収ダウン","440"
"add_shadow","ツムギのシャドウが追加される。","74007505","モンスター追加","441"
"34","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。","74007505","ダメージ減衰","442"
"boss_def_lower_limit","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。","74007505","防御力（ダウン不可）アップ","443"
"boss_tp_down_cut","すべてのモンスターがＴＰダウンカット状態になる。","74007505","ＴＰダウンカット","444"
"9","すべてのキャラのＨＰ吸収をダウンさせる。","74007505","ＨＰ吸収ダウン","445"
"3","すべてのキャラのＴＰ上昇をダウンさせる。","74007505","ＴＰ上昇ダウン","446"
"star6_shadow","リマ、カヤ、イノリ、サレン（サマー）のシャドウに専用装備が追加される。","74008102","シャドウ強化","447"
"star6_shadow","リマ、カヤ、イノリのシャドウが★6になる。","74008103","シャドウ強化","448"
