ce451eee693f35f59ddd7afa8d70ec1e927e0b7f82508d8f9c66906fb2092937,a79c95fa27b4b9593e26d5f384cd9cc25b3094a889b19f393a099a387537295f,d4c6b7e126a1051cfd5fd494310226a02e084931b6d4e34c6c6088715e14c93f,07f3b26ddce836601011c0d66b3f1135c441ac2049dac97ab83d24a5f3a9f956,0b72cc96f51712f569a709d0d6e550f634538d06da0643b4aff854c3a950f25d,5b487812552a1eb330bb15e8772fa0e15bdf941f8bc337db1e5f08cfc84dd965,ded8eed03455171b93cb966b85228ef094edec230cfe6a00a51ac64319e4512b,5828d9599e4786b41c22c2c0df19e70f0d015308f4476d5d1526f9b4539a69a8,5a2b6e3a5a8a54de405be48032094208bfb150455a4f29080404d5e713d30c55,23f4997cab258669a12c4b2af968848392b2de270ac944a6c23a1f85f96034b3,8a445eab660f863d3cd67b468e337212b67ee1045aaa8c2ecae7047efa9ad3f6
"","10402","30","","32","","","","","1","1104020050"
"","10402","0.2","","93","","","","","0","1104020051"
"0","10402","1","1","6","1","","0","0","1","1104020052"
"0","10402","2","1","6","1","","0","0","1","1104020053"
"0","10402","3","1","6","1","","0","0","1","1104020054"
"0","10402","4","1","6","1","","0","0","1","1104020055"
"","10402","0","","32","","","","","0","1104020056"
"","10402","1","","32","","","","","0","1104020057"
"","10402","2","","32","","","","","0","1104020058"
"","10402","3","","32","","","","","0","1104020059"
"","10402","5","","32","","","","","0","1104020060"
"","10402","6","","32","","","","","0","1104020061"
"","10402","10","","32","","","","","0","1104020062"
"","10402","20","","32","","","","","0","1104020063"
"","10402","50","","32","","","","","0","1104020064"
"","10402","0.3","","93","","","","","0","1104020065"
"1","10501","4","0","5","18","empty","0","0","1","1105010001"
"1","10501","105000","0","5","36","animation","0","0","2","1105010002"
"0","10501","105000","0","31","0","","","1","10","1105010003"
"0","10501","105001","0","31","0","","","1","11","1105010004"
"0","10501","105002","0","31","0","","","1","12","1105010005"
"0","10501","4","0","31","0","","","1","13","1105010006"
"1","10501","13","0","35","0","","","1","0","1105010007"
"0","10501","103010","0","31","0","","","0.91","14","1105010008"
"1","10501","1","0","31","0","","","1","15","1105010009"
"0","10501","2","0","31","0","","","1","16","1105010010"
"0","10501","3","0","31","0","","","1","17","1105010011"
"0","10501","5","0","31","0","","","1","19","1105010012"
"0","10501","4","0","31","0","","","1","18","1105010013"
"1","10501","18","0","35","0","","","1","0","1105010014"
"","10501","18","","32","","","","","1","1105010015"
"","10501","0","","91","","","","","0","1105010016"
"","10501","19","","32","","","","","1","1105010017"
"","10501","10","","32","","","","","1","1105010018"
"","10501","11","","32","","","","","1","1105010019"
"","10501","0.6","","93","","","","","0","1105010020"
"0","10501","180","1.3","121","1.3","","","0","0","1105010021"
"0","10501","1","","3","0","","","","skate","1105010022"
"0","10501","2","","3","0","","","","animation","1105010023"
"","10501","se_caravan","","23","0","","","","se_caravan_event_shefi_1","1105010024"
"","10501","0.5","","93","","","","","0","1105010025"
"3","10501","-82","1.3","121","1.3","","","1","0","1105010026"
"","10501","0.33","","93","","","","","0","1105010027"
"","10501","se_caravan","","23","0","","","","se_caravan_event_shefi_amb_1","1105010028"
"","10501","0.6","","93","","","","","0","1105010029"
"","10501","vo_caravan","","21","0","","","","vo_caravan_event_008_000","1105010030"
"","10501","0.1","","93","","","","","0","1105010031"
"","10501","0.33","","93","","","","","0","1105010032"
"","10501","se_caravan","","23","0","","","","se_caravan_event_shefi_2","1105010033"
"","10501","0.17","","93","","","","","0","1105010034"
"3","10501","100","1.3","121","1.3","","","0.4","0","1105010035"
"","10501","0.34","","93","","","","","0","1105010036"
"","10501","0.5","","93","","","","","0","1105010037"
"3","10501","-155","1.3","121","1.3","","","0.53","0","1105010038"
"","10501","0.06","","93","","","","","0","1105010039"
"","10501","0.4","","93","","","","","0","1105010040"
"","10501","vo_caravan","","21","0","","","","vo_caravan_event_008_001","1105010041"
"","10501","0.04","","93","","","","","0","1105010042"
"3","10501","0","1.3","121","1.3","","","0.8","0","1105010043"
"","10501","0.06","","93","","","","","0","1105010044"
"","10501","0.4","","93","","","","","0","1105010045"
"","10501","se_caravan","","23","0","","","","se_caravan_event_shefi_amb_2","1105010046"
"","10501","0.1","","93","","","","","0","1105010047"
"3","10501","0","1.1","121","1.1","","","0.43","0","1105010048"
"","10501","12","","32","","","","","1","1105010049"
"","10501","0.07","","93","","","","","0","1105010050"
"","10501","se_caravan","","23","0","","","","se_caravan_event_shefi_3","1105010051"
"","10501","0.43","","93","","","","","0","1105010052"
"","10501","se_caravan","","23","0","","","","se_caravan_event_shefi_4","1105010053"
"","10501","0.6","","93","","","","","0","1105010054"
"","10501","se_caravan","","23","0","","","","se_caravan_event_shefi_emote","1105010055"
"","10501","0.3","","93","","","","","0","1105010056"
"","10501","vo_caravan","","21","0","","","","vo_caravan_event_008_002","1105010057"
"","10501","0.6","","93","","","","","0","1105010058"
"","10501","18","","32","","","","","0","1105010059"
"","10501","0.7","","93","","","","","0","1105010060"
"","10501","13","","35","","","","","1","1105010061"
"","10501","13","","32","","","","","1","1105010062"
"","10501","1105010065","","101","","","","","1","1105010063"
"0","10501","0","1.1","121","1.1","","","0","0","1105010064"
"","10501","14","","35","","","","","1","1105010065"
"","10501","14","","32","","","","","1","1105010066"
"","10501","16","","32","","","","","1","1105010067"
"","10501","18","","35","","","","","1","1105010068"
"","10501","se_caravan_event_shefi_1","","24","","","","","0.5","1105010069"
"","10501","se_caravan_event_shefi_2","","24","","","","","0.5","1105010070"
"","10501","se_caravan_event_shefi_3","","24","","","","","0.5","1105010071"
"","10501","se_caravan_event_shefi_4","","24","","","","","0.5","1105010072"
"","10501","se_caravan_event_shefi_amb_1","","24","","","","","0.5","1105010073"
"","10501","se_caravan_event_shefi_amb_2","","24","","","","","0.5","1105010074"
"","10501","se_caravan_event_shefi_emote","","24","","","","","0.5","1105010075"
"","10501","0.4","","93","","","","","0","1105010076"
"","10501","","","92","","","","","","1105010077"
"","10501","17","","35","","","","","1","1105010078"
"","10501","17","","32","","","","","1","1105010079"
"","10501","0.2","","93","","","","","0","1105010080"
"0.01","10501","1","0","6","0","","0","0","0","1105010081"
"0.01","10501","2","0","6","0","","0","0","0","1105010082"
"","10501","10","","32","","","","","0","1105010083"
"","10501","11","","32","","","","","0","1105010084"
"","10501","12","","32","","","","","0","1105010085"
"","10501","14","","32","","","","","0","1105010086"
"","10501","15","","32","","","","","0","1105010087"
"","10501","16","","32","","","","","0","1105010088"
"","10501","18","","32","","","","","0","1105010089"
"","10501","0.3","","93","","","","","0","1105010090"
"1","20101","1","0","5","18","empty","0","0","1","1201010001"
"1","20101","2","0","5","20","empty","0","0","2","1201010002"
"1","20101","3","0","5","26","empty","0","0","3","1201010003"
"1","20101","4","0","5","27","empty","0","0","4","1201010004"
"1","20101","21","0","5","21","empty","0","0","21","1201010005"
"1","20101","22","0","5","20","empty","0","0","22","1201010006"
"1","20101","23","0","5","19","empty","0","0","23","1201010007"
"1","20101","201000","0","5","25","empty","0","0","201000","1201010008"
"0","20101","900001","0","31","0","","","1","900001","1201010009"
"0","20101","201000","0","31","0","","","1","201000","1201010010"
"","20101","201000","0","35","","","","","0","1201010011"
"0","20101","201001","0","31","0","","","1","201001","1201010012"
"0","20101","201002","0","31","0","","","1","201002","1201010013"
"0","20101","1","0","31","0","","","1","15","1201010014"
"0","20101","2","0","31","0","","","1","16","1201010015"
"0","20101","3","0","31","0","","","1","17","1201010016"
"","20101","0","","91","","","","","","1201010017"
"","20101","900001","","32","","","","","1","1201010018"
"","20101","0.7","","93","","","","","0","1201010019"
"0","20101","201000","","32","0","","","","1","1201010020"
"0","20101","15","","32","0","","","","1","1201010021"
"","20101","0.3","","93","","","","","0","1201010022"
"","20101","se_caravan","","23","0","","","","se_caravan_party_drama_one","1201010023"
"0","20101","1","","3","0","","","","party","1201010024"
"0","20101","2","","3","0","","","","party","1201010025"
"0","20101","3","","3","0","","","","party","1201010026"
"0","20101","4","","3","0","","","","party","1201010027"
"0","20101","21","","3","0","","","","party","1201010028"
"0","20101","22","","3","0","","","","party","1201010029"
"0","20101","23","","3","0","","","","party","1201010030"
"0","20101","201000","","3","0","","","","party","1201010031"
"","20101","201000","","35","","","","","1","1201010032"
"","20101","0.4","","93","","","","","0","1201010033"
"","20101","vo_caravan","","21","0","","","","vo_caravan_party_001","1201010034"
"","20101","0.55","","93","","","","","0","1201010035"
"","20101","se_caravan","","23","0","","","","se_caravan_party_drama_two","1201010036"
"","20101","1.1","","93","","","","","0","1201010037"
"","20101","se_caravan","","23","0","","","","se_caravan_party_drama_three","1201010038"
"","20101","vo_caravan","","21","0","","","","vo_caravan_party_002","1201010039"
"","20101","0.45","","93","","","","","0","1201010040"
"","20101","201001","","32","","","","","1","1201010041"
"","20101","1.5","","93","","","","","0","1201010042"
"","20101","1201010047","","101","","","","","1","1201010043"
"","20101","se_caravan_party_drama_one","","24","","","","","0.5","1201010044"
"","20101","se_caravan_party_drama_two","","24","","","","","0.5","1201010045"
"","20101","se_caravan_party_drama_three","","24","","","","","0.5","1201010046"
"","20101","201002","","35","","","","","1","1201010047"
"","20101","201002","","32","","","","","1","1201010048"
"","20101","900001","","35","","","","","1","1201010049"
"","20101","16","","32","","","","","1","1201010050"
"","20101","0.4","","93","","","","","0","1201010051"
"","20101","","","92","","","","","","1201010052"
"","20101","17","","35","","","","","1","1201010053"
"","20101","17","","32","","","","","1","1201010054"
"","20101","0.2","","93","","","","","0","1201010055"
"0.01","20101","1","0","6","0","","0","0","0","1201010056"
"0.01","20101","2","0","6","0","","0","0","0","1201010057"
"0.01","20101","3","0","6","0","","0","0","0","1201010058"
"0.01","20101","4","0","6","0","","0","0","0","1201010059"
"0.01","20101","21","0","6","0","","0","0","0","1201010060"
"0.01","20101","22","0","6","0","","0","0","0","1201010061"
"0.01","20101","23","0","6","0","","0","0","0","1201010062"
"0.01","20101","201000","0","6","0","","0","0","0","1201010063"
"","20101","201002","","32","","","","","0","1201010064"
"","20101","15","","32","","","","","0","1201010065"
"","20101","201001","","32","","","","","0","1201010066"
"","20101","16","","32","","","","","0","1201010067"
"","20101","201000","","32","","","","","0","1201010068"
"","20101","0.3","","93","","","","","0","1201010069"
"1","20201","1","-754","1","57","empty","0","-255","105811","1202010001"
"1","20201","202000","-126","5","58","empty","0","-255","202000","1202010002"
"0.43","20201","100","-1000","5","56","idle","1","-210","100","1202010003"
"0.43","20201","110","-1000","5","55","idle","1","-210","110","1202010004"
"0.55","20201","1000","283","5","52","empty","0","-183","1000","1202010005"
"0.55","20201","1001","450","5","53","empty","0","-239","1001","1202010006"
"0","20201","202000","0","31","0","","","1","0","1202010007"
"0","20201","202004","0","31","0","","","1","202004","1202010008"
"0","20201","900001","0","31","0","","","1","1","1202010009"
"0","20201","3","0","31","0","","","1","3","1202010010"
"","20201","3","","35","","","","","0","1202010011"
"","20201","3","","32","","","","","1","1202010012"
"0","20201","6","0","31","0","","","1","4","1202010013"
"0","20201","202006","0","31","0","","","1","202006","1202010014"
"0","20201","202001","0","31","0","","","1","202001","1202010015"
"0","20201","202002","167","31","203","","","1","2020021","1202010016"
"0","20201","202002","81","31","370","","","1","2020022","1202010017"
"0","20201","202003","-25","31","-186","","","1","202003","1202010018"
"0","20201","900004","-210","31","-372","","","1","6","1202010019"
"0","20201","202005","-215","31","340","","","1","202005","1202010020"
"","20201","0","","91","","","","","0","1202010021"
"","20201","1","","32","","","","","1","1202010022"
"","20201","0.7","","93","","","","","0","1202010023"
"","20201","0","","32","","","","","1","1202010024"
"","20201","202004","","32","","","","","1","1202010025"
"0","20201","1000","","3","1","","","","idle","1202010026"
"0","20201","1001","","3","1","","","","idle","1202010027"
"","20201","se_caravan","","23","0","","","","se_caravan_chikamiti_drama_first","1202010028"
"0","20201","100","idle","3","0","","0","1","run_stop_short","1202010029"
"0","20201","110","idle","3","0","","0","1","run_stop_short","1202010030"
"","20201","100","1.5","2","-210","","","","-372","1202010031"
"","20201","110","1.5","2","-210","","","","-372","1202010032"
"0","20201","105811","","3","1","","","","shortcut_run","1202010033"
"","20201","105811","1.5","2","-255","","","","-126","1202010034"
"","20201","0.2","","93","","","","","0","1202010035"
"","20201","vo_caravan","","21","0","","","","vo_caravan_chikamichi_001","1202010036"
"0.2","20201","1000","idle","3","0","","0.1","1","awake","1202010037"
"0.2","20201","1001","idle","3","0","","0.1","1","awake","1202010038"
"","20201","0.5","","93","","","","","0","1202010039"
"","20201","202001","","32","","","","","1","1202010040"
"","20201","2020021","","32","","","","","1","1202010041"
"","20201","2020022","","32","","","","","1","1202010042"
"","20201","0.8","","93","","","","","0","1202010043"
"0.2","20201","105811","shortcut_surprise_loop","3","0","","","1","shortcut_surprise_in","1202010044"
"","20201","1","","93","","","","","0","1202010045"
"","20201","3","","32","","","","","0","1202010046"
"","20201","1202010065","","101","","","","","","1202010047"
"","20201","1202010049","","101","","","","","","1202010048"
"","20201","3","","35","","","","","1","1202010049"
"","20201","0.2","","93","","","","","0","1202010050"
"","20201","202001","","32","","","","","0","1202010051"
"","20201","2020021","","32","","","","","0","1202010052"
"","20201","2020022","","32","","","","","0","1202010053"
"","20201","se_caravan_chikamiti_drama_first","","24","","","","","0.5","1202010054"
"","20201","100","","3","1","","","","idle","1202010055"
"","20201","110","","3","1","","","","idle","1202010056"
"","20201","100","0","2","-210","","","","-372","1202010057"
"","20201","110","0","2","-210","","","","-372","1202010058"
"0.2","20201","105811","","3","1","","","","shortcut_surprise_loop","1202010059"
"","20201","105811","0","2","-255","","","","-126","1202010060"
"0.2","20201","1000","","3","1","","","","idle","1202010061"
"0.2","20201","1001","","3","1","","","","idle","1202010062"
"","20201","2020021","","32","","","","","0","1202010063"
"","20201","2020022","","32","","","","","0","1202010064"
"","20201","202006","","32","","","","","1","1202010065"
"","20201","100","","93","","","","","0","1202010066"
"","20201","1202010066","","101","","","","","","1202010067"
"","20201","1202010069","","101","","","","","","1202010068"
"","20201","202006","","32","","","","","0","1202010069"
"","20201","2020021","","32","","","","","0","1202010070"
"","20201","2020022","","32","","","","","0","1202010071"
"","20201","0.2","","93","","","","","0","1202010072"
"","20201","vo_caravan","","21","0","","","","vo_caravan_chikamichi_002","1202010073"
"","20201","se_caravan","","23","0","","","","se_caravan_chikamiti_drama_second_one","1202010074"
"0.1","20201","105811","shortcut_throw_loop","3","0","","0.2","1","shortcut_throw","1202010075"
"","20201","202000","","3","0","","","","shortcut_throw","1202010076"
"","20201","1.2","","93","","","","","0","1202010077"
"","20201","se_caravan","","23","0","","","","se_caravan_chikamiti_drama_second_two","1202010078"
"0.1","20201","1000","idle","3","0","","0.1","1","joy","1202010079"
"0.1","20201","1001","idle","3","0","","0.1","1","joy","1202010080"
"","20201","202005","","32","","","","","1","1202010081"
"","20201","0.5","","93","","","","","0","1202010082"
"0.1","20201","105811","shortcut_relief_loop","3","0","","0.1","1","shortcut_relief","1202010083"
"","20201","1.4","","93","","","","","0","1202010084"
"0.1","20201","1000","move_pass_loop","3","0","","0.1","1","move_pass","1202010085"
"0.1","20201","1001","move_pass_loop","3","0","","0.1","1","move_pass","1202010086"
"","20201","0.1","","93","","","","","0","1202010087"
"","20201","se_caravan","","23","0","","","","se_caravan_chikamiti_drama_second_three","1202010088"
"","20201","0.3","","93","","","","","0","1202010089"
"0.2","20201","105811","","3","1","","","","shortcut_run","1202010090"
"","20201","105811","3.4","2","-255","","","0","1746","1202010091"
"","20201","202003","","32","","","","","1","1202010092"
"","20201","202003","3.4","33","-25","","","0","1686","1202010093"
"0.2","20201","100","","3","1","","","","run","1202010094"
"0.2","20201","110","","3","1","","","","run","1202010095"
"","20201","6","","32","","","","","1","1202010096"
"","20201","100","3.4","2","-210","","","0","1500","1202010097"
"","20201","110","3.4","2","-210","","","0","1500","1202010098"
"","20201","6","3.4","33","-210","","","0","1500","1202010099"
"","20201","0.6","","93","","","","","0","1202010100"
"","20201","1202010102","","101","","","","","","1202010101"
"","20201","4","","32","","","","","1","1202010102"
"","20201","0.7","","93","","","","","0","1202010103"
"0","20201","100","1","6","1","","0","0","1","1202010104"
"0","20201","110","1","6","1","","0","0","1","1202010105"
"","20201","0","","32","","","","","0","1202010106"
"","20201","202004","","32","","","","","0","1202010107"
"","20201","6","","32","","","","","0","1202010108"
"","20201","202001","","32","","","","","0","1202010109"
"","20201","2020021","","32","","","","","0","1202010110"
"","20201","2020022","","32","","","","","0","1202010111"
"","20201","202006","","32","","","","","0","1202010112"
"","20201","2020021","","32","","","","","0","1202010113"
"","20201","2020022","","32","","","","","0","1202010114"
"","20201","202003","","32","","","","","0","1202010115"
"","20201","202005","","32","","","","","0","1202010116"
"0","20201","105811","1","6","1","","0","0","1","1202010117"
"0","20201","202000","1","6","1","","0","0","1","1202010118"
"0","20201","1000","1","6","1","","0","0","1","1202010119"
"0","20201","1001","1","6","1","","0","0","1","1202010120"
"","20201","se_caravan_chikamiti_drama_second_one","","24","","","","","0.5","1202010121"
"","20201","se_caravan_chikamiti_drama_second_two","","24","","","","","0.5","1202010122"
"","20201","se_caravan_chikamiti_drama_second_three","","24","","","","","0.5","1202010123"
"","20201","1","","93","","","","","0","1202010124"
"1","20202","1","-126","1","57","empty","0","-255","105811","1202020001"
"1","20202","202000","-126","5","58","empty","0","-255","202000","1202020002"
"0.43","20202","100","-1085","5","56","idle","1","-210","100","1202020003"
"0.43","20202","110","-1085","5","55","idle","1","-210","110","1202020004"
"0.55","20202","1000","283","5","52","empty","0","-183","1000","1202020005"
"0.55","20202","1001","450","5","53","empty","0","-239","1001","1202020006"
"0","20202","202000","0","31","0","","","1","0","1202020007"
"0","20202","202004","0","31","0","","","1","202004","1202020008"
"0","20202","3","0","31","0","","","1","3","1202020009"
"0","20202","6","0","31","0","","","1","4","1202020010"
"0","20202","202003","-25","31","-186","","","1","202003","1202020011"
"0","20202","900004","-210","31","-372","","","1","6","1202020012"
"0","20202","202005","-215","31","340","","","1","202005","1202020013"
"","20202","0","","91","","","","","0","1202020014"
"","20202","3","","32","","","","","1","1202020015"
"","20202","0.2","","93","","","","","0","1202020016"
"","20202","0","","32","","","","","1","1202020017"
"","20202","202004","","32","","","","","1","1202020018"
"","20202","100","","3","1","","","","idle","1202020019"
"","20202","110","","3","1","","","","idle","1202020020"
"","20202","100","0","2","-210","","","","-372","1202020021"
"","20202","110","0","2","-210","","","","-372","1202020022"
"","20202","105811","","3","1","","","","shortcut_surprise_loop","1202020023"
"","20202","105811","0","2","-255","","","","-126","1202020024"
"0.2","20202","1000","","3","1","","","","idle","1202020025"
"0.2","20202","1001","","3","1","","","","idle","1202020026"
"","20202","0.2","","93","","","","","0","1202020027"
"","20202","vo_caravan","","21","0","","","","vo_caravan_chikamichi_002","1202020028"
"","20202","se_caravan","","23","0","","","","se_caravan_chikamiti_drama_second_one","1202020029"
"0.1","20202","105811","shortcut_throw_loop","3","0","","0.2","1","shortcut_throw","1202020030"
"","20202","202000","","3","0","","","","shortcut_throw","1202020031"
"","20202","1.2","","93","","","","","0","1202020032"
"","20202","se_caravan","","23","0","","","","se_caravan_chikamiti_drama_second_two","1202020033"
"0.1","20202","1000","idle","3","0","","0.1","1","joy","1202020034"
"0.1","20202","1001","idle","3","0","","0.1","1","joy","1202020035"
"","20202","202005","","32","","","","","1","1202020036"
"","20202","0.5","","93","","","","","0","1202020037"
"0.1","20202","105811","shortcut_relief_loop","3","0","","0.1","1","shortcut_relief","1202020038"
"","20202","1.4","","93","","","","","0","1202020039"
"0.1","20202","1000","move_pass_loop","3","0","","0.1","1","move_pass","1202020040"
"0.1","20202","1001","move_pass_loop","3","0","","0.1","1","move_pass","1202020041"
"","20202","0.1","","93","","","","","0","1202020042"
"","20202","se_caravan","","23","0","","","","se_caravan_chikamiti_drama_second_three","1202020043"
"","20202","0.3","","93","","","","","0","1202020044"
"0.2","20202","105811","","3","1","","","","shortcut_run","1202020045"
"","20202","105811","3.4","2","-255","","","0","1746","1202020046"
"","20202","202003","","32","","","","","1","1202020047"
"","20202","202003","3.4","33","-25","","","0","1686","1202020048"
"0.2","20202","100","","3","1","","","","run","1202020049"
"0.2","20202","110","","3","1","","","","run","1202020050"
"","20202","6","","32","","","","","1","1202020051"
"","20202","100","3.4","2","-210","","","0","1500","1202020052"
"","20202","110","3.4","2","-210","","","0","1500","1202020053"
"","20202","6","3.4","33","-210","","","0","1500","1202020054"
"","20202","0.6","","93","","","","","0","1202020055"
"","20202","1202020057","","101","","","","","","1202020056"
"","20202","4","","32","","","","","1","1202020057"
"","20202","0.7","","93","","","","","0","1202020058"
"0","20202","100","1","6","1","","0","0","1","1202020059"
"0","20202","110","1","6","1","","0","0","1","1202020060"
"","20202","0","","32","","","","","0","1202020061"
"","20202","202004","","32","","","","","0","1202020062"
"","20202","6","","32","","","","","0","1202020063"
"","20202","202003","","32","","","","","0","1202020064"
"","20202","202005","","32","","","","","0","1202020065"
"0","20202","105811","1","6","1","","0","0","1","1202020066"
"0","20202","202000","1","6","1","","0","0","1","1202020067"
"0","20202","1000","1","6","1","","0","0","1","1202020068"
"0","20202","1001","1","6","1","","0","0","1","1202020069"
"","20202","se_caravan_chikamiti_drama_second_one","","24","","","","","0.5","1202020070"
"","20202","se_caravan_chikamiti_drama_second_two","","24","","","","","0.5","1202020071"
"","20202","se_caravan_chikamiti_drama_second_three","","24","","","","","0.5","1202020072"
"","20202","1","","93","","","","","0","1202020073"
"1","90001","1","0","1","62","empty","0","-34","105811","1900010001"
"1","90001","1","0","1","66","empty","0","-34","105911","1900010002"
"1","90001","1","0","1","64","empty","0","-34","106011","1900010003"
"1","90001","1","0","1","64","empty","0","-34","106411","1900010004"
"1","90001","1","0","1","52","empty","0","-34","118511","1900010005"
"0.4","90001","100","-1085","5","58","idle","1","-266","100","1900010006"
"0.4","90001","110","-1085","5","56","idle","1","-266","110","1900010007"
"0","90001","900000","0","31","0","","","1","0","1900010008"
"0","90001","900001","0","31","0","","","1","1","1900010009"
"0","90001","900003","0","31","0","","","1","3","1900010010"
"0","90001","900004","-266","31","-1085","","","1","4","1900010011"
"0","90001","900005","0","31","0","","","1","5","1900010012"
"0","90001","900009","-34","31","0","","","1","9","1900010013"
"","90001","0","","91","","","","","0","1900010014"
"","90001","1","","32","","","","","1","1900010015"
"","90001","0.7","","93","","","","","0","1900010016"
"","90001","0","","32","","","","","1","1900010017"
"","90001","9","","32","","","","","1","1900010018"
"0","90001","118511","","3","1","","","","checkpoint_karin_idle","1900010019"
"0","90001","1","0","29","0.5","","1","10","0","1900010020"
"","90001","se_caravan","","23","0","","","","se_caravan_goal_amb","1900010021"
"","90001","0.9","","93","","","","","0","1900010022"
"","90001","se_caravan","","23","0","","","","se_caravan_goal_onigiri","1900010023"
"","90001","0.5","","93","","","","","0","1900010024"
"0","90001","100","idle","3","0","","0","1","run_checkpoint","1900010025"
"0","90001","110","idle","3","0","","0","1","run_checkpoint","1900010026"
"","90001","4","","32","","","","","1","1900010027"
"","90001","100","2.5","2","-276","","","11","67","1900010028"
"","90001","110","2.5","2","-276","","","11","67","1900010029"
"","90001","4","2.5","33","-276","","","11","67","1900010030"
"","90001","2","","93","","","","","0","1900010031"
"","90001","se_caravan","","23","0","","","","se_caravan_goal_chara_appear","1900010032"
"0","90001","105811","checkpoint_peko_loop","3","0","","0","1","checkpoint_peko_in","1900010033"
"0","90001","105911","checkpoint_kokkoro_loop","3","0","","0","1","checkpoint_kokkoro_in","1900010034"
"0","90001","106011","checkpoint_kyaru_loop","3","0","","0","1","checkpoint_kyaru_in","1900010035"
"0","90001","106411","checkpoint_shefy_loop","3","0","","0","1","checkpoint_shefy_in","1900010036"
"","90001","6","","140","0","","","","0","1900010037"
"","90001","1.6","","93","","","","","0","1900010038"
"","90001","5","","32","","","","","1","1900010039"
"0.2","90001","118511","","3","1","","","","checkpoint_karin_clap","1900010040"
"","90001","3","","93","","","","","0","1900010041"
"","90001","0","","29","0.5","","","","0","1900010042"
"","90001","1","","113","","","","","","1900010043"
"","90001","0.3","","93","","","","","0","1900010044"
"","90001","3","","32","","","","","1","1900010045"
"","90001","0.2","","93","","","","","0","1900010046"
"0","90001","100","1","6","1","","0","0","1","1900010047"
"0","90001","110","1","6","1","","0","0","1","1900010048"
"","90001","0","","32","","","","","0","1900010049"
"","90001","5","","32","","","","","0","1900010050"
"","90001","9","","32","","","","","0","1900010051"
"0","90001","105811","1","6","1","","0","0","1","1900010052"
"0","90001","105911","1","6","1","","0","0","1","1900010053"
"0","90001","106011","1","6","1","","0","0","1","1900010054"
"0","90001","106411","1","6","1","","0","0","1","1900010055"
"0","90001","118511","1","6","1","","0","0","1","1900010056"
"","90001","0.1","","93","","","","","0","1900010057"
"1","90002","1","0","1","62","empty","0","-34","105811","1900020001"
"1","90002","1","0","1","66","empty","0","-34","105911","1900020002"
"1","90002","1","0","1","64","empty","0","-34","106011","1900020003"
"1","90002","1","0","1","64","empty","0","-34","106411","1900020004"
"1","90002","1","0","1","52","empty","0","-34","118511","1900020005"
"1","90002","900000","0","5","54","empty","0","-34","900","1900020006"
"0.4","90002","100","-1085","5","58","idle","1","-266","100","1900020007"
"0.4","90002","110","-1085","5","56","idle","1","-266","110","1900020008"
"0","90002","900000","0","31","0","","","1","0","1900020009"
"0","90002","900001","0","31","0","","","1","1","1900020010"
"0","90002","900002","0","31","0","","","1","2","1900020011"
"0","90002","900003","0","31","0","","","1","3","1900020012"
"0","90002","900004","-266","31","-1085","","","1","4","1900020013"
"0","90002","900005","0","31","0","","","1","5","1900020014"
"0","90002","900006","0","31","0","","","1","6","1900020015"
"0","90002","900008","0","31","0","","","1","8","1900020016"
"0","90002","900009","-34","31","0","","","1","9","1900020017"
"","90002","0","","91","","","","","0","1900020018"
"","90002","1","","32","","","","","1","1900020019"
"","90002","0.7","","93","","","","","0","1900020020"
"","90002","0","","32","","","","","1","1900020021"
"","90002","9","","32","","","","","1","1900020022"
"0","90002","118511","","3","1","","","","checkpoint_karin_idle","1900020023"
"0","90002","1","0","29","0.5","","1","10","0","1900020024"
"","90002","se_caravan","","23","0","","","","se_caravan_goal_amb","1900020025"
"","90002","0.9","","93","","","","","0","1900020026"
"","90002","se_caravan","","23","0","","","","se_caravan_goal_onigiri","1900020027"
"","90002","0.5","","93","","","","","0","1900020028"
"0","90002","100","idle","3","0","","0","1","run_checkpoint","1900020029"
"0","90002","110","idle","3","0","","0","1","run_checkpoint","1900020030"
"","90002","4","","32","","","","","1","1900020031"
"","90002","100","2.5","2","-266","","","11","67","1900020032"
"","90002","110","2.5","2","-266","","","11","67","1900020033"
"","90002","4","2.5","33","-266","","","11","67","1900020034"
"","90002","2","","93","","","","","0","1900020035"
"","90002","se_caravan","","23","0","","","","se_caravan_goal_chara_appear","1900020036"
"0","90002","105811","checkpoint_peko_loop","3","0","","0","1","checkpoint_peko_in","1900020037"
"0","90002","105911","checkpoint_kokkoro_loop","3","0","","0","1","checkpoint_kokkoro_in","1900020038"
"0","90002","106011","checkpoint_kyaru_loop","3","0","","0","1","checkpoint_kyaru_in","1900020039"
"0","90002","106411","checkpoint_shefy_loop","3","0","","0","1","checkpoint_shefy_in","1900020040"
"","90002","6","","140","0","","","","0","1900020041"
"","90002","1.6","","93","","","","","0","1900020042"
"","90002","5","","32","","","","","1","1900020043"
"0.2","90002","118511","","3","1","","","","checkpoint_karin_clap","1900020044"
"","90002","3","","93","","","","","0","1900020045"
"","90002","0","","29","0.5","","","","0","1900020046"
"","90002","1","","113","","","","","","1900020047"
"","90002","0.3","","93","","","","","0","1900020048"
"","90002","2","","32","","","","","1","1900020049"
"","90002","0.4","","93","","","","","0","1900020050"
"0","90002","100","1","6","1","","0","0","1","1900020051"
"0","90002","110","1","6","1","","0","0","1","1900020052"
"","90002","5","","32","","","","","0","1900020053"
